Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/31052040/LT-31,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/23072042/L_NR_2012_04,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/22052037/LT-59,NR/01042024/30042024/PTC/OA/32001,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/04042024/30042024/SJVN040424NR1694,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16
43,10:30-10:45,14.830000,0.000000,15.200000,24.760000,30.800000,14.830000,16.050000,272.120000,0.000000,7.620000,2.240000,40.900000,25.980000,0.000000,174.120000,91.430000,1.710000,35.080000,43.870000,10.16,5.01,0,93,32,193,17.67,117.364689,32,232.75,7.66,45.55,17.67,47,53.19,82,30.5,46.55,91.13,32,10.17,0

44,10:45-11:00,15.400000,0.000000,15.790000,24.760000,30.800000,15.400000,16.050000,272.120000,0.000000,7.620000,2.240000,40.900000,25.980000,0.000000,174.120000,91.430000,1.710000,35.080000,38.500000,10.16,5.01,0,93,32,196,17.33,121.075248,32,232.75,7.66,46.6,17.33,47,53.19,84,30.5,46.55,91.96,32,10.17,0

45,11:00-11:15,15.840000,0.000000,16.240000,25.630000,25.630000,15.840000,16.050000,272.120000,0.000000,7.620000,2.240000,40.900000,25.980000,0.000000,145.250000,91.430000,1.710000,35.080000,38.500000,10.16,5.01,0,93,32,196,17.33,123.850863,32,232.75,7.66,45.3,17.33,47,53.19,84,30.5,46.55,92.08,32,10.17,0

46,11:15-11:30,16.130000,0.000000,16.540000,25.630000,25.630000,16.130000,16.050000,272.120000,0.000000,7.620000,2.240000,40.900000,25.980000,0.000000,145.250000,62.560000,1.710000,35.080000,38.500000,10.16,5.01,0,93,32,196,17.33,125.642839,32,232.75,7.66,45.5,17.33,47,53.19,84,30.5,46.55,92.04,32,10.17,0

47,11:30-11:45,16.310000,0.000000,16.720000,25.630000,25.630000,16.310000,16.050000,272.120000,0.000000,7.620000,2.240000,40.900000,25.980000,0.000000,145.250000,62.560000,1.710000,35.080000,38.500000,10.34,5.01,0,93,32,196,17.67,127.308208,32,232.75,7.66,45.6,17.67,47,53.19,84,31,46.55,92.12,32,10.33,0

48,11:45-12:00,16.330000,0.000000,16.740000,25.630000,25.630000,16.330000,16.050000,272.120000,0.000000,7.620000,2.240000,40.900000,25.980000,0.000000,145.250000,62.560000,1.710000,35.080000,38.500000,10.66,5.01,0,93,32,196,18,129.587134,32,232.75,7.66,45.7,18,47,53.19,84,32,46.55,92.3,32,10.67,0

49,12:00-12:15,16.330000,0.000000,16.740000,25.630000,25.630000,16.330000,16.050000,272.120000,0.000000,7.540000,2.240000,40.900000,26.950000,0.000000,145.250000,67.370000,1.710000,35.080000,38.500000,11.5,5.01,0,93,32,200,18.33,135.66427,32,232.75,7.66,45.7,18.33,47,53.19,85,34.5,46.55,92.4,32,11.5,0

50,12:15-12:30,16.330000,0.000000,16.740000,25.630000,25.630000,16.330000,16.050000,272.120000,0.000000,7.540000,2.240000,40.900000,26.950000,0.000000,145.250000,67.370000,1.710000,35.080000,38.500000,11.84,5.61,0,93,32,200,19,132.430922,32,232.75,8,45.7,19,47,53.19,85,35.5,46.55,92.36,32,11.83,0

51,12:30-12:45,16.330000,0.000000,16.740000,25.630000,25.630000,16.330000,16.050000,272.120000,0.000000,7.540000,2.240000,40.900000,26.950000,0.000000,145.250000,67.370000,1.710000,35.080000,38.500000,10,7.21,0,93,32,200,20,130.492861,32,232.75,8.66,45.7,20,47,53.19,85,30,46.55,92.31,32,10,0

52,12:45-13:00,16.330000,0.000000,16.740000,25.630000,25.630000,16.330000,16.050000,250.220000,0.000000,7.540000,2.240000,40.900000,26.950000,0.000000,145.250000,62.560000,1.710000,35.080000,38.500000,10,7.61,0,93,32,200,20,128.26263,32,232.75,8.66,45.7,20,47,53.19,85,30,46.55,92.25,32,10,0

53,13:00-13:15,16.330000,0.000000,16.740000,25.630000,25.630000,16.330000,16.050000,211.730000,0.000000,7.540000,2.470000,40.900000,26.950000,0.000000,145.250000,62.560000,1.760000,35.080000,38.500000,10.34,9.01,0,93,32,200,24,126.071355,32,225,9,45.7,24,47,53.19,85,31,45,92.15,32,10.33,0

54,13:15-13:30,16.330000,0.000000,16.740000,25.630000,25.630000,16.330000,16.050000,211.730000,0.000000,7.540000,2.470000,40.900000,26.950000,0.000000,145.250000,62.560000,1.760000,35.080000,38.500000,10.84,10.01,0,93,32,200,25,124.620244,32,225,9.34,45.7,25,47,53.19,85,32.5,45,92.15,32,10.83,0

55,13:30-13:45,16.330000,0.000000,16.740000,25.630000,25.630000,16.330000,16.050000,211.730000,0.000000,7.540000,2.470000,40.900000,26.950000,0.000000,145.250000,62.560000,1.760000,35.080000,38.500000,11.16,10.61,0,93,32,200,26.33,78.408689,32,225,9.66,45.5,26.33,47,53.19,85,33.5,45,92.05,32,11.17,0

56,13:45-14:00,16.310000,0.000000,16.710000,25.630000,25.630000,16.310000,16.050000,211.730000,0.000000,7.540000,2.470000,40.900000,25.980000,0.000000,145.250000,67.370000,1.760000,35.080000,38.500000,12.16,11.21,0,93,32,200,27.33,78.028868,32,225,10,45.5,27.33,47,53.19,85,36.5,45,92.1,32,12.17,0

57,14:00-14:15,16.090000,2.300000,16.490000,25.630000,25.630000,16.090000,16.050000,240.600000,0.000000,7.540000,2.470000,40.900000,25.980000,0.000000,145.250000,67.370000,1.850000,35.080000,38.500000,10.66,11.81,0,93,32,196,36.33,75.759681,32,195.83,10.66,43.78,36.33,47,53.19,84,32,39.17,91.95,32,10.67,0

58,14:15-14:30,15.730000,2.300000,16.120000,25.630000,25.630000,15.730000,16.050000,259.850000,0.000000,7.540000,2.470000,40.900000,26.950000,0.000000,145.250000,67.370000,1.850000,35.080000,38.500000,11.84,12.01,0,93,32,196,38,70.773313,32,187.36,11.34,42.9,38,47,53.19,84,35.5,37.47,91.59,32,11.83,0

59,14:30-14:45,15.240000,2.300000,15.620000,25.630000,25.630000,15.240000,16.050000,272.120000,0.000000,7.540000,2.470000,40.900000,26.950000,0.000000,193.370000,52.930000,1.850000,35.080000,57.430000,10.84,14,0,93,32,193,33,66.098593,32,150.5,9.66,40.5,33,47,53.19,82,32.5,30.1,90.9,32,10.83,0

60,14:45-15:00,14.630000,2.300000,14.990000,25.630000,25.630000,14.630000,16.050000,272.120000,0.000000,7.540000,2.470000,40.900000,26.950000,0.000000,201.010000,52.930000,1.850000,35.080000,57.430000,10.84,14,0,91,32,186,33.33,61.677087,32,141.21,9.66,38.98,33.33,45,53.19,79,32.5,28.24,89.01,32,10.83,0

61,15:00-15:15,13.930000,2.300000,14.290000,25.630000,25.630000,13.930000,16.050000,272.120000,0.000000,7.540000,2.470000,40.900000,26.950000,0.000000,201.010000,72.180000,1.940000,35.080000,57.430000,11.16,14.2,0,83,32,175,22.3,79.840322,32,146.3,9.66,37.06,22.3,42,53.19,75,33.5,29.26,85.21,32,11.17,0

62,15:15-15:30,13.090000,2.300000,13.420000,25.630000,25.630000,13.090000,16.050000,272.120000,0.000000,7.540000,2.470000,40.900000,26.950000,0.000000,201.010000,72.180000,1.940000,35.080000,57.430000,11.5,14.4,0,75,32,165,23.65,75.155863,32,137.97,10.34,34.44,23.65,38,53.19,70,34.5,27.59,80.21,32,11.5,0

63,15:30-15:45,12.070000,2.300000,12.380000,25.630000,25.630000,12.070000,16.050000,272.120000,0.000000,7.540000,2.470000,40.900000,27.910000,0.000000,249.130000,72.180000,1.940000,57.720000,76.310000,12.5,14.6,0,69,32,147,25,70.013671,32,141.03,10.34,33.6,25,35,53.19,63,37.5,28.21,74.82,32,12.5,0

64,15:45-16:00,10.990000,2.300000,11.270000,25.630000,25.630000,10.990000,16.050000,272.120000,0.000000,7.540000,2.470000,40.900000,27.910000,0.000000,261.290000,100.260000,1.940000,57.720000,76.310000,13.84,15,0,63,32,133,25.67,63.40089,32,128.27,10.34,30.92,25.67,32,53.19,57,41.5,25.65,69.15,32,13.83,0

65,16:00-16:15,9.870000,2.300000,10.110000,25.630000,25.630000,9.870000,16.050000,272.120000,0.000000,7.620000,2.470000,40.900000,28.870000,0.000000,261.290000,100.260000,2.040000,57.720000,86.810000,9.5,17,0,57,32,119,26.33,56.593329,32,137.8,10.34,27.86,26.33,28,53.19,51,28.5,27.56,53.75,32,9.5,0

66,16:15-16:30,8.830000,2.300000,9.050000,25.630000,25.630000,8.830000,16.050000,272.120000,0.000000,7.620000,2.470000,40.900000,28.870000,0.000000,261.290000,100.260000,2.040000,57.720000,86.810000,10.16,17,0,49,32,105,27.33,48.656044,32,123.63,10.66,24.67,27.33,25,53.19,45,30.5,24.73,48.46,32,10.17,0

67,16:30-16:45,7.470000,2.300000,7.650000,25.630000,25.630000,7.470000,16.050000,272.120000,0.000000,7.620000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.040000,57.720000,86.810000,11,16.8,0,42,33,88,28.33,44.672793,20.87,108.63,11,21.15,28.33,21,53.19,37,33,21.73,42.91,33,11,0

68,16:45-17:00,5.910000,2.300000,6.050000,25.630000,25.630000,5.910000,16.050000,272.120000,0.000000,7.620000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.040000,57.720000,86.810000,11.84,16.6,0,35,30,73,30.67,36.969244,10.97,93.5,11,17.74,30.67,17,51.93,31,35.5,18.7,36.73,33,11.83,0

69,17:00-17:15,4.190000,2.380000,4.300000,14.810000,30.800000,4.190000,16.050000,272.120000,0.000000,7.620000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.040000,57.720000,86.810000,12.5,16.2,0,27,20,56,32.33,28.973525,4.08,81.46,11,13.54,32.33,13,0,24,37.5,16.29,30.47,33,12.5,0

70,17:15-17:30,2.950000,2.380000,3.030000,14.810000,30.800000,2.950000,16.050000,272.120000,0.000000,7.620000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.040000,57.720000,86.810000,13.5,16,0,20,10,42,35.33,20.149991,0.58,63.73,11,9,35.33,10,0,18,40.5,12.74,24.71,28.48,13.5,0

71,17:30-17:45,2.080000,2.220000,2.130000,14.810000,30.800000,2.080000,16.050000,272.120000,0.000000,7.620000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.040000,57.720000,86.810000,14.5,14,0,16,3,28,37.33,14.179984,0,46.34,11,9,37.33,8,0,12,43.5,9.27,18.96,22.66,14.5,0

72,17:45-18:00,1.560000,2.220000,1.590000,14.810000,30.800000,1.560000,16.050000,272.120000,0.000000,7.620000,2.550000,40.900000,29.830000,0.000000,261.290000,100.260000,2.040000,57.720000,86.810000,15.5,13.8,0,11,0,14,38.33,8.034675,0,34.01,10.66,6,38.33,6,0,6,46.5,6.8,13.41,15.54,15.5,0

