Block,Time Block,BRBCL,FSTPP I & II,JHAJJAR,AURY_CRF,AURY_RF,AURY_LF,DADRI_CRF,AURY_GF,DULHASTI,DADRT2,DHAULIGNGA,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,ANTA_LF,ANTA_RF,CHAMERA2,BSIUL,CHAMERA1,CHAMERA3,KGSU1AND2,KGSU3AND4,URI2,VALLURNTECL,UNCHAHAR3,URI,ANTA_GF,UNCHAHAR4,ANTA_CRF,TEHRI,TelanganaSTPP,TANDA2,TEHRIPSP,UNCHAHAR2,UNCHAHAR1,DADRI_GF,DADRI_RF,DADRI_LF,RAPPC,RIHAND2,RIHAND1,RAPPB,RAPPD,SASAN,TALST2,RSTPSU1TO6,SINGRAULI_HYDRO,RSTPSU7,SIMHST1,TANAKPUR,TALA,RIHAND3,SIMHST2,SALAL,SEWA2,SINGRAULI,PARBATI2,RAMPUR,PARBATI3,NTPL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,20.63,16.76,118.87,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,0,33.91,0,0,32.66,0,13.83,44.81,0,0.7,0,0,0,3.02,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,31.17,125.21,0,79.17,0,145.78,42.26,6.8,51.98,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

54,13:15-13:30,20.07,16.76,118.87,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,13.58,33.91,0,0,32.66,0,13.83,44.81,0,0.7,0,0,0,3.02,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,31.17,125.21,0,79.17,0,145.78,42.26,6.8,51.98,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

55,13:30-13:45,20.67,16.76,118.87,0,0,0,0,0,56.22,4.98,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,27.16,33.91,0,0,32.66,0,13.83,45.88,0,0.7,0,0,0,3.02,0,23.38,10.49,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,31.17,125.21,0,79.17,0,145.78,42.26,6.8,51.98,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

56,13:45-14:00,18.69,16.76,118.87,0,0,0,0,0,56.22,24.3,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,27.16,33.91,0,0,32.66,0,17.43,45.88,0,0.7,0,0,0,3.02,0,28.41,13.32,0,0,0,66.26,120.08,86.86,0,25.26,396.82,0,0,1.12,0,0,11.51,31.17,125.21,0,79.17,0,145.78,42.26,6.8,51.98,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

57,14:00-14:15,18.63,17.32,123.7,0,0,0,0,0,56.22,17.06,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,32.66,0,22.9,44.81,0,1.93,0,0,0,3.02,0,37.17,17.93,0,0,0,66.26,120.08,88.08,0,25.26,391.39,0,0,1.12,0,0,11.51,31.2,125.21,0,79.17,0,145.78,42.26,6.8,51.98,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

58,14:15-14:30,21.58,17.32,135.3,0,0,0,0,0,56.22,82.29,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,32.66,0,22.9,44.81,0,1.93,0,0,0,3.02,0,37.17,17.93,0,0,0,66.26,120.08,88.08,0,25.26,391.39,0,0,1.12,0,0,11.51,31.25,125.21,0,79.17,0,145.78,42.26,6.8,51.98,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

59,14:30-14:45,20.05,17.32,135.3,0,0,0,0,0,56.22,106.45,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,32.66,0,22.9,44.81,0,1.93,0,0,0,3.02,0,37.17,17.93,0,0,0,66.26,120.08,88.08,0,25.26,391.39,0,0,1.12,0,0,11.51,31.35,125.21,0,79.17,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

60,14:45-15:00,20.26,17.32,135.3,0,0,0,0,0,56.22,128.68,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,32.66,0,22.9,44.81,0,1.93,0,0,0,3.02,0,37.17,17.93,0,0,0,66.26,120.08,88.08,0,25.26,391.39,0,0,1.12,0,0,11.51,31.44,125.21,0,79.17,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

61,15:00-15:15,17.77,20.1,135.3,0,0,0,0,0,56.22,163.3,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,32.66,0,26.51,44.81,0,1.93,0,0,0,3.02,0,43,20.77,0,0,0,66.26,120.08,88.08,0,25.26,391.39,0,0,1.12,0,0,11.51,31.53,125.21,0,79.17,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

62,15:15-15:30,20.7,20.1,135.3,0,0,0,0,0,56.22,163.3,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,32.66,0,26.51,44.81,0,1.93,0,0,0,3.02,0,43,20.77,0,0,0,66.26,120.08,88.08,0,25.26,391.39,0,0,1.12,0,0,11.51,31.55,125.21,0,79.17,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

63,15:30-15:45,21.42,20.1,135.3,0,0,0,0,0,56.22,163.3,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,31.1,0,26.51,44.81,0,1.93,0,0,0,3.02,0,43,20.77,0,0,0,66.26,120.08,88.08,0,25.26,391.39,0,0,1.12,0,0,11.51,29.18,125.21,0,79.73,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

64,15:45-16:00,18.9,20.1,135.3,0,0,0,0,0,56.22,163.3,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,31.1,0,26.51,44.81,0,1.93,0,0,0,3.02,0,43,20.77,0,0,0,66.26,120.08,88.08,0,25.26,391.39,0,0,1.12,0,0,11.51,30.57,125.21,0,79.73,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

65,16:00-16:15,18.5,20.1,135.3,0,0,0,0,0,56.22,106.45,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,31.1,0,26.51,42.68,0,1.93,0,0,0,3.02,0,43,20.77,0,0,0,66.26,120.08,88.08,0,25.26,385.96,0,0,1.12,0,0,11.51,28.55,125.21,0,79.73,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

66,16:15-16:30,20.73,20.1,135.3,0,0,0,0,0,56.22,67.79,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,31.1,0,26.51,42.68,0,1.93,0,0,0,3.02,0,43,20.77,0,0,0,66.26,120.08,88.08,0,25.26,385.96,0,0,1.12,0,0,11.51,28.55,125.21,0,79.73,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

67,16:30-16:45,19.03,16.78,123.7,0,0,0,0,0,56.22,48.46,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,22.62,45.88,0,1.93,0,0,0,3.02,0,37.11,17.39,0,0,0,66.26,120.08,88.08,0,25.26,385.96,0,0,1.12,0,0,11.51,28.66,125.21,0,79.73,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

68,16:45-17:00,17.19,16.76,123.7,0,0,0,0,0,56.22,46.53,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,22.62,45.88,0,1.93,0,0,0,3.02,0,37.11,17.39,0,0,0,66.26,120.08,88.08,0,25.26,385.96,0,0,1.12,0,0,11.51,28.66,125.21,0,79.73,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

69,17:00-17:15,21.03,16.78,123.7,0,0,0,0,0,56.22,46.53,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,38.88,0,22.62,45.88,0,1.93,0,0,0,3.02,0,37.11,17.39,0,0,0,66.26,120.08,88.08,0,25.26,385.96,0,0,1.12,0,0,11.51,28.55,125.21,0,79.73,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

70,17:15-17:30,22.69,16.78,123.7,0,0,0,0,0,56.22,46.53,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,38.88,0,22.62,45.88,0,1.93,0,0,0,3.02,0,37.11,17.39,0,0,0,66.26,120.08,88.08,0,25.26,385.96,0,0,1.12,0,0,11.51,28.53,125.21,0,79.73,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

71,17:30-17:45,21.46,16.78,123.7,0,0,0,0,0,56.22,46.53,42.38,10.29,8.47,0,43.16,0,10.09,129.83,0,0,0,0,47.26,12.6,40.73,33.91,0,0,38.88,0,22.62,37.34,0,1.93,0,10.18,0,3.02,0,37.11,17.39,0,0,0,66.26,120.08,88.08,0,25.26,385.96,0,0,1.12,0,0,11.51,28.06,125.21,0,79.73,0,145.78,42.26,6.8,49.02,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

72,17:45-18:00,21.41,16.78,123.7,0,0,0,0,0,56.22,46.53,42.38,10.29,8.47,0,43.12,0,10.09,129.83,0,0,0,0,47.26,12.6,40.73,33.91,0,0,38.88,0,22.62,37.34,0,1.93,0,20.37,0,3.02,0,37.11,17.39,0,0,0,66.26,120.08,88.08,0,25.26,385.96,0,0,1.12,0,0,11.51,27.94,125.21,0,79.73,0,145.78,42.26,6.8,49.02,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

73,18:00-18:15,20.62,16.78,123.7,0,0,0,0,0,56.22,46.53,42.38,10.29,8.47,0,42.65,0,10.09,126.05,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,22.62,42.68,0,1.93,0,20.37,0,3.02,0,37.11,17.39,0,0,0,66.26,120.08,88.08,0,25.26,385.96,0,0,1.12,0,0,11.51,27.3,125.21,0,79.73,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

74,18:15-18:30,19.32,16.78,123.7,0,0,0,0,0,56.22,46.53,42.38,10.29,8.47,0,42.61,0,10.09,126.05,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,22.62,42.68,0,1.93,0,30.55,0,3.02,57.08,37.11,17.39,0,0,0,66.26,120.08,88.08,0,25.26,385.96,0,0,1.12,0,0,11.51,26.99,125.21,0,79.73,0,145.78,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

75,18:30-18:45,20.11,16.76,131.41,0,0,0,0,0,56.22,48.92,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,21.03,50.6,0,2.31,0,30.55,0,3.56,57.08,33.82,16.44,0,0,0,66.26,122.52,90.07,0,25.26,375.08,0,0,1.12,0,0,5.57,27.07,127.89,0,79.73,0,150.31,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

76,18:45-19:00,17.48,16.76,131.41,0,0,0,0,0,56.22,48.92,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,20.91,50.6,0,2.31,0,41.03,0,4.26,57.08,33.82,16.64,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,5.57,26.93,127.92,0,79.73,6.1,150.35,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

77,19:00-19:15,18.29,20.07,135.28,0,0,0,0,0,56.22,50.85,42.38,10.29,8.47,0,44,0,20.18,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,31.1,0,24.08,50.6,0,2.31,0,41.03,0,5.15,57.08,39.28,18.82,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,5.57,26.93,127.92,0,79.73,12.2,150.35,51.01,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

78,19:15-19:30,18.82,20.1,135.28,0,0,0,0,0,57.61,50.85,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,31.1,0,24.31,50.6,0,2.31,0,41.03,0,5.17,57.08,39.28,18.82,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,5.57,26.93,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

79,19:30-19:45,22.33,20.1,141.08,0,0,0,0,0,57.61,86.61,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,31.1,0,24.31,45.88,0,2.31,0,41.03,0,5.17,57.08,39.28,18.82,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,12.38,27.02,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

80,19:45-20:00,24.15,20.1,170.07,0,0,0,0,0,57.61,134.93,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,31.1,0,26.78,45.88,0,2.31,0,41.03,0,5.17,57.08,43.16,20.88,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,12.38,27.64,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

81,20:00-20:15,22.6,20.1,199.06,0,0,0,0,0,57.61,173.58,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,31.1,0,26.78,42.68,0,2.31,0,41.03,0,5.17,57.08,43.16,20.88,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,12.38,27.64,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

82,20:15-20:30,21.25,20.1,225.15,0,0,0,0,0,57.61,212.24,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,31.1,0,26.78,42.68,0,2.31,0,41.03,0,5.17,57.08,43.16,20.88,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,12.38,27.64,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

83,20:30-20:45,22,17.46,225.15,0,0,0,0,0,57.61,260.56,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,32.66,0,26.78,45.88,0,2.31,0,41.03,0,5.17,57.08,43.16,20.88,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,12.38,28.07,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

84,20:45-21:00,24.15,17.46,225.15,0,0,0,0,0,57.61,308.88,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,32.66,0,26.78,45.88,0,2.31,0,41.03,0,5.17,57.08,43.16,20.88,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,12.38,28.16,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

85,21:00-21:15,21.01,17.46,225.15,0,0,0,0,0,57.61,366.86,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,32.66,0,26.78,45.88,0,2.31,0,41.03,0,5.17,57.08,43.16,20.88,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,12.38,28.16,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

86,21:15-21:30,21.64,17.46,225.15,0,0,0,0,0,56.81,424.85,42.38,10.29,8.47,0,44,0,30.27,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,32.66,0,26.78,45.88,0,2.31,0,41.03,0,5.17,57.08,43.16,20.88,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,12.38,28.43,127.92,0,79.73,12.2,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

87,21:30-21:45,18.53,17.46,226.12,0,0,0,0,0,56.81,522.14,42.38,10.29,8.47,0,44,0,30.27,143.32,0,0,0,0,47.26,6.3,40.73,33.91,0,0,32.66,0,26.78,37.34,0,2.31,0,41.03,0,5.17,57.08,43.16,19.95,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,12.38,27.94,127.92,0,79.73,12.2,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

88,21:45-22:00,19.1,17.46,226.12,0,0,0,0,0,57.61,566.94,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,32.66,0,26.78,37.34,0,2.31,0,41.03,0,5.17,57.08,43.16,19.95,0,0,0,66.26,122.54,90.07,0,25.26,375.08,0,0,1.12,0,0,12.38,27.94,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

89,22:00-22:15,17.75,17.46,226.12,0,0,0,0,0,57.61,566.94,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,32.66,0,26.78,37.34,0,2.31,0,41.03,0,5.17,57.08,43.16,19.95,0,0,0,66.26,122.54,90.07,0,25.26,369.65,0,0,1.12,0,0,12.38,27.98,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

90,22:15-22:30,18.13,17.46,226.12,0,0,0,0,0,57.61,566.94,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,32.66,0,26.78,37.34,0,2.31,0,41.03,0,5.17,57.08,43.16,19.95,0,0,0,66.26,122.54,90.07,0,25.26,369.65,0,0,1.12,0,0,12.38,27.98,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

91,22:30-22:45,15.19,17.46,226.12,0,0,0,0,0,57.61,566.94,44.49,10.29,8.57,0,44,0,33.64,143.32,0,0,0,0,49.74,19.77,40.85,35.65,0,0,32.66,0,26.78,40.54,0,2.31,0,41.03,0,5.17,57.08,43.16,19.95,0,0,0,66.26,122.54,90.07,0,25.26,369.65,0,0,1.12,0,0,12.38,28.13,127.92,0,79.73,19.44,150.35,59.02,6.98,57.93,0,0,0,176.73,0,0,24.05,0,0,0,0,0,0

92,22:45-23:00,18.74,17.46,226.12,0,0,0,0,0,56.22,566.94,42.38,10.29,8.47,0,44,0,20.18,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,26.78,40.54,0,2.31,0,41.03,0,5.17,57.08,43.16,19.95,0,0,0,66.26,122.54,90.07,0,25.26,369.65,0,0,1.12,0,0,11.51,28.28,127.92,0,79.73,12.2,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

93,23:00-23:15,20.03,17.46,226.12,0,0,0,0,0,56.22,571,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,26.78,38.41,0,2.31,0,41.03,0,5.08,57.08,43.16,19.95,0,0,0,66.26,122.54,90.07,0,25.26,364.22,0,0,1.12,0,0,11.51,28.28,127.92,0,79.73,6.1,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

94,23:15-23:30,18.29,17.46,226.12,0,0,0,0,0,56.22,571,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,26.78,38.41,0,2.31,0,41.03,0,5.08,57.08,43.16,19.95,0,0,0,66.26,122.54,90.07,0,25.26,364.22,0,0,1.12,0,0,11.51,28.39,127.92,0,79.73,0,150.35,56.1,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

95,23:30-23:45,14.81,17.46,226.12,0,0,0,0,0,56.22,571,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,26.78,32.01,0,2.31,0,41.03,0,5.08,57.08,43.16,19.95,0,0,0,66.26,122.54,90.07,0,25.26,364.22,0,0,1.12,0,0,11.51,28.39,127.92,0,79.73,0,150.35,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

96,23:45-24:00,16.03,17.46,226.12,0,0,0,0,0,56.22,571,42.38,10.29,8.47,0,44,0,10.09,143.32,0,0,0,0,47.26,12.6,40.73,33.91,0,0,32.66,0,26.78,32.01,0,2.31,0,41.03,0,5.08,57.08,43.16,19.95,0,0,0,66.26,122.54,90.07,0,25.26,364.22,0,0,1.12,0,0,11.51,28.39,127.92,0,79.73,0,150.35,42.26,6.8,57.19,0,0,0,175.07,0,0,24.05,0,0,0,0,0,0

