Block,Time,DADRI_RF,RAPPC,KISHANGANGA,AURY_GF,RAPPB,ANTA_GF,SALAL,URI,SEWA2,TANDA2,UNCHAHAR2,BSIUL,KOTESHWR,DHAULIGNGA,TEHRI,DULHASTI,TANAKPUR,ANTA_CRF,JHAJJAR,DADRT2,RIHAND3,AURY_CRF,CHAMERA2,URI2,AURY_LF,NAPP,ANTA_LF,DADRI_LF,FSTPP I & II,DADRI_CRF,RAMPUR,RIHAND1,UNCHAHAR4,DADRI_GF,CHAMERA1,CHAMERA3,SINGRAULI_HYDRO,UNCHAHAR3,NJPC,AURY_RF,RIHAND2,SINGRAULI,UNCHAHAR1,KOLDAM,ANTA_RF,PARBATI3,KHSTPP-I,TALA,BRBCL,KHSTPP-II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,10.019445,0.000000,22.468886,38.097125,0.494825,0.000000,651.671577,664.803280,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,27.134934,22.401763,0.752926,26.690964,23.674144,0.000000,120.113766,106.543212,21.853791,2.239170,0.000000,0.000000,44.807592,0.000000,18.735478,143.213310,404.406189,0,0,0,0,0

2,00:15-00:30,0.000000,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,10.019445,0.000000,22.468886,38.097125,0.494825,0.000000,651.671577,664.803280,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,27.134934,22.401763,0.752926,26.690964,23.674144,0.000000,118.991429,106.543212,21.853791,0.000000,0.000000,0.000000,44.807592,0.000000,19.314039,143.213310,404.406189,0,0,0,0,0

3,00:30-00:45,0.000000,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,10.019445,0.000000,22.468886,38.097125,0.494825,0.000000,651.671577,664.803280,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,27.134934,22.401763,0.752926,26.690964,23.674144,0.000000,118.991429,106.543212,21.853791,0.000000,0.000000,0.000000,44.807592,0.000000,16.854780,143.213310,404.406189,0,0,0,0,0

4,00:45-01:00,0.000000,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,10.019445,0.000000,22.468886,38.097125,0.494825,0.000000,651.671577,664.803280,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,27.134934,22.401763,0.752926,26.690964,23.674144,0.000000,118.991429,106.543212,21.853791,0.000000,0.000000,0.000000,44.807592,0.000000,16.188383,143.213310,404.406189,0,0,0,0,0

5,01:00-01:15,18.677024,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,10.019445,0.000000,22.468886,38.097125,0.494825,0.000000,651.671577,664.803280,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,13.567467,22.401763,0.752926,26.690964,23.674144,14.485500,118.991429,106.543212,21.853791,0.000000,9.657000,0.000000,44.807592,0.000000,16.991429,143.213310,404.406189,0,0,0,0,0

6,01:15-01:30,18.677024,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,10.019445,0.000000,22.468886,38.097125,0.494825,0.000000,651.671577,664.803280,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,13.567467,22.401763,0.752926,26.690964,23.674144,14.485500,118.991429,106.543212,21.853791,0.000000,9.657000,0.000000,44.807592,0.000000,15.504942,143.213310,404.406189,0,0,0,0,0

7,01:30-01:45,18.677024,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,10.019445,0.000000,22.468886,38.097125,0.494825,0.000000,651.671577,664.803280,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,13.567467,22.401763,0.752926,26.690964,23.674144,14.485500,118.991429,106.543212,21.853791,0.000000,9.657000,0.000000,44.807592,0.000000,13.764522,143.213310,404.406189,0,0,0,0,0

8,01:45-02:00,18.677024,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,20.038889,0.000000,22.468886,38.097125,0.494825,0.000000,651.671577,664.803280,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,13.567467,22.401763,0.752926,26.690964,23.674144,14.485500,118.991429,106.543212,21.853791,0.000000,9.657000,0.000000,44.807592,0.000000,11.427995,143.213310,404.406189,0,0,0,0,0

9,02:00-02:15,4.828500,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,20.038889,0.000000,22.468886,38.097125,0.494825,0.000000,651.671577,645.447999,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,0.000000,22.401763,0.752926,26.690964,23.674144,4.828500,118.991429,106.543212,21.853791,0.000000,2.897100,0.000000,44.807592,0.000000,10.962284,143.213310,404.406189,0,0,0,0,0

10,02:15-02:30,0.000000,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,20.038889,0.000000,24.007851,38.097125,0.494825,0.000000,651.671577,623.236899,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,0.000000,22.401763,0.752926,26.690964,23.674144,0.000000,118.991429,106.543212,21.853791,0.000000,0.000000,0.000000,44.807592,0.000000,11.665894,143.213310,404.406189,0,0,0,0,0

11,02:30-02:45,0.000000,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,20.038889,0.000000,33.703330,38.097125,0.494825,0.000000,651.671577,546.749387,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,0.000000,22.401763,0.752926,26.690964,23.674144,0.000000,118.991429,106.543212,21.853791,0.000000,0.000000,0.000000,44.807592,0.000000,12.276019,143.213310,404.406189,0,0,0,0,0

12,02:45-03:00,0.000000,32.748337,5.369711,0.000000,0.000000,0.000000,76.653616,33.583183,18.682542,5.174307,43.366328,0.000000,20.038889,0.000000,33.703330,38.097125,0.494825,0.000000,651.671577,486.909706,126.101798,0.000000,46.836284,0.000000,0.000000,48.949553,0.000000,0.000000,13.809510,0.000000,0.907221,93.726924,2.984013,0.000000,0.000000,11.200881,0.752926,26.690964,23.674144,0.000000,118.991429,106.543212,21.853791,0.000000,0.000000,0.000000,44.807592,0.000000,14.561921,143.213310,404.406189,0,0,0,0,0

