Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KKNP,NNTPP,MAPS,KGSU1AND2,KGSU3AND4,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NTPL,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,0,25.1775,19.985,0,0,10.7616,26.39091,683.129127,49.436556,0,37.88,25.8876,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.125,0,123.665625,0.78433,37.536,0,0,0,15.106,12.5538,0,33.6,0,0,0,77.816,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,44.0075,147.515625,17.64,15.00135,19.46,348.975

2,00:15-00:30,0,25.1775,19.985,0,0,24.75168,26.39091,683.129127,49.436556,0,37.88,25.8876,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.125,0,123.665625,0.78433,37.536,0,0,0,15.106,12.5538,0,33.6,0,0,0,77.816,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,44.0075,147.515625,17.64,15.00135,19.46,348.975

3,00:30-00:45,0,25.1775,19.985,0,0,24.75168,26.39091,683.129127,49.436556,0,37.88,25.8876,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.125,0,123.665625,0.78433,6.624,0,0,0,40.089,12.5538,0,33.6,0,0,0,77.816,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,44.0075,147.515625,17.64,15.00135,19.46,348.975

4,00:45-01:00,0,25.1775,19.985,0,0,24.75168,26.39091,683.129127,49.436556,0,37.88,25.8876,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.125,0,123.665625,0.78433,6.624,0,0,0,79.37622,9.6075,0,33.6,0,0,0,77.816,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,44.0075,147.515625,17.64,15.00135,19.46,348.975

5,01:00-01:15,0,25.1775,19.985,0,0,24.75168,26.39091,683.129127,49.436556,0,37.88,25.8876,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.125,0,123.665625,0.78433,6.624,0,0,0,79.37622,9.6075,0,33.6,0,0,0,77.816,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,44.0075,147.515625,17.64,15.00135,19.46,348.975

6,01:15-01:30,0,25.1775,19.985,0,0,10.7616,26.39091,683.129127,49.436556,0,37.88,25.8876,1.321,40.2636,0,0,653.1525,8.874,58.59,0,0,0,92,103.125,0,123.665625,0.78433,6.624,0,0,0,79.37622,9.6075,0,33.6,0,0,0,77.816,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,44.0075,147.515625,17.64,15.00135,19.46,348.975

