Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/5474,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/3646,GNA/NR/2024/11/01/5428,NR/01102023/27052033/DIAPL(L_NR_2023_04),L_NR_2019_19,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/5444,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/1868,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/9042,NR/01102023/31102037/L_NR_2019_11,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13
21,05:00-05:15,7,0,13.33,21,0,8,13.33,0,6.33,7,0,0,2.85,0,190.26,53.03,70.29,0,0,180.9,8.68,63.42,26.03,28.26,0,0,1.32,26.03,57.56,0,26.03,8.68,1.9,149.93,17.35,1.69,0,0,0,0,0,0,0,0

22,05:15-05:30,7,0,13.33,21,0,8,13.33,0,6.33,7,0,0,2.85,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.26,0,0,1.32,26.03,57.56,0,26.03,8.68,1.9,149.93,17.35,1.69,0,0,0,0,0,0,0,0

23,05:30-05:45,7,0,13.33,21,0,8,13.33,0,6.33,7,0,0,2.85,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.26,0,0,1.32,26.03,57.56,0,26.03,8.68,1.9,173.54,17.35,1.69,0,0,0,0,0,0,0,0

24,05:45-06:00,7,0,13.33,21,0,8,13.33,0,6.33,7,0,0,2.85,0,190.26,53.03,70.29,0,0,171.26,8.68,63.42,26.03,28.26,0,0,1.32,26.03,57.56,0,26.03,8.68,1.9,173.54,17.35,1.69,0,0,0,0,0,0,0,0

25,06:00-06:15,7,2.22,13.33,21,2,13.01,13.33,0.89,6.33,7,0,0,2.85,0,0,53.03,70.29,0,0,171.26,8.68,0,26.03,28.26,0,0,1.4,26.03,57.56,0,26.03,8.68,1.85,173.54,17.35,1.69,0,0,0,0,0,0,0,0

26,06:15-06:30,7,7.77,13.33,21,4,13.01,13.33,1.45,6.33,7,0,0,2.85,0,0,53.03,70.29,0,0,110.87,8.68,0,26.03,28.26,0,0,1.4,26.03,57.56,0,26.03,8.68,1.85,149.93,17.35,1.69,0,0,0,0,0,0,0,0

27,06:30-06:45,7,17.77,13.33,21,8,13.01,13.33,2.94,6.33,7,0,0,2.85,0.19,0,53.03,70.29,0.19,0.19,110.87,8.68,0,26.03,28.26,0,0,1.4,26.03,57.56,0,26.03,8.68,1.85,173.54,17.35,1.69,0,0,0,0,0,0.01,0,0

28,06:45-07:00,7,25.48,13.33,21,11,13.01,13.33,9.4,6.33,7,0,0,2.85,0.4,0,53.03,70.29,0.4,0.41,110.87,8.68,0,26.03,27.26,2.28,0,1.4,26.03,57.56,0,26.03,8.68,1.85,173.54,17.35,1.69,0,0,0,0,0,0.19,0,0.04

29,07:00-07:15,7,27.56,13.33,21,19,13.01,13.33,18.9,6.33,7,0,0,2.85,0.96,0,53.03,70.29,0.96,0.98,110.87,8.68,0,26.03,27.26,8.76,0,1.4,26.03,57.56,0,26.03,8.68,1.85,192.82,17.35,1.69,2,0,1,1,0,1.03,1,0.21

30,07:15-07:30,7,24.47,13.33,21,24.46,13.01,13.33,24.47,6.33,7,0,0,2.85,1.65,0,53.03,70.29,1.65,1.69,110.87,8.68,0,26.03,27.26,16.22,0,1.4,26.03,57.56,0,26.03,8.68,1.85,212.1,17.35,1.69,5,1,2,2,1,6.38,4,1.27

31,07:30-07:45,7,25.8,13.33,21,25.8,12.81,13.33,25.8,6.33,7,0,0,2.85,2.32,0,53.03,70.29,2.32,2.38,190.54,8.68,0,26.03,27.26,24.27,0,1.4,26.03,57.56,0,26.03,8.68,1.85,250.67,17.35,1.69,7,3,2,5,1,14.37,7,2.87

32,07:45-08:00,7,27.2,13.33,21,27.2,13.01,13.33,27.2,6.33,7,0,0,2.85,3.04,0,53.03,70.29,3.04,3.11,205.01,8.68,0,26.03,27.26,32.87,0,1.4,26.03,57.56,0,26.03,8.68,1.85,272.6,17.35,1.69,12,4,3,7,2,26.93,11,5.38

33,08:00-08:15,7,28.03,13.33,21,28.04,13.21,13.33,28.03,6.33,7,0,0,2.85,3.99,0,53.03,70.29,3.99,4.1,215.52,8.68,0,26.03,27.26,41.7,0,1.48,26.03,60.37,0,26.03,8.68,1.85,272.6,17.35,1.69,13,6,7,8,3,43.6,14,8.72

34,08:15-08:30,7,29.2,13.33,21,29.2,13.01,13.33,29.2,6.33,7,0,0,2.85,4.97,0,53.03,70.29,4.97,5.09,215.52,8.68,0,26.03,27.26,50.38,0,1.48,26.03,60.37,0,26.03,8.68,1.85,272.6,17.35,1.69,13,7,9,11,4,61.28,18,12.25

35,08:30-08:45,7,30.23,13.33,21,30.24,12.61,13.33,30.23,6.33,7,0,0,2.85,6.04,0,53.03,70.29,6.04,6.18,205.88,8.68,0,26.03,27.26,58.56,0,1.48,26.03,68,0,26.03,8.68,1.85,272.6,17.35,1.69,23,9,11,14,5,79.05,21,15.81

36,08:45-09:00,7,30.23,13.33,21,30.24,12.41,13.33,30.23,6.33,7,0,0,2.85,6.99,0,53.03,70.29,6.99,7.16,205.88,8.68,0,26.03,27.26,66.57,0,1.48,26.03,68,0,26.03,8.68,1.85,272.6,17.35,1.69,26,10,14,18,7,97.2,25,19.44

37,09:00-09:15,7,32.07,13.33,21,32.06,13.21,13.33,32.07,6.33,7,0,0,2.85,7.95,0,53.03,70.29,7.95,8.14,205.88,8.68,0,26.03,0,72.07,0,1.48,26.03,68,0,26.03,8.68,1.85,272.6,17.35,1.61,37,11,12,22,6,115.13,27,23.03

38,09:15-09:30,7,32.07,13.33,21,32.06,12.81,13.33,32.07,6.33,7,0,0,2.85,8.9,0,53.03,70.29,8.9,9.12,205.88,8.68,0,26.03,0,79.29,0,1.48,26.03,68,0,26.03,8.68,1.85,272.6,17.35,1.61,43,14,13,25,7,131.38,34,26.28

39,09:30-09:45,7,32.23,13.33,21,32.24,12.21,13.33,32.23,6.33,7,0,0,2.85,9.79,0,53.03,70.29,9.79,10.03,205.88,8.68,0,26.03,0,86.06,0,1.48,26.03,57.56,0,26.03,8.68,1.85,272.6,17.35,1.61,49,18,20,26,10,148.09,42,29.62

40,09:45-10:00,7,32.23,13.33,21,32.24,11.61,13.33,32.23,6.33,7,0,0,2.85,10.93,0,53.03,70.29,10.93,11.2,184.07,8.68,0,26.03,0,92.54,0,1.48,26.03,57.56,0,26.03,8.68,1.85,272.6,17.35,1.61,56,22,22,29,11,163.84,53,32.77

41,10:00-10:15,7,32.5,13.33,21,32.5,11.41,13.33,32.5,6.33,7,0,0,2.85,11.57,0,53.03,70.29,11.57,11.86,135.94,8.68,0,26.03,0,98.11,0,1.4,26.03,57.56,0,26.03,8.68,1.9,231.38,17.35,1.61,57,45,57,32,28,177.95,105,35.59

42,10:15-10:30,7,32.5,13.33,21,32.5,11.21,13.33,32.5,6.33,7,0,0,2.85,12.37,0,53.03,70.29,12.37,12.67,131.12,8.68,0,26.03,0,102.69,0,1.4,26.03,57.56,0,26.03,8.68,1.9,212.1,17.35,1.61,63,51,63,34,32,191.81,119,38.36

43,10:30-10:45,7,32.67,13.33,21,32.66,9,13.33,32.67,6.33,7,0,0,2.85,13.01,0,53.03,70.29,13.01,13.33,116.66,8.68,0,26.03,0,105.01,0,1.4,26.03,57.56,0,26.03,8.68,1.9,212.1,17.35,1.61,58,57,67,30,34,196.95,133,39.39

44,10:45-11:00,7,32.83,13.33,21,32.84,8.6,13.33,32.83,6.33,7,0,0,2.85,13.44,0,53.03,70.29,13.44,13.78,126.3,8.68,0,26.03,0,107.94,0,1.4,26.03,57.56,0,26.03,8.68,1.9,212.1,17.35,1.61,58,63,72,31,36,206.28,147,41.26

45,11:00-11:15,7,32.83,13.33,21,32.84,8.2,13.33,32.83,6.33,7,0,0,2.85,13.66,0,53.03,70.29,13.66,14,110.87,8.68,0,26.03,0,110.54,0,1.4,26.03,57.56,0,26.03,8.68,1.9,212.1,17.35,1.61,68,69,77,34,38,213.64,161,42.73

46,11:15-11:30,7,32.83,13.33,21,32.84,8,13.33,32.83,6.33,7,0,0,2.85,14.13,0,53.03,70.29,14.13,14.49,110.87,8.68,0,26.03,0,112.83,0,1.4,26.03,57.56,0,26.03,8.68,1.9,212.1,17.35,1.61,70,72,80,35,40,219.16,168,43.83

47,11:30-11:45,7,32.83,13.33,21,32.84,7.8,13.33,32.83,6.33,7,0,0,2.57,14.33,0,53.03,70.29,14.33,14.69,110.87,8.68,0,26.03,0,114.65,0,1.4,26.03,57.56,0,26.03,8.68,1.9,212.1,17.35,1.61,77,75,83,37,42,223.92,175,44.78

48,11:45-12:00,7,32.83,13.33,21,32.84,7.6,13.33,32.83,6.33,7,0,0,2.57,14.33,0,53.03,70.29,14.33,14.69,110.87,8.68,0,26.03,0,115.99,0,1.4,26.03,57.56,0,26.03,8.68,1.9,212.1,17.35,1.61,82,78,87,38,43,226.33,182,45.27

49,12:00-12:15,7,32.83,13.33,21,32.84,7,13.33,32.83,6.33,7,0,0,2.57,14.33,0,53.03,70.29,14.33,14.69,110.87,8.68,0,26.03,0,119.6,0,1.55,26.03,57.56,0,26.03,8.68,1.95,212.1,17.35,1.76,88,79,90,39,45,226.33,186,45.27

50,12:15-12:30,7,32.83,13.33,21,32.84,7,13.33,32.83,6.33,7,0,0,2.57,14.33,0,53.03,70.29,14.33,14.69,110.87,8.68,0,26.03,0,119.26,0,1.55,26.03,57.56,0,26.03,8.68,1.95,212.1,17.35,1.76,88,79,90,40,45,226.33,186,45.27

51,12:30-12:45,7,32.83,13.33,21,32.84,11.41,13.33,32.83,6.33,7,0,0,2.57,14.33,0,53.03,70.29,14.33,14.69,110.87,8.68,0,26.03,0,118.23,0,1.55,26.03,57.56,0,26.03,8.68,1.95,192.82,17.35,1.76,89,79,90,41,45,234.05,186,46.81

52,12:45-13:00,7,32.83,13.33,21,32.84,11,13.33,32.83,6.33,7,0,0,2.57,14.13,0,53.03,70.29,14.13,14.49,110.87,8.68,0,26.03,0,116.32,0,1.55,26.03,57.56,0,26.03,8.68,1.95,192.82,17.35,1.76,89,79,90,41,45,234.15,186,46.83

53,13:00-13:15,7,32.83,13.33,21,32.84,10.4,13.33,32.83,6.33,7,0,0,2.57,13.71,0,53.03,70.29,13.71,14.06,110.87,8.68,0,26.03,0,113.65,0,1.55,26.03,57.56,0,26.03,8.68,1.95,173.54,17.35,1.76,90,79,87,40,43,231.5,186,46.3

54,13:15-13:30,7,32.83,13.33,21,32.84,10,13.33,32.83,6.33,7,0,0,2.57,13.26,0,53.03,70.29,13.26,13.58,110.87,8.68,0,26.03,0,110.25,0,1.55,26.03,57.56,0,26.03,8.68,1.95,173.54,17.35,1.76,90,78,83,39,42,229.39,182,45.88

55,13:30-13:45,7,32.83,13.33,21,32.84,10.8,13.33,32.83,6.33,7,0,0,2.57,13.02,0,53.03,70.29,13.02,13.34,110.87,8.68,0,26.03,0,108.21,0,1.55,26.03,57.56,0,26.03,8.68,1.95,173.54,17.35,1.76,90,75,80,37,40,225.79,175,45.16

56,13:45-14:00,7,32.83,13.33,21,32.84,10.4,13.33,32.83,6.33,7,0,0,2.57,12.76,0,53.03,70.29,12.76,13.07,110.87,8.68,0,26.03,0,102.62,0,1.55,26.03,57.56,0,26.03,8.68,1.95,173.54,17.35,1.76,89,72,79,36,39,217.8,168,43.56

57,14:00-14:15,7,32.83,13.33,21,32.84,10,13.33,32.83,6.33,7,0,0,2.57,12.32,0,53.03,70.29,12.32,12.63,110.87,8.68,0,26.03,0,96.85,0,1.71,26.03,57.56,0,26.03,8.68,2,173.54,17.35,2.07,80,69,74,35,37,208.73,161,41.75

58,14:15-14:30,7,32.83,13.33,21,32.84,9.4,13.33,32.83,6.33,7,0,0,2.57,11.77,0,53.03,70.29,11.77,12.05,110.87,8.68,0,26.03,0,90.7,0,1.71,26.03,57.56,0,26.03,8.68,2,173.54,17.35,2.07,77,64,71,32,36,196.09,151,39.22

59,14:30-14:45,7,32.83,13.33,21,32.84,8.8,13.33,32.83,6.33,7,0,0,2.57,11.11,0,53.03,70.29,11.11,11.38,145.5,8.68,0,26.03,0,84.32,0,1.71,26.03,57.56,0,26.03,8.68,2,173.54,17.35,2.07,73,58,65,30,33,186.95,137,37.39

60,14:45-15:00,7,32.83,13.33,21,32.84,8.4,13.33,32.83,6.33,7,0,0,2.57,10.35,0,53.03,70.29,10.35,10.61,145.5,8.68,0,26.03,0,77.71,0,1.71,26.03,57.56,0,26.03,8.68,2,192.82,17.35,2.07,70,52,60,28,30,174.44,123,34.89

61,15:00-15:15,7,32.83,13.33,21,32.84,7,13.33,32.83,6.33,7,0,0,2.57,9.44,0,53.03,70.29,9.44,9.67,145.5,8.68,0,26.03,27.26,69.69,0,1.71,26.03,57.56,0,26.03,8.68,2,231.38,17.35,2.07,60,43,53,25,27,159.36,102,31.87

62,15:15-15:30,7,32.83,13.33,21,32.84,6.8,13.33,32.83,6.33,7,0,0,2.57,8.44,0,53.03,70.29,8.44,8.65,145.5,8.68,0,26.03,27.26,62.4,0,1.71,26.03,57.56,0,26.03,8.68,2,272.6,17.35,2.07,55,39,47,23,23,142.97,91,28.59

63,15:30-15:45,7,32.83,13.33,21,32.84,8.4,13.33,32.83,6.33,7,0,0,2.57,7.49,0,53.03,70.29,7.49,7.68,145.5,8.68,0,26.03,27.26,54.57,0,1.71,26.03,57.56,0,26.03,8.68,2,272.6,17.35,2.07,48,34,38,21,19,124.78,81,24.96

64,15:45-16:00,7,32.83,13.33,21,32.84,8.4,13.33,32.83,6.33,7,0,0,2.57,6.58,0,53.03,70.29,6.58,6.74,205.88,8.68,0,26.03,28.26,46.62,0,1.71,26.03,57.56,0,26.03,8.68,2,272.6,17.35,2.07,42,31,30,19,15,107.32,74,21.46

65,16:00-16:15,7,33,13.33,21,27,8.4,13.33,32.96,6.33,7,0,0,2.57,5.7,0,53.03,70.29,5.7,5.84,205.88,8.68,0,26.03,29.27,37.61,0,1.71,26.03,57.56,0,26.03,8.68,2,272.6,17.35,2.15,37,27,23,14,12,87.87,63,17.57

66,16:15-16:30,7,33,13.33,21,19,8.4,13.33,21.38,6.33,7,0,0,2.57,4.83,0,53.03,70.29,4.83,4.95,171.26,8.68,0,26.03,29.27,28.1,0,1.71,26.03,57.56,0,26.03,8.68,2,272.6,17.35,2.15,28,19,15,8,8,69.52,46,13.9

67,16:30-16:45,7,27.92,13.33,21,10,8.4,13.33,12.45,7,7,0,0,2.57,3.94,0,53.03,70.29,3.94,4.05,227.12,8.68,0,26.03,29.27,19.67,0,1.71,26.03,76.44,0,26.03,8.68,2,272.6,17.35,2.15,20,13,9,7,5,54.5,32,10.9

68,16:45-17:00,7,17.71,13.33,21,5,8.4,13.33,5.57,7,7,0,0,2.57,3.08,0,53.03,70.29,3.08,3.16,227.12,8.68,0,26.03,29.27,12.7,0,1.71,26.03,76.44,0,26.03,8.68,2,272.6,17.35,2.15,13,7,7,5,3,38.52,18,7.7

69,17:00-17:15,7,7.77,13.33,21,1,8.4,13.33,1.4,8.33,7,0,0,2.57,2.49,0,53.03,66.14,2.49,2.55,261.75,8.68,0,26.03,29.27,5.86,0,1.71,26.03,76.44,0,26.03,8.68,2,272.6,17.35,2.15,10,4,3,2,2,23.93,11,4.78

70,17:15-17:30,7,3.39,13.33,21,0,8.4,13.33,1.55,8.33,7,0,0,2.57,1.91,0,53.03,66.14,1.91,1.96,261.75,8.68,0,28.92,29.27,0,0,1.71,28.92,86.96,0,28.92,8.68,2,272.6,17.35,2.15,7,3,1,1,0,12.77,7,2.55

71,17:30-17:45,7,2.22,13.33,21,0,7.2,13.33,0.93,8,7,0,0,2.57,1.34,0,53.03,70.29,1.34,1.37,261.75,8.68,0,28.92,29.27,0,0,1.71,28.92,86.96,0,28.92,8.68,2,272.6,17.35,2.15,3,1,0,0,0,4.79,4,0.96

72,17:45-18:00,7,0.83,13.33,21,0,7.2,13.33,0.58,7.67,7,0,0,2.57,0.74,0,53.03,70.29,0.74,0.76,261.75,8.68,0,28.92,29.27,0,0,1.71,28.92,86.96,0,28.92,8.68,2,272.6,17.35,2.15,2,0,0,0,0,0.56,1,0.11

73,18:00-18:15,7,0,13.33,21,0,7.2,13.33,0,7.33,7,50,150,2.67,0.42,0,84.84,70.29,0.42,0.44,261.75,8.68,0,28.92,29.27,0,0,1.55,28.92,86.96,0,28.92,8.68,1.95,272.6,17.35,2.3,0,0,0,0,0,0,0,0

74,18:15-18:30,7,0,13.33,21,0,7.2,13.33,0,7,7,50,150,2.67,0,0,100.44,70.29,0,0,261.75,8.68,0,28.92,29.27,0,0,1.55,28.92,86.96,0,28.92,8.68,1.95,272.6,17.35,2.3,0,0,0,0,0,0,0,0

75,18:30-18:45,7,0,13.33,21,0,7.2,13.33,0,7,7,50,150,2.67,0,0,71.52,70.29,0,0,261.75,8.68,0,28.92,28.76,0,0,1.55,28.92,86.96,0,28.92,8.68,1.95,272.6,17.35,2.3,0,0,0,0,0,0,0,0

76,18:45-19:00,7,0,13.33,21,0,7.2,13.33,0,7,7,50,150,2.67,0,0,53.03,70.29,0,0,261.75,8.68,0,28.92,28.76,0,0,1.55,28.92,86.96,0,28.92,8.68,1.95,272.6,17.35,2.3,0,0,0,0,0,0,0,0

77,19:00-19:15,7,0,13.33,21,0,9.6,13.33,0,7,7,50,150,2.76,0,0,53.03,70.29,0,0,213.55,8.68,0,28.92,28.76,0,0,1.55,28.92,62.86,0,28.92,8.68,1.95,272.6,17.35,2.3,0,0,0,0,0,0,0,0

78,19:15-19:30,7,0,13.33,21,0,9.6,13.33,0,7,7,50,150,2.76,0,0,53.03,70.29,0,0,171.26,8.68,0,28.92,28.26,0,0,1.55,28.92,57.56,0,28.92,8.68,1.95,272.6,17.35,2.3,0,0,0,0,0,0,0,0

79,19:30-19:45,7,0,13.33,21,0,14.61,13.33,0,7,7,50,150,2.76,0,0,53.03,70.29,0,0,171.26,8.68,0,28.92,27.76,0,0,1.55,28.92,57.56,0,28.92,8.68,1.95,272.6,17.35,2.3,0,0,0,0,0,0,0,0

80,19:45-20:00,7,0,13.33,21,0,14.01,13.33,0,7,7,50,150,2.76,0,0,53.03,70.29,0,0,194.4,8.68,0,28.92,27.76,0,0,1.55,28.92,57.56,0,28.92,8.68,1.95,272.6,17.35,2.3,0,0,0,0,0,0,0,0

81,20:00-20:15,7,0,13.33,21,0,21.01,13.33,0,7,7,50,200,2.76,0,0,84.84,70.29,0,0,205.88,8.68,0,28.92,27.76,0,0,1.48,28.92,68,0,28.92,8.68,1.95,272.6,17.35,2.15,0,0,0,0,0,0,0,0

82,20:15-20:30,7,0,13.33,21,0,20.01,13.33,0,7,7,50,200,2.76,0,0,100.44,70.29,0,0,205.88,8.68,0,28.92,27.76,0,0,1.48,28.92,68,0,28.92,8.68,1.95,272.6,17.35,2.15,0,0,0,0,0,0,0,0

