Block,Time,CHAMERA3,KHSTPP-I,KKNP,NLCEXP,NNTPP,PARBATI2,RAPPC,RSTPSU7,SIMHST1,TANDA2,CHAMERA2,NAPP,NTPL,RSTPSU1TO6,UNCHAHAR3,URI,DADRI_GF,KUDGI,NLCTS2EXP,SINGRAULI,ANTA_CRF,ANTA_LF,AURY_CRF,AURY_RF,DADRI_LF,CHAMERA1,DADRT2,JHAJJAR,NJPC,RIHAND1,RIHAND3,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR4,AURY_GF,DADRI_CRF,KGSU1AND2,KOLDAM,NLCIIST2,SEWA2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,KHSTPP-II,KOTESHWR,SASAN,SIMHST2,TALA,URI2,ANTA_GF,AURY_LF,BRBCL,BSIUL,DULHASTI,KKNPPU2,PARBATI3,RIHAND2,TALST2,TEHRI,KISHANGANGA,MAPS,NLCIIST1,RAMPUR,RAPPB,RAPPD,SALAL,VALLURNTECL,ANTA_RF,DADRI_RF
10,02:15-02:30,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,448.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,2.98,0,30,40.09,0,51.17,109.34

11,02:30-02:45,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,448.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,2.98,0,30,40.09,0,51.17,109.34

12,02:45-03:00,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,448.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,2.98,0,30,40.09,0,51.17,109.34

13,03:00-03:15,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,448.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,2.98,0,30,40.09,0,51.17,109.34

14,03:15-03:30,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,448.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,2.98,0,30,40.09,0,51.17,109.34

15,03:30-03:45,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,448.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,2.98,0,30,40.09,0,51.17,109.34

16,03:45-04:00,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,448.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,2.98,0,30,40.09,0,51.17,109.34

17,04:00-04:15,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,448.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,12.12,8.63,0,0,2.98,0,30,40.09,0,51.17,109.34

18,04:15-04:30,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,438.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,12.12,8.63,0,0,2.98,0,30,40.09,0,51.17,109.34

19,04:30-04:45,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,438.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.98,0,30,40.09,0,51.17,109.34

20,04:45-05:00,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,438.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,12.61,6.27,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.98,0,30,40.09,0,49.86,109.34

21,05:00-05:15,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,438.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,6.3,6.27,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.98,0,30,40.09,0,49.86,109.34

22,05:15-05:30,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,438.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,0,6.27,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.98,0,30,40.09,0,49.86,109.34

23,05:30-05:45,35.03,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,438.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,0,6.27,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.98,0,30,40.09,0,49.86,109.34

24,05:45-06:00,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,438.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,0,6.27,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.98,0,30,40.09,0,49.86,109.34

25,06:00-06:15,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,438.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,0,6.27,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.98,0,30,40.09,0,49.86,109.34

26,06:15-06:30,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,438.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,0,0.51,0,44.5,10.95,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.98,0,30,40.09,0,49.86,109.34

27,06:30-06:45,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,16.56,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,418.67,75.04,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,0,0.51,0,44.5,21.88,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.98,0,30,40.09,0,49.86,109.34

28,06:45-07:00,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,5.52,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,418.67,55.33,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,0,0.51,0,44.5,21.88,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.19,0,30,40.09,0,49.86,109.34

29,07:00-07:15,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,5.52,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.62,418.67,55.33,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,0,0,0,44.5,21.88,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.19,0,30,40.09,0,49.209999999999994,109.34

30,07:15-07:30,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,16.56,0,0,0,150.34,0,0,0,76.74000000000001,0,42.15,688.92,418.67,55.33,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,0,0,0,44.5,21.88,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,24.87,8.63,0,0,2.19,0,30,40.09,0,49.209999999999994,109.34

31,07:30-07:45,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,28.1,688.92,418.67,55.33,97.23,130.79,0.98,21.64,2.3,0,0,0,0,0,0,0,0,45,21.88,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,12.35,8.63,0,0,2.19,0,30,40.09,0,49.209999999999994,109.34

32,07:45-08:00,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,26.02,688.92,418.67,55.33,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,21.88,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,12.12,8.63,0,0,2.19,0,30,40.09,0,49.209999999999994,109.34

33,08:00-08:15,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,25.28,688.92,438.67,49.28,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,21.88,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,12.12,8.63,0,0,1.95,0,30,40.09,0,48.54,98.4

34,08:15-08:30,23.33,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,12.64,688.92,438.67,49.28,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,21.88,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,5.29,8.63,0,0,1.95,0,30,40.09,0,48.54,98.4

35,08:30-08:45,0,45.53,0,0,0,13.52,69.07,0,0,5.7,48.81,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,12.16,688.92,438.67,49.28,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,21.88,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,1.95,0,30,40.09,0,48.54,98.4

36,08:45-09:00,0,45.53,0,0,0,13.52,69.07,0,0,5.7,32.53,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,12.16,688.92,438.67,49.28,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,21.88,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,1.95,0,30,40.09,0,48.54,98.4

37,09:00-09:15,0,45.53,0,0,0,13.52,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,438.67,49.28,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,21.88,18.2,0,148.3,10.43,418.77,0,0,38.56,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,1.95,0,30,40.09,0,48.54,98.4

38,09:15-09:30,0,45.53,0,0,0,13.52,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,438.67,49.28,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,10.95,18.2,0,148.3,10.43,418.77,0,0,38.56,0,0,15,19.56,59.5,0,16.88,124.58,0,0,8.63,0,0,1.95,0,30,40.09,0,48.54,98.4

39,09:30-09:45,0,45.53,0,0,0,13.52,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,438.67,49.28,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,0,18.2,0,148.3,10.43,418.77,0,0,38.56,0,0,15,19.56,59.5,0,3.07,124.58,0,0,8.63,0,0,1.95,0,30,40.09,0,48.54,98.4

40,09:45-10:00,0,45.53,0,0,0,13.52,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,438.67,26.88,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,0,18.2,0,148.3,10.43,418.77,0,0,38.56,0,0,15,19.56,59.5,0,0,124.58,0,0,8.63,0,0,1.07,0,30,40.09,0,48.54,98.4

41,10:00-10:15,0,45.53,0,0,0,13.52,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,428.67,0,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,48.54,98.4

42,10:15-10:30,0,45.53,0,0,0,13.52,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,428.67,0,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,48.54,98.4

43,10:30-10:45,0,45.53,0,0,0,13.52,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,428.67,0,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,48.54,98.4

44,10:45-11:00,0,45.53,0,0,0,6.02,69.07,0,0,5.7,16.27,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,428.67,0,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

45,11:00-11:15,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,428.67,0,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

46,11:15-11:30,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,428.67,0,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

47,11:30-11:45,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,428.67,0,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

48,11:45-12:00,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.74000000000001,0,0,688.92,428.67,0,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,0,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,19.56,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

49,12:00-12:15,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,0,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

50,12:15-12:30,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,0,97.23,130.79,0.98,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

51,12:30-12:45,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,0,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

52,12:45-13:00,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,0,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,59.5,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

53,13:00-13:15,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,0,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

54,13:15-13:30,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,0,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,0,0,30,40.09,0,47.89,98.4

55,13:30-13:45,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,27.66,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,1.1,0,30,40.09,0,47.89,98.4

56,13:45-14:00,0,45.53,0,0,0,0,69.07,0,0,5.7,0,25.77,0,0,27.68,50.23,0,0,0,150.34,0,0,0,76.72,0,0,688.92,428.67,27.66,97.23,130.79,1,21.64,3.2,0,0,0,0,0,0,1.28,0,45,0,18.2,0,148.3,10.43,418.77,0,0,35.34,0,0,15,13.04,39.68,0,0,124.58,0,0,8.63,0,0,1.1,0,30,40.09,0,47.230000000000004,98.4

