Block,Time Block,BRBCL,CHAMERA1,BSIUL,KGSU3AND4,KHSTPP-I,NNTPP,NTPL,PARBATI2,NLCIIST1,PARBATI3,NLCIIST2,NLCTS2EXP,KUDGI,KOTESHWR,KKNP,KISHANGANGA,KKNPPU2,KOLDAM,MAPS,NLCEXP,NJPC,NAPP,KHSTPP-II,JHAJJAR,KGSU1AND2,TEHRIPSP,TALST2,TANAKPUR,SINGRAULI_HYDRO,TALA,TEHRI,SINGRAULI,TANDA2,CHAMERA2,DADRT2,CHAMERA3,FSTPP I & II,DHAULIGNGA,DULHASTI,SIMHST1,SEWA2,SIMHST2,URI2,URI,UNCHAHAR4,VALLURNTECL,DADRI_RF,ANTA_GF,AURY_CRF,ANTA_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,RSTPSU1TO6,RAPPD,RSTPSU7,RIHAND3,RAMPUR,RAPPC,SASAN,RIHAND2,RIHAND1,RAPPB,SALAL,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,TelanganaSTPP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,19.99,0,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,16.93,42.38,0,0,0,0,31.1,29.87,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,17.24,28.09,13.19,0,0,0,0,0,0

55,13:30-13:45,20.87,0,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,20.1,42.38,0,0,0,0,31.1,29.87,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,17.24,28.09,13.19,0,0,0,0,0,0

56,13:45-14:00,18.17,0,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,20.1,42.38,0,0,0,0,31.1,37.34,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,17.24,28.09,13.19,0,0,0,0,0,0

57,14:00-14:15,18.82,11.84,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,5.57,1.09,30.21,0,150.35,3.74,47.26,17.06,33.91,20.1,42.38,0,0,0,0,26.43,32.01,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,17.24,28.09,13.19,0,0,0,0,0,0

58,14:15-14:30,19.82,27.16,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,5.57,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,20.1,42.38,0,0,0,0,26.43,32.01,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,17.24,28.09,13.19,0,0,0,0,0,0

59,14:30-14:45,21.03,27.16,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,5.57,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,20.1,42.38,0,0,0,0,26.43,32.01,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,22.66,36.96,17.41,0,0,0,0,0,0

60,14:45-15:00,19.46,27.16,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,117.9,0,0,0,11.51,1.09,30.21,0,150.35,3.74,47.26,43.63,33.91,20.1,42.38,0,0,0,0,26.43,32.01,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,22.66,36.96,17.41,0,0,0,0,0,0

61,15:00-15:15,19.5,27.16,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,120.6,0,0,0,11.51,1.09,29.49,0,150.35,3.74,47.26,109.98,33.91,20.1,42.38,0,0,0,0,26.43,32.01,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,22.66,36.96,17.41,0,0,0,0,0,0

62,15:15-15:30,23.92,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,120.6,0,0,0,11.51,1.09,29.77,0,150.35,3.74,47.26,177.62,33.91,20.1,42.38,0,0,0,0,26.43,32.01,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,22.66,36.96,17.41,0,0,0,0,0,0

63,15:30-15:45,24.15,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,120.6,0,0,0,11.51,1.09,28.5,0,147.73,3.74,47.26,245.27,33.91,20.1,42.38,0,0,0,0,26.43,32.01,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,22.66,36.96,17.41,0,0,0,0,0,0

64,15:45-16:00,18.62,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,120.6,0,0,0,11.51,1.09,28.5,0,147.73,3.74,47.26,312.92,33.91,20.1,42.38,0,0,0,0,26.43,32.01,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,22.66,36.96,17.41,0,0,0,0,0,0

65,16:00-16:15,17.29,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,0,0,0,1.09,27.37,0,147.73,6.17,47.26,358.82,33.91,20.1,42.38,0,0,0,0,26.43,32.01,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,23.2,37.54,17.74,0,0,0,0,0,0

66,16:15-16:30,18.97,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,0,0,0,1.09,27.37,0,147.73,6.17,47.26,358.82,33.91,20.1,42.38,0,0,0,0,26.43,32.01,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,23.2,37.54,17.74,0,0,0,0,0,0

67,16:30-16:45,19.2,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,0,0,0,1.09,27.37,0,147.73,6.17,47.26,370.42,33.91,20.1,42.38,0,0,0,0,26.43,32.01,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,23.2,37.54,17.74,0,0,0,0,0,0

68,16:45-17:00,19.32,40.73,6.3,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,0,0,0,1.09,27.37,0,147.73,6.17,47.26,373.32,33.91,20.1,42.38,0,0,0,0,26.43,32.01,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,23.2,37.54,17.74,0,0,0,0,0,0

69,17:00-17:15,21.31,40.73,6.3,0,37.92,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,0,0,0,1.09,27.37,0,147.73,6.17,47.26,394.58,33.91,17.33,42.38,0,0,6.1,0,26.43,36.27,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,19.6,31.71,14.91,0,0,0,0,0,0

70,17:15-17:30,24.15,40.73,6.3,0,37.92,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,0,0,0,1.09,27.37,0,147.73,6.17,47.26,375.56,33.91,17.33,42.38,0,0,12.2,0,26.43,36.27,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,20.08,31.42,14.82,0,0,0,0,0,0

71,17:30-17:45,24.15,40.73,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,0,0,0,1.09,27.37,0,147.73,6.17,47.26,355.27,33.91,19.26,42.38,0,0,18.29,0,26.43,36.27,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,23.04,37.25,17.63,0,0,0,0,0,0

72,17:45-18:00,24.15,40.73,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,0,0,0,1.09,27.37,0,147.73,6.17,47.26,334.97,33.91,20.1,42.38,0,0,18.29,0,26.43,36.27,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,23.04,37.25,17.63,0,0,0,0,0,0

73,18:00-18:15,23.15,40.73,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,60.29,0,0,1.09,27.07,10.87,147.73,6.17,47.26,381.94,33.91,20.1,42.38,0,0,18.29,0,26.43,50.6,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,25.61,39.75,20.2,0,0,0,0,0,0

74,18:15-18:30,20.96,40.73,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,60.29,0,0,1.09,27.07,21.76,147.73,6.17,47.26,368.8,33.91,20.1,42.38,0,0,18.29,0,26.43,50.6,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,25.61,39.75,20.2,0,0,0,0,0,0

75,18:30-18:45,21.73,40.73,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,60.29,0,0,1.09,26.8,32.64,147.73,6.17,47.26,345.6,33.91,20.1,42.38,0,0,18.29,0,26.43,50.6,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,25.61,39.75,20.2,0,0,0,0,0,0

76,18:45-19:00,18.3,40.73,12.6,0,44,0,0,0,0,0,0,0,0,20.18,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,60.29,0,0,1.09,26.8,43.53,147.73,5.96,47.26,318.54,33.91,20.1,42.38,0,0,18.29,0,26.43,50.6,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,23.52,37.98,19.74,0,0,0,0,0,0

77,19:00-19:15,18.69,40.73,12.6,0,44,0,0,0,0,0,0,0,0,30.27,0,8.42,0,10.29,0,0,175.07,24.57,143.32,128.3,0,60.29,0,0,1.09,26.42,43.53,147.73,6.15,47.26,307.91,33.91,20.1,42.38,0,0,18.29,0,26.43,36.27,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,79.17,23.52,37.98,19.67,0,0,0,0,0,0

78,19:15-19:30,21.96,40.85,19.77,0,44,0,0,0,0,0,0,0,0,44.41,0,8.57,0,10.29,0,0,176.73,24.57,143.32,128.3,0,60.29,0,0,1.09,26.28,45.07,147.73,6.15,49.74,308.88,35.65,20.1,44.49,0,0,19.44,0,26.43,36.27,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,337.25,121.91,91.61,0,79.17,23.52,37.98,19.67,0,0,0,0,0,0

79,19:30-19:45,23.52,40.85,19.77,0,44,0,0,0,0,0,0,0,0,44.41,0,8.57,0,10.29,0,0,176.73,24.57,143.32,170.07,0,60.29,0,0,1.09,26.28,45.07,147.73,6.15,49.74,381.36,35.65,20.1,44.49,0,0,19.44,0,26.43,36.27,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,337.25,121.91,91.61,0,79.17,26.12,42,21.1,0,0,0,0,0,0

80,19:45-20:00,24.02,40.85,19.77,0,44,0,0,0,0,0,0,0,0,44.41,0,8.57,0,10.29,0,0,176.73,24.57,143.32,199.06,0,60.29,0,0,1.09,26.28,45.07,147.73,6.15,49.74,469.3,35.65,20.1,44.49,0,0,19.44,0,26.43,36.27,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,337.25,121.91,91.61,0,79.17,27.05,43.12,21.1,0,0,0,0,0,0

81,20:00-20:15,22.73,40.85,19.77,0,44,0,0,0,0,0,0,0,0,44.41,0,8.57,0,10.29,0,0,176.73,24.57,143.32,225.15,0,60.29,0,0,1.09,26.42,45.07,147.73,6.15,49.74,468.95,35.65,20.1,44.49,0,0,19.44,0,26.43,42.68,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,337.25,121.91,91.61,0,79.17,27.05,43.12,19.95,0,0,0,0,0,0

82,20:15-20:30,22.26,40.85,19.77,0,44,0,0,0,0,0,0,0,0,44.41,0,8.57,0,10.29,0,0,176.73,24.57,143.32,225.15,0,60.29,0,0,1.09,26.57,45.07,147.73,6.15,49.74,455.61,35.65,20.1,44.49,0,0,19.44,0,26.43,42.68,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,337.25,121.91,91.61,0,79.17,27.05,43.12,19.95,0,0,0,0,0,0

83,20:30-20:45,21.6,40.85,19.77,0,44,0,0,0,0,0,0,0,0,44.41,0,8.57,0,10.29,0,0,176.73,24.57,143.32,225.15,0,60.29,0,0,1.09,26.71,45.07,147.73,6.15,49.74,455.61,35.65,20.1,44.49,0,0,19.44,0,26.43,42.68,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,330.51,121.91,91.61,0,78.61,27.05,43.12,19.95,0,0,0,0,0,0

84,20:45-21:00,24.15,40.85,19.77,0,44,0,0,0,0,0,0,0,0,44.41,0,8.57,0,10.29,0,0,176.73,24.57,143.32,225.15,0,60.29,0,0,1.09,26.71,45.07,147.73,6.15,49.74,503.93,35.65,20.1,44.49,0,0,19.44,0,26.43,42.68,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,330.51,121.91,91.61,0,78.61,27.05,43.12,19.95,0,0,0,0,0,0

85,21:00-21:15,19.98,40.85,19.77,0,44,0,0,0,0,0,0,0,0,44.41,0,8.57,0,10.29,0,0,176.73,24.57,143.32,225.15,0,60.29,0,0,1.09,22.59,45.07,147.73,6.15,49.74,482.22,35.65,20.1,44.49,0,0,19.44,0,31.1,42.68,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,330.51,121.91,91.61,0,78.61,27.05,43.12,19.95,0,0,0,0,0,0

86,21:15-21:30,22.54,40.73,6.3,0,44,0,0,0,0,0,0,0,0,30.27,0,8.42,0,10.29,0,0,175.07,24.57,143.32,225.15,0,60.29,0,0,1.09,22.59,45.07,133.91,6.15,47.26,390.69,33.91,20.1,42.38,0,0,18.29,0,31.1,42.68,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,330.51,121.91,91.61,0,78.61,27.05,43.12,19.95,0,0,0,0,0,0

87,21:30-21:45,20.92,40.73,6.3,0,44,0,0,0,0,0,0,0,0,30.27,0,8.42,0,10.29,0,0,175.07,24.57,143.32,225.15,0,60.29,0,0,1.09,22.87,45.07,124.74,6.15,47.26,390.73,33.91,20.1,42.38,0,0,18.29,0,31.1,42.68,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,330.51,121.91,91.61,0,78.61,27.05,43.12,19.95,0,0,0,0,0,0

88,21:45-22:00,21.68,40.85,19.77,0,44,0,0,0,0,0,0,0,0,33.64,0,8.57,0,10.29,0,0,176.73,24.57,143.32,225.15,0,60.29,0,0,1.09,22.87,45.07,124.74,6.15,49.74,460.8,35.65,20.1,44.49,0,0,19.44,0,31.1,42.68,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,330.51,121.91,91.61,0,78.61,27.05,43.12,19.95,0,0,0,0,0,0

89,22:00-22:15,19.53,40.85,19.77,0,44,0,0,0,0,0,0,0,0,33.64,0,8.57,0,10.29,0,0,176.73,24.57,143.32,225.15,0,60.29,0,3.72,1.09,23.01,45.07,124.74,6.15,49.74,507.99,35.65,20.1,44.49,0,0,19.44,0,31.1,34.14,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,335.85,121.91,91.61,0,78.61,27.05,43.12,19.95,0,0,0,0,0,0

90,22:15-22:30,19.96,40.85,19.77,0,44,0,0,0,0,0,0,0,0,33.64,0,8.57,0,10.29,0,0,176.73,24.57,143.32,225.15,0,60.29,0,3.72,1.09,23.01,45.07,124.74,6.15,49.74,490.08,35.65,20.1,44.49,0,0,19.44,0,31.1,34.14,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,337.25,121.91,91.61,0,78.61,27.05,43.12,19.95,0,0,0,0,0,0

91,22:30-22:45,19.93,40.85,19.77,0,44,0,0,0,0,0,0,0,0,33.64,0,8.57,0,10.29,0,0,176.73,24.57,143.32,225.15,0,60.29,0,7.42,1.09,23.44,45.07,147.58,6.15,49.74,411.35,35.65,20.1,44.49,0,0,19.44,0,31.1,29.87,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.98,66.09,337.25,121.91,91.61,0,78.61,27.05,43.12,19.95,0,0,0,0,0,0

92,22:45-23:00,21.25,40.73,12.6,0,44,0,0,0,0,0,0,0,0,22.43,0,8.42,0,10.29,0,0,175.07,24.57,143.32,225.15,0,60.29,0,11.76,1.09,23.87,43.53,147.73,6.15,47.26,411.35,33.91,20.1,42.38,0,0,6.1,0,31.1,29.87,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,78.61,27.05,43.11,19.95,0,0,0,0,0,0

93,23:00-23:15,20.28,40.73,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,225.15,0,60.29,0,11.76,1.09,23.87,43.53,147.73,6.1,47.26,343.7,33.91,20.1,42.38,0,0,0,0,31.1,29.87,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,78.61,27.05,43.11,19.95,0,0,0,0,0,0

94,23:15-23:30,17.89,40.73,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,225.15,0,60.29,0,11.76,1.09,23.87,43.53,147.73,6.1,47.26,343.7,33.91,20.1,42.38,19.2,0,0,0,31.1,34.14,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,78.61,27.05,43.11,19.95,0,0,0,0,0,0

95,23:30-23:45,15.19,40.73,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,225.15,0,60.29,0,11.76,1.09,23.87,43.53,147.73,6.1,47.26,363.03,33.91,20.1,42.38,38.4,0,0,0,31.1,34.14,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,78.61,27.05,43.11,19.95,0,0,0,0,0,0

96,23:45-24:00,16.54,40.73,12.6,0,44,0,0,0,0,0,0,0,0,10.09,0,8.42,0,10.29,0,0,175.07,24.57,143.32,225.15,0,60.29,0,11.76,1.09,23.87,43.53,147.73,6.1,47.26,411.35,33.91,20.1,42.38,55.92,0,0,0,31.1,34.14,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.26,0,127.92,6.8,66.09,337.25,121.91,91.61,0,78.61,27.05,43.11,19.95,0,0,0,0,0,0

