Time,Block,NR/2023/18062/A/1613,NR/2023/18145/C,NR/2023/17270/A,NR/2023/18074/A/1635,NR/2023/18149/C,NR/2023/18147/C,NR/2023/18105/A/1612,NR/2023/17525/A,NR/2023/18146/C,NER/2023/1730/C,WR/2023/19446/A,NR/2023/18148/C,WR/2023/20256/A/1702,WR/2023/20577/A/1709,Total
53,13:00-13:15,4.790000,2.110000,100.000000,0.770000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.3

54,13:15-13:30,4.790000,2.110000,100.000000,0.770000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.3

55,13:30-13:45,4.790000,2.110000,100.000000,0.770000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.3

56,13:45-14:00,4.790000,2.110000,100.000000,0.770000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.3

57,14:00-14:15,4.790000,2.110000,100.000000,0.770000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.3

58,14:15-14:30,4.790000,2.110000,100.000000,0.770000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.3

59,14:30-14:45,4.790000,2.110000,100.000000,0.770000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.3

60,14:45-15:00,4.790000,2.110000,100.000000,0.770000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.3

61,15:00-15:15,4.790000,2.110000,100.000000,0.620000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.15

62,15:15-15:30,4.790000,2.110000,100.000000,0.620000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.15

63,15:30-15:45,4.790000,2.110000,100.000000,0.620000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.15

64,15:45-16:00,4.790000,2.110000,100.000000,0.620000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.15

65,16:00-16:15,4.790000,2.110000,100.000000,0.480000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,17.24,0.000000,0.000000,236.01

66,16:15-16:30,4.790000,2.110000,100.000000,0.480000,11.490000,8.140000,0.960000,0.000000,15.8,0.000000,75.000000,15.23,0.000000,0.000000,234

67,16:30-16:45,4.790000,2.110000,100.000000,0.480000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,0.000000,0.000000,183.34

68,16:45-17:00,4.790000,2.110000,100.000000,0.480000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,0.000000,0.000000,183.34

69,17:00-17:15,4.790000,2.200000,100.000000,0.480000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,0.000000,0.000000,183.43

70,17:15-17:30,4.790000,2.200000,100.000000,0.480000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,0.000000,0.000000,183.43

71,17:30-17:45,4.790000,2.200000,100.000000,0.480000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,0.000000,0.000000,183.43

72,17:45-18:00,4.790000,2.200000,100.000000,0.480000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,0.000000,0.000000,183.43

73,18:00-18:15,4.790000,2.200000,100.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,263.48

74,18:15-18:30,4.790000,2.200000,100.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,263.48

75,18:30-18:45,4.790000,2.200000,100.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,263.48

76,18:45-19:00,4.790000,2.200000,100.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,263.48

77,19:00-19:15,4.790000,2.110000,100.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,263.39

78,19:15-19:30,4.790000,2.110000,100.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,263.39

79,19:30-19:45,4.790000,2.110000,100.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,263.39

80,19:45-20:00,4.790000,2.110000,100.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,263.39

81,20:00-20:15,4.790000,2.110000,0.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,163.39

82,20:15-20:30,4.790000,2.110000,0.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,163.39

83,20:30-20:45,4.790000,2.110000,0.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,163.39

84,20:45-21:00,4.790000,2.110000,0.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,163.39

85,21:00-21:15,4.790000,2.110000,0.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,163.39

86,21:15-21:30,4.790000,2.110000,0.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,163.39

87,21:30-21:45,4.790000,2.110000,0.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,163.39

88,21:45-22:00,4.790000,2.110000,0.000000,0.530000,0.000000,0.000000,0.960000,0.000000,0,0.000000,75.000000,0,25.000000,55.000000,163.39

89,22:00-22:15,4.790000,2.110000,0.000000,0.480000,0.000000,0.000000,0.960000,25.490000,0,0.000000,75.000000,0,0.000000,55.000000,163.83

90,22:15-22:30,4.790000,2.110000,0.000000,0.480000,0.000000,0.000000,0.960000,25.490000,0,0.000000,75.000000,0,0.000000,55.000000,163.83

91,22:30-22:45,4.790000,2.110000,0.000000,0.480000,0.000000,0.000000,0.960000,25.490000,0,0.000000,75.000000,0,0.000000,55.000000,163.83

92,22:45-23:00,4.790000,2.110000,0.000000,0.480000,0.000000,0.000000,0.960000,25.490000,0,0.000000,75.000000,0,0.000000,55.000000,163.83

93,23:00-23:15,4.790000,2.110000,0.000000,0.430000,0.000000,0.000000,0.960000,25.490000,0,0.000000,75.000000,0,0.000000,0.000000,108.78

94,23:15-23:30,4.790000,2.110000,0.000000,0.430000,0.000000,0.000000,0.960000,25.490000,0,0.000000,75.000000,0,0.000000,0.000000,108.78

95,23:30-23:45,4.790000,2.110000,0.000000,0.430000,0.000000,0.000000,0.960000,25.490000,0,0.000000,75.000000,0,0.000000,0.000000,108.78

96,23:45-24:00,4.790000,2.110000,0.000000,0.430000,0.000000,0.000000,0.960000,25.490000,0,0.000000,75.000000,0,0.000000,0.000000,108.78

