Block,Time Block,RAMPUR,RSTPSU1TO6,RAPPC,NTPL,RSTPSU7,PARBATI3,RIHAND3,SALAL,SEWA2,PARBATI2,SIMHST2,RAPPB,SIMHST1,RIHAND2,RIHAND1,SASAN,KOTESHWR,NLCEXP,NNTPP,KUDGI,NLCIIST1,NJPC,NLCIIST2,MAPS,NLCTS2EXP,NAPP,KKNP,KKNPPU2,KOLDAM,KHSTPP-II,KISHANGANGA,KHSTPP-I,KGSU1AND2,KGSU3AND4,JHAJJAR,FSTPP I & II,DULHASTI,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,BRBCL,DADRT2,CHAMERA1,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,SINGRAULI,TALA,URI2,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,URI,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,VALLURNTECL,ANTA_RF,AURY_LF,DADRI_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,0,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,19.07,6.28,0,0,10.52,19.25,361.4,0,18.6,0,0.88,0.49,0,19.42,144.62,0,36.62,0,13.43,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,103.11,8.13,32.54,0,0,359.96,9.74,38.13,6.28,0,0,10.52,19.25,361.4,0,18.6,0,0.88,0.49,0,19.42,144.62,0,36.62,0,13.43,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,66.51,0,0,0,125.85,25.73,0,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,123.81,8.13,38.68,0,0,359.96,9.74,38.13,6.28,0,0,10.52,19.25,361.4,0,18.6,0,0.88,0.49,0,19.42,144.62,0,36.62,0,13.43,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,66.51,0,0,0,125.85,25.73,6.05,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,123.81,8.13,38.68,0,0,359.96,11.25,38.13,6.28,0,0,10.52,19.25,361.4,0,18.6,0,0.88,0.87,0,19.42,144.62,0,36.62,0,13.43,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,66.51,0,0,0,125.85,25.73,12.12,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,123.81,8.13,38.68,0,0,359.96,11.92,38.13,6.28,0,0,10.52,19.25,361.4,12.17,18.6,0,0.88,0.87,0,19.42,144.62,0,36.62,0,13.43,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,66.51,0,0,0,125.85,38.59,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,142.65,8.13,44.11,0,0,359.96,11.92,38.13,12.55,0,0,10.52,19.25,361.4,24.33,18.6,0,0.88,0.87,0,19.42,144.62,0,36.62,0,13.43,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,66.51,0,0,0,125.85,38.59,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,142.74,5.42,44.11,0,0,359.96,11.92,38.13,12.55,0,0,10.52,19.25,361.4,36.5,22.11,0,0.88,0.87,0,19.42,144.62,0,36.62,0,16.69,2.13,5.26,34.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,66.51,0,0,0,125.85,38.59,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,0,0,0,0,49.92,0,0,0,142.74,5.42,44.11,0,0,388.83,11.92,38.13,12.55,0,0,10.52,19.25,364.29,38.02,22.11,0,0.88,0.87,0,19.42,144.62,0,36.62,12.57,16.69,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,1.05,0,66.51,0,0,0,125.85,38.59,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,142.74,5.42,44.11,0,0,408.08,11.92,38.13,12.55,0,0,10.52,19.25,364.29,40.57,22.11,0,0.88,0.87,0,19.42,144.62,0,36.62,12.57,16.69,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,1.05,0,66.51,0,0,0,125.85,38.59,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,417.71,11.92,38.13,12.55,0,0,10.52,19.25,364.29,40.57,22.11,0,0.88,0.87,0,19.42,144.62,0,36.62,12.57,16.69,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,2.1,0,66.51,0,0,0,125.85,38.59,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,427.33,11.92,38.13,12.55,0,0,10.52,19.25,364.29,40.57,22.11,0,0.88,0.87,0,19.42,144.62,0,36.62,24.82,16.69,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,3.15,0,66.51,0,0,0,125.85,38.59,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,79.78,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,427.33,11.92,38.13,12.55,0,0,10.52,19.25,364.29,40.57,22.11,0,0.88,0.49,0,19.42,144.62,0,36.62,25.13,16.69,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,4.14,0,66.51,0,0,4.13,125.85,38.59,18.17,0,0,0,0,119.86,93.54,335.89,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,446.58,11.92,38.13,12.55,0,0,10.52,19.25,364.43,40.57,22.11,0,0.88,0.49,0,19.42,144.62,0,36.62,37.71,16.69,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,4.14,0,66.51,0,0,16.23,125.85,38.59,18.17,7.21,0,0,0,119.86,93.54,345.34,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,1.85,142.74,8.13,44.11,0,0,485.19,14.3,38.13,12.55,0,3.17,10.52,19.25,459.7,40.57,24.36,0,0.88,0.49,0,18.94,144.62,0,36.62,37.71,20.82,1.71,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,4.14,0,66.51,0,0,16.23,125.85,38.59,18.17,14.42,0,0,0,119.86,93.54,356.63,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,3.71,142.74,8.13,44.11,0,0,368.9,14.3,38.13,12.55,0,15.64,10.52,19.25,566.66,40.57,26.63,0,0.88,0.49,0,18.94,144.62,0,36.62,37.71,20.82,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,4.14,0,66.51,0,0,16.23,125.85,38.59,18.17,21.63,0,0,0,119.86,93.54,363.83,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,5.54,142.74,8.13,44.11,0,0,446.17,14.3,38.13,6.28,11.21,15.64,10.52,19.25,656.58,40.57,26.63,0,0.88,0.49,0,18.94,144.62,0,36.62,37.71,20.82,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,4.14,0,66.51,0,0,23.59,125.85,38.59,18.17,28.86,0,0,0,119.86,93.54,370.33,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,452.24,14.3,38.13,6.28,22.43,31.27,21.04,19.25,658.9,40.57,26.63,0,0.88,0.49,0,18.94,144.62,0,36.62,37.71,20.82,2.13,5.26,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,4.14,0,66.51,0,0,38.35,125.85,38.59,19.32,42.55,0,0,0,119.86,93.54,376.83,22.27,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,452.87,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.87,40.57,26.63,0,0.88,0.49,0,18.94,144.62,0,36.62,37.71,20.82,2.13,5.26,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,4.14,0,66.51,0,0,38.35,125.85,38.59,19.32,42.55,0,0,0,119.86,93.54,383.33,22.27,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,452.87,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.87,40.57,26.63,0,0.88,0.49,0,18.94,144.62,0,36.62,37.71,20.82,2.13,5.26,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,4.14,0,66.51,0,0,38.35,125.85,38.59,19.32,42.55,0,0,0,119.86,93.54,378.98,22.27,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,452.87,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.87,40.57,26.63,0,0.88,1.97,0,18.94,144.62,0,36.62,37.71,20.82,2.13,5.26,38.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,4.14,0,66.51,0,0,38.35,125.85,38.59,19.32,42.55,0,0,0,119.86,93.54,378.98,22.27,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,452.87,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.87,40.57,26.63,0,0.88,1.97,0,18.94,144.62,0,36.62,37.71,20.82,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,4.14,0,66.51,0,0,38.35,125.85,38.59,19.32,42.55,0,0,0,119.86,93.54,378.98,22.27,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,452.87,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.87,40.57,26.63,0,0.88,1.97,0,18.94,144.62,0,36.62,37.71,20.82,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,4.14,0,66.51,0,0,38.35,125.85,38.59,19.32,42.55,0,0,0,119.86,93.54,378.98,22.27,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,452.87,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.87,40.57,26.63,0,0.88,1.97,0,18.94,144.62,0,36.62,37.71,20.82,2.13,5.26,33.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,4.14,0,66.51,0,0,38.35,125.85,38.59,19.32,42.55,0,0,0,119.86,93.54,378.98,22.27,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,452.87,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.9,40.57,26.63,0,0.88,0.49,0,20.66,144.62,0,36.62,37.71,20.82,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,4.14,0,66.51,0,0,38.35,125.85,38.59,19.32,42.55,0,0,0,119.86,93.54,378.98,22.27,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,452.87,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.9,40.57,26.63,0,0.88,0.49,0,22.26,144.62,0,36.62,37.71,20.82,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,4.14,0,66.51,0,0,32.45,125.85,38.59,18.17,21.63,0,0,0,119.86,93.54,378.98,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,5.54,142.74,8.13,44.11,0,0,452.87,14.3,57.2,3.18,33.67,46.91,13.7,19.25,658.9,40.57,26.63,0,0.88,0,0,25.58,144.62,0,36.62,37.71,20.82,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,4.14,0,66.51,0,0,32.45,125.85,38.59,18.17,21.63,0,0,0,119.86,93.54,378.98,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,5.54,142.74,8.13,44.11,0,0,452.87,14.3,57.2,3.18,33.67,46.91,13.7,19.25,658.9,40.57,26.63,0,0.88,0,0,25.8,144.62,0,36.62,37.71,20.82,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,4.14,0,66.51,0,0,36.87,125.85,38.59,18.17,21.63,0,0,0,119.86,93.54,378.98,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,5.54,142.74,8.13,44.11,0,0,452.87,14.3,57.2,3.18,33.67,46.91,13.7,19.25,658.9,40.57,26.63,0,0.88,0,0,27.72,144.62,0,36.62,37.71,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,4.14,0,66.51,0,0,36.87,125.85,38.59,18.17,32.46,0,0,0,119.86,93.54,378.98,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,5.54,142.74,8.13,44.11,0,0,452.87,14.3,57.2,3.18,33.67,46.91,13.7,19.25,658.9,40.57,26.63,0,0.88,0,0,29.17,144.62,0,36.62,37.71,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,4.14,0,66.51,0,0,4.43,125.85,38.59,19.32,14.42,0,0,0,119.86,93.54,378.98,11.14,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,452.87,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.9,40.57,26.63,0,0.88,0,0,32.34,144.62,0,36.62,37.71,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,4.14,0,66.51,0,0,4.43,125.85,38.59,19.32,14.42,0,0,0,119.86,93.54,378.98,11.14,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,645.37,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.88,40.57,26.63,0,0.88,0,0,32.65,144.62,0,36.62,37.71,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,4.14,0,66.51,0,0,19.17,125.85,38.59,19.32,14.42,0,0,0,119.86,93.54,378.98,11.14,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,645.37,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.88,40.57,26.63,0,0.88,0,0,34.66,144.62,0,36.62,37.71,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,4.14,0,66.51,0,0,19.17,125.85,38.59,19.32,14.42,0,0,0,119.86,93.54,378.98,11.14,0,0,0,0,106.39,0,0,0,49.92,0,0,7.4,142.74,8.13,44.11,0,0,645.37,14.3,57.2,18.83,33.67,46.91,42.08,19.25,658.9,40.57,26.63,0,0.88,0,0,38.41,144.62,0,36.62,37.71,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,4.14,0,66.51,0,0,19.17,125.85,38.59,18.17,14.42,0,0,0,119.86,93.54,378.98,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,5.54,142.74,8.13,44.11,0,0,645.37,14.3,38.13,18.83,22.43,46.91,21.04,19.25,658.9,40.57,26.63,0,0.88,0,0,41.99,138.22,0,36.62,37.71,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,4.14,0,66.51,0,0,19.17,125.85,38.59,18.17,7.21,0,0,0,119.86,93.54,378.98,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,3.71,142.74,8.13,44.11,0,0,645.37,14.3,19.07,18.83,22.43,46.91,10.52,19.25,658.9,40.57,26.63,0,0.88,0,0,42.8,138.22,0,36.62,37.71,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,4.14,0,66.51,0,0,19.17,125.85,38.59,18.17,3.61,0,0,0,119.86,93.54,378.98,10.02,0,0,0,0,106.39,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,645.37,14.3,19.07,18.83,22.43,46.91,0,19.25,658.9,40.57,26.63,0,0.88,0,0,42.8,138.22,0,36.62,37.71,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,3.15,0,66.51,0,0,19.17,125.85,38.59,18.17,0,0,0,0,119.86,93.54,378.98,10.02,0,0,0,0,79.78,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,645.37,14.3,19.07,18.83,22.43,46.91,0,19.25,658.9,40.57,26.63,0,0.88,0,0,42.8,138.22,0,36.62,25.13,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,2.1,0,66.51,0,0,16.23,125.85,38.59,18.17,0,0,0,0,119.86,93.54,378.98,10.02,0,0,0,0,53.19,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,645.37,14.3,19.07,18.83,22.43,46.91,0,19.25,658.9,40.57,26.63,0,0.88,0,0,42.8,138.22,0,36.62,25.13,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,1.05,0,66.51,0,0,16.23,125.85,38.59,18.17,0,0,0,0,119.86,93.54,378.98,10.02,0,0,0,0,26.59,0,0,0,49.92,0,0,0,142.74,8.13,44.11,0,0,645.37,14.3,19.07,18.83,22.43,46.91,0,19.25,658.9,40.57,26.63,0,0.88,0,0,42.8,138.22,0,36.62,25.13,19.96,2.13,5.26,32.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

