Block,Time,CHAMERA2,DADRT2,DULHASTI,CHAMERA3,DHAULIGNGA,UNCHAHAR4,URI2,NAPP,SEWA2,JHAJJAR,RIHAND2,UNCHAHAR1,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,KOLDAM,RAPPC,NJPC,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,KISHANGANGA,CHAMERA1,BSIUL,URI,RAPPB,TANAKPUR,SALAL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,NNTPP,NTPL,RSTPSU1TO6,RSTPSU7,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,KGSU1AND2,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
6,01:15-01:30,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,4.272091,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,6.5208,36.432,0,6.405,83.664,0,0,0,44.316314,0,76.039376,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,4.41,15.000002,399.375

7,01:30-01:45,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,4.272091,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,6.405,83.664,0,0,0,44.316314,0,76.039376,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,4.41,15.000002,399.375

8,01:45-02:00,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,4.272091,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,6.405,83.664,0,0,0,44.316314,0,76.039376,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,4.41,15.000002,399.375

9,02:00-02:15,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,4.272091,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,6.405,83.664,0,0,0,44.316314,0,76.039376,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000002,399.375

10,02:15-02:30,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,4.272091,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,6.405,83.664,0,0,0,44.316314,0,76.039376,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000002,399.375

11,02:30-02:45,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,6.405,83.664,0,0,0,44.316314,0,76.039376,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000002,399.375

12,02:45-03:00,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,6.405,83.664,0,0,0,44.316314,0,76.039376,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000002,399.375

13,03:00-03:15,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,6.405,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000002,399.375

14,03:15-03:30,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,6.405,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000002,399.375

15,03:30-03:45,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,6.405,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000002,399.375

16,03:45-04:00,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.534073,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,6.405,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000002,399.375

17,04:00-04:15,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000001,405

18,04:15-04:30,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000018,405

19,04:30-04:45,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000018,405

20,04:45-05:00,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000018,405

21,05:00-05:15,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,4.272091,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,12.1695,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000018,405

22,05:15-05:30,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,7.628735,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000018,405

23,05:30-05:45,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,12.205976,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000018,405

24,05:45-06:00,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,59.504133,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,44.316314,0,77.397222,0,0,0,78.916488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000018,405

25,06:00-06:15,48.499828,688.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,59.504133,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,43.664604,0,76.039376,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000018,410.625

26,06:15-06:30,48.499828,656.115947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,59.504133,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,43.664604,0,76.039376,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000018,410.625

27,06:30-06:45,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,59.504133,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,43.664604,0,76.039376,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000018,410.625

28,06:45-07:00,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,59.504133,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,43.664604,0,76.039376,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,7.35,15.000019,410.625

29,07:00-07:15,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,59.504133,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,43.664604,0,76.039376,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,3.528,15.000002,413.4375

30,07:15-07:30,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,7.628735,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,43.664604,0,76.039376,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,3.528,15.000002,413.4375

31,07:30-07:45,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,4.272091,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,43.664604,0,76.039376,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,3.822,15.000028,399.375

32,07:45:08:00,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,4.272091,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,5.8926,76.692,0,0,0,43.664604,0,76.039376,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,3.822,15.000018,399.375

33,08:00-08:15,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,4.272091,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,4.4835,76.692,0,0,0,41.709472,0,76.039376,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,3.822,15.00002,399.375

34,08:15-08:30,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,4.4835,76.692,0,0,0,41.709472,0,74.68153,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,3.822,15.000014,399.375

35,08:30-08:45,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,4.4835,76.692,0,0,0,41.709472,0,74.68153,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,4.116,15.000018,399.375

36,08:45:09:00,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,4.4835,76.692,0,0,0,41.709472,0,74.68153,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,5.292,15.00135,399.375

37,09:00:09:15,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,44.16,0,4.4835,76.692,0,0,0,41.709472,0,74.68153,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,5.292,15.00135,399.375

38,09:15-09:30,48.499828,688.715947,59.175403,34.831253,43.536137,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,44.16,0,4.4835,76.692,0,0,0,41.709472,0,74.68153,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,5.292,15.00135,399.375

39,09:30-09:45,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,44.16,0,4.4835,77.854,0,0,0,41.709472,0,74.68153,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,5.88,15.00135,399.375

40,09:45-10:00,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,9.274803,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,4.4835,77.854,0,0,0,41.709472,0,74.68153,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,5.88,15.00135,399.375

41,10:00-10:15,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,6.932681,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,44.16,0,4.4835,77.854,0,0,0,41.318446,0,74.68153,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,5.88,15.00135,382.5

42,10:15-10:30,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,3.747395,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,44.16,0,4.4835,77.854,0,0,0,41.318446,0,73.323684,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,5.88,15.00135,382.5

43,10:30-10:45,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,3.747395,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,44.16,0,4.4835,77.854,0,0,0,41.318446,0,73.323684,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,5.88,15.00135,382.5

44,10:45-11:00,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,3.747395,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,44.16,0,4.4835,77.854,0,0,0,41.318446,0,73.323684,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,5.88,15.00135,382.5

45,11:00-11:15,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,3.747395,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,44.16,0,4.4835,77.854,0,0,0,41.318446,0,73.323684,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,4.998,15.00135,382.5

46,11:15-11:30,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,59.388062,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,3.747395,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,44.16,0,4.4835,77.854,0,0,0,41.188104,0,73.323684,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,4.998,15.00135,382.5

47,11:30-11:45,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,60.707796,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,3.747395,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,44.16,0,12.1695,77.854,0,0,0,41.188104,0,73.323684,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,2.94,15.00135,382.5

48,11:45-12:00,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,60.707796,22.630299,0,19.529561,6.745516,96.955943,0,27.638981,1.126189,3.747395,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,12.1695,77.854,0,0,0,41.188104,0,73.323684,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,2.94,15.00135,382.5

49,12:00-12:15,48.499828,688.715947,59.175403,34.831253,32.652103,2.323013,37.890519,47.667878,0,422.443799,60.707796,22.630299,0,4.272091,6.745516,96.955943,0,27.638981,1.126189,3.747395,67.655124,179.962454,5.22124,130.580717,149.98895,44.906625,8.340651,42.14808,13.0416,36.432,0,12.1695,77.854,0,0,0,40.666735,0,73.323684,0,0,0,0,0,77.57892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,44.311,20.801072,2.94,15.00135,382.5

