Block,Time,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/16042024/30042024/IEX_240323_06617,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/16042024/31052024/IEX_240323_06618,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01042024/30042024/PTC/OA/32001,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/04042024/30042024/SJVN040424NR1694
1,00:00-00:15,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.920000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,115.830000,3.720000,30.900000,0,20.33,61,0,20.34,0,0,0,0,0,0,15,0,0,0,46.67,0,0,46.67,0,7.21,0

2,00:15-00:30,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.920000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,115.830000,3.720000,30.900000,0,20.67,62,0,20.66,0,0,0,0,0,0,15.34,0,0,0,47.33,0,0,47.33,0,7.21,0

3,00:30-00:45,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.920000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,115.830000,3.720000,30.900000,0,20.83,62.5,0,20.84,0,0,0,0,0,0,15.66,0,0,0,48,0,0,48,0,7.21,0

4,00:45-01:00,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.920000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,115.830000,3.720000,30.900000,0,18.67,56,0,18.66,0,0,0,0,0,0,15.66,0,0,0,48.33,0,0,48.33,0,7.21,0

5,01:00-01:15,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.920000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,115.830000,3.720000,30.900000,0,18.83,56.5,0,18.84,0,0,0,0,0,0,16,0,0,0,49.33,0,0,49.33,0,7.21,0

6,01:15-01:30,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.920000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,115.830000,3.720000,30.900000,0,19.17,57.5,0,19.16,0,0,0,0,0,0,13.34,0,0,0,46,0,0,46,0,7.21,0

7,01:30-01:45,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.920000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,115.830000,3.720000,30.900000,0,19.67,59,0,19.66,0,0,0,0,0,0,14.08,0,0,0,46.33,0,0,46.33,0,7.21,0

8,01:45-02:00,16.110000,4.190000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.920000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,115.830000,3.720000,30.900000,0,20.67,62,0,20.66,0,0,0,0,0,0,14.03,0,0,0,47.33,0,0,47.33,0,7.21,0

9,02:00-02:15,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.840000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,107.310000,3.720000,30.900000,0,21.5,64.5,0,21.5,0,0,0,0,0,0,14.24,0,0,0,47.67,0,0,47.67,0,7.21,0

10,02:15-02:30,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.840000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,106.360000,3.720000,30.900000,0,22.33,67,0,22.34,0,0,0,0,0,0,14.46,0,0,0,48.67,0,0,48.67,0,7.21,0

11,02:30-02:45,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.840000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,106.360000,3.720000,0.920000,0,19.17,57.5,0,19.16,0,0,0,0,0,0,11,0,0,0,43.33,0,0,43.33,0,7.21,0

12,02:45-03:00,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.840000,48.280000,262.190000,0.000000,30.900000,0.000000,0.000000,31.290000,13.730000,0.000000,106.360000,3.720000,0.920000,0,19.5,58.5,0,19.5,0,0,0,0,0,0,11.34,0,0,0,44,0,0,44,0,7.21,0

13,03:00-03:15,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.840000,48.280000,262.190000,0.000000,15.910000,0.000000,0.000000,31.290000,13.650000,0.000000,106.360000,3.620000,15.910000,0,20,60,0,20,0,0,0,0,0,0,14.34,0,0,0,44.33,0,0,44.33,0,10.01,0

14,03:15-03:30,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.840000,48.280000,262.190000,0.000000,15.910000,0.000000,0.000000,31.290000,13.650000,0.000000,106.360000,3.620000,15.910000,0,20.5,61.5,0,20.5,0,0,0,0,0,0,14,0,0,0,45,0,0,45,0,9.81,0

15,03:30-03:45,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.840000,48.280000,262.190000,0.000000,15.910000,0.000000,0.000000,31.290000,13.650000,0.000000,106.360000,3.620000,15.910000,0,22.67,68,0,22.66,0,0,0,0,0,0,15,0,0,0,52,0,0,52,0,9.61,0

16,03:45-04:00,16.110000,4.040000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.840000,48.280000,262.190000,0.000000,15.910000,0.000000,0.000000,31.290000,13.650000,0.000000,106.360000,3.620000,15.910000,0,22.67,68,0,22.66,0,0,0,0,0,0,15,0,0,0,52.33,0,0,52.33,0,9.21,0

17,04:00-04:15,16.110000,3.880000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,15.910000,0.000000,0.000000,30.790000,13.650000,0.000000,106.360000,3.620000,15.910000,0,22.5,67.5,0,22.5,0,0,0,0,0,0,15,0,0,0,52,0,0,52,0,8.81,0

18,04:15-04:30,16.110000,3.880000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,15.910000,0.000000,0.000000,30.790000,13.650000,0.000000,106.360000,3.620000,15.910000,0,22.17,66.5,0,22.16,0,0,0,0,0,0,14.66,0,0,0,51.67,0,0,51.67,0,8.41,0

19,04:30-04:45,16.110000,4.350000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,15.910000,0.000000,0.000000,30.790000,13.650000,0.000000,115.830000,3.620000,15.910000,0,21.67,65,0,21.66,0,0,0,0,0,0,15.66,0,0,0,52,0,0,52,0,7.81,0

20,04:45-05:00,16.110000,4.350000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,15.910000,0.000000,0.000000,30.270000,13.650000,0.000000,115.830000,3.620000,15.910000,0,21.33,64,0,21.34,0,0,0,0,0,0,15.34,0,0,0,52.33,0,0,52.33,0,7.21,0

21,05:00-05:15,16.110000,4.350000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,0.920000,0.000000,0.000000,30.270000,13.550000,0.000000,115.830000,3.620000,30.900000,0,21,63,0,21,0,0,0,0,0,0,15,0,0,0,51.67,0,0,51.67,0,7.21,0

22,05:15-05:30,16.110000,4.350000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,0.920000,0.000000,0.000000,30.270000,13.550000,0.000000,115.830000,3.620000,30.900000,0,20.83,62.5,0,20.84,0,0,0,0,0,0,15,0,0,0,50.67,0,0,50.67,0,7.21,0

23,05:30-05:45,16.110000,4.350000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,0.920000,0.000000,0.000000,30.270000,13.550000,0.000000,115.830000,3.620000,30.900000,0,20.33,61,0,20.34,0,0,0,0,0,0,14.66,0,0,0,43.33,0,0,43.33,0,9.61,0

24,05:45-06:00,16.110000,4.350000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,0.920000,0.000000,0.000000,30.270000,13.550000,0.000000,115.830000,3.620000,30.900000,0,20,60,0,20,0,0,0,0,0,0,14.34,0,0,0.477407,42.67,0,0,42.67,0,9.41,0

25,06:00-06:15,16.110000,4.350000,9.660000,87.110000,0.000000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,0.920000,0.000000,0.000000,29.270000,13.550000,0.000000,115.830000,3.520000,30.900000,0,19.67,59,0,19.66,0,0,0,1,0,3.45,14,0,0,3.059302,41.67,0,4.06,41.67,0,9.21,0

26,06:15-06:30,16.110000,4.350000,9.660000,87.110000,0.050000,100.610000,48.280000,273.050000,3.770000,48.280000,262.190000,0.000000,0.920000,0.040000,0.000000,28.770000,13.550000,0.040000,115.830000,3.520000,30.900000,0,19.17,57.5,0,19.16,0.2,0,0,1,0,7.48,13.66,0.5,0.38,6.985731,40,0.07,9.24,40,1,9.01,0

27,06:30-06:45,16.110000,4.350000,9.660000,87.110000,0.300000,100.610000,48.280000,273.050000,4.000000,48.280000,262.190000,0.000000,0.920000,0.290000,0.000000,28.770000,13.550000,0.290000,115.830000,3.520000,30.900000,0,18.33,55,0,18.34,1,0,0,4,0,12.49,13.34,5,2.83,11.857231,38.67,0.57,20.97,38.67,1,8.81,0

28,06:45-07:00,16.110000,4.350000,9.660000,87.110000,0.770000,100.610000,48.280000,273.050000,4.000000,48.280000,262.190000,0.000000,0.920000,0.750000,0.000000,28.260000,13.550000,0.750000,115.830000,3.520000,30.900000,0.27,17.5,52.5,0,17.5,3,0,0,7,0,20.44,12.66,15,8.73,18.190181,37.67,1.75,30.81,37.67,3,8.61,0

29,07:00-07:15,16.110000,4.190000,9.660000,63.330000,1.360000,100.610000,48.280000,273.050000,4.000000,48.280000,262.190000,0.000000,24.370000,1.330000,0.000000,28.260000,13.460000,1.330000,94.630000,3.520000,30.900000,11.67,10.83,32.5,0,10.84,4,0,1,18,2,24.35,11,24.35,19.06,26.218413,28.67,3.81,24.35,28.67,7,8.41,0

30,07:15-07:30,16.110000,4.190000,9.660000,63.330000,2.190000,100.610000,48.280000,273.050000,4.000000,48.280000,262.190000,0.000000,24.370000,2.130000,0.000000,28.260000,13.460000,2.130000,94.630000,3.520000,30.900000,15,10.33,31,0,10.34,8.5,0,3,25,6,24.35,10,24.35,31.8,35.95167,29.33,6.36,24.35,29.33,10,8.21,0

31,07:30-07:45,16.110000,4.190000,9.660000,63.330000,3.360000,100.610000,48.280000,273.050000,4.000000,48.280000,241.290000,0.000000,24.370000,3.280000,0.000000,28.260000,13.460000,3.280000,86.110000,3.520000,30.900000,20,10,30,0,10,12,0,8,39,16,25.52,9.34,25.51,48.06,46.951517,30.67,9.61,25.52,30.67,16,8.01,0

32,07:45:08:00,16.110000,4.190000,9.660000,63.330000,4.360000,100.610000,48.280000,273.050000,4.000000,48.280000,235.500000,0.000000,24.370000,4.260000,0.000000,28.260000,13.460000,4.260000,77.590000,3.520000,30.900000,24.19,9.67,29,0,9.66,15.5,0,11,56,23,25.68,9,25.69,63.53,58.087766,31.33,12.71,25.68,31.33,24,7.61,0

33,08:00-08:15,16.110000,4.190000,9.660000,52.790000,5.710000,100.610000,48.280000,273.050000,3.840000,48.280000,201.700000,0.000000,25.470000,5.580000,0.000000,28.260000,13.370000,5.580000,69.080000,3.440000,25.470000,32.21,9.17,27.5,0,9.16,20.85,0,17,70,33,27.38,8.66,27.39,85.78,68.39586,32,17.16,27.38,32,30,7.21,0

34,08:15-08:30,16.110000,4.190000,9.660000,52.790000,6.950000,100.610000,48.280000,273.050000,3.840000,48.280000,201.700000,0.000000,25.470000,6.780000,0.000000,29.270000,13.370000,6.780000,66.240000,3.440000,25.470000,40.36,8.67,26,0,8.66,25.02,0,20,88,40,27.38,8.66,27.39,106.62,78.002458,32.67,21.32,27.38,32.67,37,7.21,0

35,08:30-08:45,16.110000,4.190000,9.660000,52.790000,8.220000,100.610000,48.280000,273.050000,3.840000,48.280000,201.700000,0.000000,25.470000,8.020000,0.000000,29.770000,13.370000,8.020000,66.240000,3.440000,25.470000,48.05,9.83,29.5,0,9.84,28.63,0,24,105,49,28.22,10,28.21,129.71,86.90756,27.33,25.94,28.22,27.33,45,7.21,0

36,08:45:09:00,16.110000,4.190000,9.660000,52.790000,9.410000,100.610000,48.280000,273.050000,3.840000,48.280000,201.700000,0.000000,25.470000,9.180000,0.000000,30.790000,13.370000,9.180000,70.400000,3.440000,25.470000,55.38,9.83,29.5,0,9.84,31.94,0,28,123,57,28.55,10,28.55,147.04,94.760418,29.33,29.41,28.55,29.33,52,7.21,0

37,09:00:09:15,16.110000,4.190000,9.660000,33.800000,10.720000,53.110000,48.280000,234.670000,3.840000,48.280000,111.060000,0.000000,25.470000,10.460000,0.000000,31.290000,13.280000,10.460000,70.400000,3.440000,25.470000,62.28,9.83,29.5,0,9.84,35.02,0,32,133,63,28.55,10,28.55,163.09,102.067668,30,32.62,28.55,30,57,4,53.11

38,09:15-09:30,16.110000,4.190000,9.660000,33.800000,11.880000,53.110000,48.280000,196.040000,3.840000,48.280000,111.060000,0.000000,25.470000,11.580000,0.000000,31.290000,13.280000,11.580000,70.400000,3.440000,25.470000,68.72,10,30,0,10,37.71,0,35,151,70,28.55,10,28.55,179.14,109.793867,30.67,35.83,28.55,30.67,64,4,53.11

39,09:30-09:45,16.110000,4.190000,9.660000,33.800000,12.780000,53.110000,48.280000,157.410000,3.840000,48.280000,111.060000,0.000000,0.000000,12.470000,0.000000,30.790000,13.280000,12.470000,70.400000,3.440000,0.000000,74.7,9.83,29.5,0,9.84,40.34,0,38,157.5,77,30.07,10,30.06,195.19,116.867285,26,39.04,30.07,26,67.5,4,53.11

40,09:45-10:00,16.110000,4.190000,9.660000,33.800000,13.690000,53.110000,48.280000,150.180000,3.840000,48.280000,111.060000,0.000000,0.000000,13.360000,0.000000,30.790000,13.280000,13.360000,70.400000,3.440000,0.000000,80.01,10.17,30.5,0,10.16,42.54,0,41,164.5,81,30.07,10,30.06,211.23,123.307408,26,42.25,30.07,26,70.5,4,53.11

41,10:00-10:15,16.110000,4.040000,9.660000,33.800000,14.480000,53.110000,48.280000,150.180000,3.770000,48.280000,149.680000,0.000000,0.000000,14.120000,0.000000,31.290000,13.180000,14.120000,70.400000,3.340000,0.000000,84.62,15.17,45.5,0,15.16,44.46,0,43,178.5,85,30.07,13.66,30.06,223.34,129.19218,33.33,44.67,30.07,33.33,76.5,4,53.11

42,10:15-10:30,16.110000,4.040000,9.660000,57.580000,15.150000,53.110000,48.280000,150.180000,3.770000,48.280000,171.550000,0.000000,0.000000,14.780000,0.000000,31.290000,13.180000,14.780000,70.400000,3.340000,0.000000,88.8,15.33,46,0,15.34,44.8,0,45,189,90,30.07,13.66,30.06,235.45,134.560573,34,47.09,30.07,34,81,4,53.11

