Block,Time,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/16042024/30042024/IEX_240323_06617,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/16042024/31052024/IEX_240323_06618,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01042024/30042024/PTC/OA/32001,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,SR/01102023/07102043/L_NR_2018_61,NR/04042024/30042024/SJVN040424NR1694
43,10:30-10:45,16.110000,4.040000,9.660000,57.580000,15.820000,53.110000,48.280000,150.180000,3.770000,48.280000,171.550000,0.000000,0.000000,15.430000,0.000000,31.290000,12.080000,15.430000,70.400000,3.340000,0.000000,91.13,15.67,47,0,15.66,45,0,46,189,93,30.07,15.66,30.06,237.5,140.679177,34.67,47.5,30.07,34.67,81,4,53.11

44,10:45-11:00,16.110000,4.040000,9.660000,57.580000,16.260000,53.110000,48.280000,150.180000,3.770000,48.280000,170.110000,0.000000,0.000000,15.860000,0.000000,31.290000,12.080000,15.860000,70.400000,3.340000,0.000000,91.96,15.83,47.5,0,15.84,45.5,0,47,189,94,30.03,15.66,30.04,237.5,144.215886,35.33,47.5,30.03,35.33,81,4,53.11

45,11:00-11:15,16.110000,4.040000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.000000,48.280000,171.550000,0.000000,0.000000,16.240000,0.000000,31.290000,11.900000,16.240000,70.400000,3.340000,0.000000,92.08,15,45,0,15,46,0,47,192.5,94,30.03,15.66,30.04,237.5,146.554206,36,47.5,30.03,36,82.5,4,53.11

46,11:15-11:30,16.110000,4.040000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.000000,48.280000,171.550000,0.000000,0.000000,16.240000,0.000000,31.290000,11.900000,16.240000,70.400000,3.340000,0.000000,92.04,15.5,46.5,0,15.5,47.5,0,47,192.5,94,30.2,15.66,30.2,237.38,148.551521,36,47.47,30.2,36,82.5,4,53.11

47,11:30-11:45,16.110000,4.040000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.000000,48.280000,171.550000,0.000000,0.000000,16.240000,0.000000,31.290000,11.900000,16.240000,70.400000,3.620000,0.000000,92.12,15,45,0,15,47.5,0,47,192.5,94,30.2,15.66,30.2,235.52,149.886312,36,47.1,30.2,36,82.5,4,53.11

48,11:45-12:00,16.110000,4.040000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.000000,48.280000,171.550000,0.000000,0.000000,16.240000,0.000000,31.290000,11.900000,16.240000,70.400000,3.620000,0.000000,92.3,15.33,46,0,15.34,47.5,0,47,192.5,94,30.2,15.66,30.2,234.92,151.191874,38,46.98,30.2,38,82.5,4,53.11

49,12:00-12:15,16.110000,3.880000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.000000,48.280000,169.810000,0.000000,0.000000,16.240000,0.000000,30.790000,11.700000,16.240000,70.400000,3.620000,0.000000,92.4,15.67,47,0,15.66,47.5,0,47,192.5,94,30.2,16.34,30.2,237.5,154.270662,38,47.5,30.2,38,82.5,4,53.11

50,12:15-12:30,16.110000,3.880000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.000000,48.280000,169.810000,0.000000,0.000000,16.240000,0.000000,30.790000,11.700000,16.240000,70.400000,3.620000,0.000000,92.36,16,48,0,16,47.5,0,47,192.5,94,30.03,17,30.04,237.5,153.695825,39,47.5,30.03,39,82.5,4,53.11

51,12:30-12:45,16.110000,4.270000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.000000,48.280000,169.810000,0.000000,0.000000,16.240000,0.000000,30.790000,11.700000,16.240000,70.400000,3.620000,0.000000,92.31,16.5,49.5,0,16.5,47.5,0,47,192.5,94,30.03,17.34,30.04,237.5,152.487693,41.33,47.5,30.03,41.33,82.5,4,53.11

52,12:45-13:00,16.110000,4.270000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.000000,48.280000,169.810000,0.000000,0.000000,16.240000,0.000000,30.790000,11.700000,16.240000,70.400000,3.620000,0.000000,92.25,17.5,52.5,0,17.5,47.5,0,47,192.5,94,30.03,17.66,30.04,237.5,151.006757,43.33,47.5,30.03,43.33,82.5,4,53.11

53,13:00-13:15,16.110000,4.270000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.080000,48.280000,169.810000,0.000000,0.000000,16.240000,0.000000,29.270000,11.520000,16.240000,70.400000,3.720000,0.000000,92.15,18.17,54.5,0,18.16,47.5,0,47,192.5,94,30.03,18.66,30.04,229.17,149.55505,46,45.83,30.03,46,82.5,4.61,53.11

54,13:15-13:30,16.110000,4.270000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.080000,48.280000,169.810000,0.000000,0.000000,16.240000,0.000000,29.270000,11.520000,16.240000,70.400000,3.720000,0.000000,92.15,18.67,56,0,18.66,47.5,0,47,192.5,94,30.03,19,30.04,229.17,147.70388,49.33,45.83,30.03,49.33,82.5,5.61,53.11

55,13:30-13:45,16.110000,4.270000,9.660000,57.580000,16.650000,53.110000,48.280000,150.180000,4.080000,48.280000,169.810000,0.000000,0.000000,16.240000,0.000000,29.270000,11.520000,16.240000,70.400000,3.720000,0.000000,92.05,20,60,0,20,45.24,0,47,192.5,94,29.7,19.66,29.7,229.17,143.680021,52.33,45.83,29.7,52.33,82.5,7.21,53.11

56,13:45-14:00,16.110000,4.270000,9.660000,57.580000,16.410000,53.110000,48.280000,150.180000,4.080000,48.280000,169.810000,0.000000,0.000000,16.010000,0.000000,29.270000,11.520000,16.010000,70.400000,3.720000,0.000000,92.1,21.17,63.5,0,21.16,45.08,0,47,192.5,94,29.7,20.34,29.7,229.17,139.938709,55.67,45.83,29.7,55.67,82.5,9.21,53.11

57,14:00-14:15,16.110000,4.350000,9.660000,57.580000,14.010000,53.110000,48.280000,150.180000,4.080000,48.280000,170.980000,0.000000,0.000000,13.670000,0.000000,27.750000,11.340000,13.670000,70.400000,3.720000,0.000000,91.95,19.17,57.5,0,19.16,44.78,0,47,192.5,94,29.7,16.66,29.7,229.17,136.041509,42.67,45.83,29.7,42.67,82.5,11.41,53.11

58,14:15-14:30,16.110000,4.350000,9.660000,57.580000,13.510000,53.110000,48.280000,176.720000,4.080000,48.280000,170.980000,0.000000,0.000000,13.180000,0.000000,27.750000,11.340000,13.180000,70.400000,3.720000,0.000000,91.59,19.67,59,0,19.66,43.9,0,47,192.5,94,29.7,17.34,29.7,229.17,131.900734,45,45.83,29.7,45,82.5,13.2,53.11

59,14:30-14:45,16.110000,4.350000,9.660000,57.580000,12.530000,53.110000,48.280000,176.720000,4.080000,48.280000,170.980000,0.000000,0.000000,12.220000,0.000000,27.750000,11.340000,12.220000,70.400000,3.720000,0.000000,85.45,20,60,0,20,41.5,0,45,192.5,89,29.7,16.66,29.7,216.49,126.415425,38.33,43.3,29.7,38.33,82.5,15.8,53.11

60,14:45-15:00,16.110000,4.350000,9.660000,57.580000,11.460000,53.110000,48.280000,212.450000,4.080000,48.280000,170.980000,0.000000,0.000000,11.180000,0.000000,27.750000,11.340000,11.180000,70.400000,3.720000,0.000000,83.67,21.17,63.5,0,21.16,39.98,0,43,186,85,29.7,16.66,29.7,201.16,119.702498,38.67,40.23,29.7,38.67,79,18.6,53.11

61,15:00-15:15,16.110000,4.350000,9.660000,57.580000,11.070000,53.110000,48.280000,251.080000,4.140000,48.280000,170.980000,0.000000,0.000000,10.800000,0.000000,27.750000,11.150000,10.800000,70.400000,3.850000,0.000000,80.1,17.83,53.5,0,17.84,38.06,0,41,179,81,30.37,17,30.36,186.24,111.157887,39,37.25,30.37,39,76,20.8,53.11

62,15:15-15:30,16.110000,4.350000,9.660000,57.580000,10.490000,53.110000,48.280000,251.080000,4.140000,48.280000,190.050000,0.000000,0.000000,10.230000,0.000000,28.260000,11.150000,10.230000,70.400000,3.850000,0.000000,75.4,18.17,54.5,0,18.16,35.44,0,37,172,75,30.37,17.34,30.36,172.47,102.88608,39.67,34.49,30.37,39.67,73,22.21,53.11

63,15:30-15:45,16.110000,4.350000,9.660000,57.580000,10.030000,82.080000,48.280000,273.050000,4.140000,48.280000,238.330000,0.000000,0.000000,9.790000,0.000000,28.260000,11.150000,9.790000,70.400000,3.850000,0.000000,70.33,18.67,56,0,18.66,33.1,0,33,147,66,31.03,18,31.04,158.33,93.396398,45,31.66,31.03,45,63,22.61,53.11

64,15:45-16:00,16.110000,4.350000,9.660000,57.580000,9.050000,100.610000,48.280000,273.050000,4.140000,48.280000,262.190000,0.000000,0.000000,8.830000,0.000000,28.770000,11.150000,8.830000,70.400000,3.850000,0.000000,65,19.17,57.5,0,19.16,30.42,0,30,133,59,31.03,19,31.04,144.48,82.825243,46,28.9,31.03,46,57,23.41,53.11

65,16:00-16:15,16.110000,4.510000,9.660000,57.580000,7.940000,100.610000,48.280000,273.050000,4.140000,48.280000,262.190000,0.000000,0.000000,7.750000,0.000000,29.270000,11.150000,7.750000,70.400000,3.850000,25.470000,52.3,20,60,0,20,27.36,0,23,119,47,31.03,21,31.04,130.89,71.552592,40,26.18,31.03,40,51,23.41,53.11

66,16:15-16:30,16.110000,4.510000,9.660000,76.570000,7.290000,100.610000,48.280000,273.050000,4.140000,48.280000,262.190000,0.000000,0.000000,7.110000,0.000000,29.270000,11.150000,7.110000,70.400000,3.850000,25.470000,47.16,20.83,62.5,0,20.84,24.17,0,20,105,40,30.37,21.66,30.36,114.37,61.371157,40.67,22.87,30.37,40.67,45,23.81,53.11

