Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01032024/22032024/HP-59,NR/30092023/31122025/SH-07,NR/01032024/22032024/HP-56,NR/01102023/22052037/LT-59,NR/01012024/31032024/ ChanjuII,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01032024/31032024/NVVN/OA/16997,NR/01032024/15032024/HP-62,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01032024/31032024/SJVN010324NR1590,SR/01102023/07102043/L_NR_2018_61,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/26072023/25122043/L_NR_2023_10,NR/01032024/31032024/SJVN010324NR1588,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31052040/LT-31,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/04032024/04032024/DD20240304NR23128,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2020_06,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/01032024/31032024/SJVN010324NR1589,NR/01102023/02012046/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01102023/30042040/GNA_LT_36,WR/01102023/16072048/L_NR_2022_08,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023
60,14:45-15:00,17.130000,0.000000,25.980000,0.000000,1.320000,4.690000,160.470000,0.000000,48.140000,0.000000,270.760000,35.100000,52.950000,0.000000,25.980000,1.150000,32.05,17.33,6.01,96.27,82,0,92.52,17.130000,46.2,32.05,47.5,46,144.405000,114.572794,7.33,91,0.000000,21.180000,7.34,0,237.5,193,15.33,0,0,22,1.430000,32.05,15.33,96.27,17.560000,6.34,48.14

61,15:00-15:15,15.940000,0.000000,25.980000,0.000000,1.320000,4.510000,160.470000,0.000000,48.140000,0.000000,270.760000,35.100000,52.950000,0.000000,25.980000,1.180000,32.05,17.33,6.01,96.27,82,0,92.52,15.940000,43.6,32.05,47.5,46,144.405000,104.180086,7.33,91,0.000000,21.180000,7.34,0,237.5,193,15.33,0,0,22,1.430000,32.05,15.33,96.27,16.330000,6.34,48.14

62,15:15-15:30,14.890000,0.000000,25.980000,0.000000,1.320000,4.510000,160.470000,0.000000,48.140000,0.000000,270.760000,35.100000,52.950000,0.000000,25.980000,1.180000,32.05,17.33,6.01,96.27,78,0,90.82,14.890000,41.5,32.05,47.5,43,144.405000,96.911029,7.33,87,0.000000,21.180000,7.34,0,237.5,182,15.33,0,0,22,1.430000,32.05,15.33,96.27,15.260000,6.34,48.14

63,15:30-15:45,13.940000,0.000000,25.980000,0.000000,1.320000,4.510000,160.470000,0.000000,48.140000,0.000000,270.760000,35.100000,0.000000,0.000000,25.980000,1.180000,32.05,17.33,6.61,96.27,72,0,84.66,13.940000,39.3,32.05,47.26,40,144.405000,88.853761,7.33,80,0.000000,22.140000,7.34,0,236.33,168,15.33,0,0,22,1.430000,32.05,15.33,96.27,14.290000,6.34,48.14

64,15:45-16:00,12.860000,0.000000,25.980000,0.000000,1.320000,4.510000,160.470000,0.000000,48.140000,0.000000,270.760000,47.170000,0.000000,0.000000,25.980000,1.180000,32.05,17.33,7.01,96.27,66,0,78.5,12.860000,36.2,32.05,44,37,144.405000,80.465639,7.33,73,0.000000,22.140000,7.34,0,219.99,154,15.33,0,0,22,1.430000,32.05,15.33,96.27,13.190000,6.34,48.14

65,16:00-16:15,11.520000,0.000000,25.430000,0.000000,1.400000,4.320000,205.580000,0.000000,48.140000,0.000000,270.760000,47.170000,0.000000,0.000000,30.810000,1.220000,32.05,17.33,9.01,96.27,60,0,70.93,11.520000,33.4,32.05,40.55,33,144.405000,71.824511,6.67,67,0.000000,22.140000,6.66,0,202.76,140,13.98,0,0,20,1.390000,32.05,13.98,96.27,11.800000,6.34,48.14

66,16:15-16:30,10.240000,0.000000,25.430000,0.000000,1.400000,4.320000,205.580000,0.000000,48.140000,0.000000,270.760000,47.170000,0.000000,0.000000,30.810000,1.220000,32.05,17.33,9.41,96.27,52,0,62.59,10.240000,30,32.05,36.93,29,144.405000,62.599523,6.67,58,0.000000,23.100000,6.66,0,184.63,123,13.88,0,0,20,1.390000,32.05,13.88,96.27,10.500000,6.34,48.14

67,16:30-16:45,8.910000,0.000000,25.980000,0.000000,1.400000,4.320000,240.900000,0.000000,48.140000,0.000000,270.760000,47.170000,0.000000,0.000000,25.980000,1.220000,32.05,17.33,10.21,96.27,48,0,53.73,8.910000,26.3,32.05,32.9,24,144.405000,54.88284,6.67,49,0.000000,23.100000,6.66,0,164.48,112,13.74,0,0,20,1.390000,32.05,13.74,96.27,9.130000,6.34,48.14

68,16:45-17:00,7.620000,0.000000,25.980000,0.000000,1.400000,4.320000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,0.000000,0.000000,25.980000,1.220000,32.05,17.33,11.01,96.27,40,0,44.65,7.620000,22.5,32.05,28.34,19,144.405000,42.991558,6.67,38,0.000000,23.100000,6.66,0,141.68,95,13.6,0,0,20,1.390000,32.05,13.6,96.27,7.810000,6.34,48.14

69,17:00-17:15,6.270000,0.000000,25.980000,0.000000,1.400000,4.140000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,0.000000,0.000000,25.980000,1.150000,22.48,0,11.77,96.27,33,0,34.8,6.270000,17.5,30.48,23.89,15,144.405000,31.324089,6.67,29,96.270000,24.070000,6.66,0,119.46,77,13.45,0,0,20,1.390000,20,13.45,96.27,6.430000,6.34,48.14

70,17:15-17:30,4.960000,0.000000,25.980000,0.000000,1.400000,4.140000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,0.000000,0.000000,25.980000,1.150000,10.48,0,12.07,96.27,25,0,24.56,4.960000,12,18.45,19.36,11,144.405000,20.581065,6.67,21,96.270000,24.070000,6.66,0,96.8,60,13.35,0,0,20,1.390000,7,13.35,96.27,5.080000,6.34,48.14

71,17:30-17:45,3.630000,0.000000,25.980000,0.000000,1.400000,4.140000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,0.000000,86.840000,25.980000,1.150000,5.48,0,12.32,96.27,16,0,17.19,3.630000,8,8.45,14.69,6,144.405000,12.076171,6.67,12,96.270000,25.030000,6.66,0,73.48,39,13.33,0,0,20,1.390000,1,13.33,96.27,3.720000,6.34,48.14

72,17:45-18:00,2.300000,0.000000,25.980000,0.000000,1.400000,4.140000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,0.000000,86.840000,25.980000,1.150000,1.22,0,12.45,96.27,9,0,12.22,2.300000,4,2.55,10.22,3,144.405000,6.61708,6.67,7,96.270000,25.030000,6.66,0,51.1,21,13.33,0,0,20,1.390000,0,13.33,96.27,2.360000,6.34,48.14

73,18:00-18:15,1.680000,0.000000,30.810000,0.000000,0.930000,4.040000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,0.000000,86.840000,25.430000,1.110000,0,0,11.72,96.27,3,0,4.58,1.680000,3,0,6.25,1,144.405000,3.483698,6.67,3,288.810000,25.990000,6.66,0,31.24,7,13.33,0,0,20,1.340000,0,13.33,96.27,1.720000,6.66,96.27

74,18:15-18:30,1.090000,0.000000,30.810000,0.000000,0.930000,4.040000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,0.000000,86.840000,25.430000,1.110000,0,0,11.08,96.27,1,0,0,1.090000,2,0,2.98,0,144.405000,0.710363,6.67,0,288.810000,25.990000,6.66,0,14.9,1,13.33,0,0,20,1.340000,0,13.33,96.27,1.110000,7,96.27

75,18:30-18:45,0.540000,0.000000,30.810000,0.000000,1.160000,4.040000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,0.000000,86.840000,25.430000,1.110000,0,0,10.45,96.27,0,0,0,0.540000,1,0,0.86,0,144.405000,0,6.67,0,288.810000,25.990000,6.66,0,4.31,1,13.33,0,0,20,1.340000,0,13.33,96.27,0.550000,7,96.27

76,18:45-19:00,0.020000,0.000000,30.810000,0.000000,1.160000,4.040000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,0.000000,86.840000,25.430000,1.110000,0,0,9.73,96.27,0,0,0,0.020000,0,0,0.01,0,144.405000,0,6.67,0,288.810000,25.990000,6.66,0,0.04,0,13.33,0,0,20,1.340000,0,13.33,96.27,0.020000,7,96.27

77,19:00-19:15,0.010000,0.000000,30.810000,0.000000,1.160000,3.960000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,25.430000,1.110000,0,0,8.41,96.27,0,0,0,0.010000,0,0,0,0,144.405000,0,6.67,0,288.810000,25.990000,6.66,0,0,0,13.33,0,0,20,1.340000,0,13.33,96.27,0.010000,7,96.27

78,19:15-19:30,0.010000,0.000000,30.810000,0.000000,1.160000,3.960000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,25.430000,1.110000,0,0,8.01,96.27,0,0,0,0.010000,0,0,0,0,144.405000,0,6.67,0,288.810000,25.030000,6.66,0,0,0,13.33,0,0,20,1.340000,0,13.33,96.27,0.010000,7,96.27

79,19:30-19:45,0.000000,0.000000,30.810000,0.000000,1.240000,3.960000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,25.430000,1.110000,0,0,7.61,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,6.67,0,288.810000,25.030000,6.66,0,0,0,13.33,0,0,20,1.340000,0,13.33,96.27,0.000000,10.2,96.27

80,19:45-20:00,0.000000,0.000000,30.810000,0.000000,1.240000,3.960000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,25.430000,1.110000,0,0,7.41,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,6.67,0,288.810000,25.030000,6.66,0,0,0,13.33,0,0,20,1.340000,0,13.33,96.27,0.000000,9.9,96.27

81,20:00-20:15,0.000000,0.000000,25.980000,0.000000,1.240000,3.860000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,25.430000,1.070000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,9.17,0,288.810000,25.030000,9.16,0,0,0,13.33,0,0,27.5,1.300000,0,13.33,96.27,0.000000,9.6,96.27

82,20:15-20:30,0.000000,0.000000,25.980000,0.000000,1.240000,3.860000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,25.430000,1.070000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,9.5,0,288.810000,25.030000,9.5,0,0,0,13.33,0,0,28.5,1.300000,0,13.33,96.27,0.000000,9.3,96.27

83,20:30-20:45,0.000000,0.000000,25.980000,0.000000,1.240000,3.860000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,25.430000,1.070000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,9.83,0,288.810000,25.030000,9.84,0,0,0,13.33,0,0,29.5,1.300000,0,13.33,96.27,0.000000,9,96.27

84,20:45-21:00,0.000000,0.000000,25.980000,0.000000,1.240000,3.860000,240.900000,0.000000,48.140000,0.000000,270.760000,57.740000,99.750000,86.840000,25.430000,1.070000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,10.17,0,288.810000,25.030000,10.16,0,0,0,13.33,0,0,30.5,1.300000,0,13.33,96.27,0.000000,9,96.27

85,21:00-21:15,0.000000,0.000000,25.980000,0.000000,1.160000,3.760000,240.900000,0.000000,48.140000,0.000000,270.760000,53.500000,99.750000,74.410000,25.430000,1.070000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,10,0,144.400000,25.030000,10,0,0,0,13.33,0,0,30,1.300000,0,13.33,96.27,0.000000,9,96.27

86,21:15-21:30,0.000000,0.000000,25.980000,0.000000,1.160000,3.760000,240.900000,0.000000,48.140000,0.000000,270.760000,49.250000,91.460000,74.410000,25.430000,1.070000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,9.67,0,144.400000,25.030000,9.66,0,0,0,13.48,0,0,29,1.300000,0,13.48,96.27,0.000000,8.7,96.27

87,21:30-21:45,0.000000,0.000000,25.980000,0.000000,1.160000,3.760000,240.900000,0.000000,48.140000,0.000000,270.760000,45.010000,77.020000,74.410000,25.430000,1.070000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.33,0,144.400000,25.030000,7.34,0,0,0,14.1,0,0,22,1.300000,0,14.1,96.27,0.000000,7,96.27

88,21:45-22:00,0.000000,0.000000,25.980000,0.000000,1.160000,3.760000,240.900000,0.000000,48.140000,0.000000,270.760000,35.100000,57.760000,74.410000,25.430000,1.070000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,144.400000,25.030000,7.5,0,0,0,14.62,0,0,22.5,1.300000,0,14.62,96.27,0.000000,7,96.27

89,22:00-22:15,0.000000,32.760000,25.980000,76.530000,1.160000,3.960000,240.900000,0.000000,48.140000,98.210000,270.760000,35.100000,77.020000,74.410000,25.430000,1.030000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,15.11,0,0,22.5,1.250000,0,15.11,96.27,0.000000,7,96.27

90,22:15-22:30,0.000000,32.760000,25.980000,76.530000,1.160000,3.960000,240.900000,0.000000,48.140000,98.210000,270.760000,35.100000,62.580000,74.410000,25.430000,1.030000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,15.77,0,0,22.5,1.250000,0,15.77,96.27,0.000000,7,96.27

91,22:30-22:45,0.000000,32.760000,25.980000,76.530000,1.160000,3.960000,240.900000,0.000000,48.140000,98.210000,270.760000,35.100000,52.950000,74.410000,25.430000,1.030000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,16.24,0,0,22.5,1.250000,0,16.24,96.27,0.000000,7,96.27

92,22:45-23:00,0.000000,32.760000,25.980000,76.530000,1.160000,3.960000,230.610000,0.000000,48.140000,98.210000,270.760000,35.100000,52.950000,74.410000,25.430000,1.030000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,16.71,0,0,22.5,1.250000,0,16.71,96.27,0.000000,7,96.27

93,23:00-23:15,0.000000,32.760000,25.980000,76.530000,1.090000,3.960000,230.610000,0.000000,48.140000,98.210000,270.760000,35.100000,52.950000,74.410000,25.430000,1.030000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,30.74,0,0,22.5,1.200000,0,30.74,96.27,0.000000,7,96.27

94,23:15-23:30,0.000000,32.760000,25.980000,76.530000,1.090000,3.960000,230.610000,0.000000,48.140000,98.210000,270.760000,35.100000,52.950000,74.410000,25.430000,1.030000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,31.28,0,0,22.5,1.200000,0,31.28,96.27,0.000000,7,96.27

95,23:30-23:45,0.000000,32.760000,25.980000,76.530000,1.090000,3.960000,225.800000,0.000000,48.140000,98.210000,270.760000,35.100000,52.950000,74.410000,25.430000,1.030000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,31.85,0,0,22.5,1.200000,0,31.85,96.27,0.000000,7,96.27

96,23:45-24:00,0.000000,32.760000,25.980000,76.530000,1.090000,3.960000,230.610000,0.000000,48.140000,98.210000,270.760000,35.100000,52.950000,74.410000,25.430000,1.030000,0,0,7.21,96.27,0,0,0,0.000000,0,0,0,0,144.405000,0,7.5,0,0.000000,25.030000,7.5,0,0,0,32.69,0,0,22.5,1.200000,0,32.69,96.27,0.000000,7,96.27

