Block,Time,PARBATI3,UNCHAHAR2,DHAULIGNGA,AURY_LF,DADRI_CRF,DULHASTI,TANAKPUR,UNCHAHAR4,SEWA2,KOTESHWR,RIHAND1,TANDA2,RIHAND3,UNCHAHAR3,DADRI_LF,AURY_GF,RAPPB,SINGRAULI,NAPP,CHAMERA2,KOLDAM,SASAN,KISHANGANGA,AURY_CRF,URI2,DADRI_RF,SALAL,NJPC,URI,ANTA_RF,ANTA_LF,DADRT2,CHAMERA1,CHAMERA3,ANTA_CRF,JHAJJAR,BSIUL,FSTPP I & II,AURY_RF,UNCHAHAR1,SINGRAULI_HYDRO,DADRI_GF,RAMPUR,RIHAND2,ANTA_GF,TEHRI,RAPPC,TALA,KHSTPP-I,BRBCL,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,27.535462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.212977,8.067551,88.559200,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,12.303953,0.000000,40.382995,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,354.236800,6.276922,18.598395,0.000000,8.035015,0.644509,0.000000,0.000000,113.707125,0.000000,0.000000,51.915424,0.000000,44.663754,14.438987,141.753342,0,0,0,0,0

2,00:15-00:30,0.000000,27.535462,0.000000,0.000000,0.000000,0.000000,5.425599,0.000000,15.212977,8.067551,88.559200,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,12.303953,0.000000,40.382995,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,354.236800,6.276922,18.598395,0.000000,8.035015,0.644509,0.000000,0.000000,113.707125,0.000000,0.000000,51.915424,0.000000,35.636511,14.438987,117.889718,0,0,0,0,0

3,00:30-00:45,0.000000,27.535462,0.000000,0.000000,0.000000,15.862543,5.425599,0.000000,15.212977,8.067551,88.559200,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,12.303953,0.000000,34.006733,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,354.236800,12.553844,16.003610,0.000000,8.035015,0.644509,0.000000,0.000000,113.707125,0.000000,0.000000,51.915424,0.000000,35.636511,14.438987,114.039318,0,0,0,0,0

4,00:45-01:00,0.000000,27.535462,0.000000,0.000000,0.000000,15.862543,5.425599,0.000000,15.212977,8.067551,88.559200,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,12.303953,0.000000,34.006733,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,354.236800,12.553844,16.003610,0.000000,8.035015,0.644509,0.000000,0.000000,113.707125,0.000000,0.000000,51.915424,0.000000,35.636511,14.438987,114.039318,0,0,0,0,0

5,01:00-01:15,0.000000,27.535462,0.000000,0.000000,0.000000,15.862543,5.425599,0.000000,15.212977,8.067551,60.860963,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,12.303953,0.000000,34.006733,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,346.536000,12.553844,16.003610,0.000000,8.035015,0.644509,0.000000,0.000000,91.685051,0.000000,0.000000,51.915424,0.000000,35.636511,14.438987,114.039318,0,0,0,0,0

6,01:15-01:30,0.000000,22.447832,0.000000,0.000000,0.000000,15.862543,5.425599,0.000000,15.212977,8.067551,60.860963,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,12.303953,0.000000,34.006733,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,346.536000,12.553844,13.250574,0.000000,6.593810,0.644509,0.000000,0.000000,91.685051,0.000000,0.000000,51.915424,0.000000,29.499455,14.438987,94.787318,0,0,0,0,0

7,01:30-01:45,0.000000,22.447832,0.000000,0.000000,0.000000,15.862543,5.425599,0.000000,15.212977,8.067551,60.860963,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,12.303953,0.000000,40.382995,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,346.536000,12.553844,13.250574,0.000000,6.593810,0.644509,0.000000,0.000000,91.685051,0.000000,0.000000,51.915424,0.000000,29.499455,14.305971,94.787318,0,0,0,0,0

8,01:45-02:00,0.000000,22.447832,0.000000,0.000000,0.000000,15.862543,5.425599,0.000000,15.212977,8.067551,60.860963,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,12.303953,0.000000,40.382995,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,346.536000,12.553844,13.250574,0.000000,6.593810,0.644509,0.000000,0.000000,91.685051,0.000000,0.000000,51.915424,0.000000,29.499455,12.972569,94.787318,0,0,0,0,0

9,02:00-02:15,0.000000,22.447832,0.000000,0.000000,0.000000,15.862543,0.000000,0.000000,15.212977,8.067551,60.860963,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,24.607906,0.000000,34.006733,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,346.536000,12.553844,13.250574,0.000000,6.593810,0.644509,0.000000,0.000000,91.685051,0.000000,0.000000,51.915424,0.000000,29.499455,11.940703,94.787318,0,0,0,0,0

10,02:15-02:30,0.000000,22.447832,0.000000,0.000000,0.000000,15.862543,0.000000,0.000000,15.212977,8.067551,60.860963,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,24.607906,0.000000,34.006733,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,346.536000,12.553844,13.250574,0.000000,6.593810,0.644509,0.000000,0.000000,91.685051,0.000000,0.000000,51.915424,0.000000,29.499455,13.660246,94.787318,0,0,0,0,0

11,02:30-02:45,0.000000,22.447832,0.000000,0.000000,0.000000,15.862543,0.000000,0.000000,15.212977,8.067551,60.860963,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,24.607906,0.000000,34.006733,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,346.536000,12.553844,13.250574,0.000000,6.593810,0.644509,0.000000,0.000000,91.685051,0.000000,0.000000,51.915424,0.000000,29.499455,14.438987,94.787318,0,0,0,0,0

12,02:45-03:00,0.000000,22.447832,0.000000,0.000000,0.000000,15.862543,0.000000,0.000000,15.212977,8.067551,60.860963,0.000000,119.040531,0.000000,0.000000,0.000000,0.000000,134.099806,41.944717,0.000000,0.000000,369.277425,0.000000,0.000000,30.704420,0.000000,24.607906,0.000000,34.006733,0.000000,0.000000,360.792106,0.000000,0.000000,0.000000,346.536000,12.553844,13.250574,0.000000,6.593810,0.644509,0.000000,0.000000,91.685051,0.000000,0.000000,51.915424,0.000000,29.499455,14.438987,94.787318,0,0,0,0,0

