Column1,Time,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,GNA/WR/2025/01/01/8625,GNA/NR/2025/03/01/3469,GNA/WR/2025/03/01/6406,GNA/WR/2025/01/01/9606,GNA/SR/2025/03/01/7500,GNA/NR/2025/03/01/2563,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/03/01/8036,GNA/NR/2025/03/01/4651,GNA/NR/2025/03/01/6891,NR/30092023/31122025/SH-07,GNA/NR/2025/03/01/5143,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/03/01/9482,GNA/NR/2025/03/01/1906,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06
75,18:30-18:45,7.5,1,15,1,22.5,7,0,7.5,100,6.75,0,50,50,31.8,272.49,100.4,86.93,2.52,26.02,6.75,0,19.07,0,0.78,0.05,254.42,17.35,26.02,2.77,0.05,31.5,31.29,6.27,0.05,74.63,15.47,4,2,1,3,3.1,10.4,15,0,0.49,0,7.5

76,18:45-19:00,7.5,0,15,0,22.5,7,0,4.02,100,6.75,0,50,50,31.8,272.49,100.4,86.93,2.52,31.8,6.75,0,19.07,0,2.79,0.04,257,17.35,31.8,2.77,0.04,31.5,31.29,6.27,0.04,83.14,7.64,0,1,0,1,1.53,9.6,15,0,0,0,7.5

77,19:00-19:15,7.5,0,15,0,22.5,7,0,3.07,100,6.75,0,50,50,31.8,272.49,100.4,86.93,2.05,31.8,6.75,0,14.04,0,2.49,0,257,17.35,31.8,2.77,0,31.5,31.29,6.36,0,91.64,0,0,0,0,0,0,8.8,15,0,0,0,7.5

78,19:15-19:30,7.5,0,15,0,22.5,7,0,0.79,100,6.75,0,50,50,31.8,272.49,100.4,86.93,2.05,31.8,6.75,0,14.04,0,2.49,0,257,17.35,31.8,2.77,0,31.5,31.29,6.36,0,100.14,0,0,0,0,0,0,8.4,15,0,0,0,7.5

79,19:30-19:45,7.5,0,15,0,22.5,7,0,0,100,6.75,0,50,50,31.8,272.49,100.4,86.93,2.05,31.8,6.75,0,14.04,0,2.49,0,257,17.35,31.8,2.3,0,31.5,31.29,6.36,0,115.26,0,0,0,0,0,0,7.6,15,0,0,0,7.5

80,19:45-20:00,7.5,0,15,0,22.5,7,0,0,100,6.75,0,50,50,31.8,272.49,100.4,86.93,2.05,31.8,6.75,0,14.04,0,2.49,0,257,17.35,31.8,2.3,0,31.5,31.29,6.36,0,115.26,0,0,0,0,0,0,6.6,15,0,0,0,7.5

81,20:00-20:15,7.5,0,15,0,22.5,7,0,0,100,6.75,0,75,50,31.8,272.49,100.4,86.93,1.97,31.8,6.75,0,23.77,0,2.49,0,257,17.35,31.8,2.3,0,31.5,31.29,6.6,0,115.26,0,0,0,0,0,0,6.4,15,0,0,0,7.5

82,20:15-20:30,7.5,0,15,0,22.5,7,0,0,100,6.75,0,75,50,31.8,272.49,100.4,86.93,1.97,31.8,6.75,0,23.77,0,2.49,0,257,17.35,31.8,2.3,0,31.5,31.29,6.6,0,115.26,0,0,0,0,0,0,5.8,15,0,0,0,7.5

83,20:30-20:45,7.5,0,16,0,22.5,7,0,0,100,6.75,0,75,50,31.8,252.49,100.4,86.93,1.97,31.8,6.75,0,23.77,0,2.49,0,257,17.35,31.8,2.3,0,31.5,31.29,6.6,0,115.26,0,0,0,0,0,0,5.2,16,0,0,0,7.5

84,20:45-21:00,7.5,0,22.66,0,22.5,7,0,0,100,6.75,0,75,50,31.8,232.25,100.4,86.93,1.97,31.8,6.75,0,23.77,0,2.49,0,257,17.35,31.8,2.3,0,31.5,31.29,6.6,0,115.26,0,0,0,0,0,0,4.6,22.67,0,0,0,7.5

85,21:00-21:15,10.83,0,36,0,32.51,7,0,0,100,6.75,0,75,50,31.8,212.01,100.4,86.93,1.97,31.8,6.75,0,25.34,0,2.33,0,257,17.35,31.8,2.3,0,25.34,31.29,6.6,0,115.26,0,0,0,0,0,0,4.2,36,0,0,0,10.83

86,21:15-21:30,11.17,0,37,0,33.49,7,0,0,100,6.75,0,75,50,31.8,191.78,100.4,86.93,1.97,31.8,6.75,0,25.34,0,2.33,0,257,17.35,31.8,2.3,0,25.34,31.29,6.6,0,115.26,0,0,0,0,0,0,4.2,37,0,0,0,11.17

87,21:30-21:45,15,0,38,0,45,10,0,0,100,6.75,0,75,50,31.8,171.54,100.4,86.93,1.97,31.8,6.75,0,26.99,0,2.33,0,257,17.35,31.8,2.3,0,26.99,31.29,6.6,0,115.26,0,0,0,0,0,0,4.2,38,0,0,0,15

88,21:45-22:00,15,0,39,0,45,10,0,0,100,6.75,0,75,50,31.8,132.99,100.4,86.93,1.97,31.8,6.75,0,26.99,0,2.33,0,257,17.35,31.8,2.3,0,26.99,31.29,6.6,0,115.26,0,0,0,0,0,0,4.2,39,0,0,0,15

89,22:00-22:15,15,0,39,0,45,10,0,0,100,6.75,0,75,50,31.8,132.99,100.4,86.93,1.87,31.8,6.75,79.27,26.99,237.82,2.33,0,257,17.35,31.8,2.15,0,26.99,31.29,6.6,0,115.26,0,0,0,0,0,0,4.2,39,0,0,0,15

90,22:15-22:30,15.67,0,39,0,46.99,10,0,0,100,6.75,0,75,50,31.8,132.99,100.4,86.93,1.87,31.8,6.75,79.27,26.99,237.82,2.33,0,257,17.35,31.8,2.15,0,26.99,31.29,6.6,0,115.26,0,0,0,0,0,0,4.2,39,0,0,0,15.67

91,22:30-22:45,15.83,0,30.34,0,47.51,10,0,0,100,6.75,0,75,50,31.8,132.99,100.4,86.93,1.87,31.8,6.75,79.27,26.99,237.82,2.33,0,257,17.35,31.8,2.15,0,26.99,31.29,6.6,0,115.26,0,0,0,0,0,0,4.2,30.33,0,0,0,15.83

92,22:45-23:00,16,0,31.34,0,48,10,0,0,100,6.75,0,75,50,31.8,132.99,100.4,86.93,1.87,31.8,6.75,79.27,26.99,237.82,2.33,0,257,17.35,31.8,2.15,0,26.99,30.78,6.6,0,115.26,0,0,0,0,0,0,4.2,31.33,0,0,0,16

93,23:00-23:15,16.17,0,32.66,0,48.49,10,0,0,0,6.75,0,75,50,31.8,132.99,100.4,86.93,1.87,31.8,6.75,79.27,26.99,237.82,2.33,0,257,17.35,31.8,2.15,0,26.99,30.78,6.6,0,115.26,0,0,0,0,0,0,4.2,32.67,0,0,0,16.17

94,23:15-23:30,16.33,0,33,0,49.01,10,0,0,0,6.75,0,75,50,31.8,132.99,100.4,86.93,1.87,31.8,6.75,79.27,26.99,237.82,2.33,0,257,17.35,31.8,2.15,0,26.99,30.78,6.6,0,115.26,0,0,0,0,0,0,4.2,33,0,0,0,16.33

95,23:30-23:45,13.43,0,40,0,40.3,10,0,0,0,6.75,0,75,50,31.8,132.99,100.4,86.93,1.87,31.8,6.75,79.27,26.99,237.82,2.33,0,257,17.35,31.8,2.15,0,26.99,30.78,6.6,0,115.26,0,0,0,0,0,0,4.4,40,0,0,0,13.43

96,23:45-24:00,14.22,0,40,0,42.64,10,0,0,0,6.75,0,75,50,31.8,132.99,100.4,86.93,1.87,31.8,6.75,79.27,26.99,237.82,2.33,0,257,17.35,31.8,2.15,0,26.99,30.78,6.6,0,115.26,0,0,0,0,0,0,4.6,40,0,0,0,14.22

