Block,Time,KOTESHWR,AURY_LF,PARBATI3,DADRI_LF,URI,AURY_RF,DADRI_CRF,RIHAND1,UNCHAHAR4,RAPPB,KISHANGANGA,DADRI_GF,CHAMERA1,TEHRI,NJPC,ANTA_GF,SALAL,RIHAND2,AURY_GF,ANTA_CRF,DADRI_RF,JHAJJAR,DULHASTI,UNCHAHAR3,SINGRAULI_HYDRO,RIHAND3,AURY_CRF,KOLDAM,URI2,UNCHAHAR2,NAPP,TANAKPUR,KHSTPP-I,BRBCL,TALA,SASAN,UNCHAHAR1,CHAMERA3,BSIUL,SINGRAULI,SEWA2,ANTA_LF,DHAULIGNGA,KHSTPP-II,DADRT2,RAMPUR,FSTPP I & II,ANTA_RF,TANDA2,RAPPC,CHAMERA2,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.526614,113.884312,0.000000,0.000000,0.000000,116.656100,15.887261,25.443476,0.571740,119.226029,0.000000,0.000000,23.863095,16.389700,0.000000,3.705036,32.149361,13.939290,0.000000,403.736157,19.818040,0.000000,0.000000,117.138150,0.000000,0.000000,0.000000,70.542522,176.430300,0.000000,4.820500,0.000000,0.000000,52.118668,0.000000,57.85,0,0,0,0,0

7,01:30-01:45,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.526614,113.884312,0.000000,0.000000,0.000000,116.656100,15.887261,25.443476,0.571740,119.226029,0.000000,0.000000,23.863095,16.389700,0.000000,3.705036,32.149361,13.379185,0.000000,403.736157,19.818040,0.000000,0.000000,118.584300,0.000000,0.000000,0.000000,70.542522,176.430300,0.000000,4.820500,0.000000,0.000000,52.118668,0.000000,56.88,0,0,0,0,0

8,01:45-02:00,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.323126,113.884312,0.000000,0.000000,0.000000,116.656100,15.887261,25.443476,0.571740,119.226029,0.000000,0.000000,23.863095,16.389700,0.000000,3.705036,32.149361,12.566660,0.000000,403.736157,19.818040,0.000000,0.000000,118.584300,0.000000,0.000000,0.000000,58.030047,176.430300,0.000000,4.820500,0.000000,0.000000,52.118668,0.000000,56.88,0,0,0,0,0

9,02:00-02:15,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.656100,15.887261,12.626336,0.571740,119.226029,0.000000,0.000000,9.078351,16.389700,0.000000,11.494258,32.149361,14.340561,0.000000,403.736157,8.973650,0.000000,0.000000,117.138150,0.000000,0.000000,0.000000,70.542522,176.430300,0.000000,4.820500,0.000000,0.000000,52.118668,0.000000,57.85,0,0,0,0,0

10,02:15-02:30,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.656100,15.887261,12.626336,0.571740,119.226029,0.000000,0.000000,9.078351,16.389700,0.000000,11.494258,32.149361,14.738806,0.000000,403.736157,8.973650,0.000000,0.000000,117.138150,0.000000,0.000000,0.000000,70.542522,176.430300,0.000000,4.820500,0.000000,0.000000,52.118668,0.000000,55.92,0,0,0,0,0

11,02:30-02:45,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.656100,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,16.322213,0.000000,11.494258,32.149361,15.138463,0.000000,403.736157,5.784600,0.000000,0.000000,117.138150,0.000000,0.000000,0.000000,70.542522,175.466200,0.000000,4.781936,0.000000,0.000000,52.118668,0.000000,54.95,0,0,0,0,0

12,02:45-03:00,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.656100,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,16.322213,0.000000,11.494258,32.149361,16.208451,0.000000,403.736157,5.784600,0.000000,0.000000,117.138150,0.000000,0.000000,0.000000,70.542522,175.466200,0.000000,4.781936,0.000000,0.000000,52.118668,0.000000,55.92,0,0,0,0,0

13,03:00-03:15,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.656100,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,16.322213,0.000000,3.705036,32.149361,14.171642,0.000000,403.736157,5.784600,0.000000,0.000000,117.138150,0.000000,0.000000,0.000000,58.030047,175.466200,0.000000,4.781936,0.000000,0.000000,52.118668,0.000000,54.95,0,0,0,0,0

14,03:15-03:30,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.656100,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,16.322213,0.000000,3.705036,32.149361,14.051331,0.000000,403.736157,5.784600,0.000000,0.000000,117.138150,0.000000,0.000000,0.000000,58.030047,175.466200,0.000000,4.781936,0.000000,0.000000,52.118668,0.000000,54.95,0,0,0,0,0

15,03:30-03:45,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,16.322213,0.000000,3.705036,32.149361,16.347116,0.000000,403.736157,5.784600,0.000000,0.000000,117.854862,0.000000,0.000000,0.000000,58.030047,174.010409,0.000000,4.781936,0.000000,0.000000,52.118668,0.000000,54.95,0,0,0,0,0

16,03:45-04:00,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,16.322213,0.000000,3.705036,32.149361,17.727901,0.000000,403.736157,5.784600,0.000000,0.000000,117.854862,0.000000,0.000000,0.000000,58.030047,206.298118,0.000000,4.781936,0.000000,0.000000,52.118668,0.000000,53.99,0,0,0,0,0

17,04:00-04:15,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260054,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,24.630538,0.000000,3.705036,32.149361,18.421239,0.000000,403.736157,5.784600,0.000000,0.000000,117.854862,0.000000,0.000000,0.000000,70.542522,212.574409,0.000000,9.703281,0.000000,0.000000,52.118668,0.000000,54.95,0,0,0,0,0

18,04:15-04:30,8.555423,0.000000,0.000000,0.000000,8.514931,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260054,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,24.630538,0.000000,3.705036,32.149361,19.281969,0.000000,403.736157,5.784600,0.000000,0.000000,117.854862,0.000000,0.000000,0.000000,70.542522,212.574409,0.000000,9.703281,0.000000,0.000000,52.118668,0.000000,55.92,0,0,0,0,0

19,04:30-04:45,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260054,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,24.630538,0.000000,3.705036,32.149361,19.281969,0.000000,403.736157,5.784600,0.000000,0.000000,117.854862,0.000000,0.000000,0.000000,70.542522,246.317909,0.000000,9.703281,0.000000,0.000000,52.118668,0.000000,55.92,0,0,0,0,0

20,04:45-05:00,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,15.002360,18.260054,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,24.630538,0.000000,3.705036,32.149361,19.281969,0.000000,403.736157,5.784600,0.000000,0.000000,117.854862,0.000000,0.000000,0.000000,70.542522,251.138409,0.000000,9.703281,0.000000,0.000000,52.118668,0.000000,57.85,0,0,0,0,0

21,05:00-05:15,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,15.002360,18.260054,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,30.190599,0.000000,3.705036,32.149361,19.281969,0.000000,403.736157,5.784600,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,70.542522,251.138409,0.000000,14.649032,0.000000,0.000000,52.118668,0.000000,60.74,0,0,0,0,0

22,05:15-05:30,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,35.228214,36.520108,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,30.190599,0.000000,3.705036,42.754461,19.281969,0.000000,403.736157,5.784600,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,251.138409,0.000000,14.779653,0.000000,0.000000,52.118668,0.000000,62.67,0,0,0,0,0

23,05:30-05:45,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,45.007080,54.780162,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,15.887261,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,30.190599,0.000000,3.705036,42.754461,19.281969,0.000000,403.736157,5.784600,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,217.006407,0.000000,14.779653,0.000000,0.000000,52.118668,12.697236,64.59,0,0,0,0,0

24,05:45-06:00,8.555423,0.000000,3.681898,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,6.778587,60.009440,73.040216,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,31.774522,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,30.190599,0.000000,3.705036,42.754461,19.281969,0.000000,403.736157,5.784600,0.000000,0.000000,118.140621,5.012067,0.000000,8.808052,80.183522,174.010409,0.000000,14.779653,0.000000,0.000000,52.118668,12.697236,67.49,0,0,0,0,0

25,06:00-06:15,17.110847,0.000000,15.763432,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,13.557174,60.009440,100.430297,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,47.661784,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,30.190599,0.000000,3.705036,42.754461,19.281969,0.000000,403.736157,5.784600,0.000000,2.121020,118.140621,10.157788,0.000000,17.616105,80.183522,174.010409,0.000000,14.779653,0.000000,0.000000,52.118668,25.394471,67.49,0,0,0,0,0

26,06:15-06:30,28.175861,0.000000,15.763432,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,25.134087,60.009440,127.820378,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,47.661784,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,30.190599,0.000000,3.705036,42.754461,19.281969,0.000000,403.736157,5.784600,9.330406,12.573407,118.140621,10.157788,0.000000,26.424157,80.183522,174.010409,0.000000,14.779653,0.000000,0.000000,52.118668,38.091707,82.91,0,0,0,0,0

27,06:30-06:45,28.175861,0.000000,15.763432,0.000000,10.643664,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,38.081950,60.009440,127.820378,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,47.661784,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,30.190599,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,5.784600,9.330406,12.573407,118.140621,10.157788,0.000000,26.424157,80.183522,174.010409,0.000000,14.779653,0.000000,0.000000,52.118668,38.091707,92.55,0,0,0,0,0

28,06:45-07:00,28.175861,0.000000,15.763432,0.000000,10.643664,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,38.081950,60.009440,127.820378,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,47.661784,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,30.190599,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,5.784600,9.330406,12.573407,118.140621,10.157788,0.000000,26.424157,80.183522,183.179000,0.000000,14.779653,0.000000,0.000000,52.118668,38.091707,92.55,0,0,0,0,0

29,07:00-07:15,28.175861,0.000000,15.763432,0.000000,10.643664,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,38.081950,60.009440,127.820378,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,47.661784,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,30.190599,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,5.784600,14.732219,12.573407,118.140621,10.157788,0.000000,26.424157,80.183522,178.358500,0.000000,14.779653,0.000000,0.000000,52.118668,38.091707,92.55,0,0,0,0,0

30,07:15-07:30,28.175861,0.000000,15.763432,0.000000,10.643664,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,25.134087,60.009440,127.820378,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,116.241537,47.661784,8.676900,0.571740,119.226029,0.000000,0.000000,9.078351,37.412693,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,5.784600,14.732219,12.573407,118.140621,10.157788,0.000000,26.424157,80.183522,178.049410,0.000000,19.985793,0.000000,0.000000,52.118668,38.091707,92.55,0,0,0,0,0

31,07:30-07:45,28.175861,0.000000,3.681898,0.000000,47.896488,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,12.947863,60.009440,127.820378,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,168.302937,47.661784,12.626336,0.571740,119.226029,0.000000,0.000000,9.078351,40.868295,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,5.784600,14.732219,12.573407,118.140621,10.157788,0.000000,26.424157,80.183522,211.263451,0.000000,19.985793,0.000000,0.000000,52.118668,38.091707,102.19,0,0,0,0,0

32,07:45:08:00,17.110847,0.000000,0.000000,0.000000,47.896488,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,45.007080,109.560324,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,201.082337,31.774522,12.626336,0.571740,119.226029,0.000000,0.000000,9.078351,40.868295,0.000000,3.087530,42.754461,18.394010,0.000000,403.736157,5.784600,0.000000,12.573407,118.140621,10.157788,0.000000,17.616105,80.183522,218.615749,0.000000,19.985793,0.000000,0.000000,52.118668,25.394471,102.19,0,0,0,0,0

33,08:00-08:15,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,30.004720,73.040216,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,201.082337,31.774522,12.626336,0.571740,119.226029,0.000000,0.000000,9.078351,40.868295,0.000000,3.087530,42.754461,19.281270,0.000000,403.736157,5.784600,0.000000,6.286703,118.140621,10.157788,0.000000,8.808052,80.183522,190.375182,0.000000,19.985793,0.000000,0.000000,52.118668,12.697236,102.19,0,0,0,0,0

34,08:15-08:30,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,15.002360,54.780162,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,201.082337,31.774522,12.626336,0.571740,119.226029,0.000000,0.000000,9.078351,40.868295,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,5.784600,0.000000,6.286703,118.140621,10.157788,0.000000,0.000000,80.183522,178.049410,0.000000,19.985793,0.000000,0.000000,52.118668,12.697236,111.84,0,0,0,0,0

35,08:30-08:45,8.555423,0.000000,0.000000,0.000000,10.643664,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.520108,0.000000,12.323126,113.884312,0.000000,0.000000,0.000000,201.082337,31.774522,12.626336,0.571740,119.226029,0.000000,0.000000,9.078351,40.868295,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,5.784600,0.000000,6.286703,118.140621,5.089175,0.000000,0.000000,80.183522,199.467137,0.000000,19.985793,0.000000,0.000000,52.118668,12.697236,121.48,0,0,0,0,0

36,08:45:09:00,8.555423,0.000000,0.000000,0.000000,10.643664,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.260054,0.000000,76.526614,113.884312,0.000000,0.000000,0.000000,168.302937,15.887261,12.626336,0.571740,119.226029,0.000000,0.000000,9.726805,40.868295,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,5.784600,0.000000,0.000000,118.140621,5.089175,0.000000,0.000000,80.183522,254.628364,0.000000,19.985793,0.000000,0.000000,52.118668,12.697236,121.48,0,0,0,0,0

37,09:00:09:15,8.555423,0.000000,0.000000,0.000000,10.643664,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.526614,113.884312,0.000000,0.000000,0.000000,167.898015,15.887261,12.520285,0.571740,119.226029,0.000000,0.000000,9.078351,40.868295,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,5.784600,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,305.391195,0.000000,19.985793,0.000000,0.000000,52.118668,12.697236,110.40,0,0,0,0,0

38,09:15-09:30,8.555423,0.000000,0.000000,0.000000,10.643664,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.526614,113.884312,0.000000,0.000000,0.000000,200.677415,15.887261,12.520285,0.571740,119.226029,0.000000,0.000000,9.078351,40.868295,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,8.973650,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,329.298092,0.000000,19.985793,0.000000,0.000000,52.118668,12.697236,98.34,0,0,0,0,0

39,09:30-09:45,8.555423,0.000000,0.000000,0.000000,10.643664,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.526614,113.884312,0.000000,0.000000,0.000000,200.677415,15.887261,12.520285,0.571740,119.226029,0.000000,0.000000,23.863095,40.868295,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,8.935086,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,329.298092,0.000000,19.985793,0.000000,0.000000,52.118668,0.000000,97.37,0,0,0,0,0

40,09:45-10:00,8.555423,0.000000,0.000000,0.000000,47.896488,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.323126,113.884312,0.000000,0.000000,0.000000,213.066100,15.887261,16.150891,0.571740,119.226029,0.000000,0.000000,23.863095,40.868295,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,13.044273,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,329.298092,0.000000,19.985793,0.000000,0.000000,52.118668,0.000000,96.41,0,0,0,0,0

41,10:00-10:15,8.555423,0.000000,0.000000,0.000000,10.643664,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,213.066100,15.887261,16.196494,0.571740,119.226029,0.000000,0.000000,23.863095,40.868295,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,13.044273,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,329.298092,0.000000,19.985793,0.000000,0.000000,52.118668,0.000000,102.19,0,0,0,0,0

42,10:15-10:30,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,213.066100,15.887261,16.196494,0.571740,119.226029,0.000000,0.000000,23.863095,40.868295,0.000000,3.087530,42.754461,18.980235,0.000000,403.736157,13.044273,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,329.298092,0.000000,19.985793,0.000000,0.000000,52.118668,0.000000,102.19,0,0,0,0,0

43,10:30-10:45,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,213.066100,15.887261,16.196494,0.571740,119.226029,0.000000,0.000000,9.726805,40.868295,0.000000,3.087530,42.754461,18.168214,0.000000,403.736157,13.044273,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,329.298092,0.000000,19.985793,0.000000,0.000000,52.118668,0.000000,102.19,0,0,0,0,0

44,10:45-11:00,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,213.066100,15.887261,16.196494,0.571740,119.226029,0.000000,0.000000,9.078351,40.868295,0.000000,3.087530,42.754461,19.281969,0.000000,403.736157,13.044273,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,329.298092,0.000000,19.985793,0.000000,0.000000,52.118668,0.000000,102.19,0,0,0,0,0

45,11:00-11:15,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,213.066100,15.887261,16.196494,0.571740,119.226029,0.000000,0.000000,5.187629,40.868295,0.000000,11.494258,42.754461,19.211174,0.000000,403.736157,13.044273,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,329.298092,0.000000,19.985793,0.000000,0.000000,52.118668,0.000000,102.19,0,0,0,0,0

46,11:15-11:30,8.555423,0.000000,0.000000,0.000000,6.386198,0.000000,0.000000,88.697200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240568,113.884312,0.000000,0.000000,0.000000,213.066100,15.887261,16.196494,0.571740,119.226029,0.000000,0.000000,5.187629,40.868295,0.000000,11.494258,42.754461,16.127068,0.000000,403.736157,13.044273,0.000000,0.000000,118.140621,0.000000,0.000000,0.000000,80.183522,329.298092,0.000000,19.985793,0.000000,0.000000,52.118668,0.000000,102.19,0,0,0,0,0

