Block,Time Block,TANDA2,TANAKPUR,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,TEHRI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,ANTA_LF,UNCHAHAR3,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,CHAMERA3,CHAMERA2,CHAMERA1,SINGRAULI_HYDRO,TALST2,SINGRAULI,TALA,SEWA2,SASAN,SIMHST2,SIMHST1,RAPPC,RSTPSU7,SALAL,RSTPSU1TO6,RIHAND3,RAPPB,RIHAND2,RIHAND1,NTPL,PARBATI3,RAMPUR,KKNP,KGSU3AND4,KHSTPP-II,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,KHSTPP-I,KOTESHWR,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,JHAJJAR,MAPS,NAPP,NNTPP,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NJPC,BSIUL,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0.49,0,0,22.39,1.07,14.95,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,372.13,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,74.41,0,0,0,0,21.46,8.53,0,0,11.05,0,360.96,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

64,15:45-16:00,0,0.49,0,0,22.39,1.07,29.9,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.55,0,0,380.69,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,74.41,0,0,0,0,21.46,8.53,0,0,11.05,0,360.96,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

65,16:00-16:15,0,0,0,0,22.39,1.07,29.9,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,391.49,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,28.95,8.53,0,0,11.05,0,360.96,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

66,16:15-16:30,0,0,0,0,22.39,1.07,29.9,0,6.47,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,400.75,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,28.95,8.53,0,0,15.03,0,360.96,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

67,16:30-16:45,0,0,0,0,36.14,1.07,43.03,0,9.28,0,0,4.14,0,22.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,31.97,8.53,0,0,17.79,0,387.3,424.56,0,41.96,0,0,0,0,0,18.2,0,19.21,0,0,0,0,0

68,16:45-17:00,0,0,0,0,36.14,1.07,43.03,0,9.28,0,0,4.14,0,22.76,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,0,454.55,508.09,0,41.96,0,0,0,0,0,36.39,0,19.21,0,0,0,0,0

69,17:00-17:15,0,0,0,0,39.66,1.07,43.03,0,9.87,0,0,4.14,0,25.16,0,0,0,0,0,0,0,0,0,0,12.65,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,17.05,0,7.61,19.98,15.83,431.09,527.33,0,41.96,0,0,0,0,0,63.68,1.06,19.21,0,0,0,0,0

70,17:15-17:30,0,0,0,0,40.72,1.07,44.37,0,9.87,0,0,4.14,0,25.35,0,0,0,0,0,0,0,0,0,9.29,25.3,11.57,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,25.58,0,15.23,19.98,15.83,513.52,528.17,0,41.96,0,0,0,0,0,81.88,6.26,19.21,0,0,0,0,0

71,17:30-17:45,0,0,0,0,40.72,1.07,59.79,0,9.87,0,0,4.14,0,25.35,0,0,0,0,0,0,0,0,0,18.62,25.3,26.07,0,0,121.01,0,7.59,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,37.52,0,15.74,19.98,31.66,628.92,528.17,0,41.96,0,0,0,0,0,112.36,12.53,19.21,0,0,0,0,0

72,17:45-18:00,0,0,0,0,40.72,1.07,59.79,0,9.87,0,0,4.14,0,25.35,0,0,0,0,0,0,0,0,0,18.62,25.3,26.07,0,0,121.01,0,7.59,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,37.52,0,26.33,19.98,31.66,655.96,528.17,0,41.96,0,0,0,0,0,112.36,12.53,19.21,0,0,0,0,0

73,18:00-18:15,0,0,0,0,40.72,1.07,59.79,0,9.87,0,0,4.14,0,25.35,0,0,0,0,0,0,0,0,0,18.62,25.3,26.07,0,0,121.01,0,7.59,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,37.52,0,26.33,19.98,31.66,655.96,528.17,0,41.96,0,0,0,0,0,112.36,12.53,19.21,0,0,0,0,0

74,18:15-18:30,0,0,0,0,40.72,1.07,59.79,0,9.87,0,0,4.14,0,25.35,0,0,0,0,0,0,0,0,0,18.62,25.3,26.07,0,0,121.01,0,7.59,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,37.52,0,26.33,19.98,31.66,655.96,528.17,0,41.96,0,0,0,0,0,112.36,12.53,19.21,0,0,0,0,0

75,18:30-18:45,0,0,0,0,40.72,1.07,59.79,0,9.87,0,0,4.14,0,25.35,0,0,0,0,0,0,0,0,0,18.62,25.3,11.57,0,0,121.01,0,7.59,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,37.52,0,26.33,19.98,31.66,655.96,528.17,0,41.96,0,0,0,0,0,112.36,12.53,19.21,0,0,0,0,0

76,18:45-19:00,0,0,0,0,40.72,1.07,59.79,0,9.87,0,0,4.14,0,25.35,0,0,0,0,0,0,0,0,0,9.29,25.3,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,25.58,0,15.23,19.98,15.83,655.96,528.17,0,41.96,0,0,0,0,0,86.62,6.26,19.21,0,0,0,0,0

77,19:00-19:15,0,0,0,0,40.72,2.12,44.85,0,7.68,0,0,10.34,0,25.35,0,0,0,0,0,0,0,0,0,9.29,12.65,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,3.67,0,0,0,94.98,0,0,0,0,32.37,17.05,0,7.61,19.98,15.83,655.96,528.17,0,41.96,0,0,0,0,0,63.68,1.06,19.21,0,0,0,0,0

78,19:15-19:30,0,0,0,0,40.72,25.45,44.85,0,7.68,0,0,10.34,0,25.35,0,0,0,0,0,0,0,0,0,9.29,12.65,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,15.9,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,655.96,528.17,0,41.96,0,0,0,0,0,36.39,0,19.21,0,0,0,0,0

79,19:30-19:45,0,0.49,0,0,40.72,25.45,29.9,0,7.68,0,0,10.34,0,25.35,0,0,0,0,0,0,0,0,0,9.29,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,15.9,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,655.96,528.17,0,41.96,0,0,0,0,0,18.2,0,19.21,0,0,0,0,0

80,19:45-20:00,0,0.49,0,0,40.72,25.45,29.9,0,7.68,0,0,10.34,0,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,8.92,0,119.43,0,114.08,88.38,0,15.9,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,655.96,528.17,0,41.96,0,0,0,0,0,18.2,0,19.21,0,0,0,0,0

81,20:00-20:15,0,0.49,0,0,40.72,25.45,29.9,0,7.68,0,0,10.34,0,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,40.19,0,119.43,0,114.08,88.38,0,15.9,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,589.32,578.8,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

82,20:15-20:30,0,0.49,0,0,40.72,25.45,29.9,0,7.68,0,0,4.14,0,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,40.19,0,119.43,0,114.08,88.38,0,15.9,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,537.23,628.59,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

83,20:30-20:45,0,0.49,0,0,40.72,11.67,29.9,0,7.68,0,0,4.14,0,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,40.19,0,119.43,0,114.08,88.38,0,15.9,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,489.2,628.59,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

84,20:45-21:00,0,0.49,0,0,40.72,11.67,14.95,0,7.68,0,0,4.14,0,25.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,40.19,0,119.43,0,114.08,88.38,0,3.42,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,489.28,520.51,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

85,21:00-21:15,0,0.49,0,0,32.44,11.67,14.95,0,7.19,0,0,4.14,0,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,40.19,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,441.25,440.87,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

86,21:15-21:30,0,0.49,0,0,32.44,11.67,0,0,7.19,0,0,4.14,0,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,40.19,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,360.96,440.87,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

87,21:30-21:45,0,0.49,0,0,19.89,11.67,0,0,7.19,0,0,4.14,0,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,8.92,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,351.76,440.87,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

88,21:45-22:00,0,0.49,0,0,19.89,3.18,0,0,7.19,0,0,4.14,0,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,19.98,15.83,284.51,401.57,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

89,22:00-22:15,0,0,0,0,19.89,3.18,0,0,6.49,0,0,4.14,0,17.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,18.11,15.83,284.51,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

90,22:15-22:30,0,0,0,0,19.89,3.18,0,0,6.39,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,17.22,15.83,284.51,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

91,22:30-22:45,0,0,0,0,19.89,3.18,0,0,6.39,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,14.91,15.83,284.51,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

92,22:45-23:00,0,0,0,0,19.89,3.18,0,0,6.39,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,94.98,0,0,0,0,32.37,8.53,0,0,14.91,15.83,284.51,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

93,23:00-23:15,0,0,0,0,19.89,3.18,0,0,6.39,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,81.87,0,0,0,0,27.89,8.53,0,0,14.91,15.83,284.51,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

94,23:15-23:30,0,0,0,0,19.89,2.12,0,0,6.39,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,81.87,0,0,0,0,27.89,8.53,0,0,14.91,15.83,284.51,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

95,23:30-23:45,0,0,0,0,19.89,3.18,0,0,6.39,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,81.87,0,0,0,0,27.89,8.53,0,0,10.99,15.83,284.51,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

96,23:45-24:00,0,0,0,0,19.89,3.18,0,0,6.39,0,0,4.14,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.01,0,0,402.31,0,0,51.21,0,1.34,0,119.43,0,114.08,88.38,0,0,0,0,0,81.87,0,0,0,0,27.89,8.53,0,0,10.99,15.83,284.51,345.73,0,41.96,0,0,0,0,0,0,0,19.21,0,0,0,0,0

