Time,Block,NR/2023/17525/A,WR/2023/19446/A,NR/2023/18062/A/1687,WR/2023/20256/A/1789,NR/2023/18074/A/1680,WR/2023/20577/A/1775,NR/2023/18155/C,NER/2023/1736/C,NR/2023/18156/C,NR/2023/18157/C,NR/2023/18105/A/1681,NR/2023/17270/A,Total
14,03:15-03:30,25.490000,75.000000,4.790000,0.000000,0.340000,0.000000,2.060000,40.000000,0,0,0.960000,0.000000,148.64

15,03:30-03:45,25.490000,75.000000,4.790000,0.000000,0.340000,0.000000,2.060000,40.000000,0,0,0.960000,0.000000,148.64

16,03:45-04:00,25.490000,75.000000,4.790000,0.000000,0.340000,0.000000,2.060000,40.000000,0,0,0.960000,0.000000,148.64

17,04:00-04:15,25.490000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,40.000000,0,0,0.960000,0.000000,148.68

18,04:15-04:30,25.490000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,40.000000,0,0,0.960000,0.000000,148.68

19,04:30-04:45,25.490000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,40.000000,0,0,0.960000,0.000000,148.68

20,04:45-05:00,25.490000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,40.000000,0,0,0.960000,0.000000,148.68

21,05:00-05:15,25.490000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,0.000000,0,0,0.960000,0.000000,108.68

22,05:15-05:30,25.490000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,0.000000,0,0,0.960000,0.000000,108.68

23,05:30-05:45,25.490000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,0.000000,0,0,0.960000,0.000000,108.68

24,05:45-06:00,25.490000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,0.000000,0,0,0.960000,0.000000,108.68

25,06:00-06:15,0.000000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.19

26,06:15-06:30,0.000000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.19

27,06:30-06:45,0.000000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.19

28,06:45-07:00,0.000000,75.000000,4.790000,0.000000,0.380000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.19

29,07:00-07:15,0.000000,75.000000,4.790000,0.000000,0.530000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.34

30,07:15-07:30,0.000000,75.000000,4.790000,0.000000,0.530000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.34

31,07:30-07:45,0.000000,75.000000,4.790000,0.000000,0.530000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.34

32,07:45:08:00,0.000000,75.000000,4.790000,0.000000,0.530000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.34

33,08:00-08:15,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,0,0,0.960000,50.000000,133.58

34,08:15-08:30,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,0,0,0.960000,50.000000,133.58

35,08:30-08:45,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,0,0,0.960000,50.000000,133.58

36,08:45:09:00,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,0,0,0.960000,50.000000,133.58

37,09:00:09:15,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,0,0,0.960000,50.000000,133.58

38,09:15-09:30,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,0,0,0.960000,50.000000,133.58

39,09:30-09:45,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,50.000000,162.3

40,09:45-10:00,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,50.000000,162.3

41,10:00-10:15,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,50.000000,162.3

42,10:15-10:30,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,50.000000,162.3

43,10:30-10:45,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,50.000000,162.3

44,10:45-11:00,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,50.000000,162.3

45,11:00-11:15,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

46,11:15-11:30,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

47,11:30-11:45,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

48,11:45-12:00,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

49,12:00-12:15,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

50,12:15-12:30,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

51,12:30-12:45,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

52,12:45-13:00,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

53,13:00-13:15,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

54,13:15-13:30,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

55,13:30-13:45,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

56,13:45-14:00,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

57,14:00-14:15,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

58,14:15-14:30,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

59,14:30-14:45,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

60,14:45-15:00,0.000000,75.000000,4.790000,0.000000,0.770000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.3

61,15:00-15:15,0.000000,75.000000,4.790000,0.000000,0.620000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.15

62,15:15-15:30,0.000000,75.000000,4.790000,0.000000,0.620000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.15

63,15:30-15:45,0.000000,75.000000,4.790000,0.000000,0.620000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.15

64,15:45-16:00,0.000000,75.000000,4.790000,0.000000,0.620000,0.000000,2.060000,0.000000,14.36,14.36,0.960000,100.000000,212.15

65,16:00-16:15,0.000000,75.000000,4.790000,0.000000,0.480000,0.000000,2.060000,0.000000,12.45,14.36,0.960000,100.000000,210.1

66,16:15-16:30,0.000000,75.000000,4.790000,0.000000,0.480000,0.000000,2.060000,0.000000,5.75,14.36,0.960000,100.000000,203.4

67,16:30-16:45,0.000000,75.000000,4.790000,0.000000,0.480000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.29

68,16:45-17:00,0.000000,75.000000,4.790000,0.000000,0.480000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.29

69,17:00-17:15,0.000000,75.000000,4.790000,0.000000,0.480000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.29

70,17:15-17:30,0.000000,75.000000,4.790000,0.000000,0.480000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.29

71,17:30-17:45,0.000000,75.000000,4.790000,0.000000,0.480000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.29

72,17:45-18:00,0.000000,75.000000,4.790000,0.000000,0.480000,0.000000,2.060000,0.000000,0,0,0.960000,100.000000,183.29

73,18:00-18:15,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,100.000000,263.34

74,18:15-18:30,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,100.000000,263.34

75,18:30-18:45,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,100.000000,263.34

76,18:45-19:00,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,100.000000,263.34

77,19:00-19:15,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,100.000000,263.34

78,19:15-19:30,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,100.000000,263.34

79,19:30-19:45,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,100.000000,263.34

80,19:45-20:00,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,100.000000,263.34

81,20:00-20:15,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.34

82,20:15-20:30,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.34

83,20:30-20:45,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.34

84,20:45-21:00,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.34

85,21:00-21:15,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.34

86,21:15-21:30,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.34

87,21:30-21:45,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.34

88,21:45-22:00,0.000000,75.000000,4.790000,25.000000,0.530000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.34

89,22:00-22:15,25.490000,75.000000,4.790000,0.000000,0.480000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.78

90,22:15-22:30,25.490000,75.000000,4.790000,0.000000,0.480000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.78

91,22:30-22:45,25.490000,75.000000,4.790000,0.000000,0.480000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.78

92,22:45-23:00,25.490000,75.000000,4.790000,0.000000,0.480000,55.000000,2.060000,0.000000,0,0,0.960000,0.000000,163.78

93,23:00-23:15,25.490000,75.000000,4.790000,0.000000,0.430000,0.000000,2.060000,0.000000,0,0,0.960000,0.000000,108.73

94,23:15-23:30,25.490000,75.000000,4.790000,0.000000,0.430000,0.000000,2.060000,0.000000,0,0,0.960000,0.000000,108.73

95,23:30-23:45,25.490000,75.000000,4.790000,0.000000,0.430000,0.000000,2.060000,0.000000,0,0,0.960000,0.000000,108.73

96,23:45-24:00,25.490000,75.000000,4.790000,0.000000,0.430000,0.000000,2.060000,0.000000,0,0,0.960000,0.000000,108.73

