Block,Time Block,KGSU3AND4,JHAJJAR,KGSU1AND2,CHAMERA2,BRBCL,CHAMERA1,BSIUL,CHAMERA3,RAMPUR,RIHAND1,PARBATI2,PARBATI3,RAPPD,RAPPC,RSTPSU1TO6,RIHAND3,RAPPB,RSTPSU7,RIHAND2,NTPL,NLCTS2EXP,NNTPP,SASAN,SINGRAULI_HYDRO,UNCHAHAR1,TelanganaSTPP,SINGRAULI,TANDA2,TEHRI,TALST2,UNCHAHAR2,TALA,TANAKPUR,SIMHST1,SIMHST2,SALAL,SEWA2,NLCIIST2,KISHANGANGA,KHSTPP-II,KHSTPP-I,KKNP,KKNPPU2,KOTESHWR,NAPP,NLCEXP,MAPS,NJPC,KUDGI,KOLDAM,NLCIIST1,DADRI_RF,DADRI_LF,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,UNCHAHAR4,AURY_RF,ANTA_LF,AURY_LF,URI2,ANTA_GF,AURY_GF,ANTA_CRF,AURY_CRF,DADRI_CRF,DADRI_GF,ANTA_RF,UNCHAHAR3,VALLURNTECL,URI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,5.93,0.74,0,0,45.81,6.06,0,8.3,105.86,26.22,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

56,13:45-14:00,0,237.8,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,329.91,0.94,12.97,0,126.58,3.86,0,0,26.56,5.93,0.74,0,0,45.81,12.12,0,8.3,105.86,26.22,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

57,14:00-14:15,0,237.62,0,0,19.23,0,18.81,0,0,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,348.84,0.94,12.97,0,126.58,3.86,0,0,26.56,7.35,0.74,0,0,45.81,12.12,0,8.3,97.59,24.54,0,0,10.03,24.27,0,0,0,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

58,14:15-14:30,0,237.62,0,0,19.23,0,18.81,0,1.06,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,359.12,0.94,12.97,0,126.58,3.86,0,0,26.56,7.35,0.74,0,0,45.81,12.12,0,8.3,97.59,24.54,0,0,10.03,24.27,0,0,26.6,0,0,0,0,0,364.41,0,11.61,57.21,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

59,14:30-14:45,0,237.44,0,0,19.23,0,18.81,0,1.06,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,366.7,0.94,12.97,0,126.58,3.86,0,0,26.56,7.35,0.74,0,0,45.81,12.12,0,8.3,97.59,24.54,0,0,10.03,24.27,0,0,26.6,0,0,0,0,0,364.41,0,11.61,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

60,14:45-15:00,0,237.44,0,0,19.23,0,18.81,0,1.06,64.87,0,0,28.84,65.92,0,125.75,0,0,119.78,0,0,0,374.26,0.94,12.97,0,126.58,3.86,0,0,26.56,7.35,0.74,0,0,45.81,12.12,0,8.3,97.59,24.54,0,0,10.03,24.27,0,0,26.6,0,0,0,0,0,364.41,0,11.61,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

61,15:00-15:15,0,237.44,0,0,19.23,0,18.81,0,2.11,64.87,0,0,28.84,65.92,0,125.75,0,0,119.78,0,0,0,381.83,0.94,12.97,0,126.58,3.86,0,0,26.56,7.35,0.74,0,0,45.81,18.17,0,8.3,112.69,35.12,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,0,11.61,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

62,15:15-15:30,0,237.44,0,0,19.23,0,18.81,0,2.11,64.87,0,0,28.84,65.92,0,125.75,0,0,119.78,0,0,0,389.41,0.94,12.97,0,126.58,3.86,0,0,26.56,7.35,0.74,0,0,45.81,18.17,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,0,11.61,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

63,15:30-15:45,0,252.13,0,0,19.23,0,18.81,0,2.11,64.87,0,0,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,12.97,0,126.58,3.86,11.5,0,26.56,7.35,2.95,0,0,45.81,18.17,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,0,11.61,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

64,15:45-16:00,0,252.13,0,0,19.23,12.15,18.81,0,2.11,64.87,0,0,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,12.97,0,126.58,3.86,11.5,0,26.56,7.35,2.95,0,0,45.81,18.17,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,0,11.61,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,47.77,0,0,0,0,0

65,16:00-16:15,0,256.94,0,0,19.23,13.51,12.54,0,2.11,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,394.81,0.94,11.86,0,126.58,3.51,11.5,0,26.45,7.3,2.95,0,0,45.81,18.17,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,0,11.61,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,48.3,0,0,0,0,0

66,16:15-16:30,0,256.94,0,0,19.23,27.02,12.54,0,2.11,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,394.81,0.94,11.86,0,126.58,3.51,11.5,0,26.45,7.14,2.95,0,0,45.81,18.17,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,53.2,0,0,0,0,0,364.41,0,14.14,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,16.01,0,48.3,0,0,0,0,0

67,16:30-16:45,0,290.44,0,3.96,19.23,27.02,12.54,0,2.11,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,394.81,0.94,11.86,0,126.58,3.51,22.99,0,26.42,7.01,2.95,0,0,45.81,18.17,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,53.2,0,2.31,0,0,0,364.41,0,14.14,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,15.9,0,48.3,0,0,0,0,0

68,16:45-17:00,0,346.34,0,15.64,19.23,40.53,12.54,0,2.11,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,394.81,0.94,11.86,0,126.58,3.51,22.99,0,26.42,6.87,2.95,0,0,45.81,18.17,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,53.2,0,4.61,0,0,0,364.41,0,14.14,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,15.9,0,48.3,0,0,0,0,0

69,17:00-17:15,0,331.78,0,15.64,19.23,40.53,12.54,0,2.11,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,394.81,0.94,15.72,0,126.58,3.51,22.99,0,34.01,0,2.95,0,0,45.81,18.17,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,53.2,0,6.91,0,0,0,364.41,0,14.14,38.15,1.19,0,0,0,33.98,0,0,0,0,0,0,0,20.51,0,50.34,0,0,0,0,0

70,17:15-17:30,0,331.78,0,15.64,19.23,40.53,12.54,0,4.16,64.87,0,0,28.84,65.92,0,92.7,0,0,96.24,0,0,0,394.81,0.94,15.88,0,126.58,3.51,34.5,0,33.75,0,2.95,0,0,45.81,18.17,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,106.41,0,6.91,0,0,0,364.41,0,14.14,38.15,1.03,0,0,0,33.98,0,0,0,0,0,0,0,20.51,0,50.34,0,0,0,0,0

71,17:30-17:45,0,332.1,0,15.64,19.23,40.53,12.54,0,4.16,93.49,5.79,0,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,15.88,0,144.55,3.51,34.5,0,33.75,0,2.95,0,0,45.81,18.17,0,8.3,114.58,35.12,0,0,10.03,24.27,0,0,106.41,0,9.22,0,0,0,364.41,0,14.14,38.15,1.09,0,0,0,33.98,0,0,0,0,0,0,0,20.51,0,50.34,0,0,0,0,0

72,17:45-18:00,0,401.43,0,15.64,19.23,40.53,12.54,0,4.16,93.49,10.85,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,15.88,0,144.55,5.14,35.5,0,33.75,0,2.95,0,0,45.81,18.17,0,8.3,141.28,43.44,0,0,10.03,24.27,0,0,106.41,0,9.22,0,0,0,399.71,10.53,17.5,38.15,1.09,0,0,0,33.98,0,0,0,0,0,0,0,20.51,0,50.34,0,0,0,0,0

73,18:00-18:15,0,451.71,0,9.5,19.23,40.53,6.27,0,4.16,93.49,18.06,8.26,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,15.88,0,144.55,5.14,35.88,0,33.75,0,2.95,0,0,58.1,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,9.22,0,0,0,402.34,10.53,17.5,57.21,1.45,0,0,0,33.98,0,0,0,0,0,0,0,20.51,0,50.34,0,0,0,0,0

74,18:15-18:30,0,536.21,0,9.5,19.23,40.53,6.27,0,4.16,93.49,21.67,11.81,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,15.88,0,144.55,5.14,35.88,0,33.75,0,2.95,0,0,58.1,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,9.22,0,0,0,402.34,21.04,17.5,57.21,1.62,0,0,0,33.98,0,0,0,0,0,0,0,20.51,0,50.34,0,0,0,0,0

75,18:30-18:45,0,589.07,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,20.43,0,144.55,3.96,35.88,0,41.24,0,2.95,0,0,58.1,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,454.86,42.09,17.5,57.21,1.41,0,0,0,37.08,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

76,18:45-19:00,0,591.89,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,20.63,0,144.55,3.96,35.88,0,41.87,0,2.95,0,0,58.1,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,505.67,42.09,17.5,57.21,1.39,0,0,0,37.08,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

77,19:00-19:15,0,612.95,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,20.63,0,144.55,3.96,35.88,0,41.87,0,2.95,0,0,58.1,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,553.75,42.09,17.5,57.21,1.41,0,0,0,37.08,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

78,19:15-19:30,0,614.47,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,20.63,0,144.55,3.96,35.88,0,41.87,0,2.95,0,0,58.1,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,601.82,42.09,17.5,57.21,1.41,0,0,0,37.08,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

79,19:30-19:45,0,638.89,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,20.63,0,144.55,3.96,35.88,0,41.87,0,2.95,0,0,40.22,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,662.04,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

80,19:45-20:00,0,642.1,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,20.63,0,144.55,3.96,35.88,0,41.87,0,2.95,0,0,36.87,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,662.04,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

81,20:00-20:15,0,642.1,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,20.63,0,144.55,3.96,35.88,0,41.87,0,1.72,0,0,36.87,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,662.04,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

82,20:15-20:30,0,642.1,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,394.81,0.94,20.63,0,144.55,3.96,35.88,0,41.87,0,1.72,0,0,36.87,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,662.04,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

83,20:30-20:45,0,642.1,0,15.64,19.23,40.53,18.81,33.68,4.16,93.49,14.44,11.07,28.84,65.92,0,125.75,0,0,119.78,0,0,0,398.66,0.94,20.63,0,144.55,4.89,35.88,0,41.88,0,1.72,0,0,36.87,18.17,0,8.35,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,9.22,0,0,0,662.07,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

84,20:45-21:00,0,642.1,0,15.64,19.23,40.53,18.81,33.68,4.16,93.49,14.44,8.85,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,4.89,35.88,0,41.88,0,1.72,0,0,36.87,18.17,0,8.35,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,9.22,0,0,0,662.07,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

85,21:00-21:15,0,642.1,0,15.64,19.23,40.53,18.81,33.68,4.16,93.49,14.44,8.85,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,4.89,35.88,0,41.88,0,1.72,0,0,36.87,18.17,0,8.35,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,9.22,0,0,0,662.07,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

86,21:15-21:30,0,642.1,0,15.64,19.23,40.53,18.81,33.68,4.16,93.49,14.44,11.07,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,4.89,35.88,0,41.88,0,1.72,0,0,36.87,18.17,0,8.35,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,9.22,0,0,0,662.07,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

87,21:30-21:45,0,642.1,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,3.96,35.88,0,41.88,0,1.72,0,0,36.87,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,662.07,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

88,21:45-22:00,0,642.1,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,3.96,35.88,0,41.88,0,1.72,0,0,36.87,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,662.07,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

89,22:00-22:15,0,642.1,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,3.96,35.88,0,41.88,0,0.74,0,0,36.87,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,662.07,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

90,22:15-22:30,0,642.1,0,48.13,19.23,40.53,19.35,33.68,4.16,93.49,27.46,57.54,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,3.96,35.88,0,41.88,0,0.74,0,0,36.87,19.32,0,8.35,142.59,43.78,0,0,11.14,24.27,0,0,106.41,0,9.22,0,0,0,662.07,42.09,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

91,22:30-22:45,0,642.1,0,46.93,19.23,40.53,18.81,33.68,4.16,93.49,13,10.33,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,3.96,35.88,0,41.88,0,0.74,0,0,36.87,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,9.22,0,0,0,662.07,21.04,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

92,22:45-23:00,0,642.1,0,46.93,19.23,40.53,18.81,33.68,4.16,93.49,13,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,3.96,35.88,0,41.88,0,0.74,0,0,36.87,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,9.22,0,0,0,662.07,10.53,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

93,23:00-23:15,0,642.1,0,46.93,19.23,40.53,18.81,33.68,4.16,93.49,13,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,3.96,35.88,0,41.88,0,0.74,0,0,38.55,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,3.37,0,0,0,662.07,10.53,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

94,23:15-23:30,0,642.1,0,46.93,19.23,40.53,18.81,33.68,4.16,93.49,13,4.12,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,3.96,35.88,0,41.88,0,0.74,0,0,38.55,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,0,0,0,0,662.07,10.53,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

95,23:30-23:45,0,642.1,0,46.93,19.23,40.53,18.81,33.68,4.16,93.49,13,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,4.89,35.88,0,41.88,0,1.72,0,0,36.87,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,0,0,0,0,662.07,10.53,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

96,23:45-24:00,0,642.1,0,46.93,19.23,40.53,18.81,33.68,4.16,93.49,13,16.23,28.84,65.92,0,125.75,0,0,119.78,0,0,0,399.14,0.94,20.63,0,144.55,4.89,35.88,0,41.88,0,1.72,0,0,36.87,18.17,0,8.3,142.59,43.78,0,0,10.03,24.27,0,0,106.41,0,0,0,0,0,662.07,10.53,17.5,57.21,1.41,0,0,0,33.98,0,0,0,0,0,0,0,26.24,0,48.3,0,0,0,0,0

