Block,Time,NR/01102023/31052040/LT-31,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/19072037/LT-05,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/R2,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/16072024/16072024/IEX_240715_01547,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/16072024/16072024/DD20240716NR25607,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/15082037/GNA_NR_2012_01,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05
55,13:30-13:45,14.240000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.590000,29.770000,245.460000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.570000,0.000000,7.480000,14.240000,0.000000,25.840000,3.240000,76.150000,0.000000,0.000000,52.820000,14.950000,43,46,9.16,43.22,33,26,33,26,0,0,112.171,83,72,39,230,168,33,81,7.34,9.17,27.5

56,13:45-14:00,13.970000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,14.320000,29.770000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.570000,0.000000,7.480000,13.970000,0.000000,25.840000,3.240000,76.150000,0.000000,0.000000,52.820000,14.950000,42.5,45.64,9.16,43.22,33,26.33,33,26.33,0,0,111.654038,82,72,39,228.22,168,33,81,7.34,9.17,27.5

57,14:00-14:15,13.630000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,13.960000,29.770000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.800000,0.000000,7.790000,13.630000,0.000000,25.840000,3.320000,76.150000,0.000000,0.000000,81.630000,14.950000,42.5,38.53,9.16,43.22,33,28,33,28,0,0,110.932242,81,75,40,192.65,175,33,85,7.34,9.17,27.5

58,14:15-14:30,13.240000,6.940000,11.740000,0.000000,65.870000,0.000000,25.840000,13.570000,29.770000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.800000,0.000000,7.790000,13.240000,0.000000,25.840000,3.320000,86.630000,0.000000,0.000000,100.050000,14.950000,41.5,36.65,9.16,43.22,33,31,33,31,0,0,109.430126,78,73,40,183.25,172,33,85,7.34,9.17,27.5

59,14:30-14:45,12.750000,6.940000,11.740000,0.000000,65.870000,0.000000,22.670000,13.070000,30.280000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.800000,0.000000,7.790000,12.750000,0.000000,22.670000,3.320000,86.630000,0.000000,0.000000,100.050000,14.950000,42.5,42.54,10,43.22,33,16.67,33,16.67,0,0,105.509018,76,69,37,212.68,161,33,78,7.34,10,30

60,14:45-15:00,12.290000,6.940000,11.740000,0.000000,65.870000,0.000000,22.670000,12.610000,30.280000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,6.800000,0.000000,7.790000,12.290000,0.000000,22.670000,3.320000,86.630000,0.000000,0.000000,100.050000,14.950000,41.5,40.86,11.66,43.22,33,16.67,33,16.67,0,0,100.992916,73,66,36,204.3,154,33,74,7.34,11.67,35

61,15:00-15:15,11.600000,6.940000,9.900000,0.000000,65.870000,0.000000,22.670000,11.900000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.110000,0.000000,8.250000,11.600000,0.000000,22.670000,3.510000,86.630000,0.000000,0.000000,100.050000,14.950000,39,38.7,9.16,43.22,33,16.67,33,16.67,0,0,108.12309,68,63,35,193.51,147,33,72,7.34,9.17,27.5

62,15:15-15:30,10.830000,6.940000,9.900000,0.000000,65.870000,0.000000,22.670000,11.100000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.110000,0.000000,8.250000,10.830000,0.000000,22.670000,3.510000,86.630000,0.000000,0.000000,100.050000,14.950000,36,36.54,9.16,43.22,33,17.67,33,17.67,0,0,101.578156,63,58,32,182.71,137,33,68,7.66,9.17,27.5

63,15:30-15:45,9.960000,6.940000,9.900000,0.000000,65.870000,0.000000,22.670000,10.210000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.110000,0.000000,8.250000,9.960000,0.000000,22.670000,3.510000,86.630000,0.000000,0.000000,100.050000,14.950000,35.5,34.38,9.5,43.22,33,18.33,33,18.33,0,0,94.867404,59,52,29,171.91,123,33,61,8.34,9.5,28.5

64,15:45-16:00,9.190000,6.940000,9.900000,0.000000,65.870000,0.000000,22.670000,9.420000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,7.110000,0.000000,8.250000,9.190000,0.000000,22.670000,3.510000,86.630000,0.000000,0.000000,100.050000,14.950000,32.5,32.22,9.84,43.22,33,19.67,33,19.67,0,0,87.815262,55,48,27,161.11,112,33,56,9.34,9.83,29.5

65,16:00-16:15,8.550000,6.940000,9.900000,0.000000,65.870000,0.000000,22.670000,8.760000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,8.120000,0.000000,8.630000,8.550000,0.000000,22.670000,3.780000,86.630000,0.000000,0.000000,100.050000,14.950000,29.5,24.38,8.34,43.21,33,17.33,33,17.33,0,0,80.012062,51,43,24,121.9,102,33,49,8.34,8.33,25

66,16:15-16:30,7.540000,6.940000,9.900000,0.000000,65.870000,0.000000,22.670000,7.740000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,8.120000,0.000000,8.630000,7.540000,0.000000,22.670000,3.780000,86.630000,0.000000,0.000000,100.050000,14.950000,27.5,22.11,8.5,43.21,33,17.67,33,17.67,0,0,71.633376,46,39,21,110.54,91,33,44,8.34,8.5,25.5

67,16:30-16:45,6.800000,6.940000,9.900000,0.000000,65.870000,0.000000,22.670000,6.970000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,8.120000,0.000000,8.630000,6.800000,0.000000,22.670000,4.060000,86.630000,0.000000,0.000000,100.050000,14.950000,25.5,19.84,8.66,43.21,22,18.33,33,18.33,0,0,65.478602,40,34,19,99.18,81,33,39,8.34,8.67,26

68,16:45-17:00,5.770000,6.940000,9.900000,0.000000,65.870000,0.000000,22.670000,5.920000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,8.120000,0.000000,8.630000,5.770000,0.000000,22.670000,4.060000,86.630000,0.000000,0.000000,100.050000,14.950000,20.5,17.56,8.66,43.21,12,18.67,33,18.67,0,0,56.612216,34,30,16,87.83,70,30.99,34,8.34,8.67,26

69,17:00-17:15,4.730000,6.940000,12.650000,0.000000,65.870000,0.000000,22.670000,4.840000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,8.500000,0.000000,9.020000,4.730000,0.000000,22.670000,4.390000,86.630000,0.000000,0.000000,100.050000,14.950000,18,18.48,8.84,43.21,7,16.67,33,16.67,0,0,47.619028,28,24,14,92.38,56,24.4,29,7.34,8.83,26.5

70,17:15-17:30,3.930000,6.940000,12.650000,0.000000,65.870000,0.000000,22.670000,4.020000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,8.500000,0.000000,9.020000,3.930000,0.000000,22.670000,4.390000,86.630000,0.000000,0.000000,100.050000,14.950000,15,15.58,8.84,43.21,1,17,32,17,0,0,38.859936,22,19,11,77.91,46,17.91,24,7.34,8.83,26.5

71,17:30-17:45,2.990000,6.940000,12.650000,0.000000,65.870000,0.000000,22.670000,3.070000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,9.890000,0.000000,9.020000,2.990000,0.000000,22.670000,4.390000,86.630000,0.000000,0.000000,100.050000,14.950000,11.5,12.69,8,43.21,0,16.67,22.43,16.67,0,0,30.04232,18,16,8,63.43,39,11.81,17,8.66,8,24

72,17:45-18:00,2.330000,6.940000,12.650000,0.000000,65.870000,0.000000,22.670000,2.400000,29.270000,260.750000,14.370000,0.000000,0.000000,271.550000,0.000000,0.000000,0.000000,9.890000,0.000000,9.020000,2.330000,0.000000,22.670000,4.390000,86.630000,0.000000,0.000000,100.050000,14.950000,7.5,9.27,8.16,43.21,0,17,14.64,17,0,0,21.966008,15,12,6,46.35,28,7.55,12,8.66,8.17,24.5

73,18:00-18:15,1.730000,6.940000,12.650000,48.020000,65.870000,96.040000,22.670000,1.770000,28.260000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,55.200000,0.000000,10.050000,0.000000,9.320000,1.730000,0.000000,22.670000,4.710000,86.630000,0.000000,96.040000,100.050000,14.950000,7,6.88,8.34,43.21,0,17.33,0,17.33,0,0,17.31335,13,7,3,34.42,18,0,7,9,8.33,25

74,18:15-18:30,1.220000,6.940000,12.650000,48.020000,84.690000,96.040000,22.670000,1.250000,28.260000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,55.200000,0.000000,10.050000,0.000000,9.320000,1.220000,0.000000,22.670000,4.710000,86.630000,0.000000,96.040000,100.050000,14.950000,5,4.51,8.5,43.21,0,17.67,0,17.67,0,0,10.261208,10,4,2,22.53,11,0,3,9,8.5,25.5

75,18:30-18:45,0.810000,6.940000,12.650000,48.020000,114.810000,96.040000,22.670000,0.830000,28.760000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,30.070000,0.000000,10.050000,0.000000,10.080000,0.810000,0.000000,22.670000,4.710000,86.630000,0.000000,96.040000,100.050000,14.950000,3,3.23,8.66,43.21,0,18,0,18,0,0,3.618734,7,3,1,16.15,7,0,1,9.34,8.67,26

76,18:45-19:00,0.480000,6.940000,12.650000,48.020000,114.810000,96.040000,15.890000,0.490000,28.760000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,30.070000,0.000000,10.050000,0.000000,10.080000,0.480000,0.000000,30.730000,4.710000,86.630000,0.000000,96.040000,100.050000,14.950000,3,2.61,8.84,43.21,0,18.33,0,18.33,0,0,0.955892,4,1,0,13.05,4,0,0,9.66,8.83,26.5

77,19:00-19:15,0.090000,6.940000,12.840000,48.020000,114.810000,96.040000,29.210000,0.090000,28.760000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,10.050000,0.000000,10.080000,0.090000,0.000000,29.210000,5.180000,86.630000,67.230000,96.040000,100.050000,14.950000,1,1.91,9.16,43.21,0,40,0,40,0,0,0,2,1,0,9.53,1,0,0,12,9.17,27.5

78,19:15-19:30,0.010000,6.940000,12.840000,48.020000,114.810000,96.040000,29.210000,0.010000,29.770000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,10.050000,0.000000,10.080000,0.010000,0.000000,29.210000,5.180000,86.630000,67.230000,96.040000,100.050000,14.950000,0.5,0.94,9.34,43.21,0,36.67,0,36.67,0,0,0,1,0,0,4.7,1,0,0,12.66,9.33,28

79,19:30-19:45,0.000000,6.940000,12.840000,48.020000,114.810000,96.040000,28.840000,0.000000,29.770000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,10.050000,0.000000,10.080000,0.000000,0.000000,28.840000,5.180000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0.04,20,43.21,0,50,0,50,0,0,0,0,0,0,0.22,0,0,0,12.34,20,60

80,19:45-20:00,0.000000,6.940000,12.840000,48.020000,114.810000,96.040000,28.840000,0.000000,29.770000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,10.050000,0.000000,10.080000,0.000000,0.000000,28.840000,5.180000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,18.66,43.21,0,46.67,0,46.67,0,0,0,0,0,0,0,0,0,0,12,18.67,56

81,20:00-20:15,0.000000,6.940000,12.840000,48.020000,114.810000,96.040000,28.840000,0.000000,30.280000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.930000,0.000000,0.000000,28.840000,5.180000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,11.66,43.21,0,21.67,0,21.67,0,0,0,0,0,0,0,0,0,0,11.66,11.67,35

82,20:15-20:30,0.000000,6.940000,12.840000,48.020000,114.810000,96.040000,28.840000,0.000000,30.280000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.930000,0.000000,0.000000,28.840000,5.180000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,11.34,43.21,0,20.67,0,20.67,0,0,0,0,0,0,0,0,0,0,11.66,11.33,34

83,20:30-20:45,0.000000,6.940000,12.840000,48.020000,114.810000,96.040000,28.840000,0.000000,30.780000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.930000,0.000000,0.000000,28.840000,5.180000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,10.84,43.21,0,20,0,20,0,0,0,0,0,0,0,0,0,0,8.34,10.83,32.5

84,20:45-21:00,0.000000,6.940000,12.840000,48.020000,114.810000,96.040000,28.840000,0.000000,30.780000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.930000,0.000000,0.000000,28.840000,5.180000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,9.34,43.21,0,20.67,0,20.67,0,0,0,0,0,0,0,0,0,0,8.34,9.33,28

85,21:00-21:15,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,28.840000,0.000000,30.780000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.780000,0.000000,0.000000,28.840000,4.900000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,8.34,43.21,0,21.67,0,21.67,0,0,0,0,0,0,0,0,0,0,8.34,8.33,25

86,21:15-21:30,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,28.840000,0.000000,30.780000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.780000,0.000000,0.000000,28.840000,4.900000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,8.34,43.21,0,22.67,0,22.67,0,0,0,0,0,0,0,0,0,0,8.34,8.33,25

87,21:30-21:45,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,28.840000,0.000000,30.780000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.780000,0.000000,0.000000,28.840000,4.900000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,8.34,43.01,0,25,0,25,0,0,0,0,0,0,0,0,0,0,8.66,8.33,25

88,21:45-22:00,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,28.840000,0.000000,30.780000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.780000,0.000000,0.000000,28.840000,4.900000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,8.34,41.61,0,26,0,26,0,0,0,0,0,0,0,0,0,0,8.66,8.33,25

89,22:00-22:15,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,29.320000,0.000000,31.290000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,10.050000,0.000000,9.930000,0.000000,0.000000,29.320000,4.620000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,8.66,41.61,0,26.67,0,26.67,0,0,0,0,0,0,0,0,0,0,9,8.67,26

90,22:15-22:30,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,29.320000,0.000000,31.290000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,10.050000,0.000000,9.930000,0.000000,0.000000,29.320000,4.620000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,8.84,41.61,0,27.33,0,27.33,0,0,0,0,0,0,0,0,0,0,9.34,8.83,26.5

91,22:30-22:45,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,29.320000,0.000000,31.290000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.930000,0.000000,0.000000,29.320000,4.620000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,9,41.61,0,27.67,0,27.67,0,0,0,0,0,0,0,0,0,0,11,9,27

92,22:45-23:00,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,29.320000,0.000000,31.290000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.930000,0.000000,0.000000,29.320000,4.620000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,9.16,41.61,0,28.33,0,28.33,0,0,0,0,0,0,0,0,0,0,11.66,9.17,27.5

93,23:00-23:15,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,29.320000,0.000000,31.290000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.930000,0.000000,0.000000,29.320000,4.440000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,9.34,41.61,0,29.33,0,29.33,0,0,0,0,0,0,0,0,0,0,13.34,9.33,28

94,23:15-23:30,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,29.320000,0.000000,31.290000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.930000,0.000000,0.000000,29.320000,4.440000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,9.66,41.61,0,30.67,0,30.67,0,0,0,0,0,0,0,0,0,0,15,9.67,29

95,23:30-23:45,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,29.320000,0.000000,31.290000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.930000,0.000000,0.000000,29.320000,4.440000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,9.84,41.61,0,31.67,0,31.67,0,0,0,0,0,0,0,0,0,0,16,9.83,29.5

96,23:45-24:00,0.000000,6.940000,13.110000,48.020000,114.810000,96.040000,29.320000,0.000000,31.290000,260.750000,14.370000,0.000000,24.010000,271.550000,0.000000,36.670000,72.990000,9.890000,0.000000,9.930000,0.000000,0.000000,29.320000,4.440000,86.630000,67.230000,96.040000,100.050000,14.950000,0,0,10.34,41.61,0,32.67,0,32.67,0,0,0,0,0,0,0,0,0,0,17.34,10.33,31

