Block,Time,KHSTPP-I,RIHAND2,SEWA2,UNCHAHAR4,AURY_RF,DADRI_RF,BRBCL,KKNP,KOLDAM,KUDGI,TALST2,URI2,ANTA_LF,CHAMERA1,DHAULIGNGA,KOTESHWR,NLCIIST1,RAPPC,RSTPSU7,SIMHST2,TANDA2,ANTA_GF,ANTA_RF,CHAMERA2,KGSU3AND4,NLCIIST2,NLCTS2EXP,NTPL,RAMPUR,RSTPSU1TO6,SASAN,FSTPP I & II,JHAJJAR,KHSTPP-II,KISHANGANGA,MAPS,NAPP,NNTPP,RIHAND1,SINGRAULI_HYDRO,AURY_CRF,DADRI_CRF,DADRI_GF,BSIUL,CHAMERA3,KKNPPU2,RAPPB,RIHAND3,SALAL,TEHRI,TelanganaSTPP,UNCHAHAR1,UNCHAHAR2,VALLURNTECL,ANTA_CRF,DADRI_LF,DULHASTI,NLCEXP,UNCHAHAR3,URI,AURY_LF,DADRT2,KGSU1AND2,NJPC,PARBATI3,SIMHST1,SINGRAULI,TALA,TANAKPUR,AURY_GF
64,15:45-16:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,15.56,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.15,0

65,16:00-16:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,31.12,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.54,0

66,16:15-16:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,47,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,683.14,0,0,0,0,125.96,0,1.54,0

67,16:30-16:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,47.31,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,682.79,0,0,0,0,125.96,0,1.54,0

68,16:45-17:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,17.1,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,42.74,23.57,0,0,26.39,1.11,0,682.79,0,23.39,0,0,125.96,0,1.54,0

69,17:00-17:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,42.94,23.57,16.48,0,26.39,1.11,0,682.79,0,46.79,0,0,125.96,0,1.54,0

70,17:15-17:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,12.16,0,17.75,0,53.55,0,0,0,0,0,3.33,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,1.1,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,43.16,23.57,32.95,0,26.39,1.11,0,682.79,0,70.17,0,0,125.96,0,1.54,0

71,17:30-17:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,14.05,8.06,26.63,0,53.55,0,0,0,0,0,13.17,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,2.2,6.37,0,0,124.32,1.4,62.24,0,20.56,42.39,0,43.36,23.57,32.95,0,26.39,1.11,0,682.79,0,93.56,0,0,125.96,0,1.54,0

72,17:45-18:00,45.22,118.75,10.53,0,0,5.48,20,0,0,0,0,4.31,0,28.05,15.98,39.83,0,53.55,0,0,0,0,0,26.34,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,13.04,29.07,0,0,124.32,1.4,62.24,0,20.56,42.39,0,43.47,23.57,32.95,0,26.39,1.66,0,682.79,0,116.96,0,0,125.96,0,1.54,0

73,18:00-18:15,45.22,118.75,10.53,0,0,5.48,20,0,0,0,0,4.31,0,28.05,32.1,39.83,0,53.55,0,0,0,0,0,26.34,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,70.59,41.1,0,13.04,29.07,0,0,124.32,9.29,62.24,0,20.56,42.39,0,43.68,23.57,32.95,0,26.39,1.66,0,682.79,0,116.96,0,0,125.96,0,1.15,0

74,18:15-18:30,45.22,118.75,10.53,0,0,5.48,20,0,0,0,0,4.31,0,28.05,33.43,39.83,0,53.55,0,0,0,0,0,26.34,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,13.04,29.07,0,0,124.32,41.83,62.24,0,20.56,42.39,0,43.68,23.57,32.95,0,26.39,3.31,0,682.79,0,116.96,0,0,125.96,0,1.15,0

75,18:30-18:45,45.22,118.75,10.53,0,0,5.48,20,0,0,0,0,4.31,0,28.05,33.43,39.83,0,53.55,0,0,0,0,0,26.34,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,13.04,29.07,0,0,124.32,41.83,62.24,0,20.56,42.39,0,43.89,23.57,32.95,0,26.39,26.49,0,682.79,0,116.96,0,0,125.96,0,1.15,0

76,18:45-19:00,45.22,118.75,10.53,0,0,5.48,20,0,0,0,0,4.31,0,28.05,33.43,39.83,0,53.55,0,0,0,0,0,26.34,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,13.04,29.07,0,0,124.32,41.83,62.24,0,20.56,42.39,0,43.89,23.57,32.95,0,26.39,26.49,0,682.79,0,116.96,0,0,125.96,0,1.15,0

77,19:00-19:15,45.22,118.75,10.53,0,0,5.48,20,0,0,0,0,4.31,0,24.49,15.98,39.83,0,53.55,0,0,0,0,0,26.34,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,13.04,29.07,0,0,124.32,41.83,62.24,0,20.56,42.39,0,44.1,23.57,32.95,0,26.39,4.41,0,682.79,0,94.7,3.82,0,125.96,0,1.15,0

78,19:15-19:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,12.01,15.98,26.63,0,53.55,0,0,0,0,0,26.34,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,2.2,1.91,0,0,124.32,41.83,62.24,0,20.56,42.39,0,44.1,23.57,32.95,0,26.39,4.41,0,682.79,0,93.56,16.55,0,125.96,0,1.15,0

79,19:30-19:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,12.01,7.92,26.63,0,53.55,0,0,0,0,0,13.17,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,41.83,62.24,0,20.56,42.39,0,44.1,23.57,16.48,0,26.39,4.41,0,683.14,0,70.17,16.55,0,125.96,0,1.15,0

80,19:45-20:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,26.63,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,9.29,62.24,0,20.56,42.39,0,44.1,23.57,16.48,0,26.39,26.49,0,683.14,0,46.79,16.55,0,125.96,0,1.15,0

81,20:00-20:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,10.76,0,0,0,17.75,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,44.1,23.57,16.48,0,26.39,26.49,0,683.14,0,0,16.55,0,125.96,0,1.15,0

82,20:15-20:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,10.76,0,0,0,17.75,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,62.24,0,20.56,42.39,0,44.31,23.57,16.48,0,26.39,26.49,0,683.14,0,0,16.55,0,125.96,0,1.15,0

83,20:30-20:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,10.76,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,46.68,0,20.56,42.39,0,44.31,23.57,16.48,0,26.39,26.49,0,683.14,0,0,16.55,0,125.96,0,1.15,0

84,20:45-21:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,10.76,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,46.68,0,20.56,42.39,0,44.31,23.57,16.48,0,26.39,17.67,0,683.14,0,0,3.56,0,125.96,0,1.15,0

85,21:00-21:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,10.76,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,46.68,0,20.56,42.39,0,44.41,23.57,16.48,0,26.39,16.56,0,683.14,0,0,0,0,125.96,0,0,0

86,21:15-21:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,10.76,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,46.68,0,20.56,42.39,0,44.41,23.57,16.48,0,26.39,16.56,0,683.14,0,0,0,0,125.96,0,0,0

87,21:30-21:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,31.12,0,20.56,42.39,0,44.41,23.57,16.48,0,26.39,12.15,0,683.14,0,0,0,0,125.96,0,0,0

88,21:45-22:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,31.12,0,20.56,42.39,0,44.41,23.57,16.48,0,26.39,12.15,0,683.14,0,0,0,0,125.96,0,0,0

89,22:00-22:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,6.06,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,31.12,0,20.56,42.39,0,44.63,23.57,16.48,0,26.39,8.83,0,683.14,0,0,0,0,125.96,0,0,0

90,22:15-22:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,6.06,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,31.12,0,20.56,42.39,0,44.83,23.57,16.48,0,26.39,8.83,0,683.14,0,0,0,0,125.96,0,0,0

91,22:30-22:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,31.12,0,20.56,42.39,0,44.83,23.57,16.48,0,26.39,1.66,0,683.14,0,0,0,0,125.96,0,0,0

92,22:45-23:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,15.56,0,20.56,42.39,0,44.83,23.57,16.48,0,26.39,1.66,0,683.14,0,0,0,0,125.96,0,0,0

93,23:00-23:15,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,44.83,23.57,16.48,0,26.39,1.66,0,683.14,0,0,0,0,125.96,0,0,0

94,23:15-23:30,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,45.05,23.57,16.48,0,26.39,1.66,0,683.14,0,0,0,0,125.96,0,0,0

95,23:30-23:45,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,45.05,23.57,16.48,0,26.39,6.63,0,683.14,0,0,0,0,125.96,0,0,0

96,23:45-24:00,45.22,118.75,0,0,0,5.48,20,0,0,0,0,4.31,0,0,0,8.88,0,53.55,0,0,0,0,0,0,0,0,0,0,0,0,418.77,15.29,654.3,148.3,0,0,43.57,0,92,0,71.13,41.1,0,0,0,0,0,124.32,1.4,0,0,20.56,42.39,0,45.05,23.57,16.48,0,26.39,6.63,0,683.14,0,0,0,0,125.96,0,0,0

