Block,Time,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/31082024/SKS-Raigarh,NR/01102023/31102037/L_NR_2019_11,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01082024/31082024/jitpl,NR/01082024/15082024/APL-Raigarh,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/22102023/11042047/L_NR_2021_16,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/30092023/26122029/SH-06,NR/01082024/30082024/	NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_36,WR/01102023/30052048/L_NR_2022_10,NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06)
64,15:45-16:00,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.450000,52.980000,61,27.250000,31.66,33,27.66,25.920000,0.000000,65,127,55,31.33,29,31.67,76.67,95,23.188113,14.01,11.220000,76.67,70.190000,0.000000,10.940000,156.67,30,0.000000,10.940000,33,33

65,16:00-16:15,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.910000,52.980000,55,28.260000,31.66,33,27.34,25.920000,0.000000,57,117,50,28.58,27,31.67,76.67,95,20.400471,17.01,8.650000,76.67,70.190000,0.000000,8.440000,142.93,29,0.000000,8.440000,33,33

66,16:15-16:30,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.910000,52.980000,49,28.260000,31.66,33,27,25.920000,0.000000,50,103,44,25.84,23,31.67,76.67,95,21.355677,16.61,8.000000,76.67,70.190000,0.000000,7.810000,129.18,26,0.000000,7.810000,33,33

67,16:30-16:45,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.910000,52.980000,42,28.260000,35,22,26.66,25.920000,0.000000,45,89,38,23.09,20,35,76.67,105,18.353601,16.21,7.360000,76.67,70.190000,0.000000,7.180000,115.46,24,0.000000,7.180000,33,33

68,16:45-17:00,13.610000,25.920000,170.140000,0.000000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,0.000000,8.590000,0.000000,0.000000,4.910000,52.980000,37,28.260000,35,12,26.34,25.920000,0.000000,38,78,34,18.49,18,35,76,105,15.517224,16.01,6.710000,76,70.190000,0.000000,6.550000,92.47,19,0.000000,6.550000,33,33

69,17:00-17:15,17.290000,25.920000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,48.160000,8.590000,192.640000,0.000000,5.560000,52.980000,30,28.260000,35,7,26,25.920000,0.000000,30,60,25,16.34,15,35,76.67,105,12.729582,19.01,5.830000,76.67,70.190000,0.000000,5.680000,81.72,16,0.000000,5.680000,33,33

70,17:15-17:30,17.290000,25.920000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.850000,76.370000,48.160000,8.590000,192.640000,0.000000,5.560000,52.980000,25,28.760000,35,1,25.66,25.920000,0.000000,25,49,21,14.19,12,35,76.67,105,9.932193,18.81,4.940000,76.67,70.190000,0.000000,4.820000,70.98,13,0.000000,4.820000,31.46,32.1

71,17:30-17:45,17.290000,25.920000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,48.160000,8.590000,192.640000,0.000000,5.560000,52.980000,20,29.270000,24.16,0,21.66,25.920000,0.000000,20,39,16,12.04,10,24.17,65,72.5,7.01784,17.01,4.050000,65,70.190000,0.000000,3.950000,60.23,10,0.000000,3.950000,25.06,25.57

72,17:45-18:00,17.290000,25.920000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,48.160000,8.590000,192.640000,0.000000,5.560000,52.980000,15,29.270000,24.16,0,21,25.920000,0.000000,18,32,13,9.9,7,24.17,64.33,72.5,4.269186,15.41,3.160000,64.33,70.190000,0.000000,3.080000,49.48,8,0.000000,3.080000,19.48,19.88

73,18:00-18:15,17.290000,25.920000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,48.160000,8.590000,192.640000,0.000000,6.020000,52.980000,10,28.260000,24.16,0,20,25.920000,0.000000,15,18,7,7.98,5,24.17,56.67,72.5,2.407509,11.61,2.550000,56.67,70.190000,0.000000,2.480000,39.91,7,0.000000,2.480000,0,0

74,18:15-18:30,17.290000,25.920000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,48.160000,8.590000,192.640000,0.000000,6.020000,52.980000,7,28.760000,24,0,19,25.920000,0.000000,10,11,4,6.07,3,24,56,72,1.159893,10.6,1.930000,56,70.190000,0.000000,1.880000,30.34,5,0.000000,1.880000,0,0

75,18:30-18:45,17.290000,25.920000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,48.160000,8.590000,192.640000,0.000000,6.020000,52.980000,3,28.760000,28.5,0,24,25.920000,0.000000,6,7,3,4.15,2,28.5,64.67,85.5,0.282663,9.8,0.000000,64.67,70.190000,0.000000,0.000000,20.77,3,0.000000,0.000000,0,0

76,18:45-19:00,17.290000,25.920000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.850000,57.500000,48.160000,8.590000,192.640000,0.000000,6.020000,52.980000,1,29.260000,28.34,0,23.66,25.920000,0.000000,4,4,1,2.24,1,28.33,64,85,0.087723,8.4,0.000000,64,70.190000,0.000000,0.000000,11.2,2,0.000000,0.000000,0,0

77,19:00-19:15,17.290000,30.820000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,57.500000,48.160000,8.590000,192.640000,0.000000,6.300000,52.980000,0,28.770000,28,0,23.66,25.350000,0.000000,2,1,0,1.26,0,28,63.33,84,0,8,0.000000,63.33,70.190000,0.000000,0.000000,6.3,1,0.000000,0.000000,0,0

78,19:15-19:30,17.290000,30.820000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,57.500000,48.160000,8.590000,192.640000,0.000000,6.300000,52.980000,0,29.780000,27.5,0,23,25.350000,0.000000,1,1,0,0.56,0,27.5,61.67,82.5,0,8,0.000000,61.67,70.190000,0.000000,0.000000,2.8,0,0.000000,0.000000,0,0

79,19:30-19:45,17.290000,30.820000,170.140000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,57.500000,48.160000,8.590000,192.640000,0.000000,6.300000,52.980000,0,30.280000,26.66,0,21.66,17.870000,0.000000,0,0,0,0.14,0,26.67,59.33,80,0,7.4,0.000000,59.33,70.190000,0.000000,0.000000,0.7,0,0.000000,0.000000,0,0

80,19:45-20:00,17.290000,30.820000,205.690000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,57.500000,48.160000,8.590000,192.640000,0.000000,6.300000,81.870000,0,30.280000,26.34,0,21,17.870000,0.000000,0,0,0,0,0,26.33,58.33,79,0,7.6,0.000000,58.33,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

81,20:00-20:15,18.670000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,6.300000,100.350000,0,30.280000,25.84,0,20,17.870000,0.000000,0,0,0,0,0,25.83,56.67,77.5,0,7.6,0.000000,56.67,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

82,20:15-20:30,18.670000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,6.300000,100.350000,0,30.280000,25,0,19,17.870000,0.000000,0,0,0,0,0,25,55,75,0,7.4,0.000000,55,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

83,20:30-20:45,18.670000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,6.300000,100.350000,0,29.780000,22.16,0,18.34,17.870000,0.000000,0,0,0,0,0,22.17,53.33,66.5,0,7.4,0.000000,53.33,70.190000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

84,20:45-21:00,18.670000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,6.300000,100.350000,0,29.780000,21.16,0,18,17.870000,0.000000,0,0,0,0,0,21.17,51.67,63.5,0,7.6,0.000000,51.67,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

85,21:00-21:15,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,6.120000,100.350000,0,29.270000,20.84,0,17.66,17.870000,0.000000,0,0,0,0,0,20.83,48.33,62.5,0,7.8,0.000000,48.33,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

86,21:15-21:30,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,6.120000,100.350000,0,29.270000,20.16,0,17,17.870000,0.000000,0,0,0,0,0,20.17,45,60.5,0,7.8,0.000000,45,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

87,21:30-21:45,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,6.120000,100.350000,0,29.260000,19.5,0,16.66,17.870000,0.000000,0,0,0,0,0,19.5,40.67,58.5,0,7.6,0.000000,40.67,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

88,21:45-22:00,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,6.120000,100.350000,0,29.260000,18.66,0,16.66,17.870000,0.000000,0,0,0,0,0,18.67,41.33,56,0,7.6,0.000000,41.33,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

89,22:00-22:15,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,5.920000,100.350000,0,29.260000,18.34,0,16.66,17.870000,0.000000,0,0,0,0,0,18.33,42.67,55,0,7.4,0.000000,42.67,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

90,22:15-22:30,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,5.920000,100.350000,0,28.760000,18.5,0,16.66,17.870000,0.000000,0,0,0,0,0,18.5,43.33,55.5,0,7.4,0.000000,43.33,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

91,22:30-22:45,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,5.920000,100.350000,0,28.760000,25.5,0,21.66,17.870000,0.000000,0,0,0,0,0,25.5,55,76.5,0,7.4,0.000000,55,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

92,22:45-23:00,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,5.920000,100.350000,0,28.260000,25.16,0,21.66,17.870000,0.000000,0,0,0,0,0,25.17,54.67,75.5,0,7.4,0.000000,54.67,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

93,23:00-23:15,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,76.370000,48.160000,8.590000,192.640000,0.000000,5.740000,71.450000,0,29.270000,24.5,0,16.66,17.870000,0.000000,0,0,0,0,0,24.5,44.33,73.5,0,7.4,0.000000,44.33,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

94,23:15-23:30,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,76.370000,48.160000,8.590000,192.640000,0.000000,5.740000,62.610000,0,29.270000,23.84,0,16.66,17.870000,0.000000,0,0,0,0,0,23.83,43.67,71.5,0,7.4,0.000000,43.67,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

95,23:30-23:45,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,5.740000,91.500000,0,28.760000,23,0,16.66,17.870000,0.000000,0,0,0,0,0,23,45,69,0,7.4,0.000000,45,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

96,23:45-24:00,15.450000,30.820000,261.510000,48.160000,0.000000,272.340000,8.760000,0.000000,3.970000,86.880000,48.160000,8.590000,192.640000,0.000000,5.740000,100.350000,0,28.760000,22.5,0,16.66,17.870000,0.000000,0,0,0,0,0,22.5,46.33,67.5,0,7.4,0.000000,46.33,66.050000,0.000000,0.000000,0,0,0.000000,0.000000,0,0

