Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/19072037/LT-05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/05012040/L_NR_2020_02,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/30092023/26122029/SH-06,NR/01102023/13082046/L_NR_2021_12,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07
9,02:00-02:15,2.470000,2.410000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.890000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,14.95,0,132.840000,14.95,0,58.090000,27.110000,0.000000,0,0,0,0,217.840000,26.130000

10,02:15-02:30,2.470000,2.410000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.890000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,14.96,0,132.840000,14.96,0,58.090000,27.110000,0.000000,0,0,0,0,217.840000,26.130000

11,02:30-02:45,2.470000,2.410000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.890000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,14.76,0,132.840000,14.76,0,58.090000,27.110000,0.000000,0,0,0,0,217.840000,26.130000

12,02:45-03:00,2.470000,2.410000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.890000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,14.79,0,132.840000,14.79,0,58.090000,27.110000,0.000000,0,0,0,0,217.840000,26.130000

13,03:00-03:15,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,14.92,0,132.840000,14.92,0,58.090000,27.110000,0.000000,0,0,0,0,217.840000,26.130000

14,03:15-03:30,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,14.93,0,132.840000,14.93,0,58.090000,27.110000,0.000000,0,0,0,0,217.840000,26.130000

15,03:30-03:45,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,15.08,0,132.840000,15.08,0,51.080000,27.110000,0.000000,0,0,0,0,217.840000,26.130000

16,03:45-04:00,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,15.08,0,132.840000,15.08,0,51.080000,27.110000,0.000000,0,0,0,0,217.840000,26.130000

17,04:00-04:15,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,13.33,0,132.840000,13.33,0,51.080000,27.110000,0.000000,0,0,0,0,217.840000,26.130000

18,04:15-04:30,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,13.33,0,132.840000,13.33,0,51.080000,27.110000,0.000000,0,0,0,0,217.840000,26.130000

19,04:30-04:45,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,7,0,0,7.34,13.33,0,132.840000,13.33,0,58.090000,26.140000,0.000000,0,0,0,0,217.840000,26.130000

20,04:45-05:00,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,21.5,7.17,26.130000,0,101.410000,7,0,0,7.16,13.33,0,132.840000,13.33,0,58.090000,26.140000,0.000000,0,0,0,0,217.840000,26.130000

21,05:00-05:15,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,21,7,26.130000,0,101.410000,7,0,0,7,13.33,0,132.840000,13.33,0,58.090000,26.140000,0.000000,0,0,0,0,217.840000,26.130000

22,05:15-05:30,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,20.5,6.83,24.700000,0,101.410000,7,0,0,6.84,13.33,0,132.840000,13.33,0,58.090000,27.110000,0.000000,0,0,0,0,217.840000,24.710000

23,05:30-05:45,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,20,6.67,24.700000,0,101.410000,7,0,0,6.66,13.33,0,132.840000,13.33,0,58.090000,26.140000,0.000000,0,0,0,0,217.840000,24.710000

24,05:45-06:00,2.390000,2.330000,0.000000,0.000000,0.000000,0,4,118.510000,0,0,2.840000,20,6.67,24.700000,0,101.410000,7,0,0,6.66,13.33,0,132.840000,13.33,0,58.090000,26.140000,0.000000,0,0,0,0,217.840000,24.710000

25,06:00-06:15,2.310000,2.260000,0.000000,0.000000,0.000000,0,4,118.510000,0,0.5,2.840000,20,6.67,24.700000,0,101.410000,7,0,0,6.66,13.33,0,132.840000,13.33,0,58.090000,26.140000,0.000000,0,0,0,0,217.840000,24.710000

26,06:15-06:30,2.310000,2.260000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,3,2.840000,20,6.67,24.700000,0,101.410000,7,0,0,6.66,13.33,0,132.840000,13.33,0,58.090000,26.140000,0.000000,0.165495,0,0,0,217.840000,24.710000

27,06:30-06:45,2.310000,2.260000,0.020000,0.000000,0.020000,1,6.01,118.510000,3,7,2.840000,20,6.67,24.700000,0,101.410000,6.66,0,0,6.66,13.33,0,132.840000,13.33,0,58.090000,26.140000,0.020000,4.429425,0,0,0,217.840000,24.710000

28,06:45-07:00,2.310000,2.260000,0.290000,0.000000,0.280000,7.64,6.01,118.510000,15,13,2.840000,20,6.67,24.700000,0.79,101.410000,6.66,1.5,0.16,6.66,13.33,2,132.840000,13.33,0.33,58.090000,26.140000,0.280000,14.008665,3.5,0.19,1,217.840000,24.710000

29,07:00-07:15,2.310000,2.260000,0.930000,0.000000,0.910000,20,6.01,118.510000,32.03,20,2.840000,20,6.67,24.700000,5.99,101.410000,6.66,3,1.2,6.66,13.33,7,132.840000,13.33,2.33,58.090000,25.170000,0.910000,23.315325,7,0.91,3,217.840000,24.710000

30,07:15-07:30,2.310000,2.260000,1.850000,0.000000,1.800000,26.85,6.01,118.510000,26.85,26.85,2.840000,20,6.67,24.700000,15.36,101.410000,6.66,4.5,3.07,6.66,13.33,8,132.840000,13.33,5,58.090000,25.170000,1.800000,32.1255,10.5,2.29,4,217.840000,24.710000

31,07:30-07:45,2.310000,2.260000,2.950000,0.000000,2.870000,27.51,6.01,118.510000,27.52,27.52,2.840000,20,6.67,24.700000,29.18,101.410000,6.66,9,5.84,6.66,13.33,7,132.840000,13.33,8.75,58.090000,25.170000,2.870000,42.09414,21,4.11,3,217.840000,24.710000

32,07:45:08:00,2.310000,2.260000,4.190000,0.000000,4.090000,27.69,6.01,118.510000,27.68,27.68,2.840000,20,6.67,24.700000,42.73,101.410000,6.66,15.6,8.54,6.66,13.33,13,132.840000,13.33,15.25,58.090000,25.170000,4.090000,52.569,36.4,6.27,7,217.840000,24.710000

33,08:00-08:15,2.310000,2.260000,5.470000,0.000000,5.340000,30.21,6.01,118.510000,30.22,30.22,2.840000,20,6.67,26.130000,55.86,101.410000,6.66,18,11.17,6.66,13.33,20,132.840000,13.33,22.33,58.090000,23.240000,5.340000,63.404055,42,10,10,217.840000,26.130000

34,08:15-08:30,2.310000,2.260000,6.830000,0.000000,6.660000,30.21,6.01,118.510000,30.22,30.22,2.840000,20,6.67,26.130000,69,101.410000,6.34,24.6,13.8,6.66,13.33,25,132.840000,13.33,29.73,58.090000,23.240000,6.660000,73.547925,57.4,12,12,217.840000,26.130000

35,08:30-08:45,2.310000,2.260000,5.270000,0.000000,5.150000,30.71,6.01,118.510000,30.72,30.72,2.840000,20,6.67,26.130000,78.4,101.410000,6,31.5,15.68,6.66,13.33,29,132.840000,13.33,37.36,58.090000,24.200000,5.150000,82.84485,73.5,15,14,217.840000,26.130000

36,08:45:09:00,2.310000,2.260000,6.570000,0.000000,6.420000,30.71,5.61,118.510000,30.72,30.72,2.840000,20,6.67,26.130000,90.51,101.410000,5.66,37.8,18.1,6.66,13.33,40,132.840000,13.33,44.87,58.090000,24.200000,6.420000,91.54794,88.2,18,20,217.840000,26.130000

37,09:00:09:15,2.310000,2.260000,7.910000,0.000000,7.720000,30.71,5.21,118.510000,30.72,30.72,2.790000,10,3.33,23.510000,106.76,101.410000,4,42,21.35,3.34,10,43,132.840000,10,51.79,58.090000,24.200000,7.720000,93.41706,98,22,21,217.840000,23.510000

38,09:15-09:30,2.310000,2.260000,9.000000,0.000000,8.780000,30.81,5.01,118.510000,30.82,30.82,2.790000,10,3.33,23.510000,123.02,101.410000,4,46.8,24.6,3.34,10,51,132.840000,10,58.16,58.090000,24.200000,8.780000,102.2175,109.2,24,25,217.840000,23.510000

39,09:30-09:45,2.310000,2.260000,9.730000,0.000000,9.500000,32,5.01,118.510000,32,32,2.790000,10,3.33,23.510000,139.27,101.410000,4,45.6,27.85,3.34,10,53,132.840000,10,64.29,58.090000,24.200000,9.500000,109.75239,106.4,28,27,217.840000,23.510000

40,09:45-10:00,2.310000,2.260000,7.350000,0.000000,7.170000,32,5.01,118.510000,32,32,2.790000,10,3.33,23.760000,155.53,101.410000,4,49.2,31.1,3.34,10,58,132.840000,10,69.61,58.090000,24.200000,7.170000,115.875705,114.8,30,29,217.840000,23.770000

41,10:00-10:15,2.310000,2.260000,8.130000,0.000000,7.940000,32,5.01,118.510000,32,32,2.790000,10,3.33,23.510000,168.71,101.410000,4,51.6,33.74,3.34,10,50,132.840000,10,74.55,58.090000,24.200000,7.940000,121.210485,120.4,35,25,217.840000,23.510000

42,10:15-10:30,2.310000,2.260000,8.920000,0.000000,8.700000,32,5.01,118.510000,32,32,2.790000,10,3.33,23.510000,181.89,101.410000,4,53.7,36.38,3.34,10,57,132.840000,10,77.55,58.090000,24.200000,8.700000,125.89302,125.3,36,28,217.840000,23.510000

43,10:30-10:45,2.310000,2.260000,9.700000,0.000000,9.460000,32,5.01,118.510000,32,32,2.790000,10,3.33,23.510000,191.88,101.410000,4,57,38.37,3.34,10,69,132.840000,10,76.96,58.090000,24.200000,9.460000,127.771875,133,37.58,35,217.840000,23.510000

44,10:45-11:00,2.310000,2.260000,10.090000,0.000000,9.850000,31.96,5.01,118.510000,31.97,31.97,2.790000,10,3.33,23.510000,197.71,101.410000,4,57,39.54,3.34,10,69,132.840000,10,79.56,58.090000,24.200000,9.850000,131.53932,133,38.8,35,217.840000,23.510000

45,11:00-11:15,2.240000,2.260000,10.290000,0.000000,10.040000,31.96,5.01,118.510000,31.97,31.97,2.790000,10,3.33,23.510000,227.5,101.410000,4,57,45.5,3.34,10,72,132.840000,10,81.72,51.080000,24.200000,10.040000,134.547435,133,42.5,36,217.840000,23.510000

46,11:15-11:30,2.240000,2.260000,10.400000,0.000000,10.140000,31.96,5.01,118.510000,31.97,31.97,2.790000,10,3.33,23.510000,227.5,101.410000,4,57.6,45.5,3.34,10,78,132.840000,10,83.62,51.080000,23.240000,10.140000,136.93251,134.4,43.5,39,217.840000,23.510000

47,11:30-11:45,2.240000,2.260000,10.400000,0.000000,10.140000,31.96,5.01,118.510000,31.97,31.97,2.790000,10,3.33,23.510000,227.5,101.410000,4,60.3,45.5,3.34,10,79,132.840000,10,84.69,51.080000,23.240000,10.140000,138.47064,140.7,43.5,40,217.840000,23.510000

48,11:45-12:00,2.240000,2.260000,10.400000,0.000000,10.140000,31.96,5.01,118.510000,31.97,31.97,2.790000,10,3.33,23.510000,227.5,101.410000,4,61.2,45.5,3.34,10,81,132.840000,10,85.27,51.080000,23.240000,10.140000,139.32732,142.8,43.5,40,217.840000,23.510000

49,12:00-12:15,2.310000,2.410000,10.390000,0.000000,10.140000,31.96,5.01,118.510000,31.97,31.97,2.790000,10,3.33,26.130000,227.5,101.410000,4,62.7,45.5,3.34,10,61,132.840000,10,85.67,51.080000,23.240000,10.140000,140.135325,146.3,43.5,31,217.840000,26.130000

50,12:15-12:30,2.310000,2.410000,10.380000,0.000000,10.120000,31.96,5.01,118.510000,31.97,31.97,2.790000,10,3.33,26.130000,227.5,101.410000,4,64.5,45.5,3.34,10,67,132.840000,10,85.34,51.080000,23.240000,10.120000,139.006065,150.5,43.5,33,217.840000,26.130000

51,12:30-12:45,2.310000,2.410000,10.350000,0.000000,10.090000,31.96,5.01,118.510000,31.97,31.97,2.790000,10,3.33,26.130000,227.5,91.980000,4,66,45.5,3.34,10,75,132.840000,10,85.55,51.080000,25.170000,10.090000,137.04933,154,42,38,189.990000,26.130000

52,12:45-13:00,2.310000,2.410000,10.390000,0.000000,10.130000,31.96,6.7,118.510000,31.97,31.97,2.790000,10,3.33,26.130000,227.5,77.460000,4,67.5,45.5,3.34,10,81,132.840000,10,84.89,51.080000,25.170000,10.130000,134.45982,157.5,40.24,40,189.990000,26.130000

53,13:00-13:15,2.470000,2.490000,10.380000,0.000000,10.130000,31.96,7.3,118.510000,31.97,31.97,2.840000,10,3.33,26.130000,166.88,67.770000,4,70.5,33.37,3.34,10,87,132.840000,10,83.86,51.080000,25.170000,10.130000,130.964955,164.5,39.49,44,189.990000,26.130000

54,13:15-13:30,2.470000,2.490000,10.380000,0.000000,10.120000,31.96,7.91,118.510000,31.97,31.97,2.840000,10,3.33,26.130000,166.88,58.090000,4,70.5,33.37,3.34,10,91,132.840000,10,82.34,51.080000,25.170000,10.120000,126.895725,164.5,38.3,45,189.990000,26.130000

55,13:30-13:45,2.470000,2.490000,10.360000,0.000000,10.100000,32.3,8.86,118.510000,32.3,32.3,2.840000,10,3.33,26.130000,158.54,64.870000,4,70.5,31.71,3.34,10,72,132.840000,10,80.31,50.840000,25.170000,10.100000,117.686415,164.5,36.96,36,203.290000,26.130000

56,13:45-14:00,2.470000,2.490000,10.250000,0.000000,10.000000,32.3,9.65,118.510000,32.3,32.3,2.840000,10,3.33,26.130000,150.21,64.870000,4,69,30.04,3.34,10,79,132.840000,10,78.97,50.840000,25.170000,10.000000,112.195875,161,35.52,39,203.290000,26.130000

57,14:00-14:15,2.470000,2.570000,10.160000,0.000000,9.910000,32.3,10.51,118.510000,32.3,32.3,2.840000,10,3.33,26.130000,146.04,64.870000,4,69.3,29.21,3.34,10,79,132.840000,10,76.85,50.840000,25.170000,9.910000,106.3062,161.7,35,39,203.290000,26.130000

58,14:15-14:30,2.470000,2.570000,10.020000,0.000000,9.780000,32.46,11.46,118.510000,32.47,32.47,2.840000,10,3.33,26.130000,143.54,93.920000,4,65.1,28.71,3.34,10,74,132.840000,10,74,58.090000,25.170000,9.780000,99.66693,151.9,34.5,37,235.850000,26.130000

59,14:30-14:45,2.470000,2.570000,9.790000,0.000000,9.550000,32.46,12.49,118.510000,32.47,32.47,2.840000,10,3.33,26.130000,141.88,101.410000,4,65.4,28.37,3.34,10,81,132.840000,10,70.45,58.090000,25.170000,9.550000,92.550645,152.6,33,41,235.850000,26.130000

60,14:45-15:00,2.470000,2.570000,9.560000,0.000000,9.330000,32.46,12.51,118.510000,32.47,32.47,2.840000,10,3.33,26.130000,137.71,101.410000,4,61.8,27.54,3.34,10,75,132.840000,10,66.68,58.090000,25.170000,9.330000,84.606885,144.2,30,38,235.850000,26.130000

61,15:00-15:15,2.610000,2.640000,9.240000,0.000000,9.020000,32.66,12.44,118.510000,32.67,32.67,2.840000,10,3.33,26.130000,153.46,101.410000,4,51,30.69,3.34,10,77,132.840000,10,61.68,58.090000,26.140000,9.020000,73.90812,119,28.5,39,235.850000,26.130000

62,15:15-15:30,2.610000,2.640000,8.820000,0.000000,8.600000,32.66,8.96,118.510000,32.67,32.67,2.840000,10,3.33,26.130000,138.38,101.410000,4,45,27.67,3.34,10,70,132.840000,10,56.33,58.090000,26.140000,8.600000,64.01736,105,25.4,35,235.850000,26.130000

63,15:30-15:45,2.610000,2.640000,8.160000,0.000000,7.960000,32.66,8.66,118.510000,32.67,32.67,2.840000,10,3.33,26.130000,123.29,101.410000,4,39,24.66,3.34,10,61,132.840000,10,50.49,58.090000,26.140000,7.960000,53.980575,91,23,31,235.850000,26.130000

64,15:45-16:00,2.610000,2.640000,7.220000,0.000000,7.050000,32.66,8.48,118.510000,32.67,32.67,2.840000,10,3.33,26.130000,108.21,101.410000,4,33,21.64,3.34,10,55,132.840000,10,44.19,58.090000,28.080000,7.050000,44.11902,77,20,27,235.850000,26.130000

65,16:00-16:15,2.610000,2.730000,6.190000,0.000000,6.040000,32.66,8.36,118.510000,32.67,32.67,2.890000,10,3.33,24.700000,91.43,101.410000,4,28.5,18.28,3.34,10,45,132.840000,10,37.4,58.090000,28.080000,6.040000,34.61766,66.5,16.5,22,235.850000,24.710000

66,16:15-16:30,2.610000,2.730000,5.130000,0.000000,5.000000,32.66,8.14,118.510000,32.67,32.67,2.890000,10,3.33,30.980000,74.63,101.410000,4,22.2,14.93,3.34,11.67,39,132.840000,11.67,30.56,58.090000,28.080000,5.000000,24.347235,51.8,14,20,235.850000,23.400000

67,16:30-16:45,2.610000,2.730000,4.010000,0.000000,3.920000,30.27,7.97,118.510000,24.41,30,2.890000,10,3.33,30.010000,57.84,101.410000,4,16.5,11.57,3.34,11.67,29,132.840000,11.67,23.33,58.090000,28.080000,3.920000,17.48406,38.5,11,14,235.850000,0.000000

68,16:45-17:00,2.610000,2.730000,3.070000,0.000000,2.990000,14.06,7.73,118.510000,12.88,22,2.890000,10,3.33,30.010000,41.05,101.410000,4,9.9,8.21,3.34,11.67,18,132.840000,11.67,16.59,58.090000,28.080000,2.990000,10.231485,23.1,8,9,235.850000,0.000000

69,17:00-17:15,2.470000,2.730000,2.200000,0.000000,2.150000,4.85,7.37,118.510000,0.6,13,2.890000,10,3.33,30.010000,27.08,101.410000,4,8.4,5.41,3.34,15.34,12,132.840000,15.34,9.48,58.090000,28.080000,2.150000,5.35425,19.6,7,6,235.850000,0.000000

70,17:15-17:30,2.470000,2.730000,1.430000,0.000000,1.390000,1,7.21,118.510000,1,7,2.890000,10,3.33,30.010000,14.51,101.410000,4,4.8,2.9,3.34,18.84,2,132.840000,18.84,6.67,58.090000,29.050000,1.390000,1.73283,11.2,5,1,235.850000,0.000000

71,17:30-17:45,2.470000,2.730000,0.800000,0.000000,0.780000,0.1,7.21,118.510000,0,1,2.890000,10,3.33,30.010000,6.43,101.410000,4,3,1.28,3.34,19.67,1,132.840000,19.67,3.33,58.090000,29.050000,0.780000,0.23364,7,3,0,235.850000,0.000000

72,17:45-18:00,2.470000,2.730000,0.330000,0.000000,0.320000,0,9.18,118.510000,0,0,2.890000,10,3.33,30.010000,2.76,101.410000,4,1.5,0.55,3.34,27.33,0,132.840000,27.33,1,58.090000,29.050000,0.320000,0,3.5,2,0,235.850000,0.000000

73,18:00-18:15,2.470000,2.180000,0.100000,0.000000,0.090000,0,8.94,118.510000,0,0,2.890000,22,7.33,30.500000,1.1,101.410000,6.66,0,0.22,7.34,28.34,0,132.840000,28.34,0.33,58.090000,30.010000,0.090000,0.17523,0,0,0,235.850000,0.000000

74,18:15-18:30,2.470000,2.180000,0.000000,0.000000,0.000000,0,8.52,118.510000,0,0,2.890000,22,7.33,30.500000,0.11,101.410000,6.66,0,0.02,7.34,17.74,0,132.840000,17.74,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,0.000000

75,18:30-18:45,2.470000,2.570000,0.000000,0.000000,0.000000,0,8.06,118.510000,0,0,2.890000,22,7.33,30.500000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,0.000000

76,18:45-19:00,2.470000,2.570000,0.000000,0.000000,0.000000,0,7.65,118.510000,0,0,2.890000,22,7.33,30.500000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,0.000000

77,19:00-19:15,2.390000,2.570000,0.000000,0.000000,0.000000,0,7.21,118.510000,0,0,2.890000,22,7.33,30.500000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,0.000000

78,19:15-19:30,2.390000,2.570000,0.000000,0.000000,0.000000,0,7.21,118.510000,0,0,2.890000,22,7.33,0.000000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,0.000000

79,19:30-19:45,2.390000,2.570000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.890000,22,7.33,24.700000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,24.710000

80,19:45-20:00,2.390000,2.570000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.890000,22,7.33,24.700000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,24.710000

81,20:00-20:15,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,24.700000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,24.710000

82,20:15-20:30,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,24.700000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,24.710000

83,20:30-20:45,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,24.700000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,24.710000

84,20:45-21:00,2.390000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,24.700000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,24.710000

85,21:00-21:15,2.310000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,24.700000,0,101.410000,6.66,0,0,7.34,14.67,0,132.840000,14.67,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,24.710000

86,21:15-21:30,2.310000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,18.75,0,132.840000,18.75,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,26.130000

87,21:30-21:45,2.310000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,18.42,0,132.840000,18.42,0,58.090000,30.010000,0.000000,0,0,0,0,235.850000,26.130000

88,21:45-22:00,2.310000,2.490000,0.000000,0.000000,0.000000,0,6.01,118.510000,0,0,2.840000,22,7.33,26.130000,0,101.410000,6.66,0,0,7.34,16.01,0,132.840000,16.01,0,58.090000,29.050000,0.000000,0,0,0,0,235.850000,26.130000

