Block,Time,DADRI_GF,RAPPB,RAMPUR,SINGRAULI,ANTA_GF,NAPP,KISHANGANGA,CHAMERA2,RIHAND3,CHAMERA1,UNCHAHAR3,PARBATI3,DADRI_RF,SALAL,KOTESHWR,DADRI_LF,AURY_GF,TANDA2,JHAJJAR,RAPPC,RIHAND1,SINGRAULI_HYDRO,AURY_LF,DHAULIGNGA,URI2,TANAKPUR,ANTA_RF,DULHASTI,UNCHAHAR1,UNCHAHAR2,KOLDAM,AURY_CRF,ANTA_LF,SEWA2,BSIUL,URI,RIHAND2,DADRT2,NJPC,AURY_RF,TEHRI,DADRI_CRF,CHAMERA3,UNCHAHAR4,ANTA_CRF,KUDGI,FSTPP I & II,BRBCL,SASAN,KHSTPP-I,TALA,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,25.550895,0.000000,0.000000,12.938057,8.591807,0.000000,0.000000,0.000000,632.379927,25.432968,89.074400,0.592693,0.000000,1.278992,30.883045,5.209110,0.000000,15.954825,9.672318,24.376856,0.000000,0.000000,0.000000,0.000000,0.000000,48.100176,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,19.156679,337.877595,43.489608,3.842786,86.402168,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,25.550895,0.000000,0.000000,12.938057,8.591807,0.000000,0.000000,0.000000,632.379927,25.432968,89.074400,0.592693,0.000000,1.278992,30.883045,5.209110,0.000000,15.954825,9.672318,24.376856,0.000000,0.000000,0.000000,0.000000,0.000000,48.100176,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,16.599073,337.877595,43.489608,3.842786,86.402168,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,25.550895,0.000000,0.000000,12.938057,8.591807,0.000000,0.000000,0.000000,632.379927,25.432968,89.074400,0.592693,0.000000,1.278992,30.883045,6.201321,0.000000,15.954825,9.672318,24.376856,0.000000,0.000000,0.000000,0.000000,0.000000,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,15.623184,337.877595,43.489608,3.842786,91.436808,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,25.550895,0.000000,0.000000,12.938057,8.591807,0.000000,0.000000,0.000000,632.379927,25.432968,89.074400,0.592693,0.000000,1.278992,30.883045,6.201321,0.000000,15.954825,9.672318,24.376856,0.000000,0.000000,0.000000,0.000000,0.000000,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,13.693301,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,12.938057,8.591807,0.000000,0.000000,0.000000,570.904068,25.432968,89.074400,0.592693,0.000000,1.278992,30.883045,11.782510,0.000000,15.954825,6.704882,24.376856,0.000000,0.000000,0.000000,0.000000,0.000000,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,14.373588,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,24.751065,8.591807,0.000000,0.000000,0.000000,507.971068,25.432968,89.074400,0.592693,0.000000,1.278992,30.883045,11.782510,0.000000,15.954825,6.704882,24.376856,0.000000,0.000000,0.000000,0.000000,0.000000,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,14.664851,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,68.627952,8.591807,0.000000,0.000000,0.000000,440.197068,25.432968,89.074400,0.592693,0.000000,1.278992,15.629072,11.782510,0.000000,15.954825,6.704882,24.376856,0.000000,0.000000,0.000000,0.000000,0.000000,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,15.861481,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,68.627952,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,11.782510,0.000000,15.954825,6.704882,24.376856,0.000000,0.000000,0.000000,0.000000,1.065020,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,15.214891,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,68.627952,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,5.581189,0.000000,15.954825,6.704882,30.769009,0.000000,0.000000,0.000000,0.000000,6.313439,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,15.962975,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,68.627952,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,5.581189,0.000000,15.954825,6.704882,37.161162,0.000000,0.000000,0.000000,0.000000,6.313439,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,14.829702,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,24.751065,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,5.581189,0.000000,15.954825,6.704882,41.044124,0.000000,0.000000,0.000000,0.000000,6.313439,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,15.251211,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,24.751065,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,5.581189,0.000000,15.954825,6.704882,41.044124,0.000000,0.000000,0.000000,0.000000,6.313439,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,16.662026,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,24.751065,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,5.581189,0.000000,15.954825,6.704882,41.044124,0.000000,0.000000,0.000000,0.000000,0.000000,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,15.698749,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,24.751065,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,5.581189,0.000000,15.954825,6.704882,41.044124,0.000000,0.000000,0.000000,0.000000,0.000000,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,15.710150,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,24.751065,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,5.581189,0.000000,15.954825,6.704882,41.044124,0.000000,0.000000,0.000000,0.000000,0.000000,48.100176,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,15.040961,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,24.751065,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,5.581189,0.000000,15.954825,6.704882,41.044124,0.000000,0.000000,0.000000,0.000000,0.000000,48.100176,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,16.167172,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,14.126522,0.000000,0.000000,12.938057,8.591807,0.000000,0.000000,0.000000,355.740885,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,5.581189,0.000000,15.954825,5.216274,41.044124,0.000000,0.000000,0.000000,0.000000,0.000000,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,19.364004,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,12.938057,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,14.326649,5.581189,0.000000,15.954825,6.704882,41.044124,0.000000,0.000000,0.000000,0.000000,0.000000,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,19.364004,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,100.208700,0.000000,19.233099,0.000000,0.000000,57.471868,0.000000,17.711864,0.000000,0.000000,12.938057,8.591807,0.000000,0.000000,0.000000,380.168668,25.432968,89.074400,0.592693,0.000000,1.278992,9.768170,5.581189,0.000000,15.954825,6.704882,41.044124,0.000000,0.000000,0.000000,0.000000,0.000000,12.826714,56.726838,330.698489,20.171479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,17.563245,19.364004,337.877595,43.489608,3.842786,95.212788,0,0,0,0,0

