Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/30042024/PTC/OA/32001,NR/01102023/19072037/LT-05,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/04042024/30042024/SJVN040424NR1694,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06)
6,01:15-01:30,0.000000,27.910000,0.000000,30.800000,2.040000,0.000000,100.260000,0.000000,261.290000,2.600000,0.000000,16.050000,2.710000,14.810000,272.120000,40.900000,115.050000,8.000000,86.810000,6.01,0,0,41.33,0,41.33,0,13,0,17.66,0,53,0,0,0,0,0,0,17.67,0,0,0

7,01:30-01:45,0.000000,27.910000,0.000000,30.800000,2.040000,0.000000,100.260000,0.000000,261.290000,2.600000,0.000000,16.050000,2.630000,24.490000,272.120000,40.900000,115.050000,8.000000,86.810000,6.01,0,0,45.33,0,45.33,0,18.66,0,20.84,0,62.5,0,0,0,0,0,0,20.83,0,0,0

8,01:45-02:00,0.000000,27.910000,0.000000,30.800000,2.040000,0.000000,100.260000,0.000000,261.290000,2.600000,0.000000,16.050000,2.630000,24.980000,272.120000,40.900000,115.050000,8.000000,86.810000,6.01,0,0,45.33,0,45.33,0,18.34,0,21,0,63,0,0,0,0,0,0,21,0,0,0

9,02:00-02:15,0.000000,27.910000,0.000000,30.800000,2.040000,0.000000,100.260000,0.000000,261.290000,2.600000,0.000000,16.050000,2.630000,24.760000,272.120000,40.900000,115.050000,7.900000,86.810000,6.01,0,0,46,0,46,0,18.34,0,21.34,0,64,0,0,0,0,0,0,21.33,0,0,0

10,02:15-02:30,0.000000,27.910000,0.000000,30.800000,2.040000,0.000000,100.260000,0.000000,261.290000,2.600000,0.000000,16.050000,2.630000,24.760000,272.120000,40.900000,115.050000,7.900000,86.810000,6.01,0,0,47.33,0,47.33,0,18.34,0,21.66,0,65,0,0,0,0,0,0,21.67,0,0,0

11,02:30-02:45,0.000000,27.910000,0.000000,30.800000,2.040000,0.000000,100.260000,0.000000,261.290000,2.600000,0.000000,16.050000,2.630000,24.760000,272.120000,40.900000,115.050000,7.900000,86.810000,6.01,0,0,39.33,0,39.33,0,17.66,0,20,0,60,0,0,0,0,0,0,20,0,0,0

12,02:45-03:00,0.000000,28.870000,0.000000,30.800000,2.040000,0.000000,100.260000,0.000000,261.290000,2.600000,0.000000,16.050000,2.630000,24.760000,272.120000,40.900000,115.050000,7.900000,86.810000,6.01,0,0,39.67,0,39.67,0,17.34,0,20.16,0,60.5,0,0,0,0,0,0,20.17,0,0,0

13,03:00-03:15,0.000000,28.870000,0.000000,25.630000,2.040000,0.000000,100.260000,0.000000,261.290000,2.520000,0.000000,16.050000,2.550000,25.630000,272.120000,40.900000,115.050000,7.810000,86.810000,6.01,0,0,40,0,40,0,16.34,0,20.34,0,61,0,0,0,0,0,0,20.33,0,0,0

14,03:15-03:30,0.000000,28.870000,0.000000,25.630000,2.040000,0.000000,100.260000,0.000000,261.290000,2.520000,0.000000,16.050000,2.550000,25.630000,272.120000,40.900000,115.050000,7.810000,86.810000,6.01,0,0,40.33,0,40.33,0,16.34,0,20.5,0,61.5,0,0,0,0,0,0,20.5,0,0,0

15,03:30-03:45,0.000000,28.870000,0.000000,25.630000,2.040000,0.000000,100.260000,0.000000,261.290000,2.520000,0.000000,16.050000,2.550000,25.630000,272.120000,40.900000,115.050000,7.810000,86.810000,6.01,0,0,46,0,46,0,16.34,0,20.66,0,62,0,0,0,0,0,0,20.67,0,0,0

16,03:45-04:00,0.000000,28.870000,0.000000,25.630000,2.040000,0.000000,100.260000,0.000000,261.290000,2.520000,0.000000,16.050000,2.550000,25.630000,272.120000,40.900000,115.050000,7.810000,86.810000,6.01,0,0,45.67,0,45.67,0,16.34,0,20.66,0,62,0,0,0,0,0,0,20.67,0,0,0

17,04:00-04:15,0.000000,28.870000,0.000000,25.630000,1.940000,0.000000,100.260000,0.000000,261.290000,2.520000,0.000000,16.050000,2.550000,25.630000,272.120000,40.900000,115.050000,7.810000,86.810000,6.01,0,0,53.33,0,53.33,0,20,0,25,0,75,0,0,0,0,0,0,25,0,0,0

18,04:15-04:30,0.000000,28.870000,0.000000,25.630000,1.940000,0.000000,100.260000,0.000000,261.290000,2.520000,0.000000,16.050000,2.550000,25.630000,272.120000,40.900000,115.050000,7.810000,86.810000,6.01,0,0,52.67,0,52.67,0,19.66,0,24.66,0,74,0,0,0,0,0,0,24.67,0,0,0

19,04:30-04:45,0.000000,28.870000,0.000000,25.630000,1.940000,0.000000,100.260000,0.000000,261.290000,2.520000,0.000000,16.050000,2.550000,25.630000,272.120000,40.900000,106.940000,7.810000,86.810000,6.01,0,0,52,0,52,0,19.66,0,24.5,0,73.5,0,0,0,0,0,0,24.5,0,0,0

20,04:45-05:00,0.000000,28.870000,0.000000,25.630000,1.940000,0.000000,100.260000,0.000000,261.290000,2.520000,0.000000,16.050000,2.550000,25.630000,272.120000,40.900000,106.940000,7.810000,86.810000,6.01,0,0,51.67,0,51.67,0,19.34,0,24.34,0,73,0,0,0,0,0,0,24.33,0,0,0

21,05:00-05:15,0.000000,27.910000,0.000000,25.630000,1.940000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.470000,25.630000,272.120000,40.900000,106.940000,7.720000,86.810000,6.01,0,0,43.33,0,43.33,0,19.34,0,24.16,0,72.5,0,0,0,0,0,0,24.17,0,0,0

22,05:15-05:30,0.000000,27.910000,0.000000,30.800000,1.940000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.470000,24.760000,272.120000,40.900000,106.940000,7.720000,86.810000,6.01,0,0,43.67,0,43.67,0,19,0,24,0,72,0,0,0,0,0,0,24,0,0,0

23,05:30-05:45,0.000000,27.910000,0.000000,30.800000,1.940000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.470000,22.130000,272.120000,40.900000,106.940000,7.720000,86.810000,6.01,0,0,44,0,44,0,18.66,0,23.84,0,71.5,0,0,0,0,0,0,23.83,0,0,0

24,05:45-06:00,0.000000,27.910000,0.000000,30.800000,1.940000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.470000,22.130000,272.120000,40.900000,106.940000,7.720000,86.810000,6.01,0,0,44.33,0,44.33,0,18.66,0,23.5,0,70.5,0,0,0,0,0,0,23.5,0,0,0

25,06:00-06:15,0.000000,26.950000,0.000000,30.800000,1.940000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.470000,3.260000,272.120000,40.900000,106.940000,7.720000,86.810000,6.01,0,0,45,0,45,0,18.34,0,23.34,0.350604,70,0,0,0,0,0,0,23.33,0,0,0

26,06:15-06:30,0.000000,26.950000,0.000000,30.800000,1.940000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.470000,3.260000,272.120000,40.900000,106.940000,7.720000,86.810000,6.01,0.5,0,46,0,46,0,18.34,1,23,2.775615,69,0,0,2.72,0,0,0,23,0,0,1

27,06:30-06:45,0.000000,25.980000,0.000000,30.800000,1.940000,0.000000,100.260000,0.000000,261.290000,2.450000,0.000000,16.050000,2.470000,3.260000,272.120000,40.900000,106.940000,7.720000,86.810000,6.01,5,0,47.33,1.83,47.33,0.5,18.66,1,22.84,6.447218,68.5,1,0.05,6.72,0,0,0.26,22.83,0,0,6.78

28,06:45-07:00,0.000000,25.980000,0.190000,30.800000,1.940000,0.000000,100.260000,0.190000,261.290000,2.450000,0.190000,16.050000,2.470000,3.260000,272.120000,40.900000,106.940000,7.720000,86.810000,6.01,15,0,48.33,3.3,48.33,1,18.34,7,22.66,10.274645,68,3,0.86,12.48,0,0,4.28,22.67,0,0,12.45

29,07:00-07:15,0.000000,25.020000,0.720000,30.800000,1.940000,0.000000,100.260000,0.720000,261.290000,2.450000,0.730000,16.050000,2.470000,12.890000,272.120000,40.900000,106.940000,7.620000,86.810000,6.01,25,1,49.33,5.39,49.33,3.5,17.66,14,22.5,14.832497,67.5,6,2.16,20.16,0,2,10.83,22.5,0,0,20.1

30,07:15-07:30,0.000000,25.020000,1.340000,30.800000,1.940000,0.000000,100.260000,1.340000,261.290000,2.450000,1.380000,16.050000,2.470000,12.890000,272.120000,40.900000,106.940000,7.620000,86.810000,6.01,28.89,4,48.67,10.41,48.67,6,18,21,22,20.685636,66,9,3.87,28.88,0,9,19.33,22,0,0,29.17

31,07:30-07:45,0.000000,25.020000,2.130000,30.800000,1.940000,0.000000,100.260000,2.130000,259.710000,2.450000,2.190000,16.050000,2.470000,12.890000,272.120000,40.900000,106.940000,7.620000,86.810000,6.01,30.39,7,48.33,16.79,48.33,7.84,21,28,24.16,26.840684,72.5,12,6.02,30.38,0,15,30.13,24.17,0,0,30.67

32,07:45:08:00,0.000000,25.020000,3.070000,30.800000,1.940000,0.000000,100.260000,3.070000,259.710000,2.450000,3.140000,16.050000,2.470000,24.760000,272.120000,40.900000,84.870000,7.620000,67.880000,6.01,30.39,11,48,24.19,48,12.35,20.66,41,23.84,34.739013,71.5,17,8.69,30.38,0,21,43.45,23.83,0,0,30.67

33,08:00-08:15,0.000000,25.020000,4.250000,30.800000,1.850000,0.000000,100.260000,4.250000,259.710000,2.380000,4.350000,16.050000,2.470000,23.650000,272.120000,40.900000,84.870000,7.620000,86.810000,6.01,30.39,15,47.67,32.21,47.67,15.85,20.34,53,23.66,42.822383,71,22,11.57,30.38,0,30,57.87,23.67,0,0,30.67

34,08:15-08:30,0.000000,25.020000,5.380000,30.800000,1.850000,0.000000,100.260000,5.380000,259.710000,2.380000,5.510000,16.050000,2.470000,23.650000,272.120000,40.900000,106.940000,7.620000,86.810000,6.01,30.39,19,47.33,40.36,47.33,20.02,20,71,23.5,50.769407,70.5,31,14.62,30.38,0,38,73.09,23.5,0,0,30.67

35,08:30-08:45,0.000000,25.980000,6.510000,30.800000,1.850000,0.000000,100.260000,6.510000,259.710000,2.380000,6.680000,16.050000,2.470000,23.650000,272.120000,40.900000,106.940000,7.620000,76.310000,6.01,31.39,22,47,36.67,47,22.63,23.34,81,25,58.62878,75,34,16.99,31.38,0,44,84.95,25,0,0,31.67

36,08:45:09:00,0.000000,25.980000,7.860000,30.800000,1.850000,0.000000,100.260000,7.860000,259.710000,2.380000,8.050000,16.050000,2.470000,23.650000,272.120000,40.900000,106.940000,7.620000,76.310000,6.01,31.39,25,46.67,43.33,46.67,25.94,23,91,24.66,66.176505,74,39,20.23,31.38,0,51,101.14,24.67,0,0,31.67

37,09:00:09:15,0.000000,25.980000,9.230000,30.800000,1.850000,0.000000,100.260000,9.230000,259.710000,2.380000,9.460000,16.050000,2.630000,23.650000,272.120000,40.900000,106.940000,7.620000,57.430000,6.01,31.39,30,53.33,50,53.33,29.02,22.66,123,24.34,86.423886,73,52,22.7,31.38,53.19,60,113.49,24.33,0,0,31.67

38,09:15-09:30,0.000000,25.980000,10.290000,30.800000,1.850000,0.000000,100.260000,10.290000,259.710000,2.380000,10.550000,16.050000,2.630000,23.650000,272.120000,40.900000,106.940000,7.620000,57.430000,6.01,31.39,33,52,56.67,52,31.71,22,137,23.84,93.78657,71.5,58,24.54,31.38,53.19,67,122.72,23.83,0,0,31.67

39,09:30-09:45,0.000000,25.980000,11.300000,30.800000,1.850000,0.000000,100.260000,11.300000,259.710000,2.380000,11.570000,16.050000,2.630000,23.650000,272.120000,40.900000,106.940000,7.620000,57.430000,5.01,31.39,35,51.33,63.33,51.33,34.34,21.34,151,23.34,100.710999,70,64,29.42,31.38,53.19,70,147.11,23.33,0,0,31.67

40,09:45-10:00,0.000000,25.980000,12.200000,30.800000,1.850000,0.000000,100.260000,12.200000,259.710000,2.380000,12.500000,16.050000,2.630000,23.650000,272.120000,40.900000,106.940000,7.620000,57.430000,5.01,31.71,37,50.67,70,50.67,36.54,20.66,161,22.84,106.83683,68.5,69,31.38,31.72,53.19,75,156.9,22.83,0,0,32

41,10:00-10:15,0.000000,26.950000,9.800000,30.800000,1.850000,0.000000,96.240000,9.800000,259.710000,2.380000,10.040000,16.050000,2.630000,23.650000,272.120000,40.900000,84.870000,7.620000,57.430000,5.01,31.71,39,50.33,76.67,50.33,38.46,21.66,158,24.5,111.005122,73.5,67,33.66,31.72,53.19,78,168.28,24.5,0,0,32

42,10:15-10:30,0.000000,26.950000,10.510000,30.800000,1.850000,0.000000,100.260000,10.510000,259.710000,2.380000,10.760000,16.050000,2.630000,23.650000,272.120000,40.900000,70.160000,7.620000,57.430000,5.01,31.71,41,49.33,80,49.33,40.3,21.66,168,24.34,114.72542,73,72,36.32,31.72,53.19,82,181.62,24.33,0,0,32

43,10:30-10:45,0.000000,26.950000,11.130000,25.350000,1.850000,0.000000,100.260000,11.130000,259.710000,2.380000,11.400000,16.050000,2.550000,25.350000,272.120000,40.900000,70.160000,7.620000,57.430000,5.01,31.71,43,48,83.33,48,38,21.66,172,24.16,108.424287,72.5,73,38.44,31.72,53.19,87,192.23,24.17,0,0,32

44,10:45-11:00,0.000000,26.950000,11.670000,25.350000,1.850000,0.000000,86.620000,11.670000,239.500000,2.380000,11.970000,16.050000,2.550000,25.350000,272.120000,40.900000,70.160000,7.620000,56.990000,5.01,31.71,43,47.67,86.67,47.67,40,21.66,175,23.84,111.735547,71.5,75,40.03,31.72,53.19,87,200.18,23.83,0,0,32

45,11:00-11:15,0.000000,26.950000,12.150000,25.630000,1.850000,0.000000,91.430000,12.150000,229.880000,2.300000,12.450000,16.050000,2.550000,25.630000,272.120000,40.900000,70.160000,7.540000,56.990000,5.01,31.71,45,47.33,92.08,47.33,43,21.66,179,23.5,114.559857,70.5,76,41.63,31.72,53.19,89,208.17,23.5,0,0,32

46,11:15-11:30,0.000000,26.950000,12.550000,25.630000,1.850000,0.000000,52.930000,12.550000,201.010000,2.300000,12.860000,16.050000,2.550000,25.630000,272.120000,40.900000,70.160000,7.540000,56.990000,5.01,31.71,45,47.33,92.04,47.33,44.74,21.34,182,23.16,116.585569,69.5,78,44.17,31.72,53.19,89,220.83,23.17,0,0,32

47,11:30-11:45,0.000000,26.950000,12.890000,25.630000,1.850000,0.000000,52.930000,12.890000,201.010000,2.300000,13.220000,16.050000,2.550000,25.630000,272.120000,40.900000,70.160000,7.540000,38.060000,5.01,31.71,45,47.33,76.67,47.33,44.45,21,186,22.84,117.705554,68.5,79,40.17,31.72,53.19,89,200.86,22.83,0,0,32

48,11:45-12:00,0.000000,26.950000,13.170000,25.630000,1.850000,0.000000,52.930000,13.170000,201.010000,2.300000,13.500000,16.050000,2.550000,25.630000,272.120000,40.900000,70.160000,7.540000,38.060000,5.01,31.71,45,47,78.33,47,44.43,20.66,186,22.5,118.387284,67.5,79,40.19,31.72,53.19,89,200.96,22.5,0,0,32

49,12:00-12:15,0.000000,26.950000,12.200000,25.630000,1.850000,0.000000,52.930000,12.200000,201.010000,2.300000,12.500000,16.050000,2.550000,25.630000,272.120000,40.900000,70.160000,7.540000,38.060000,5.01,31.71,45,49.33,80,49.33,40,20.34,186,22.34,94.049523,67,79,40.16,31.72,53.19,89,200.81,22.33,0,0,32

50,12:15-12:30,0.000000,26.950000,11.930000,25.630000,1.850000,0.000000,52.930000,11.930000,201.010000,2.300000,12.220000,16.050000,2.550000,25.630000,272.120000,40.900000,70.160000,7.540000,38.060000,5.61,31.71,45,50.33,81.67,50.33,40,20.34,186,22.34,93.825526,67,79,40.1,31.72,53.19,89,200.52,22.33,0,0,32

51,12:30-12:45,0.000000,26.950000,11.650000,25.630000,1.850000,0.000000,52.930000,11.650000,201.010000,2.300000,11.950000,12.260000,2.550000,25.630000,272.120000,40.900000,70.160000,7.540000,38.060000,7.21,31.71,40,56.67,73.33,56.67,40,23.34,161,29.16,93.173013,87.5,69,40.06,31.72,53.19,80,200.29,29.17,0,0,32

52,12:45-13:00,0.000000,26.950000,11.350000,25.630000,1.850000,0.000000,52.930000,11.350000,201.010000,2.300000,11.640000,12.260000,2.550000,25.630000,272.120000,40.900000,70.160000,7.540000,38.060000,7.61,31.71,40,56.67,76.67,56.67,42,23.34,168,28.84,92.286764,86.5,72,40.04,31.72,53.19,80,200.18,28.83,0,0,32

53,13:00-13:15,0.000000,26.950000,9.550000,25.630000,1.940000,0.000000,52.930000,9.550000,109.710000,2.380000,9.790000,12.260000,2.630000,25.630000,230.980000,40.900000,70.160000,7.540000,38.060000,8.01,31.71,37,63.67,80,63.67,39,23.34,158,28.34,91.984855,85,67,40.05,31.72,53.19,75,200.24,28.33,0,0,32

54,13:15-13:30,0.000000,26.950000,9.550000,25.630000,1.940000,0.000000,52.930000,9.550000,109.710000,2.380000,9.790000,12.260000,2.630000,25.630000,192.480000,40.900000,70.160000,7.540000,38.060000,8.61,31.71,38,63.33,83.33,63.33,39,23.34,161,28.34,89.959143,85,69,40.08,31.72,53.19,77,200.42,28.33,0,0,32

55,13:30-13:45,0.000000,26.950000,9.550000,25.630000,1.940000,0.000000,52.930000,9.550000,109.710000,2.380000,9.790000,12.260000,2.630000,25.630000,230.980000,40.900000,70.160000,7.540000,38.060000,9.01,31.71,38,64,89.29,64,39,23,161,28.34,80.599964,85,69,40.14,31.72,53.19,77,200.71,28.33,0,0,32

56,13:45-14:00,0.000000,26.950000,9.550000,25.630000,1.940000,0.000000,52.930000,9.550000,109.710000,2.380000,9.790000,12.260000,2.630000,25.630000,272.120000,40.900000,70.160000,7.540000,38.060000,9.41,31.71,39,63.67,89.33,63.67,38,22.34,165,28,77.454267,84,70,40.18,31.72,53.19,78,200.92,28,0,0,32

57,14:00-14:15,0.000000,26.950000,9.550000,25.630000,1.940000,0.000000,52.930000,9.550000,138.590000,2.380000,9.790000,12.260000,2.630000,25.630000,272.120000,40.900000,70.160000,7.540000,56.990000,10.41,31.71,42,63.33,60,63.33,34,22,175,31.66,72.993805,95,75,40.13,31.72,53.19,83,200.64,31.67,0,0,32

58,14:15-14:30,0.000000,27.910000,9.550000,25.630000,1.940000,0.000000,52.930000,9.550000,165.480000,2.380000,9.790000,12.260000,2.630000,25.630000,272.120000,40.900000,70.160000,7.540000,56.990000,11.61,31.71,42,63.33,61.67,63.33,34,21,175,31.66,69.117683,95,75,39.94,31.72,53.19,83,199.7,31.67,0,0,32

59,14:30-14:45,0.000000,27.910000,9.550000,25.630000,1.940000,0.000000,100.260000,9.550000,201.010000,2.380000,9.790000,12.260000,2.630000,25.630000,272.120000,40.900000,70.160000,7.540000,67.930000,12.41,31.71,37,63,81.81,63,34,21,154,31.5,65.290256,94.5,66,42.66,31.72,53.19,73,213.33,31.5,0,0,31.72

60,14:45-15:00,0.000000,27.910000,9.070000,25.630000,1.940000,0.000000,100.260000,9.070000,201.010000,2.380000,9.300000,12.260000,2.630000,25.630000,272.120000,40.900000,70.160000,7.540000,67.930000,13,31.71,36,62.67,80.11,62.67,33,21,147,31.34,61.423873,94,63,41.71,31.72,53.19,71,208.53,31.33,0,0,31.72

61,15:00-15:15,0.000000,27.910000,9.070000,25.980000,2.040000,0.000000,100.260000,9.070000,249.130000,2.450000,9.300000,16.050000,2.710000,25.980000,272.120000,40.900000,106.940000,7.540000,67.930000,13.6,31.71,37,59.33,76.69,59.33,31,21.34,154,31.5,85.391552,94.5,66,39.05,31.72,53.19,73,195.24,31.5,0,0,31.72

62,15:15-15:30,0.000000,27.910000,9.070000,25.980000,2.040000,0.000000,100.260000,9.070000,261.290000,2.450000,9.300000,16.050000,2.710000,25.980000,272.120000,40.900000,106.940000,7.540000,67.930000,13.8,31.71,35,59,72.19,59,30,21.34,147,31.16,77.804871,93.5,63,36.8,31.72,53.19,70,184.01,31.17,0,0,31.72

63,15:30-15:45,0.000000,28.870000,9.820000,25.980000,2.040000,0.000000,100.260000,9.820000,261.290000,2.450000,10.060000,16.050000,2.710000,25.980000,272.120000,40.900000,106.940000,7.540000,86.810000,14,31.71,32,59,67.34,59,26,24.34,133,27.5,69.935759,82.5,57,27.61,31.72,53.19,63,138.04,27.5,0,0,31.72

64,15:45-16:00,0.000000,28.870000,7.640000,25.980000,2.040000,0.000000,100.260000,7.640000,261.290000,2.450000,7.830000,16.050000,2.710000,25.980000,272.120000,40.900000,106.940000,7.540000,86.810000,14,31.71,28,59.33,62.23,59.33,25,25,119,27.16,62.417251,81.5,51,28.74,31.72,53.19,57,143.71,27.17,0,0,31.72

65,16:00-16:15,0.000000,29.830000,7.360000,24.670000,2.130000,0.000000,100.260000,7.360000,261.290000,2.450000,7.540000,16.050000,2.710000,23.740000,272.120000,40.900000,106.940000,7.620000,86.810000,14.03,31.71,26,63,56.91,63,23,26.34,110,31,55.356476,93,47,16.67,31.72,53.19,51,83.33,31,0,0,31.72

66,16:15-16:30,0.000000,29.830000,6.860000,24.670000,2.130000,0.000000,100.260000,6.860000,261.290000,2.450000,7.030000,16.050000,2.710000,23.740000,272.120000,40.900000,106.940000,7.620000,86.810000,14.07,31.71,22,62,51.31,62,21,26,95,30.34,48.782651,91,41,15,31.72,53.19,45,75,30.33,0,0,31.72

67,16:30-16:45,0.000000,29.830000,6.370000,23.740000,2.130000,0.000000,100.260000,6.370000,261.290000,2.450000,6.530000,16.050000,2.870000,23.740000,272.120000,40.900000,80.160000,7.620000,86.810000,14.12,31.71,21,61.67,45.44,61.67,19,25.66,88,29.84,40.650586,89.5,37,21.82,31.72,53.19,41,109.09,29.83,0,0,31.72

68,16:45-17:00,0.000000,29.830000,5.040000,16.070000,2.130000,0.000000,100.260000,5.040000,261.290000,2.450000,5.170000,16.050000,2.870000,16.070000,272.120000,40.900000,88.650000,7.620000,86.810000,14.34,31.71,17,61,38.89,61,15.5,25.34,74,29,33.463204,87,31,18.51,31.72,53.19,35,92.57,29,0,0,31.72

69,17:00-17:15,0.000000,29.830000,3.580000,18.000000,2.130000,0.000000,100.260000,3.580000,261.290000,2.600000,3.680000,16.050000,2.870000,18.000000,272.120000,40.900000,106.940000,7.720000,67.880000,14.1,33,14,60.67,27.74,60.67,12.5,25,60,28,26.158954,84,25,16.23,25.01,0,28,81.13,28,0,0,22.38

70,17:15-17:30,0.000000,29.830000,2.520000,18.000000,2.130000,0.000000,100.260000,2.520000,261.290000,2.600000,2.580000,16.050000,2.870000,18.000000,272.120000,40.900000,106.940000,7.720000,67.880000,14.07,22,11,60.67,22.5,60.67,10,24.34,42,26.84,17.997672,80.5,18,12.72,16.83,0,21,63.6,26.83,0,0,15.49

71,17:30-17:45,0.000000,29.830000,1.780000,8.560000,2.130000,0.000000,100.260000,1.780000,261.290000,2.600000,1.810000,16.050000,2.320000,8.560000,272.120000,40.900000,106.940000,7.720000,86.810000,16.03,7,8,60.33,17.27,60.33,9,25,28,26,13.14765,78,12,9.55,9.41,0,17,47.76,26,0,0,8.54

