Block,Time,BSIUL,KOLDAM,NNTPP,RAMPUR,SIMHST1,UNCHAHAR3,AURY_CRF,AURY_LF,DADRI_RF,DADRT2,KGSU3AND4,KHSTPP-I,NLCEXP,RIHAND3,TANDA2,TelanganaSTPP,VALLURNTECL,JHAJJAR,KKNPPU2,KOTESHWR,NLCIIST1,SINGRAULI_HYDRO,TALA,TEHRI,ANTA_CRF,ANTA_LF,CHAMERA1,NLCIIST2,RAPPC,RSTPSU1TO6,SALAL,SEWA2,TANAKPUR,UNCHAHAR4,AURY_RF,RAPPB,SINGRAULI,URI,ANTA_GF,ANTA_RF,DADRI_CRF,DADRI_LF,BRBCL,CHAMERA2,DULHASTI,NLCTS2EXP,RSTPSU7,SIMHST2,TALST2,UNCHAHAR2,URI2,DHAULIGNGA,FSTPP I & II,KGSU1AND2,KISHANGANGA,KKNP,KUDGI,MAPS,NJPC,PARBATI3,RIHAND1,UNCHAHAR1,CHAMERA3,KHSTPP-II,NAPP,NTPL,RIHAND2,SASAN,AURY_GF,DADRI_GF
65,16:00-16:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.74,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,0.66,0,42.73,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

66,16:15-16:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.74,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,0.66,0,42.73,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,23.39,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

67,16:30-16:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.74,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,0.66,0,42.73,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,42.61,0,92,10.28,0,148.3,43.79,0,118.76,360,0,0

68,16:45-17:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.74,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,0.66,0,42.73,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,46.5,0,83.8,10.28,0,148.3,43.79,0,118.76,360,0,0

69,17:00-17:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,17.75,0,0.36,0,45.74,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,0.66,0,43.05,0,23.56,20,0,16.48,0,0,0,0,42.39,4.31,7.92,19.46,0,0,0,0,0,70.17,0,87.8,10.28,0,148.3,43.79,0,118.76,360,0,0

70,17:15-17:30,2.2,0,0,0,0,26.4,0,0,69.05,683.14,0,33.69,0,124.33,0,0,0,434.65,0,26.62,0,0.36,0,45.74,0,0,13.24,0,53.3,0,1.4,0,0,0,53.75,0,104.15,0.66,0,43.37,0,23.56,20,3.74,32.96,0,0,0,0,42.39,4.31,17.56,19.46,0,0,0,0,0,93.56,0,92,10.28,9.68,148.3,43.79,0,118.76,360,0,0

71,17:30-17:45,13.04,0,0,0,0,26.4,0,0,69.05,683.14,0,31.57,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,60.73,0,0,24.09,0,53.3,0,1.4,7.9,0,0,53.75,0,104.15,0.66,0,43.89,0,23.56,20,26.34,32.96,0,0,0,0,42.39,4.31,27.41,19.46,0,0,0,0,0,116.95,0,92,10.28,19.38,148.3,43.79,0,118.76,360,0,0

72,17:45-18:00,13.04,0,0,0,0,26.4,0,0,69.05,683.14,0,31.57,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,60.73,0,0,24.09,0,53.3,0,1.4,7.9,0,0,53.75,0,104.15,0.66,0,43.89,0,23.56,20,26.34,32.96,0,0,0,0,42.39,4.31,27.41,19.46,0,0,0,0,0,116.95,0,92,10.28,19.38,148.3,43.79,0,118.76,360,0,0

73,18:00-18:15,13.04,0,0,0,0,26.4,0,0,69.05,683.14,0,31.57,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,60.73,0,0,24.09,0,53.3,0,1.4,7.9,0,0,53.75,0,104.15,0.66,0,43.89,0,23.56,20,39.51,32.96,0,0,0,0,42.39,4.31,27.41,19.46,0,0,0,0,0,116.95,0,92,10.28,19.38,148.3,43.79,0,118.76,339.75,0,0

74,18:15-18:30,13.04,0,0,0,0,26.4,0,0,69.05,682.79,0,31.57,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,60.73,0,0,13.24,0,53.3,0,1.4,7.9,0,0,53.75,0,104.15,0.66,0,43.89,0,23.56,20,39.51,32.96,0,0,0,0,42.39,4.31,27.41,19.46,0,0,0,0,0,116.95,0,92,10.28,19.38,148.3,43.79,0,118.76,319.5,0,0

75,18:30-18:45,13.04,0,0,0,0,26.4,0,0,69.05,682.79,0,31.57,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,60.73,0,0,0,0,53.3,0,1.4,7.9,0,0,53.75,0,104.15,3.31,0,44.1,0,23.56,20,39.51,32.96,0,0,0,0,42.39,4.31,17.81,19.46,0,0,0,0,0,116.95,0,92,10.28,19.38,148.3,43.79,0,118.76,308.25,0,0

76,18:45-19:00,13.04,0,0,0,0,26.4,0,0,69.05,682.79,0,31.57,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,60.73,0,0,0,0,53.3,0,1.4,0,0,0,53.75,0,104.15,3.31,0,44.1,0,23.56,20,39.51,32.96,0,0,0,0,42.39,4.31,9.11,19.46,0,0,0,0,0,93.56,0,92,10.28,19.38,148.3,43.79,0,118.76,297,0,0

77,19:00-19:15,2.2,0,0,0,0,26.4,0,0,69.05,682.79,0,32.17,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,60.73,0,0,0,0,53.3,0,4.65,0,0,0,53.75,0,104.15,26.49,0,44.1,0,23.56,20,2.66,16.48,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,70.17,3.82,92,8.86,9.68,148.3,43.79,0,118.76,285.75,0,0

78,19:15-19:30,0,0,0,0,0,26.4,0,0,69.05,682.79,0,32.17,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,60.73,0,0,0,0,53.3,0,27.89,0,0,0,53.75,0,104.15,26.49,0,44.1,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,19.46,0,0,0,0,0,40.62,16.54,92,8.86,9.68,148.3,43.79,0,118.76,274.5,0,0

79,19:30-19:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,32.17,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,45.74,0,0,0,0,53.3,0,27.89,0,0,0,53.75,0,104.15,26.49,0,44.21,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,19.46,0,0,0,0,0,18.94,16.54,92,8.86,9.68,148.3,43.79,0,118.76,263.25,0,0

80,19:45-20:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,32.17,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,45.74,0,0,0,0,53.3,0,27.89,0,0,0,53.75,0,104.15,26.49,0,44.21,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,19.46,0,0,0,0,0,0,16.54,92,8.86,9.68,148.3,43.79,0,118.76,249.75,0,0

81,20:00-20:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,32.17,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,45.74,0,0,0,0,53.3,0,27.89,0,0,0,53.75,0,104.15,26.49,0,44.21,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,19.46,0,0,0,0,0,0,16.54,92,8.86,9.68,148.3,43.79,0,118.76,236.25,0,0

82,20:15-20:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,32.17,0,124.33,0,0,0,434.65,0,39.05,0,0.36,0,45.74,0,0,0,0,53.3,0,27.89,0,0,0,53.75,0,104.15,26.49,0,44.21,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,19.46,0,0,0,0,0,0,16.54,92,8.86,0,148.3,43.79,0,118.76,236.25,0,0

83,20:30-20:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,32.17,0,124.33,0,0,0,434.65,0,19.72,0,0.36,0,45.74,0,0,0,0,53.3,0,27.89,0,0,0,53.75,0,104.15,3.31,0,44.21,0,23.56,20,0,0,0,0,0,0,42.39,10.76,0,19.46,0,0,0,0,0,0,16.54,92,8.86,0,148.3,43.79,0,118.76,236.25,0,0

84,20:45-21:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,32.17,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.74,0,0,0,0,53.3,0,4.65,0,0,0,53.75,0,104.15,3.31,0,44.21,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,3.57,92,8.86,0,148.3,43.79,0,118.76,236.25,0,0

85,21:00-21:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,32.17,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.74,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,7.73,0,44.31,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,8.86,0,148.3,43.79,0,118.76,236.25,0,0

86,21:15-21:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,32.17,0,124.33,0,0,0,434.65,0,8.87,0,0.36,0,45.74,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,7.73,0,44.31,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,8.86,0,148.3,43.79,0,118.76,236.25,0,0

87,21:30-21:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,32.17,0,124.33,0,0,0,434.65,0,8.87,0,0,0,15.31,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,7.73,0,44.31,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,8.86,0,148.3,43.79,0,118.76,236.25,0,0

88,21:45-22:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,32.17,0,124.33,0,0,0,434.65,0,8.87,0,0,0,15.31,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,7.73,0,44.31,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,8.86,0,148.3,43.79,0,118.76,236.25,0,0

89,22:00-22:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.08,0,124.33,0,0,0,434.65,0,8.87,0,0,0,15.31,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,7.73,0,44.42,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,236.25,0,0

90,22:15-22:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.08,0,124.33,0,0,0,434.65,0,8.87,0,0,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,7.73,0,44.62,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,236.25,0,0

91,22:30-22:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.08,0,124.33,0,0,0,434.65,0,8.87,0,0,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,7.73,0,44.62,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,236.25,0,0

92,22:45-23:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.08,0,124.33,0,0,0,434.65,0,8.87,0,0,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,7.73,0,44.62,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,236.25,0,0

93,23:00-23:15,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.08,0,124.33,0,0,0,434.65,0,8.87,0,0,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,3.31,0,44.62,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,236.25,0,0

94,23:15-23:30,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.08,0,124.33,0,0,0,434.65,0,8.87,0,0,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,3.31,0,44.84,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,236.25,0,0

95,23:30-23:45,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.08,0,124.33,0,0,0,434.65,0,8.87,0,0,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,3.31,0,44.84,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,236.25,0,0

96,23:45-24:00,0,0,0,0,0,26.4,0,0,69.05,683.14,0,33.08,0,124.33,0,0,0,434.65,0,8.87,0,0,0,0,0,0,0,0,53.3,0,1.4,0,2.05,0,53.75,0,104.15,3.31,0,44.84,0,23.56,20,0,0,0,0,0,0,42.39,4.31,0,19.46,0,0,0,0,0,0,0,92,10.28,0,148.3,43.79,0,118.76,236.25,0,0

