Block,Time,BSIUL,KUDGI,RAPPB,TALA,TALST2,URI2,ANTA_LF,DADRI_CRF,BRBCL,KKNP,RAPPD,SASAN,TANAKPUR,AURY_RF,CHAMERA1,KHSTPP-II,NLCEXP,NLCIIST1,NLCIIST2,NNTPP,PARBATI3,RIHAND1,RIHAND2,RSTPSU1TO6,TelanganaSTPP,CHAMERA3,KGSU3AND4,KKNPPU2,RAMPUR,RSTPSU7,SIMHST1,AURY_CRF,DADRI_GF,DADRI_LF,CHAMERA2,DADRT2,DULHASTI,FSTPP I & II,KISHANGANGA,KOTESHWR,NAPP,PARBATI2,SALAL,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,ANTA_GF,AURY_GF,AURY_LF,JHAJJAR,KOLDAM,RAPPC,RIHAND3,UNCHAHAR2,URI,KGSU1AND2,MAPS,NJPC,NLCTS2EXP,NTPL,SEWA2,TEHRI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_CRF,DADRI_RF,DHAULIGNGA,KHSTPP-I,TANDA2,UNCHAHAR3,ANTA_RF
57,14:00-14:15,19.56,0,0,7.64,0,35.34,0,0,20,0,30,365.62,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,0,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,0,0,0,12.61,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.230000000000004

58,14:15-14:30,19.56,0,0,7.64,0,35.34,0,0,20,0,30,373.5,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,1.1,0,0,0,0,0,0,688.92,59.5,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,27.66,0,0,12.61,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.230000000000004

59,14:30-14:45,19.56,0,0,7.64,0,35.34,0,0,20,0,30,381.38,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,1.1,0,0,0,0,0,0,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,27.66,0,0,12.61,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.230000000000004

60,14:45-15:00,19.56,0,0,7.64,0,35.34,0,0,20,0,30,389.25,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,1.1,0,0,0,0,0,0,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,447.11,0,68.56,130.79,45,49.68,0,0,27.66,0,0,12.61,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.230000000000004

61,15:00-15:15,19.56,0,0,7.64,0,35.34,0,0,20,0,30,397.12,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,0,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,475.24,0,68.56,130.79,45,49.68,0,0,55.33,0,0,18.9,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.230000000000004

62,15:15-15:30,19.56,0,0,7.64,0,35.34,0,0,20,0,30,405,0.77,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,0,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,475.24,0,68.56,130.79,45,49.68,0,0,55.33,0,0,18.9,0,21.64,3.2,0,0,98.4,0,45.53,5.7,27.68,47.230000000000004

63,15:30-15:45,19.56,0,0,7.64,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,0,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,0,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,487.13,0,68.56,130.79,45,49.68,0,0,55.33,0,0,18.9,11.96,21.64,3.2,0,0,73.80000000000001,0,45.53,5.7,27.68,47.230000000000004

64,15:45-16:00,19.56,0,0,7.64,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,12.64,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,0,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,487.13,0,68.56,130.79,45,49.68,0,0,55.33,0,0,18.9,11.96,21.64,3.2,0,0,73.80000000000001,0,45.53,5.7,27.68,47.230000000000004

65,16:00-16:15,13.04,0,0,7.59,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,14.05,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,0,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,499.01,0,68.56,130.79,45,50.23,0,0,55.33,0,0,18.9,11.96,21.64,3.2,0,0,73.80000000000001,0,45.53,5.7,27.68,47.230000000000004

66,16:15-16:30,13.04,0,0,7.43,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,28.1,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,0,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,499.01,0,68.56,130.79,45,50.23,0,0,55.33,0,0,18.9,11.96,21.64,3.2,0,0,73.80000000000001,0,45.53,5.7,27.68,47.230000000000004

67,16:30-16:45,13.04,0,0,7.29,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,28.1,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,4.12,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,510.89,2.4,68.56,130.79,45,50.23,0,0,55.33,0,0,18.9,23.91,21.64,3.2,0,0,73.80000000000001,0,45.53,5.7,27.68,47.230000000000004

68,16:45-17:00,13.04,0,0,7.15,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,42.15,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,16.27,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,510.89,4.79,68.56,130.79,45,50.23,0,0,55.33,0,0,18.9,23.91,21.64,3.2,0,0,73.80000000000001,0,45.53,5.7,27.68,47.230000000000004

69,17:00-17:15,13.04,0,0,0,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,42.15,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,2.19,0,0,0,0,0,16.27,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,534.65,7.19,68.56,130.79,45,52.36,0,0,55.33,0,0,18.9,23.91,21.64,3.2,0,0,73.80000000000001,0,45.53,5.7,27.68,47.230000000000004

70,17:15-17:30,13.04,0,0,0,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,42.15,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,4.33,0,0,0,0,0,16.27,688.92,39.68,18.2,8.63,10.43,25.24,0,47.64,0,150.34,0.98,0,0,0,534.65,7.19,68.56,130.79,44.49,52.36,0,0,110.67,0,0,18.9,35.88,21.64,2.22,0,0,73.80000000000001,0,45.53,5.7,27.68,47.230000000000004

71,17:30-17:45,13.04,0,0,0,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,42.15,148.3,0,0,0,0,0,97.23,124.58,0,0,0,0,0,4.33,0,0,0,0,0,16.27,688.92,39.68,18.2,8.63,10.43,25.24,6.02,47.64,0,150.34,0.98,0,0,0,558.42,9.59,68.56,130.79,44.49,52.36,0,0,110.67,0,0,18.9,35.88,21.64,2.22,0,0,73.81,0,45.53,5.7,27.68,47.230000000000004

72,17:45-18:00,13.04,0,0,0,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,0,0,0,4.33,0,0,0,0,0,16.27,688.55,39.68,18.2,8.63,10.43,25.24,11.28,47.64,0,150.34,0.98,0,0,0,570.29,9.59,68.56,130.79,44.49,52.36,0,0,110.67,0,0,18.9,36.92,21.64,2.22,0,0,73.81,10.95,45.53,5.7,27.68,47.24

73,18:00-18:15,6.52,0,0,0,0,35.34,0,0,20,0,30,410.62,3.07,76.74000000000001,42.15,148.3,0,0,0,0,8.59,97.23,124.58,0,0,0,0,0,4.33,0,0,0,0,0,9.88,688.55,59.5,18.2,8.63,10.43,25.24,18.78,60.43,0,150.34,0.98,0,0,0,594.05,9.59,68.56,130.79,44.5,52.36,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,73.81,10.95,45.53,5.7,27.68,47.24

74,18:15-18:30,6.52,0,0,0,0,35.34,0,0,20,0,30,410.62,3.07,60.58,42.15,148.3,0,0,0,0,12.28,97.23,124.58,0,0,0,0,0,4.33,0,0,0,0,0,9.88,688.55,59.5,18.2,8.63,10.43,25.24,22.54,60.43,0,150.34,0.98,0,0,0,594.05,9.59,68.56,130.79,44.5,52.36,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,73.81,21.88,45.53,5.7,27.68,47.24

75,18:30-18:45,20.13,0,0,0,0,38.56,0,0,20,0,30,410.62,3.07,67.32000000000001,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.55,59.5,18.2,8.68,11.59,25.24,28.56,60.43,0,150.34,0.98,0,0,0,617.82,9.59,68.56,130.79,44.49,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,73.81,43.78,45.53,5.7,27.68,47.24

76,18:45-19:00,20.13,0,0,0,0,38.56,0,0,20,0,30,410.62,3.07,67.32000000000001,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.55,59.5,18.2,8.68,11.59,25.24,28.56,60.43,0,150.34,0.98,0,0,0,617.82,9.59,68.56,130.79,44.49,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.26,0,0,73.81,43.78,45.53,5.7,27.68,47.24

77,19:00-19:15,20.13,0,0,0,0,38.56,0,0,20,0,30,410.62,3.07,70,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.55,59.5,18.2,8.68,11.59,25.24,28.56,60.43,0,150.34,0.98,0,0,0,641.58,9.59,68.56,130.79,44.49,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,73.81,43.78,45.53,5.7,27.68,47.89

78,19:15-19:30,20.13,0,0,0,0,38.56,0,0,20,0,30,410.62,3.07,70,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.55,59.5,18.2,8.68,11.59,25.24,28.56,60.43,0,150.34,0.98,0,0,0,641.58,9.59,68.56,130.79,44.49,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,73.81,43.78,45.53,5.7,27.68,47.89

79,19:30-19:45,20.13,0,0,0,0,35.34,0,0,20,0,30,410.62,3.07,70,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.55,59.5,18.2,8.68,11.59,25.24,28.56,41.83,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.49,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,73.81,43.78,45.53,5.7,27.68,47.89

80,19:45-20:00,20.13,0,0,0,0,35.34,0,0,20,0,30,410.62,3.07,70,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.55,59.5,18.2,8.68,11.59,25.24,28.56,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.49,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,73.81,43.78,45.53,5.7,27.68,47.89

81,20:00-20:15,20.13,0,0,0,0,35.34,0,0,20,0,30,410.62,1.79,70,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.55,59.5,18.2,8.68,11.59,25.24,28.56,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.49,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,98.41,43.78,45.53,5.7,27.68,47.89

82,20:15-20:30,20.13,0,0,0,0,35.34,0,0,20,0,30,410.62,1.79,70,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.55,59.5,18.2,8.68,11.59,25.24,28.56,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.49,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,98.41,43.78,45.53,5.7,27.68,47.89

83,20:30-20:45,19.56,0,0,0,0,35.34,0,0,20,0,30,415.12,1.79,70,42.15,148.3,0,0,0,0,11.51,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,16.27,688.58,59.5,18.2,8.68,10.43,25.24,15.02,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.5,50.23,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,98.41,43.78,45.53,5.7,27.68,47.89

84,20:45-21:00,19.56,0,0,0,0,35.34,0,0,20,0,30,415.12,1.79,70,42.15,148.3,0,0,0,0,9.2,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,16.27,688.58,59.5,18.2,8.68,10.43,25.24,15.02,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.5,50.23,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,98.41,43.78,45.53,5.7,27.68,47.89

85,21:00-21:15,19.56,0,0,0,0,35.34,0,0,20,0,30,415.12,1.79,70,42.15,148.3,0,0,0,0,9.2,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,16.27,688.58,59.5,18.2,8.68,10.43,25.24,15.02,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.5,50.23,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,98.41,43.78,45.53,5.7,27.68,48.55

86,21:15-21:30,19.56,0,0,0,0,35.34,0,0,20,0,30,415.12,1.79,70,42.15,148.3,0,0,0,0,11.51,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,16.27,688.58,59.5,18.2,8.68,10.43,25.24,15.02,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.5,50.23,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,98.41,43.78,45.53,5.7,27.68,48.55

87,21:30-21:45,20.13,0,0,0,0,35.34,0,0,20,0,30,415.12,1.79,70,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.58,59.5,18.2,8.68,11.59,25.24,28.56,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.5,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,98.41,43.78,45.53,5.7,27.68,48.55

88,21:45-22:00,20.13,0,0,0,0,35.34,0,0,20,0,30,415.12,1.79,70,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.58,59.5,18.2,8.68,11.59,25.24,28.56,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.5,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,98.41,43.78,45.53,5.7,27.68,48.55

89,22:00-22:15,20.13,0,0,0,0,35.34,0,0,20,0,30,415.12,0.77,71.35,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.58,59.5,18.2,8.68,11.59,25.24,28.56,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.5,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,98.41,43.78,45.53,5.7,27.68,48.55

90,22:15-22:30,20.13,0,0,0,0,35.34,0,0,20,0,30,415.12,0.77,71.35,42.15,148.3,0,0,0,0,59.84,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,50.06,688.58,59.5,18.2,8.68,11.59,25.24,28.56,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.5,50.23,0,0,110.67,0,0,20.09,37.32,21.64,2.3,0,0,98.41,43.78,45.53,5.7,27.68,48.55

91,22:30-22:45,19.56,0,0,0,0,35.34,0,0,20,0,30,415.12,0.77,71.35,42.15,148.3,0,0,0,0,10.74,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,48.81,688.58,59.5,18.2,8.63,10.43,25.24,13.52,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.5,50.23,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,98.41,21.88,45.53,5.7,27.68,48.55

92,22:45-23:00,19.56,0,0,0,0,35.34,0,0,20,0,30,415.12,0.77,72.69,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,48.81,688.58,59.5,18.2,8.63,10.43,25.24,13.52,38.35,0,150.34,0.98,0,0,0,670.67,9.59,68.56,130.79,44.5,50.23,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,98.41,10.95,45.53,5.7,27.68,48.55

93,23:00-23:15,19.56,0,0,0,0,35.34,0,0,20,0,30,415.12,0.77,70,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,48.81,688.58,59.5,18.2,8.63,10.43,25.24,13.52,40.09,0,150.34,0.98,0,0,0,670.67,3.51,68.56,130.79,44.5,50.23,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,98.41,10.95,45.53,5.7,27.68,48.55

94,23:15-23:30,19.56,0,0,0,0,35.34,0,0,20,0,30,415.12,0.77,70,42.15,148.3,0,0,0,0,4.29,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,48.81,688.58,59.5,18.2,8.63,10.43,25.24,13.52,40.09,0,150.34,0.98,0,0,0,670.67,0,68.56,130.79,44.5,50.23,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,98.41,10.95,45.53,5.7,27.68,48.55

95,23:30-23:45,19.56,0,0,0,0,35.34,0,0,20,0,30,415.12,1.79,70,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,48.81,688.58,59.5,18.2,8.63,10.43,25.24,13.52,38.35,0,150.34,0.98,0,0,0,670.67,0,68.56,130.79,44.5,50.23,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,98.41,10.95,45.53,5.7,27.68,48.55

96,23:45-24:00,19.56,0,0,0,0,35.34,0,0,20,0,30,415.12,1.79,70,42.15,148.3,0,0,0,0,16.88,97.23,124.58,0,0,35.03,0,0,4.33,0,0,0,0,0,48.81,688.58,59.5,18.2,8.63,10.43,25.24,13.52,38.35,0,150.34,0.98,0,0,0,670.67,0,68.56,130.79,44.5,50.23,0,0,110.67,0,0,18.9,37.32,21.64,2.3,0,0,98.41,10.95,45.53,5.7,27.68,48.55

