Block,Time,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/01122023/07122023/HP-18,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/22102023/11042047/L_NR_2021_17,NR/30092023/31122025/SH-07,NR/01122023/15122023/HP-15,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI
8,01:45-02:00,0,0,0,98.43,0.000000,0,29.67,31.720000,0,0.000000,77.67,77.67,0,0,1.890000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,32.81,32.82,1.240000,0,0,67.290000,119.200000,0.000000,1.450000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

9,02:00-02:15,0,0,0,96.94,0.000000,0,29.08,31.720000,0,0.000000,77.34,77.34,0,0,1.890000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,32.32,32.31,1.240000,0,0,67.290000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

10,02:15-02:30,0,0,0,96.33,0.000000,0,28.58,31.720000,0,0.000000,77.01,77.01,0,0,1.890000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,32.11,32.11,1.240000,0,0,71.520000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

11,02:30-02:45,0,0,0,99.07,0.000000,0,26.68,31.720000,0,0.000000,76.67,76.67,0,0,1.890000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,33.02,33.02,1.240000,0,0,71.520000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

12,02:45-03:00,0,0,0,99.06,0.000000,0,26.08,31.720000,0,0.000000,72.67,72.67,0,0,1.890000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,33.02,33.01,1.240000,0,0,71.520000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

13,03:00-03:15,0,0,0,95.16,0.000000,0,25.68,31.720000,0,0.000000,70.01,70.01,0,0,1.890000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,31.72,31.72,1.160000,0,0,71.520000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

14,03:15-03:30,0,0,0,93.81,0.000000,0,25.01,31.720000,0,0.000000,68.67,68.67,0,0,1.890000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,31.27,31.27,1.160000,0,0,71.520000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

15,03:30-03:45,0,0,0,82.31,0.000000,0,19.51,31.720000,0,0.000000,66.67,66.67,0,0,1.890000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,27.44,27.43,1.160000,0,0,71.520000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

16,03:45-04:00,0,0,0,81.07,0.000000,0,19.01,31.720000,0,0.000000,65.01,65.01,0,0,1.890000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,27.02,27.03,1.160000,0,0,71.520000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

17,04:00-04:15,0,0,0,79.75,0.000000,0,18.57,31.720000,0,0.000000,63.63,63.63,0,0,1.850000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,26.58,26.58,1.160000,0,0,71.520000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

18,04:15-04:30,0,0,0,76.43,0.000000,0,17.66,31.720000,0,0.000000,59.42,59.42,0,0,1.850000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,25.48,25.46,1.160000,0,0,71.520000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

19,04:30-04:45,0,0,0,74.36,0.000000,0,18.84,31.720000,0,0.000000,62.84,62.84,0,0,1.850000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,24.79,24.77,1.160000,0,0,67.290000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

20,04:45-05:00,0,0,0,71.68,0.000000,0,17.84,31.720000,0,0.000000,61.67,61.67,0,0,1.850000,148.690000,0,0,122.930000,48.060000,25.950000,7.01,23.9,23.89,1.160000,0,0,67.290000,119.200000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

21,05:00-05:15,0,0,0,68.12,0.000000,0,17.34,30.790000,0,0.000000,58.34,58.34,0,0,1.850000,192.260000,0,0,122.930000,46.200000,25.950000,7.01,22.71,22.7,1.160000,0,0,67.290000,149.960000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

22,05:15-05:30,0,0,0,63.38,0.000000,0,16.18,45.770000,0,0.000000,56.17,56.17,0,0,1.850000,230.710000,0,0,122.930000,46.200000,25.950000,7.01,21.13,21.12,1.160000,0,0,67.290000,179.020000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

23,05:30-05:45,0,0,0,62.72,0.000000,0,15.99,55.020000,0,0.000000,54.01,54.01,0,0,1.850000,270.370000,0,0,122.930000,46.200000,25.950000,7.01,20.91,20.91,1.160000,0,0,67.290000,179.020000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

24,05:45-06:00,0,0,0,64.62,0.000000,0,15.34,55.020000,0,0.000000,52.84,52.84,0,0,1.850000,270.370000,0,0,122.930000,46.200000,25.950000,7.01,21.54,21.54,1.160000,0,0,67.290000,179.020000,0.000000,1.370000,96.130000,0,25.950000,57.250000,48.06,0,0,24.030000,0.000000

25,06:00-06:15,0,0,0,66.82,0.000000,0,15.01,55.020000,0,0.000000,50.67,50.67,0,0,1.850000,270.370000,0,0,252.490000,46.200000,25.950000,7.01,22.27,22.29,1.160000,0,0,67.290000,224.870000,0.000000,1.370000,96.130000,0,25.950000,0.000000,48.06,0,0,24.030000,0.000000

26,06:15-06:30,0,0,0,67.01,0.000000,0,14.34,55.020000,0,0.000000,49.42,49.42,0,0,1.850000,270.370000,0,0,252.490000,46.200000,25.950000,7.01,22.34,22.34,1.160000,2.04,0,67.290000,230.640000,0.000000,1.370000,96.130000,0,25.950000,0.000000,48.06,0,0,24.030000,0.000000

27,06:30-06:45,0,0,0,62.75,0.000000,1.25,12.21,73.920000,1,0.000000,47.67,47.67,0,0,1.850000,270.370000,0,0,252.490000,46.200000,25.950000,7.01,20.92,20.91,1.160000,5.85,0,67.290000,260.130000,0.000000,1.370000,96.130000,0,25.950000,0.000000,48.06,0,0,24.030000,0.000000

28,06:45-07:00,0,0,0,61.54,0.000000,4.25,11.95,86.710000,5,0.000000,47.34,47.34,0,0,1.850000,270.370000,0.184889,0,252.490000,62.480000,25.950000,7.01,20.51,20.52,1.160000,13.04,0,86.520000,260.130000,0.000000,1.370000,96.130000,0,25.950000,0.000000,48.06,0,0,24.030000,0.000000

29,07:00-07:15,0.01,0,0,61.19,0.010000,8.49,11.75,86.710000,12,0.010000,47.01,47.01,0,0,1.850000,270.370000,1.488843,0,252.490000,76.900000,25.950000,7.01,20.4,20.39,1.160000,22.31,0,117.280000,260.130000,0.010000,1.370000,96.130000,0,25.950000,0.000000,48.06,0,0,23.070000,0.000000

30,07:15-07:30,1.17,0,0,61.04,0.120000,16.48,11.53,86.710000,22,0.120000,46.67,46.67,1,0,1.850000,270.370000,3.619932,0,252.490000,91.320000,25.950000,7.01,20.35,20.34,1.160000,33,2,117.280000,260.130000,0.130000,1.370000,96.130000,0,25.950000,0.000000,48.06,1,0.23,23.070000,0.000000

31,07:30-07:45,9.49,0.7,0,60.97,0.440000,26.45,11.18,86.710000,32.02,0.440000,46.51,46.51,3,0,1.850000,270.370000,5.926179,2,252.490000,100.690000,25.950000,7.01,20.32,20.32,1.160000,32.03,7,117.280000,260.130000,0.450000,1.370000,96.130000,1,25.950000,0.000000,48.06,3,1.9,23.070000,0.000000

32,07:45:08:00,19.62,2.89,0,59.83,1.090000,30.17,10.94,86.710000,30.16,1.090000,45.01,45.01,9,0,1.850000,270.370000,8.933058,4,252.490000,100.690000,30.760000,7.01,19.94,19.94,1.160000,30.17,21,117.280000,260.130000,1.120000,1.370000,96.130000,3,15.190000,0.000000,48.06,7,3.92,23.070000,0.000000

33,08:00-08:15,43.38,6.58,0,58.97,2.050000,30.33,10.81,86.710000,30.34,2.050000,44.01,44.01,15,0,1.850000,270.370000,12.348639,7.31,252.490000,76.900000,30.760000,5.61,19.66,19.66,1.160000,30.33,35,117.280000,260.130000,2.110000,1.300000,96.130000,7,30.760000,0.000000,48.06,15,8.67,23.070000,0.000000

34,08:15-08:30,60.19,11.94,0,56.31,3.100000,30.33,10.75,86.710000,30.34,3.100000,43.67,43.67,21,0,1.850000,270.370000,15.910185,11.22,252.490000,76.900000,30.760000,5.61,18.77,18.77,1.160000,30.33,49,117.280000,260.130000,3.180000,1.300000,96.130000,11,30.760000,0.000000,48.06,22,12.04,23.070000,0.000000

35,08:30-08:45,80.51,18.79,0,53.16,4.510000,32,10.73,86.710000,32,4.510000,44.42,44.42,27,0,1.850000,270.370000,19.452269,17.87,252.490000,54.790000,30.760000,5.61,17.72,17.72,1.160000,32,63,117.280000,260.130000,4.620000,1.300000,96.130000,15,30.760000,0.000000,48.06,29,16.1,23.070000,0.000000

36,08:45:09:00,100.45,25.87,0,50.16,6.130000,32,10.75,73.920000,32,6.130000,44.67,44.67,33,0,1.850000,270.370000,22.984622,21.77,252.490000,46.200000,30.760000,5.61,16.72,16.72,1.160000,32,77,117.280000,260.130000,6.280000,1.300000,96.130000,19,30.760000,0.000000,48.06,38,20.09,23.070000,0.000000

37,09:00:09:15,120.89,32.81,0,47.37,7.400000,32,9.33,86.710000,32,7.400000,28.34,28.34,39,0,1.850000,270.370000,27.373303,24.92,252.490000,62.480000,30.760000,5.61,15.79,15.79,1.160000,32,91,117.280000,260.130000,7.590000,1.300000,96.130000,23,30.760000,0.000000,48.06,45,24.18,23.070000,0.000000

38,09:15-09:30,139.7,39.4,0,44.31,8.590000,32,8.81,73.920000,32,8.590000,28.52,28.52,45,0,1.850000,270.370000,32.287458,28.04,252.490000,46.200000,30.760000,5.61,14.77,14.77,1.160000,32,105,117.280000,260.130000,8.810000,1.300000,96.130000,26,30.760000,0.000000,48.06,51,27.94,23.070000,0.000000

39,09:30-09:45,156.93,45.8,0,41.31,9.780000,32,8.63,73.920000,32,9.780000,28.29,28.29,49,0,1.850000,270.370000,37.9509,31.13,252.490000,46.200000,30.760000,5.61,13.77,13.77,1.160000,32,116,117.280000,260.130000,10.030000,1.300000,96.130000,29,30.760000,0.000000,48.06,58,31.38,23.070000,0.000000

40,09:45-10:00,172.65,52.26,0,38.81,10.820000,32.5,8.57,73.920000,32.5,10.820000,28.08,28.08,55,0,1.850000,270.370000,42.71909,33.44,252.490000,46.200000,30.760000,5.61,12.94,12.93,1.160000,32.5,130,117.280000,260.130000,11.100000,1.300000,96.130000,32,30.760000,0.000000,48.06,65,34.53,24.030000,0.000000

41,10:00-10:15,187.19,58.06,0,35.26,12.210000,32.5,8.4,73.920000,32.5,12.210000,23.67,23.67,59,0,1.850000,270.370000,46.913151,35.57,252.490000,46.200000,30.760000,6.81,11.75,11.76,1.160000,32.5,138,117.280000,260.130000,12.520000,1.370000,96.130000,36,30.760000,0.000000,48.06,72,37.44,24.030000,0.000000

42,10:15-10:30,199.98,63.67,0,35.26,13.270000,32.5,8.29,73.920000,32.5,13.270000,23.49,23.49,64,0,1.850000,270.370000,50.912592,37.68,252.490000,46.200000,30.760000,6.81,11.75,11.76,1.160000,32.5,148,117.280000,260.130000,13.610000,1.370000,96.130000,38,30.760000,0.000000,48.06,77,39.99,24.030000,0.000000

43,10:30-10:45,211.18,72.94,0,39.12,13.970000,32.5,8.27,73.920000,32.5,13.970000,23.31,23.31,67,0,1.850000,270.370000,75.434712,39.24,252.490000,46.200000,25.260000,6.81,13.04,13.05,1.160000,32.5,158,117.280000,260.130000,14.330000,1.370000,96.130000,39,30.760000,0.000000,48.06,78,42.23,24.030000,0.000000

44,10:45-11:00,223.21,77.79,0,42.33,14.550000,32.5,8.28,73.920000,32.5,14.550000,23.12,23.12,70,0,1.850000,270.370000,78.441591,40.74,252.490000,46.200000,25.260000,6.81,14.11,14.1,1.160000,32.5,165,117.280000,260.130000,14.920000,1.370000,96.130000,41,30.760000,0.000000,48.06,81,44.64,24.030000,0.000000

45,11:00-11:15,232.9,81.26,0,25,15.050000,32.5,8.43,73.920000,32.5,15.050000,16.56,16.56,75,0,1.850000,270.370000,81.068961,41.74,252.490000,46.200000,25.260000,6.81,8.33,8.34,1.160000,32.5,175,117.280000,245.050000,15.420000,1.450000,96.130000,42,30.760000,0.000000,48.06,85,46.58,24.030000,0.000000

46,11:15-11:30,232.9,84.58,0,25,15.450000,32.5,8.98,73.920000,32.5,15.450000,16.38,16.38,76,0,1.850000,270.370000,83.404401,42.76,252.490000,46.200000,25.260000,6.81,8.33,8.34,1.160000,32.5,179,117.280000,240.250000,15.840000,1.450000,96.130000,43,30.760000,0.000000,48.06,87,46.58,24.030000,0.000000

47,11:30-11:45,232.9,87.12,0,25,15.740000,32.5,6.66,73.920000,32.5,15.740000,16.84,16.84,78,0,1.850000,270.370000,85.817689,43.36,252.490000,46.200000,25.260000,6.81,8.33,8.34,1.160000,32.5,182,117.280000,230.640000,16.140000,1.450000,96.130000,43,30.760000,0.000000,48.06,87,46.58,24.030000,0.000000

48,11:45-12:00,232.9,89.34,0,25,16.000000,32.5,6.66,73.920000,32.5,16.000000,17.48,17.48,79,0,1.850000,270.370000,87.471959,44.25,252.490000,46.200000,25.260000,6.81,8.33,8.34,1.160000,32.5,186,117.280000,224.870000,16.400000,1.450000,96.130000,43,30.760000,0.000000,48.06,87,46.58,24.030000,0.000000

49,12:00-12:15,232.9,90.19,0,25,16.140000,32.5,6.66,73.920000,32.5,16.140000,23.38,23.38,79,0,1.890000,270.370000,115.876748,44.48,252.490000,46.200000,25.260000,6.81,8.33,8.34,1.160000,32.5,186,117.280000,224.870000,16.540000,1.530000,96.130000,43,30.760000,0.000000,48.06,87,46.58,24.030000,0.000000

50,12:15-12:30,232.9,90.31,0,28.76,16.140000,32.5,6.66,73.920000,32.5,16.140000,26.2,26.2,79,0,1.890000,270.370000,115.429122,44.57,252.490000,46.200000,25.260000,6.81,9.59,9.58,1.160000,32.5,186,117.280000,224.870000,16.540000,1.530000,96.130000,43,30.760000,0.000000,48.06,87,46.58,24.030000,0.000000

51,12:30-12:45,232.9,90.03,0,31.76,16.110000,32.5,9.95,50.260000,32.5,16.110000,27.51,27.51,79,0,1.890000,270.370000,114.105706,45.02,252.490000,46.200000,25.260000,6.81,10.59,10.58,1.160000,32.5,186,117.280000,224.870000,16.510000,1.530000,96.130000,43,25.950000,0.000000,48.06,87,46.58,24.030000,0.000000

52,12:45-13:00,232.9,90.29,0,34.26,16.100000,32.5,11.08,50.260000,32.5,16.100000,29.51,29.51,79,0,1.890000,270.370000,111.692418,44.13,252.490000,46.200000,25.260000,6.81,11.42,11.42,1.160000,32.5,186,117.280000,224.870000,16.500000,1.530000,96.130000,43,25.950000,0.000000,48.06,87,46.58,23.070000,0.000000

53,13:00-13:15,232.9,90.26,0,46.14,16.010000,32.5,12.1,49.670000,32.5,16.010000,31.81,31.81,76,0,1.890000,270.370000,110.135458,43.29,252.490000,46.200000,25.950000,6.81,15.38,15.38,1.240000,32.5,179,86.520000,192.920000,16.410000,1.610000,96.130000,42,25.950000,0.000000,48.06,83,46.58,23.070000,0.000000

54,13:15-13:30,232.9,90.1,0,49.08,15.680000,32.5,13.1,49.670000,32.5,15.680000,35.29,35.29,75,0,1.890000,270.370000,106.038707,42.69,252.490000,46.200000,25.950000,6.81,16.36,16.37,1.240000,32.5,175,67.290000,164.080000,16.070000,1.610000,96.130000,40,25.950000,0.000000,48.06,81,46.58,23.070000,0.000000

55,13:30-13:45,232.9,88.98,0,60.26,15.320000,32.5,20.73,49.670000,32.5,15.320000,28.12,28.12,73,0,1.890000,270.370000,103.24591,42.65,252.490000,46.200000,25.950000,6.81,20.09,20.08,1.240000,32.5,172,67.290000,164.080000,15.710000,1.610000,96.130000,39,25.950000,0.000000,48.06,77,46.58,23.070000,0.000000

56,13:45-14:00,232.9,88.44,0,65.26,14.910000,32.5,22.05,49.670000,32.5,14.910000,30.29,30.29,70,0,1.890000,270.370000,99.275662,41.36,252.490000,46.200000,25.950000,6.81,21.75,21.76,1.240000,32.5,165,86.520000,164.080000,15.280000,1.610000,96.130000,37,25.950000,0.000000,48.06,74,46.58,23.070000,0.000000

57,14:00-14:15,226.15,84.5,0,72.76,14.330000,32.5,28.84,49.670000,32.5,14.330000,35.17,35.17,67,0,1.890000,270.370000,91.490862,39.81,252.490000,46.200000,25.950000,6.81,24.25,24.26,1.240000,32.5,158,117.280000,164.080000,14.690000,1.610000,96.130000,36,25.950000,0.000000,48.06,71,45.23,23.070000,0.000000

58,14:15-14:30,216.63,80.31,0,76.76,13.690000,32.5,29.51,49.670000,32.5,13.690000,36.81,36.81,64,0,1.890000,270.370000,80.903534,37.57,252.490000,46.200000,25.950000,6.81,25.59,25.58,1.240000,32.5,151,117.280000,164.080000,14.040000,1.610000,96.130000,34,25.950000,0.000000,48.06,69,43.32,23.070000,0.000000

59,14:30-14:45,203.93,75.98,0,80.26,13.140000,32.5,30,49.670000,32.5,13.140000,38.27,38.27,63,0,1.890000,270.370000,72.544605,36.03,252.490000,46.200000,25.950000,6.81,26.75,26.76,1.240000,32.5,147,117.280000,192.920000,13.470000,1.610000,96.130000,33,25.950000,0.000000,48.06,65,40.79,24.030000,0.000000

60,14:45-15:00,191.82,73.46,0,84.26,12.380000,32.5,30,49.670000,32.5,12.380000,39.78,39.78,58,0,1.890000,270.370000,66.141607,33.27,252.490000,46.200000,25.950000,6.81,28.09,28.08,1.240000,32.5,137,117.280000,223.600000,12.680000,1.610000,96.130000,31,25.950000,0.000000,48.06,62,38.36,24.030000,0.000000

61,15:00-15:15,178.41,69.22,0,87.33,11.470000,32.5,30,57.310000,32.5,11.470000,41.99,41.99,52,0,1.890000,270.370000,60.877136,30.58,252.490000,46.200000,25.950000,6.81,29.11,29.11,1.240000,32.5,123,117.280000,223.600000,11.760000,1.680000,96.130000,27,25.950000,0.000000,48.06,53,35.68,24.030000,0.000000

62,15:15-15:30,164.21,63.31,0,86.36,10.260000,32.5,30,57.310000,32.5,10.260000,43.98,43.98,46,0,1.890000,270.370000,52.596055,27.82,252.490000,46.200000,25.950000,6.81,28.79,28.79,1.240000,32.5,109,117.280000,223.600000,10.510000,1.680000,96.130000,23,25.950000,0.000000,48.06,47,32.84,24.030000,0.000000

63,15:30-15:45,149.36,58.23,0,85.57,9.110000,32.5,30,73.570000,32.5,9.110000,46.54,46.54,40,0,1.890000,270.370000,43.857617,24.2,252.490000,46.200000,25.950000,7.21,28.52,28.52,1.240000,32.5,95,117.280000,223.600000,9.340000,1.680000,96.130000,20,25.950000,0.000000,48.06,40,29.87,24.030000,0.000000

64,15:45-16:00,131.94,50.29,0,84.69,7.800000,30.48,30,73.570000,33,7.800000,47.83,47.83,34,0,1.890000,270.370000,34.73967,21.49,252.490000,46.200000,25.950000,7.21,28.23,28.23,1.240000,33,81,117.280000,223.600000,8.000000,1.680000,96.130000,17,25.950000,0.000000,48.06,33,26.39,24.030000,0.000000

65,16:00-16:15,114.43,43,0,83.65,6.330000,20.8,32.86,73.570000,24,6.330000,49.87,49.87,28,0,1.940000,270.370000,25.806612,17.21,252.490000,46.200000,25.950000,7.21,27.88,27.89,1.470000,33,67,117.280000,257.500000,6.490000,1.680000,96.130000,13,25.950000,0.000000,48.06,27,22.89,24.030000,0.000000

66,16:15-16:30,92.92,35.78,0,83.39,4.760000,12.48,31.14,73.570000,10,4.760000,51.97,51.97,22,0,1.940000,270.370000,17.622841,12.18,252.490000,46.200000,22.980000,7.21,27.8,27.79,1.470000,33,53,117.280000,257.500000,4.880000,1.680000,96.130000,10,22.980000,0.000000,48.06,20,18.58,24.030000,0.000000

67,16:30-16:45,73.37,29.33,0,68.22,3.060000,6.48,31.88,85.850000,2,3.060000,53.58,53.58,16,0,1.940000,270.370000,7.152285,9,252.490000,55.450000,30.760000,7.21,22.74,22.75,1.470000,20.87,39,117.280000,257.500000,3.130000,1.680000,96.130000,7,15.190000,0.000000,48.06,13,14.67,24.990000,0.000000

68,16:45-17:00,50.83,22.54,0,69.75,1.800000,2.44,31.55,85.850000,0,1.800000,57.84,57.84,9,0,1.940000,270.370000,3.746435,5,252.490000,84.290000,30.760000,7.21,23.25,23.25,1.470000,10.97,21,117.280000,257.500000,1.840000,1.680000,96.130000,5,15.190000,0.000000,48.06,10,10.17,24.990000,0.000000

69,17:00-17:15,29.57,15.56,0,70.43,0.860000,0.88,31.1,85.850000,0,0.860000,67.28,67.28,4,0,1.940000,270.370000,1.508305,3,252.490000,100.690000,30.760000,11.11,23.48,23.46,1.470000,4.08,11,117.280000,257.500000,0.890000,1.610000,96.130000,3,30.760000,0.000000,48.06,7,5.91,25.960000,0.000000

70,17:15-17:30,14.18,8.83,0,70.55,0.320000,0,30.77,85.850000,0,0.320000,69.16,69.16,1,0,1.940000,270.370000,0.282199,1,252.490000,100.690000,30.760000,11.07,23.52,23.51,1.470000,0.58,4,117.280000,257.500000,0.320000,1.610000,96.130000,1,30.760000,0.000000,48.06,3,2.84,25.960000,0.000000

71,17:30-17:45,4.61,3.92,0,86.16,0.060000,0,25.1,85.850000,0,0.060000,70.67,70.67,0,0,1.940000,270.370000,0,0,252.490000,100.690000,30.760000,7.66,28.72,28.72,1.390000,0,1,117.280000,257.500000,0.060000,1.610000,96.130000,1,30.760000,0.000000,48.06,1,0.92,25.960000,0.000000

72,17:45-18:00,0.43,1.11,0,85.82,0.000000,0,25.14,85.850000,0,0.000000,73.72,73.72,0,0,1.940000,270.370000,0,0,252.490000,100.690000,30.760000,7.41,28.61,28.61,1.390000,0,0,117.280000,257.500000,0.000000,1.610000,96.130000,0,30.760000,0.000000,48.06,0,0.09,25.960000,0.000000

