Block,Time,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/19012024/19012024/IEX_240118_06121,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31032024/ ChanjuII,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/19012024/19012024/DD20240119NR22254,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/19012024/19012024/DD20240119NR22250,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/31012024/HP-28,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/31012024/HP-26,NR/01012024/31012024/HP-27,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/19012024/19012024/HPX-TAMCTG-180124-05814,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/19012024/19012024/IEX_240118_06122,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01012024/31012024/52,NR/19012024/19012024/HPX-TAMCTG-180124-05815,NR/06012024/31012024/NVVN/OA/16855,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09
13,03:00-03:15,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,0.000000,25.710000,25.710000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,69.980000,37.440000,0.000000,52.790000,109.430000,24.000000,148.480000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,12.26,36.76,0,12.25,0,0,0,0,0,0,0,0,20.71,0,6.66,7.94,0,0,0,0,0,0,20.71

14,03:15-03:30,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,0.000000,25.710000,25.710000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,69.980000,37.440000,0.000000,52.790000,109.430000,24.000000,148.480000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,12.58,37.76,0,12.59,0,0,0,0,0,0,0,0,20.53,0,6.66,7.98,0,0,0,0,0,0,20.53

15,03:30-03:45,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,0.000000,25.710000,25.710000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,69.980000,37.440000,0.000000,52.790000,109.430000,24.000000,148.480000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,13.08,39.26,0,13.09,0,0,0,0,0,0,0,0,18.19,0,6.66,8.56,0,0,0,0,0,0,18.19

16,03:45-04:00,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,0.000000,25.710000,25.710000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,69.980000,37.440000,0.000000,52.790000,109.430000,24.000000,148.480000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,13.34,40,0,13.33,0,0,0,0,0,0,0,0,18.18,0,6.66,9.37,0,0,0,0,0,0,18.18

17,04:00-04:15,5.760000,0.000000,0.950000,18.240000,1.370000,6.720000,0.000000,25.710000,25.710000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,65.840000,37.440000,0.000000,52.790000,109.430000,24.000000,148.480000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,10.66,32,0,10.67,0,0,0,0,0,0,0,0,16.5,0,6.66,8.92,0,0,0,0,0,0,16.5

18,04:15-04:30,5.760000,0.000000,0.950000,18.240000,1.370000,6.720000,0.000000,25.710000,25.710000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,65.840000,37.440000,0.000000,52.790000,109.430000,24.000000,148.480000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,10.66,32,0,10.67,0,0,0,0,0,0,0,0,16.48,0,6.66,8.57,0,0,0,0,0,0,16.48

19,04:30-04:45,5.760000,0.000000,0.950000,18.240000,1.370000,6.720000,0.000000,25.710000,25.710000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,65.840000,37.440000,0.000000,52.790000,109.430000,24.000000,148.480000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,10.66,32,0,10.67,0,0,0,0,0,0,0,0,16.41,0,6.66,7.01,0,0,0,0,0,0,16.41

20,04:45-05:00,5.760000,0.000000,0.950000,18.240000,1.370000,6.720000,0.000000,25.710000,25.710000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,65.840000,37.440000,0.000000,52.790000,109.430000,24.000000,148.480000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,10.66,32,0,10.67,0,0,0,0,0,0,0,0,16.35,0,6.66,7.01,0,0,0,0,0,0,16.35

21,05:00-05:15,5.760000,0.000000,0.950000,18.240000,1.370000,6.720000,0.000000,25.710000,25.710000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,65.840000,56.270000,0.000000,52.790000,169.160000,24.000000,148.480000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,10.66,32,0,10.67,0,0,0,0,0,0,0,0,16.34,0,6.66,7.01,0,0,0,0,0,0,16.34

22,05:15-05:30,5.760000,0.000000,0.950000,18.240000,1.370000,6.720000,0.000000,25.710000,25.710000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,65.840000,56.270000,0.000000,52.790000,169.160000,24.000000,230.380000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,10.66,32,0,10.67,0,0,0,0,0,0,0,0,16.18,0,6.66,7.01,0,0,0,0,0,0,16.18

23,05:30-05:45,5.760000,0.000000,0.950000,18.240000,1.370000,6.720000,0.000000,24.800000,30.720000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,65.840000,56.270000,0.000000,100.540000,208.520000,24.000000,269.970000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,8.46,25.41,0,8.47,0,0,0,0,0,0,0,0,20.74,0,6.66,7.01,0,0,0,0,0,0,20.74

24,05:45-06:00,5.760000,0.000000,0.950000,18.240000,1.370000,6.720000,0.000000,24.800000,30.720000,0.000000,11.520000,24.470000,8.160000,152.120000,57.160000,0.000000,0.730000,0.000000,65.840000,67.700000,0.000000,100.540000,204.370000,24.000000,230.380000,0.000000,1.380000,0.000000,0.000000,48.000000,0.000000,0.000000,48.000000,8.18,24.54,0,8.18,0,0,0,0,0,0,0,0,20.79,0,6.66,7.01,0,0,0,0,0,0,20.79

25,06:00-06:15,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,0.000000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.730000,0.000000,84.650000,67.700000,0.000000,100.540000,233.170000,24.000000,230.380000,0.000000,1.430000,0.000000,0.000000,48.000000,95.990000,0.000000,48.000000,8.46,25.39,0,8.46,0,0,0,0,0,0,0,0,20.96,0,6.66,7.01,0,0,0,0,0,0,20.96

26,06:15-06:30,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,0.000000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.730000,0.000000,114.760000,86.580000,0.000000,100.540000,259.750000,24.000000,269.970000,0.000000,1.430000,0.000000,0.000000,48.000000,95.990000,0.000000,48.000000,8.52,25.54,0,8.51,0,0,0,0,0,0,0,0,21.37,0,6.66,7.01,0,0,0,0,0,0,21.37

27,06:30-06:45,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,0.000000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.730000,0.000000,114.760000,86.580000,0.000000,100.540000,259.750000,24.000000,269.970000,0.000000,1.430000,0.000000,0.000000,48.000000,95.990000,0.000000,48.000000,8.49,25.45,0,8.48,0,0,0,0,0,0,0,0,21.54,0,6.66,7.01,0,0,0,0,0,0.5,21.54

28,06:45-07:00,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,0.000000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.730000,0.000000,114.760000,86.580000,0.000000,100.540000,259.750000,24.000000,269.970000,0.000000,1.430000,0.000000,0.000000,48.000000,95.990000,0.000000,48.000000,8.43,25.26,0,8.42,0,0,0,0,0.89,0,0,0,21.9,0,6.66,7.01,0,0,0,0,0,2,21.9

29,07:00-07:15,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,121.720000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.730000,0.000000,114.760000,86.580000,0.000000,100.540000,259.750000,24.000000,269.970000,100.790000,1.430000,0.000000,0.000000,48.000000,95.990000,0.000000,48.000000,8.44,25.34,0,8.45,0,0,0,2.55,3.45,0.252668,0.01,0.06,25,0,6.66,7.01,0,0,0,0,0,7,25

30,07:15-07:30,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,121.720000,30.720000,30.720000,9.600000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.730000,0.000000,114.760000,86.580000,0.000000,100.540000,259.750000,23.040000,269.970000,100.790000,1.430000,0.000000,0.000000,48.000000,95.990000,0.000000,48.000000,8.52,25.56,0,8.52,0,0,0,7.45,10.42,2.614142,0.11,0.54,25,0,6.66,7.01,0,0,0,0,1,13,25

31,07:30-07:45,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,121.720000,30.720000,30.720000,38.400000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.730000,38.400000,114.760000,86.580000,0.060000,100.540000,259.750000,22.080000,269.970000,100.790000,1.430000,0.060000,0.060000,48.000000,95.990000,0.000000,48.000000,8.62,25.85,0,8.62,1,0,0,15.48,20.31,7.055268,0.47,2.35,25,2,6.66,7.01,0,1,0.33,0,3,20,25

32,07:45:08:00,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,121.720000,30.720000,30.720000,49.910000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.730000,38.400000,114.760000,86.580000,0.240000,100.540000,259.750000,22.080000,269.970000,100.790000,1.430000,0.240000,0.240000,48.000000,95.990000,19.200000,48.000000,8.78,26.34,5,8.78,3,0,0,25.49,32.43,11.85596,1.56,7.81,24.98,7,6.66,7.01,0,3,1.88,0,5,28,24.98

33,08:00-08:15,5.760000,0.000000,0.950000,18.240000,1.470000,6.720000,198.510000,30.720000,30.720000,25.920000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,2.870000,100.540000,259.750000,22.080000,269.970000,100.790000,1.430000,2.940000,2.870000,48.000000,48.000000,19.200000,48.000000,8.86,26.56,5,8.85,3,0,0,30.34,30.33,17.24945,5,25,23.81,11,6.66,7.01,0,4,2.99,0,7,30.33,23.81

34,08:15-08:30,5.760000,95.990000,0.950000,18.240000,1.470000,6.720000,198.510000,30.720000,30.720000,24.960000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,2.910000,100.540000,259.750000,23.040000,269.970000,100.790000,1.430000,2.980000,2.910000,48.000000,48.000000,29.760000,48.000000,8.79,26.39,5,8.8,5,0,0,30.34,30.33,24.431052,6.76,33.79,21.89,18,6.66,7.01,0,7,4.33,0,10,30.33,21.89

35,08:30-08:45,5.760000,95.990000,0.950000,18.240000,1.470000,6.720000,198.510000,30.720000,30.720000,27.840000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,4.340000,100.540000,259.750000,23.040000,269.970000,100.790000,1.430000,4.440000,4.340000,48.000000,48.000000,48.000000,48.000000,8.76,26.26,5,8.75,8,0,0,32,32,33.536818,10.58,52.91,20.49,22,6.66,7.01,0,10,20.92,0,15,32,20.49

36,08:45:09:00,5.760000,95.990000,0.950000,18.240000,1.470000,6.720000,198.510000,30.720000,30.720000,33.600000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,6.260000,100.540000,259.750000,23.040000,269.970000,100.790000,1.430000,6.420000,6.260000,48.000000,48.000000,48.000000,48.000000,8.71,26.1,5,8.7,9,0,0,32,32,43.82818,14.63,73.15,18.98,29,6.66,7.01,0,13,30.25,0,18,32,18.98

37,09:00:09:15,5.760000,95.990000,0.950000,18.240000,1.370000,6.720000,198.510000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,3.280000,100.540000,259.750000,0.000000,269.970000,100.790000,1.430000,3.360000,3.280000,48.000000,48.000000,48.000000,48.000000,7.13,21.41,15,7.14,9,0,0,32,32,54.780366,18.85,94.25,18.38,39,4,7.01,0,16,38.68,0,19,32,18.38

38,09:15-09:30,5.760000,95.990000,0.950000,18.240000,1.370000,6.720000,198.510000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,4.130000,100.540000,259.750000,0.000000,269.970000,100.790000,1.430000,4.220000,4.130000,48.000000,48.000000,48.000000,48.000000,6.87,20.61,22,6.87,11,0,0,32,32,67.549818,23.26,116.3,16.83,49,4,7.01,0,21,46.56,0,22,32,16.83

39,09:30-09:45,5.760000,95.990000,0.950000,18.240000,1.370000,6.720000,198.510000,30.720000,30.720000,9.600000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,4.890000,100.540000,259.750000,0.000000,269.970000,100.790000,1.430000,5.010000,4.890000,48.000000,48.000000,48.000000,48.000000,5.87,17.61,31.61,5.87,12,0,0,32,32,80.455322,31.28,156.39,15.68,56,4,7.01,0,24,54.04,0,25,32,15.68

40,09:45-10:00,5.760000,95.990000,0.950000,18.240000,1.370000,6.720000,198.510000,30.720000,30.720000,14.400000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,5.700000,100.540000,259.750000,0.000000,269.970000,100.790000,1.430000,5.840000,5.700000,48.000000,48.000000,48.000000,48.000000,5.13,15.4,34.49,5.13,16,0,0,32.5,32.5,93.166466,34.69,173.46,14.53,67,4,7.01,0,28,60.34,0,31,32.5,14.53

41,10:00-10:15,5.760000,95.990000,0.950000,18.240000,1.370000,6.720000,198.510000,30.720000,30.720000,9.600000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,6.540000,100.540000,259.750000,0.000000,269.970000,100.790000,1.430000,6.710000,6.540000,48.000000,48.000000,48.000000,48.000000,5,15,36.96,5,22,0,0,32.5,32.5,104.61427,37.78,188.92,14,77,4,7.01,0,33,66.18,0,43,32.5,14

42,10:15-10:30,5.760000,95.990000,0.950000,18.240000,1.370000,6.720000,198.510000,30.720000,30.720000,9.600000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,13.390000,100.540000,259.750000,0.000000,269.970000,100.790000,1.430000,13.720000,13.390000,48.000000,48.000000,29.760000,48.000000,5,15,38.93,5,30,0,0,32.5,32.5,114.1865,40.57,202.87,13.54,109,4,7.01,0,46,71.72,0,60,32.5,13.54

43,10:30-10:45,5.760000,0.000000,0.950000,18.240000,1.370000,6.720000,198.510000,30.720000,30.720000,9.600000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,14.130000,100.540000,259.750000,0.000000,269.970000,100.790000,1.430000,14.490000,14.130000,48.000000,48.000000,19.200000,48.000000,5,15,38.95,5,39,0,0,32.5,32.5,106.839692,43.03,215.15,12.97,140,4,7.01,0,60,76.85,0,78,32.5,12.97

44,10:45-11:00,5.760000,0.000000,0.950000,18.240000,1.370000,6.720000,198.510000,30.720000,30.720000,10.560000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,134.390000,114.760000,86.580000,14.740000,100.540000,259.750000,0.000000,269.970000,100.790000,1.430000,15.110000,14.740000,48.000000,48.000000,19.200000,48.000000,5,15,40.28,5,42,0,0,32.5,32.5,114.905632,45.21,226.06,12.7,175,4,7.01,0,75,81.71,0,83,32.5,12.7

45,11:00-11:15,5.760000,0.000000,0.990000,18.240000,1.470000,6.720000,0.000000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,0.000000,114.760000,86.580000,15.200000,100.540000,259.750000,0.000000,269.970000,0.000000,1.430000,15.590000,15.200000,48.000000,95.990000,0.000000,48.000000,5,15,41.45,5,45,0,0,32.5,32.5,121.03769,46.67,233.33,12.93,179,3.84,6.41,0,76,85.65,0,90,32.5,12.93

46,11:15-11:30,5.760000,0.000000,0.990000,18.240000,1.470000,6.720000,0.000000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,0.000000,114.760000,86.580000,15.640000,100.540000,259.750000,0.000000,269.970000,0.000000,1.430000,16.030000,15.640000,48.000000,95.990000,0.000000,48.000000,5,15,42.44,5,47,8.64,10.56,32.5,32.5,125.857818,46.67,233.33,13.01,186,3.84,5.61,0,79,88.19,0,93,32.5,13.01

47,11:30-11:45,5.760000,0.000000,0.990000,18.240000,1.470000,6.720000,0.000000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,0.000000,114.760000,86.580000,16.010000,100.540000,259.750000,0.000000,269.970000,0.000000,1.430000,16.410000,16.010000,48.000000,95.990000,0.000000,48.000000,5,15,43.29,5,47,8.64,10.56,32.5,32.5,130.337816,46.67,233.33,13.13,189,3.84,5.61,0,81,90.21,0,93,32.5,13.13

48,11:45-12:00,5.760000,0.000000,0.990000,18.240000,1.470000,6.720000,0.000000,30.720000,30.720000,0.000000,11.520000,0.000000,8.160000,77.420000,0.000000,0.000000,0.690000,0.000000,114.760000,86.580000,16.310000,100.540000,259.750000,0.000000,269.970000,0.000000,1.430000,16.720000,16.310000,48.000000,95.990000,0.000000,48.000000,5,15,44.03,5,47,20.16,23.04,32.5,32.5,133.855732,46.67,233.33,13.17,189,3.84,5.61,0,81,90.31,0,93,32.5,13.17

