Block,Time,BSIUL,CHAMERA1,CHAMERA2,KKNPPU2,NJPC,RIHAND1,RIHAND3,RSTPSU7,SALAL,SASAN,UNCHAHAR1,VALLURNTECL,ANTA_RF,DADRI_LF,NAPP,TANAKPUR,ANTA_CRF,DADRI_RF,KGSU1AND2,KHSTPP-II,NLCIIST2,PARBATI3,RAPPB,RAPPC,TANDA2,TEHRI,URI2,AURY_CRF,CHAMERA3,DADRT2,KGSU3AND4,KKNP,KOTESHWR,NLCEXP,NTPL,RAMPUR,RSTPSU1TO6,ANTA_LF,BRBCL,FSTPP I & II,KISHANGANGA,KOLDAM,NNTPP,SEWA2,SIMHST1,SINGRAULI_HYDRO,TALST2,UNCHAHAR2,URI,ANTA_GF,AURY_LF,AURY_RF,DADRI_GF,KUDGI,SIMHST2,SINGRAULI,TelanganaSTPP,DHAULIGNGA,DULHASTI,KHSTPP-I,MAPS,DADRI_CRF,JHAJJAR,NLCIIST1,NLCTS2EXP,RIHAND2,TALA,UNCHAHAR3,UNCHAHAR4,AURY_GF
87,21:30-21:45,1.1,28.1,40.28,0,134.5,47.33,127.6,0,38.35,418.77,20.96,0,30.16,0,46.06,9.48,0,99.15,0,93.36,0,16.87,0,60.23,2.89,70.87,14.77,0,32.08,343.03,0,0,19.32,0,0,2.89,0,0,15,20.8,4.32,4.01,0,6.74,0,0,0,43.06,11.04,0,0,70.02,0,0,0,106.72,0,40.2,54.53,44.92,0,0,413.81,0,0,121.71,9.41,0,1.62,0

88,21:45-22:00,2.2,28.1,40.28,0,134.5,47.33,127.6,0,38.35,418.77,20.96,0,30.16,0,46.06,9.48,0,99.15,0,93.36,0,16.87,0,60.23,2.89,70.87,14.77,0,32.08,343.03,0,0,19.32,0,0,2.89,0,0,15,20.8,4.32,4.01,0,10.26,0,0,0,43.06,11.04,0,0,70.02,0,0,0,106.72,0,40.2,54.53,44.92,0,0,413.81,0,0,121.71,9.7,0,1.62,0

89,22:00-22:15,19.56,42.15,45.65,0,153.34,47.33,127.6,0,38.35,418.77,20.96,0,30.75,0,46.06,10.63,0,99.15,0,93.36,0,16.87,0,60.23,2.89,70.87,14.77,0,33.74,343.03,0,0,42.94,0,0,3.29,0,0,15,20.8,4.32,4.01,0,11.72,0,0,0,43.06,11.04,0,0,70.02,0,0,0,106.72,0,41.42,55.08,44.92,0,0,413.81,0,0,121.71,9.7,0,1.62,0

90,22:15-22:30,19.56,42.15,45.65,0,153.34,47.33,127.6,0,38.35,418.77,20.96,0,30.75,0,46.06,10.63,0,99.15,0,93.36,0,2.81,0,60.23,2.89,70.87,14.77,0,33.74,343.03,0,0,42.94,0,0,3.29,0,0,15,20.8,4.32,4.01,0,11.72,0,0,0,43.06,15.45,0,0,70.02,0,0,0,106.72,0,41.42,55.08,44.92,0,0,413.81,0,0,121.71,9.85,0,1.62,0

91,22:30-22:45,19.56,42.15,45.65,0,153.34,47.33,127.6,0,51.13,418.77,20.96,0,30.75,0,46.06,10.63,0,99.15,0,93.36,0,0,0,60.23,2.89,70.87,14.77,0,33.74,343.03,0,0,42.94,0,0,3.29,0,0,15,20.8,4.32,4.01,0,11.72,0,0,0,43.06,13.25,0,0,70.02,0,0,0,106.72,0,41.42,55.08,44.92,0,0,413.81,0,0,121.71,9.85,0,1.62,0

92,22:45-23:00,19.56,42.15,45.65,0,153.34,47.33,127.6,0,51.13,418.77,20.96,0,30.75,0,46.06,10.63,0,99.15,0,93.36,0,0,0,60.23,2.89,70.87,14.77,0,33.74,343.03,0,0,42.94,0,0,3.29,0,0,15,20.8,4.32,4.01,0,11.72,0,0,0,43.06,50.79,0,0,70.02,0,0,0,106.72,0,41.42,55.08,44.92,0,0,413.81,0,0,121.71,10,0,1.62,0

93,23:00-23:15,1.1,28.1,28.34,0,150.02,47.33,127.6,0,51.13,418.77,20.96,0,31.94,0,46.06,9.48,0,99.15,0,93.36,0,0,0,60.23,2.89,70.87,14.77,0,21.37,343.03,0,0,21.46,0,0,3.22,0,0,15,20.8,2.88,4.01,0,9.52,0,0,0,43.11,50.79,0,0,70.02,0,0,0,106.72,0,30.23,54.53,44.92,0,0,413.81,0,0,121.71,10,0,1.62,0

94,23:15-23:30,0,14.05,12.68,0,150.02,47.33,127.6,0,51.13,418.77,20.96,0,31.94,0,46.06,9.48,0,99.15,0,93.36,0,0,0,60.23,2.89,70.87,14.77,0,10.69,343.03,0,0,9.66,0,0,3.22,0,0,15,20.8,1.44,4.01,0,2.94,0,0,0,43.11,13.25,0,0,70.02,0,0,0,106.72,0,30.23,54.53,44.92,0,0,413.81,0,0,121.71,10.29,0,1.62,0

95,23:30-23:45,0,14.05,10.59,0,150.02,47.33,127.6,0,51.13,418.77,20.96,0,31.94,0,46.06,9.48,0,99.15,0,93.36,0,0,0,60.23,2.89,70.87,10.35,0,10.69,343.03,0,0,9.66,0,0,3.22,0,0,15,20.8,0.14,4.01,0,0,0,0,0,43.11,11.04,0,0,70.02,0,0,0,106.72,0,30.23,54.53,44.92,0,0,413.81,0,0,121.71,10.29,0,1.62,0

96,23:45-24:00,0,14.05,10.59,0,150.02,47.33,127.6,0,51.13,418.77,20.96,0,31.94,0,46.06,9.48,0,99.15,0,93.36,0,0,0,60.23,2.89,70.87,10.35,0,10.69,343.03,0,0,9.66,0,0,3.22,0,0,15,20.8,0,4.01,0,0,0,0,0,43.11,11.04,0,0,70.02,0,0,0,106.72,0,30.23,54.53,44.92,0,0,413.81,0,0,121.71,10.29,0,1.62,0

