Block,Time Block,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,RSTPSU7,SALAL,SEWA2,RIHAND3,RIHAND2,SASAN,RSTPSU1TO6,RAPPC,PARBATI3,RAPPB,RIHAND1,RAMPUR,KKNP,NLCEXP,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,MAPS,NJPC,NAPP,KOTESHWR,NTPL,NNTPP,NLCIIST1,NLCIIST2,NLCTS2EXP,KGSU3AND4,KGSU1AND2,KHSTPP-II,KHSTPP-I,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,TEHRI,UNCHAHAR1,UNCHAHAR4,TANDA2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,URI,SIMHST2,SINGRAULI,SIMHST1,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.96,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,11,19.23,0,180.93,0,344.82,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,94.9,21.14,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.93,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,11,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,114.59,25.53,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.93,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,11,19.23,15.85,180.93,0,344.82,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,22.49,42.31,8.53,0,0,0,0,0,0,0,114.59,25.53,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.93,5.77,0,0,14.26,0,1.97,0,0,22.49,1.07,0,134.33,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,14.82,19.23,15.85,180.93,0,374.1,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,44.98,42.31,8.53,0,0,0,0,0,0,0,142.61,31.78,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,44.89,6.57,0,0,14.26,0,1.97,0,0,27.06,1.07,0,134.33,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,18.71,19.23,15.85,200.16,0,378.15,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,67.48,42.31,8.53,0,0,0,0,0,0,0,142.61,32.1,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,44.89,8.57,0,0,22.78,0,1.97,0,0,40.76,1.07,0,134.33,0,0,0,0,0,0,0

69,17:00-17:15,0,0,3.6,8.76,18.71,19.23,15.85,238.62,0,378.15,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,89.97,42.31,17.07,0,0,0,0,0,0,0,142.61,32.1,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,44.89,9.88,0,0,22.78,0,2.46,0,0,40.76,1.07,0,134.33,0,0,0,0,0,0,0

70,17:15-17:30,2.12,1.22,5.63,17.13,18.71,19.23,31.69,277.09,11.58,412.42,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,25.6,0,0,0,0,0,0,0,142.61,32.1,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,44.89,9.89,0,0,22.78,0,2.46,0,0,40.76,1.07,0,134.33,0,0,0,0,0,0,0

71,17:30-17:45,12.54,27.94,37.99,26.36,19.73,19.23,31.69,331.9,26.1,494.35,0,1.35,7.6,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,37.55,0,0,0,0,0,0,0,142.61,32.1,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.14,0,2.71,0,0,40.76,1.07,0,134.33,0,0,0,0,0,0,0

72,17:45-18:00,12.54,27.94,37.99,26.36,20,19.23,31.69,422.49,26.1,586.06,0,1.35,7.6,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,37.55,0,0,0,0,0,0,0,142.61,32.1,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.14,0,2.71,0,0,40.76,1.07,0,134.33,0,0,0,0,0,0,0

73,18:00-18:15,12.54,27.94,37.99,26.36,19.67,19.23,31.69,474.49,26.1,591.36,0,1.35,7.6,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,37.55,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.14,0,2.71,0,0,40.76,1.6,0,134.33,0,0,0,0,0,0,0

74,18:15-18:30,12.54,27.94,37.99,26.36,19.67,19.23,31.69,474.49,26.1,591.36,0,8.93,7.6,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,37.55,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.14,0,2.71,0,0,40.76,1.6,0,134.33,0,0,0,0,0,0,0

75,18:30-18:45,12.54,27.94,37.99,26.36,19.67,19.23,31.69,474.49,11.58,598.1,0,40.22,7.6,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,112.46,42.31,37.55,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.14,0,2.71,0,0,40.76,1.6,0,134.33,0,0,0,0,0,0,0

76,18:45-19:00,2.12,1.22,2.05,8.76,19.67,19.23,31.69,474.49,0,626.94,0,40.22,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,89.97,42.31,18.96,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.14,0,2.71,0,0,40.76,1.6,0,134.33,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,19.67,19.23,31.69,474.49,0,626.94,0,40.22,0,119.56,114.2,197.43,0,51.73,3.67,0,88.47,0,0,0,0,0,0,0,0,67.48,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,59.85,9.89,0,0,25.14,0,2.71,0,0,40.76,3.18,0,134.33,0,0,0,0,0,0,0

78,19:15-19:30,0,0,0,0,19.67,19.23,31.69,474.49,0,626.94,0,40.22,0,119.56,114.2,197.43,0,51.73,15.9,0,88.47,0,0,0,0,0,0,0,0,22.49,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,59.85,9.89,0,0,25.14,0,2.71,0,0,40.76,3.18,0,134.33,0,0,0,0,0,0,0

79,19:30-19:45,0,0,0,0,19.67,19.23,15.85,474.49,0,626.94,0,40.22,0,119.56,114.2,197.43,0,51.73,15.9,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,44.89,9.89,0,0,25.14,0,2.71,0,0,40.76,3.18,0,134.33,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,19.67,19.23,15.85,474.49,0,626.94,0,40.22,0,119.56,114.2,197.43,0,51.73,15.9,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,44.89,9.89,0,0,25.14,0,2.71,0,0,40.76,8.49,0,134.33,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,19.67,19.23,15.85,474.57,0,626.94,0,8.93,0,119.56,114.2,197.43,0,51.73,15.9,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,29.93,9.89,0,0,25.14,0,2.71,0,0,40.76,25.47,0,134.33,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,19.67,19.23,15.85,315.55,0,626.94,0,1.35,0,119.56,114.2,197.43,0,51.73,15.9,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,29.93,9.89,0,0,25.14,0,2.71,0,0,40.76,25.47,0,134.33,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,19.67,19.23,15.85,286.7,0,575.87,0,1.35,0,119.56,114.2,197.43,0,51.73,15.9,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,10.35,0,0,0,0,0,0,0,29.93,9.89,0,0,25.14,0,2.71,0,0,40.76,25.47,0,134.33,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,14.83,19.23,15.85,262.66,0,472.68,0,1.35,0,119.56,114.2,197.43,0,51.73,3.43,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,29.93,6.92,0,0,19.27,0,2.71,0,0,30.33,25.47,0,134.33,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,14.83,19.23,15.85,238.62,0,362.08,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,14.78,6.92,0,0,19.27,0,2.46,0,0,30.33,25.47,0,134.33,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,14.83,19.23,15.85,214.58,0,348.23,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,6.92,0,0,19.27,0,2.46,0,0,30.33,8.49,0,134.33,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,14.83,19.23,15.85,190.54,0,348.23,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,6.92,0,0,19.27,0,2.46,0,0,30.33,3.18,0,134.33,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,14.83,19.23,15.85,180.93,0,348.23,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,142.61,31.93,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,6.92,0,0,19.27,0,2.46,0,0,30.33,3.18,0,134.33,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,14.83,19.23,15.85,180.93,0,348.23,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,122.94,27.54,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,6.92,0,0,19.27,0,2.46,0,0,30.33,3.18,0,134.33,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,14.83,19.23,15.85,180.93,0,348.23,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,122.91,27.54,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,6.92,0,0,19.27,0,2.46,0,0,30.33,3.18,0,134.33,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,17.23,19.23,15.85,180.93,0,378.15,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,122.91,27.54,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,8.52,0,0,21.88,0,2.22,0,0,35.14,3.18,0,134.33,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,17.23,19.23,15.85,180.93,0,378.15,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,122.91,27.54,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,8.52,0,0,21.88,0,2.22,0,0,35.14,3.18,0,134.33,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,12.87,19.23,15.85,180.93,0,357.65,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,122.91,27.54,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,7.46,0,0,16.87,0,1.97,0,0,27.08,3.18,0,134.33,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,12.87,19.23,15.85,180.93,0,351.88,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,122.91,27.54,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,6.57,0,0,16.87,0,1.97,0,0,27.08,3.18,0,134.33,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,12.87,19.23,15.85,180.93,0,351.88,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,122.91,27.54,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,6.57,0,0,16.87,0,1.97,0,0,27.08,3.18,0,134.33,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,12.87,19.16,15.85,180.93,0,345.15,0,1.35,0,119.56,114.2,197.43,0,51.73,0,0,88.47,0,0,0,0,0,0,0,0,0,42.31,8.53,0,0,0,0,0,0,0,122.91,27.54,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,6.57,0,0,16.87,0,1.97,0,0,22.41,3.18,0,134.33,0,0,0,0,0,0,0

