Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,NR/01102023/22052037/LT-59,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/23072024/23072024/IEX_240722_01671,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/01072024/31072024/R2,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02
57,14:00-14:15,33,40.61,40,73.33,42,179,33,73.33,0,21.34,85,21.66,84,65,0,21.67,45.83,76,51.904573,229.17,33,0.000000,0.000000,30.790000,11.840000,8.830000,0.000000,22.160000,66.160000,84.780000,15.140000,22.160000,0.000000,0.000000,12.140000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,11.840000,0.000000,272.740000,4.260000,6.750000,0.000000,81.990000,247.650000

58,14:15-14:30,33,40.41,39,73.33,40.5,172,33,73.33,0,21.66,85,22.5,81,67.5,0,22.5,45.83,73,54.31307,229.17,33,0.000000,0.000000,30.790000,11.460000,8.830000,0.000000,22.160000,66.160000,84.780000,15.140000,22.160000,0.000000,0.000000,11.750000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,11.460000,0.000000,272.740000,4.260000,6.750000,0.000000,100.490000,257.700000

59,14:30-14:45,33,40.01,37,73.33,40.5,165,33,73.33,0,16.66,79,22.84,78,68.5,0,22.83,44.17,70,56.26327,220.83,33,0.000000,0.000000,30.790000,10.790000,8.130000,0.000000,22.160000,66.160000,75.130000,15.140000,22.160000,0.000000,0.000000,11.060000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,10.790000,0.000000,272.740000,4.260000,6.750000,0.000000,100.490000,257.700000

60,14:45-15:00,33,40.41,36,73.67,39.5,154,33,73.67,0,17.34,74,23.34,74,70,0,23.33,40.83,66,57.374884,204.17,33,0.000000,0.000000,30.790000,13.180000,8.130000,0.000000,22.160000,66.160000,75.130000,15.140000,22.160000,0.000000,0.000000,13.510000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,13.180000,0.000000,272.740000,4.260000,6.750000,0.000000,100.490000,257.700000

61,15:00-15:15,33,40.41,35,74.33,38.5,151,33,74.33,0,18.34,67,24.16,72,72.5,0,24.17,37.82,64,43.411452,189.08,33,0.000000,0.000000,30.790000,12.580000,8.130000,0.000000,30.870000,66.160000,75.130000,15.140000,13.460000,0.000000,0.000000,12.890000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,12.580000,0.000000,272.740000,4.640000,6.750000,0.000000,100.490000,257.700000

62,15:15-15:30,33,40.21,32,75,35.5,140,33,75,0,19,62,25,68,75,0,25,35.56,60,41.948802,177.78,33,0.000000,0.000000,31.290000,11.760000,8.130000,0.000000,30.870000,66.160000,75.130000,15.140000,13.460000,0.000000,0.000000,12.050000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,11.760000,0.000000,272.740000,4.640000,6.750000,0.000000,100.490000,257.700000

63,15:30-15:45,33,40.41,30,76,34,126,33,76,0,20,57,26.66,63,80,0,26.67,33.3,54,40.135116,166.5,33,0.000000,0.000000,31.290000,10.880000,8.130000,0.000000,30.870000,66.160000,57.590000,15.140000,13.460000,0.000000,0.000000,11.140000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,10.880000,0.000000,272.740000,4.640000,6.750000,0.000000,100.490000,201.470000

64,15:45-16:00,33,40.21,27,76.67,31,116,33,76.67,0,20.34,53,28.34,58,85,0,28.33,31.04,49,38.165414,155.21,33,0.000000,0.000000,31.290000,10.070000,8.130000,0.000000,30.870000,66.160000,57.590000,15.140000,13.460000,0.000000,0.000000,10.310000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,10.070000,0.000000,272.740000,4.640000,6.750000,0.000000,100.490000,201.470000

65,16:00-16:15,33,39.61,23,76.67,28.5,105,33,76.67,0,21,50,29.16,47,87.5,0,29.17,28.58,45,35.415632,142.93,33,0.000000,13.170000,31.290000,9.330000,9.360000,0.000000,30.870000,66.160000,63.260000,15.140000,13.460000,0.000000,0.000000,9.560000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,9.330000,0.000000,272.740000,5.100000,6.750000,0.000000,100.490000,201.470000

66,16:15-16:30,33,40.21,20,76.67,26.5,95,33,76.67,0,21.66,44,30,43,90,0,30,26.13,40,32.197802,130.64,33,0.000000,13.170000,31.290000,8.320000,9.360000,0.000000,30.870000,66.160000,63.260000,15.140000,13.460000,0.000000,0.000000,8.520000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,8.320000,0.000000,272.740000,5.100000,6.750000,0.000000,100.490000,201.470000

67,16:30-16:45,33,40.01,17,76.67,24.5,81,22,76.67,0,22.34,40,31.66,36,95,0,31.67,26.04,34,34.32352,130.2,33,0.000000,13.170000,31.290000,7.500000,9.360000,0.000000,30.870000,66.160000,57.590000,15.140000,13.460000,0.000000,0.000000,7.680000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,7.500000,0.000000,272.740000,5.100000,6.750000,0.000000,71.550000,201.470000

68,16:45-17:00,33,40.41,15,76.67,19.5,70,12,76.67,0,23,33,32,30,96,0,32,23.34,30,30.657144,116.7,30.99,0.000000,13.170000,31.290000,6.460000,9.360000,0.000000,30.870000,66.160000,57.590000,15.140000,13.460000,0.000000,0.000000,6.610000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,6.460000,0.000000,272.740000,5.100000,6.750000,0.000000,67.520000,201.470000

69,17:00-17:15,30.98,40.41,13,76.67,16.5,60,7,76.67,0,23.34,27,32,27,96,0,32,20.3,25,26.337451,101.49,24.4,0.000000,13.170000,31.290000,5.300000,9.820000,0.000000,30.870000,66.160000,57.590000,15.140000,13.460000,0.000000,0.000000,5.430000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,5.300000,0.000000,272.740000,5.570000,14.700000,0.000000,72.340000,201.470000

70,17:15-17:30,25.16,40.01,11,76.67,13.5,49,1,76.67,0,24.43,21,32,24,96,0,32,17.25,21,21.120666,86.28,17.91,0.000000,13.170000,31.290000,4.340000,9.820000,0.000000,30.870000,66.160000,57.590000,15.140000,13.460000,0.000000,0.000000,4.440000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,4.340000,0.000000,272.740000,5.570000,14.700000,0.000000,100.490000,201.470000

71,17:30-17:45,20.04,39.81,9,76.67,10.5,39,0,76.67,0,23.6,19,26.34,19,79,0,26.33,14.21,16,15.348074,71.06,11.81,0.000000,13.170000,31.290000,3.270000,9.820000,0.000000,22.160000,66.160000,57.590000,15.140000,22.160000,0.000000,0.000000,3.350000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,3.270000,0.000000,272.740000,5.570000,14.700000,0.000000,100.490000,201.470000

72,17:45-18:00,15.59,39.81,6,76.67,7.5,28,0,76.67,0,22.05,17,26.5,14,79.5,0,26.5,11.72,12,10.911369,58.63,7.55,0.000000,13.170000,31.290000,2.430000,9.820000,0.000000,22.160000,66.160000,76.480000,15.140000,22.160000,0.000000,0.000000,2.480000,0.000000,0.000000,12.420000,0.000000,0.000000,0.000000,2.430000,0.000000,272.740000,5.570000,14.700000,0.000000,100.490000,261.890000

73,18:00-18:15,0,39.61,5,76.67,7,18,0,76.67,0,16.6,12,26.66,10,80,0,26.67,9.58,7,4.748737,47.92,0,0.000000,13.630000,31.280000,1.840000,10.130000,0.000000,22.160000,66.160000,86.130000,15.140000,22.160000,24.120000,0.000000,1.890000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,1.840000,72.340000,272.740000,6.030000,14.700000,0.000000,100.490000,261.890000

74,18:15-18:30,0,40.61,3,76.67,5,11,0,76.67,0,16.36,9,27,5,81,0,27,7.43,4,3.02281,37.17,0,0.000000,13.630000,30.780000,1.360000,10.130000,0.000000,22.160000,66.160000,86.130000,15.140000,22.160000,24.120000,0.000000,1.390000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,1.360000,72.340000,272.740000,6.030000,14.700000,0.000000,100.490000,261.890000

75,18:30-18:45,0,40.41,1,76.67,3,7,0,76.67,0,22.66,6,27.34,1,82,0,27.33,5.29,3,1.85269,26.44,0,0.000000,13.630000,30.780000,0.640000,10.130000,0.000000,20.230000,66.160000,86.130000,15.140000,20.230000,24.120000,0.000000,0.660000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.640000,72.340000,272.740000,6.030000,14.700000,0.000000,100.490000,261.890000

76,18:45-19:00,0,39.81,0,76.67,3,4,0,76.67,0,22.34,4,27.5,0,82.5,0,27.5,3.14,1,0.916594,15.7,0,0.000000,13.630000,30.780000,0.380000,10.130000,0.000000,20.230000,66.160000,86.130000,15.140000,20.230000,24.120000,0.000000,0.390000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.380000,72.340000,272.740000,6.030000,14.700000,0.000000,100.490000,261.890000

77,19:00-19:15,0,42.42,0,76.67,1,1,0,76.67,0,22,2,27.66,0,83,0,27.67,2.36,0,0.204771,11.79,0,0.000000,13.630000,30.780000,0.070000,10.360000,0.000000,30.870000,115.310000,87.010000,15.140000,0.000000,24.120000,0.000000,0.070000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.070000,72.340000,272.740000,6.490000,14.700000,0.000000,100.490000,261.890000

78,19:15-19:30,0,42.22,0,76.67,0.5,1,0,76.67,0,21.66,1,28,0,84,0,28,1.57,0,0,7.88,0,0.000000,13.630000,31.280000,0.010000,10.360000,0.000000,30.870000,115.310000,87.010000,15.140000,0.000000,24.120000,0.000000,0.010000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.010000,72.340000,272.740000,6.490000,14.700000,0.000000,100.490000,261.890000

79,19:30-19:45,0,42.02,0,76.67,0,0,0,76.67,0,21.34,0,28.66,0,86,0,28.67,0.79,0,0,3.97,0,8.540000,13.630000,31.280000,0.000000,10.360000,0.000000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.490000,14.700000,0.000000,100.490000,261.890000

80,19:45-20:00,0,42.02,0,76.67,0,0,0,76.67,0,21,0,29.16,0,87.5,0,29.17,0,0,0,0,0,8.540000,13.630000,31.280000,0.000000,10.360000,0.000000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.490000,14.700000,0.000000,100.490000,261.890000

81,20:00-20:15,0,42.02,0,76.67,0,0,0,76.67,0,20.34,0,29.66,0,89,0,29.67,0,0,0,0,0,10.320000,13.630000,31.280000,0.000000,10.590000,0.000000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.950000,14.700000,0.000000,100.490000,261.890000

82,20:15-20:30,0,41.82,0,76,0,0,0,76,0,19.34,0,29.66,0,89,0,29.67,0,0,0,0,0,10.320000,13.630000,31.280000,0.000000,10.590000,0.000000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.950000,14.700000,0.000000,100.490000,261.890000

83,20:30-20:45,0,44.22,0,75.67,0,0,0,75.67,0,26,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,31.290000,0.000000,10.590000,0.000000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.950000,14.700000,0.000000,100.490000,261.890000

84,20:45-21:00,0,44.02,0,75.33,0,0,0,75.33,0,25.66,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,31.290000,0.000000,10.590000,0.000000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.950000,14.700000,0.000000,100.490000,261.890000

85,21:00-21:15,0,44.02,0,75,0,0,0,75,0,25.34,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,31.290000,0.000000,10.590000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,7.420000,14.700000,0.000000,100.490000,261.890000

86,21:15-21:30,0,43.82,0,73.33,0,0,0,73.33,0,25,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,31.290000,0.000000,10.590000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,7.420000,14.700000,0.000000,100.490000,261.890000

87,21:30-21:45,0,43.62,0,63.33,0,0,0,63.33,0,25,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,31.290000,0.000000,10.590000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,7.420000,14.700000,0.000000,100.490000,261.890000

88,21:45-22:00,0,43.42,0,62.67,0,0,0,62.67,0,25,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,31.290000,0.000000,10.590000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,7.420000,14.700000,0.000000,100.490000,261.890000

89,22:00-22:15,0,41.22,0,75,0,0,0,75,0,30,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,30.780000,0.000000,10.590000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,7.050000,14.700000,0.000000,100.490000,261.890000

90,22:15-22:30,0,41.22,0,75,0,0,0,75,0,30,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,30.780000,0.000000,10.590000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,7.050000,14.700000,0.000000,100.490000,261.890000

91,22:30-22:45,0,41.22,0,75,0,0,0,75,0,30,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,30.280000,0.000000,10.130000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,7.050000,14.700000,0.000000,100.490000,261.890000

92,22:45-23:00,0,41.02,0,75,0,0,0,75,0,30,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,30.280000,0.000000,10.130000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,7.050000,14.700000,0.000000,100.490000,261.890000

93,23:00-23:15,0,41.02,0,73.33,0,0,0,73.33,0,30,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,30.790000,0.000000,10.130000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.870000,14.700000,0.000000,100.490000,261.890000

94,23:15-23:30,0,40.82,0,73.33,0,0,0,73.33,0,30,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,30.280000,0.000000,10.130000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.870000,14.700000,0.000000,100.490000,261.890000

95,23:30-23:45,0,40.82,0,73.33,0,0,0,73.33,0,30,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,30.280000,0.000000,10.130000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.870000,14.700000,0.000000,100.490000,261.890000

96,23:45-24:00,0,40.62,0,73.33,0,0,0,73.33,0,30,0,32.5,0,97.5,0,32.5,0,0,0,0,0,0.000000,13.630000,30.280000,0.000000,10.130000,96.460000,30.870000,115.310000,87.010000,15.140000,30.870000,24.120000,0.000000,0.000000,96.460000,0.000000,12.420000,0.000000,96.460000,48.230000,0.000000,72.340000,272.740000,6.870000,14.700000,0.000000,100.490000,261.890000

