Block,Time,NR/16022024/29022024/HP-40,NR/01102023/30042040/GNA_LT_35,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/01102023/06022042/L_NR_2012_02,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/19072037/LT-05,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/16022024/29022024/HP-36,NR/01102023/31102037/L_NR_2019_11,NR/26072023/25122043/L_NR_2023_10,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/01102023/22052037/LT-59,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01022024/29022024/SJVN010224NR1468,NR/01102023/30042040/GNA_LT_36,NR/19022024/29022024/NVVN/OA/16907,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/01022024/29022024/SJVN010224NR1469,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/25122043/GNA_MEJA_DELHI,NR/20122023/29022024/IEX_LDC_231218_00502,WR/01102023/29112042/L_NR_2019_05,SR/14022024/29022024/SJVN140224NR1518,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,NR/16022024/29022024/HP-45,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/30092023/31122025/SH-07,NR/16022024/29022024/HP-38,L_NR_2019_19,NR/01102023/14082046/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01022024/29022024/79
51,12:30-12:45,39.150000,17.190000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.950000,90,4.820000,0.000000,13,91.98,0,47,19.290000,13,47.8,0,17.620000,48.230000,32.21,47.5,0,26.030000,52.730000,7,32.22,237.5,0.000000,11.580000,32.22,3.18,1.210000,60.770000,96.460000,17.190000,16,0.000000,6.66,7,21,26.030000,0.000000,157.53476,0,210,95,96.460000

52,12:45-13:00,39.150000,17.190000,5.790000,18.330000,229.930000,8.200000,271.290000,1.660000,6.750000,47.270000,6.750000,0.000000,0.950000,90,4.820000,0.000000,13,91.99,0,47,19.290000,13,47.8,0,17.620000,48.230000,32.21,47.5,0,26.030000,52.730000,7,32.22,237.5,0.000000,11.580000,32.22,3.18,1.210000,60.770000,96.460000,17.190000,17.2,0.000000,6.66,7,21,26.030000,0.000000,156.28804,0,210,95,96.460000

53,13:00-13:15,39.150000,17.190000,5.790000,18.330000,138.900000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,0.000000,0.950000,87,4.820000,0.000000,13,91.98,0,47,19.290000,13,47.8,0,17.620000,48.230000,32.21,47.5,0,26.030000,33.760000,7,32.22,237.5,0.000000,11.580000,32.22,3.28,1.250000,53.050000,96.460000,17.190000,14.07,0.000000,6.66,7,21,26.030000,0.000000,154.30108,0,203,95,96.460000

54,13:15-13:30,39.150000,17.190000,5.790000,18.330000,109.960000,8.200000,231.500000,1.660000,6.750000,33.090000,6.750000,0.000000,0.950000,87,4.820000,0.000000,13,91.98,0,47,19.290000,13,47.8,0,17.620000,48.230000,32.21,47.5,0,26.030000,33.760000,7,32.22,237.5,0.000000,11.580000,32.22,3.28,1.250000,53.050000,96.460000,17.190000,15.27,0.000000,6.66,7,21,26.030000,0.000000,151.51544,0,203,95,96.460000

55,13:30-13:45,39.150000,17.190000,5.790000,18.330000,109.960000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,0.000000,0.950000,85,4.820000,0.000000,13,91.98,0,47,19.290000,13,47.8,0,17.620000,48.230000,32.21,47.5,0,26.030000,33.760000,7,32.22,237.5,0.000000,11.580000,32.22,0,1.250000,53.050000,96.460000,17.190000,16.86,0.000000,6.66,7,21,26.030000,0.000000,146.4896,0,200,95,96.460000

56,13:45-14:00,39.150000,17.190000,5.790000,18.330000,109.960000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,0.000000,0.950000,85,4.820000,0.000000,13,91.98,0,47,19.290000,13,47.8,0,17.620000,48.230000,32.21,47.5,0,26.030000,33.760000,7,32.22,237.5,0.000000,11.580000,32.22,0,1.250000,53.050000,96.460000,17.190000,18.53,0.000000,6.66,7,21,26.030000,0.000000,143.15852,0,200,95,96.460000

57,14:00-14:15,39.150000,15.620000,5.790000,18.330000,109.960000,8.200000,241.150000,1.560000,6.750000,33.090000,6.750000,0.000000,0.950000,85,4.820000,0.000000,13,91.96,0,47,19.290000,13,44,0,16.020000,48.230000,32.21,47.5,0,26.030000,33.760000,7,32.22,237.5,0.000000,11.580000,32.22,0,1.250000,53.050000,96.460000,15.620000,18.67,0.000000,6.66,7,21,26.030000,0.000000,139.1359,0,200,93,96.460000

58,14:15-14:30,39.150000,15.150000,5.790000,18.330000,109.960000,8.200000,241.150000,1.560000,6.750000,33.090000,6.750000,0.000000,0.950000,85,4.820000,0.000000,13,91.98,0,47,19.290000,13,41.92,0,15.530000,48.230000,32.21,47.5,0,26.030000,33.760000,7,32.22,237.5,0.000000,11.580000,32.22,0,1.250000,53.050000,96.460000,15.150000,19.07,0.000000,6.66,7,21,26.030000,0.000000,134.51914,0,200,93,96.460000

59,14:30-14:45,39.150000,14.490000,5.790000,18.330000,138.900000,8.200000,241.150000,1.560000,6.750000,33.090000,6.750000,0.000000,0.950000,82,4.820000,0.620000,12.67,91.27,0,46,19.290000,12.67,40.05,0,14.850000,48.230000,32.21,47.5,0,26.030000,33.760000,7,32.22,237.5,0.000000,11.580000,32.22,0,1.250000,53.050000,96.460000,14.490000,19.87,0.000000,6.66,7,21,26.030000,0.000000,129.24006,0,193,92,96.460000

60,14:45-15:00,39.150000,13.840000,5.790000,18.330000,138.900000,8.200000,241.150000,1.560000,6.750000,33.090000,6.750000,0.000000,0.950000,78,4.820000,0.620000,12.67,87.99,0,44,19.290000,12.67,38.18,0,14.180000,48.230000,32.21,47.5,0,26.030000,33.760000,7,32.22,237.5,0.000000,11.580000,32.22,0,1.250000,53.050000,96.460000,13.840000,22.11,0.000000,6.66,7,21,26.030000,0.000000,122.97724,0,182,89,96.460000

61,15:00-15:15,39.150000,13.240000,5.790000,18.330000,174.280000,8.200000,241.150000,1.660000,6.750000,33.090000,6.750000,0.000000,0.990000,76,4.820000,0.620000,12.67,83.86,0,42,20.260000,12.67,38.86,0,13.560000,48.230000,32.21,47.5,0,26.030000,33.760000,7,32.22,237.5,0.000000,11.580000,32.22,0,1.300000,53.050000,96.460000,13.240000,23.48,0.000000,6.66,7,21,26.030000,0.000000,113.471,0,179,85,96.460000

62,15:15-15:30,39.150000,12.460000,5.790000,18.330000,174.280000,8.200000,241.150000,1.660000,6.750000,33.090000,6.750000,0.000000,0.990000,72,4.820000,0.620000,12.67,78.97,0,39,20.260000,12.67,36.72,0,12.780000,48.230000,32.21,45.43,0,26.030000,33.760000,7,32.22,227.13,0.000000,11.580000,32.22,0,1.300000,53.050000,96.460000,12.460000,25.68,0.000000,6.66,7,21,26.030000,0.000000,104.76344,0,168,79,96.460000

63,15:30-15:45,39.150000,11.570000,5.790000,18.330000,200.990000,8.200000,271.290000,1.660000,6.750000,47.270000,6.750000,0.000000,0.990000,66,4.820000,0.620000,12.67,73.62,0,36,21.220000,12.67,34.17,0,11.860000,48.230000,32.21,40.48,0,26.030000,52.730000,7,32.22,202.39,0.000000,11.580000,32.22,0,1.300000,81.990000,96.460000,11.570000,26.48,0.000000,6.66,7,21,26.030000,0.000000,95.10136,0,154,72,96.460000

64,15:45-16:00,39.150000,10.560000,5.790000,18.330000,200.990000,8.200000,271.290000,1.660000,6.750000,47.270000,6.750000,0.000000,0.990000,60,4.820000,0.620000,12.67,68.26,0,33,21.220000,12.67,31.5,0,10.820000,48.230000,32.21,37.47,0,26.030000,52.730000,7,32.22,187.33,0.000000,11.580000,32.22,0,1.300000,99.950000,96.460000,10.560000,29.71,0.000000,6.66,7,21,26.030000,0.000000,84.72826,0,140,66,96.460000

65,16:00-16:15,39.150000,9.400000,5.790000,18.330000,200.990000,8.200000,271.290000,1.660000,6.750000,47.270000,6.750000,0.000000,0.990000,52,4.820000,0.620000,12.67,61.68,0,28,22.190000,12.67,28.88,0,9.640000,48.230000,32.21,34.59,0,26.030000,52.730000,7,32.22,172.95,0.000000,11.580000,32.22,2.12,1.300000,99.950000,96.460000,9.400000,30.02,0.000000,6.66,7,21,26.030000,0.000000,74.05322,0,123,57,96.460000

66,16:15-16:30,39.150000,8.180000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.990000,45,4.820000,0.620000,12.67,54.42,0,25,23.150000,12.67,25.48,0,8.380000,48.230000,32.21,31.38,0,26.030000,63.260000,7,32.22,156.91,0.000000,11.580000,32.22,2.12,1.300000,99.950000,96.460000,8.180000,30.62,0.000000,6.66,7,21,26.030000,0.000000,63.4561,0,105,49,96.460000

67,16:30-16:45,39.150000,6.870000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.990000,40,4.820000,0.620000,12.67,46.72,0,20,23.150000,12.67,21.86,0,7.040000,48.230000,32.21,24.92,0,24.140000,87.010000,7.16,32.22,124.63,0.000000,11.580000,32.22,2.12,1.300000,99.950000,96.460000,6.870000,31.02,0.000000,6.66,7.17,21.5,24.140000,0.000000,53.80376,0,95,40,96.460000

68,16:45-17:00,39.150000,5.520000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,0.990000,33,4.820000,0.620000,13,38.83,0,16,23.150000,13,18,0,5.660000,48.230000,32.21,21.17,0,19.480000,87.010000,7.34,32.22,105.83,0.000000,11.580000,32.22,2.12,1.300000,99.950000,96.460000,5.520000,31.42,0.000000,6.66,7.33,22,19.480000,0.000000,41.91122,0,77,32,96.460000

69,17:00-17:15,39.150000,4.120000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.030000,27,4.820000,0.620000,13,30.26,0,12,23.150000,13,13,0,4.220000,48.230000,20,17.21,0,24.140000,87.010000,7.5,22.17,86.06,0.000000,11.580000,22.17,0,1.300000,99.950000,96.460000,4.120000,31.82,0.000000,6.66,7.5,22.5,24.140000,0.000000,30.34984,0,63,23,96.460000

70,17:15-17:30,39.150000,2.720000,5.790000,18.330000,261.020000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.030000,18,4.820000,0.620000,13,21.36,0,7,23.150000,13,10.16,0,2.790000,48.230000,7,13.57,0,26.030000,87.010000,7.5,11.53,67.85,0.000000,11.580000,11.53,0,1.300000,99.950000,96.460000,2.720000,32.02,0.000000,6.66,7.5,22.5,26.030000,0.000000,19.87934,0,42,15,96.460000

71,17:30-17:45,39.150000,1.890000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.030000,12,4.820000,0.620000,13,14.95,0,5,24.120000,13,6,0,1.940000,48.230000,1,9.86,0,26.030000,57.510000,8.66,5.02,49.3,0.000000,11.580000,5.02,0,1.300000,73.310000,96.460000,1.890000,32.02,0.000000,8.34,8.67,26,26.030000,0.000000,12.48668,0,28,10,96.460000

72,17:45-18:00,39.150000,1.210000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.030000,7,4.820000,0.620000,14.67,10.63,0,2,24.120000,14.67,4,0,1.240000,48.230000,0,6.18,0,26.030000,57.510000,9,1.34,30.93,0.000000,11.580000,1.34,0,1.300000,99.950000,96.460000,1.210000,32.02,0.000000,8.34,9,27,26.030000,0.000000,7.26604,0,18,5,96.460000

73,18:00-18:15,0.000000,0.680000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.070000,3,4.820000,0.620000,15.33,3.99,0,0,25.080000,15.33,3,0,0.700000,48.230000,0,3.48,0,26.030000,57.510000,9.16,0,17.4,0.000000,11.580000,0,0,1.300000,99.950000,96.460000,0.680000,32.02,0.000000,8,9.17,27.5,26.030000,0.000000,2.84408,0,7,1,96.460000

74,18:15-18:30,0.000000,0.310000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.070000,1,4.820000,0.620000,16.67,0,0,0,26.040000,16.67,2,0,0.310000,48.230000,0,1.55,0,24.140000,87.010000,8.84,0,7.73,0.000000,11.580000,0,0,1.300000,99.950000,96.460000,0.310000,32.22,0.000000,8,8.83,26.5,24.140000,0.000000,0.28246,0,1,0,96.460000

75,18:30-18:45,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.070000,0,4.820000,0.620000,17.33,0,0,0,26.040000,17.33,1,0,0.000000,48.230000,0,0.39,0,30.870000,87.010000,8.66,0,1.93,0.000000,11.580000,0,0,1.300000,99.950000,96.460000,0.000000,31.42,0.000000,7.66,8.67,26,12.920000,0.000000,0,0,1,0,96.460000

76,18:45-19:00,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.070000,0,4.820000,0.620000,18,0,0,0,26.040000,18,0,0,0.000000,48.230000,0,0,0,30.870000,87.010000,8.5,0,0,0.000000,11.580000,0,0,1.300000,99.950000,96.460000,0.000000,30.02,0.000000,7.34,8.5,25.5,3.270000,0.000000,0,0,0,0,96.460000

77,19:00-19:15,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.560000,6.750000,57.860000,6.750000,0.000000,1.070000,0,4.820000,0.620000,18.67,0,0,0,26.040000,18.67,0,0,0.000000,48.230000,0,0,0,30.870000,87.010000,7.84,0,0,0.000000,11.580000,0,0,1.250000,99.950000,96.460000,0.000000,29.42,0.000000,7.34,7.83,23.5,30.870000,0.000000,0,0,0,0,96.460000

78,19:15-19:30,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.560000,6.750000,57.860000,6.750000,0.000000,1.070000,0,4.820000,0.620000,19,0,0,0,26.040000,19,0,0,0.000000,48.230000,0,0,0,30.870000,87.010000,7.5,0,0,0.000000,11.580000,0,0,1.250000,99.950000,96.460000,0.000000,28.61,0.000000,7,7.5,22.5,30.870000,0.000000,0,0,0,0,96.460000

79,19:30-19:45,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.560000,6.750000,57.860000,6.750000,0.000000,1.070000,0,4.820000,0.620000,14.67,0,0,0,25.080000,14.67,0,0,0.000000,48.230000,0,0,0,21.900000,87.010000,7.5,0,0,0.000000,11.580000,0,0,1.250000,99.950000,96.460000,0.000000,23.01,0.000000,6.66,7.5,22.5,21.900000,0.000000,0,0,0,0,96.460000

80,19:45-20:00,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.560000,6.750000,57.860000,6.750000,0.000000,1.070000,0,4.820000,0.620000,15,0,0,0,25.080000,15,0,0,0.000000,48.230000,0,0,0,21.900000,87.010000,7.5,0,0,0.000000,11.580000,0,0,1.250000,99.950000,96.460000,0.000000,22.61,0.000000,6.66,7.5,22.5,21.900000,0.000000,0,0,0,0,96.460000

81,20:00-20:15,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.030000,0,4.820000,0.620000,14.33,0,0,0,25.080000,14.33,0,0,0.000000,48.230000,0,0,0,24.140000,87.010000,7.34,0,0,0.000000,11.580000,0,0,1.250000,99.950000,96.460000,0.000000,22.21,0.000000,6.66,7.33,22,24.140000,0.000000,0,0,0,0,0.000000

82,20:15-20:30,0.000000,0.000000,5.790000,18.330000,180.260000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.030000,0,4.820000,0.620000,14.67,0,0,0,25.080000,14.67,0,0,0.000000,48.230000,0,0,0,26.030000,68.030000,7.34,0,0,0.000000,11.580000,0,0,1.250000,99.950000,96.460000,0.000000,21.81,0.000000,6.66,7.33,22,26.030000,0.000000,0,0,0,0,0.000000

83,20:30-20:45,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,57.860000,6.750000,0.000000,1.030000,0,4.820000,0.620000,15.67,0,0,0,25.080000,15.67,0,0,0.000000,48.230000,0,0,0,26.030000,68.030000,7.34,0,0,0.000000,11.580000,0,0,1.250000,99.950000,96.460000,0.000000,21.21,0.000000,6.66,7.33,22,26.030000,0.000000,0,0,0,0,0.000000

84,20:45-21:00,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,47.270000,6.750000,0.000000,1.030000,0,4.820000,0.620000,17.67,0,0,0,25.080000,17.67,0,0,0.000000,48.230000,0,0,0,26.030000,76.480000,7.34,0,0,0.000000,11.580000,0,0,1.250000,99.950000,96.460000,0.000000,20.6,0.000000,6.66,7.33,22,26.030000,0.000000,0,0,0,0,0.000000

85,21:00-21:15,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,47.270000,6.750000,0.000000,0.990000,0,4.820000,0.620000,17.67,0,0,0,25.080000,17.67,0,0,0.000000,48.230000,0,0,0,26.030000,76.480000,7.34,0,0,0.000000,11.580000,0,0,1.250000,99.950000,96.460000,0.000000,20.4,0.000000,6.66,7.33,22,26.030000,0.000000,0,0,0,0,0.000000

86,21:15-21:30,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,47.270000,6.750000,0.000000,0.990000,0,4.820000,0.620000,18.33,0,0,0,25.080000,18.33,0,0,0.000000,48.230000,0,0,0,26.030000,76.480000,7.34,0,0,0.000000,11.580000,0,0,1.250000,71.010000,96.460000,0.000000,20.2,0.000000,6.66,7.33,22,26.030000,0.000000,0,0,0,0,0.000000

87,21:30-21:45,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,0.000000,1.110000,0,4.820000,0.620000,18.67,0,0,0,25.080000,18.67,0,0,0.000000,48.230000,0,0,0,26.030000,76.480000,7.34,0,0,0.000000,11.580000,0,0,1.250000,57.880000,96.460000,0.000000,20,0.000000,6.66,7.33,22,26.030000,0.000000,0,0,0,0,0.000000

88,21:45-22:00,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,0.000000,1.110000,0,4.820000,0.620000,21.33,0,0,0,25.080000,21.33,0,0,0.000000,48.230000,0,0,0,26.030000,76.070000,7.5,0,0,0.000000,11.580000,0,0,1.250000,53.050000,96.460000,0.000000,19.8,0.000000,6.66,7.5,22.5,26.030000,0.000000,0,0,0,0,0.000000

89,22:00-22:15,0.000000,0.000000,5.790000,18.330000,185.200000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,38.220000,1.110000,0,4.820000,0.620000,20.67,0,0,0,25.080000,20.67,0,0,0.000000,48.230000,0,0,0,26.030000,57.100000,7.5,0,0,0.000000,11.580000,0,0,1.250000,72.340000,96.460000,0.000000,19.6,16.340000,8.34,7.5,22.5,26.030000,128.270000,0,0,0,0,0.000000

90,22:15-22:30,0.000000,0.000000,5.790000,18.330000,180.260000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,38.220000,1.110000,0,4.820000,0.620000,21.33,0,0,0,25.080000,21.33,0,0,0.000000,48.230000,0,0,0,26.030000,57.100000,8.34,0,0,0.000000,11.580000,0,0,1.250000,72.340000,96.460000,0.000000,19.4,16.340000,9.01,8.33,25,26.030000,128.270000,0,0,0,0,0.000000

91,22:30-22:45,0.000000,0.000000,5.790000,18.330000,180.260000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,38.220000,1.110000,0,4.820000,0.620000,15,0,0,0,25.080000,15,0,0,0.000000,48.230000,0,0,0,26.030000,57.100000,9.16,0,0,0.000000,11.580000,0,0,1.250000,72.340000,96.460000,0.000000,19.2,16.340000,10.86,9.17,27.5,26.030000,128.270000,0,0,0,0,0.000000

92,22:45-23:00,0.000000,0.000000,5.790000,18.330000,180.260000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,38.220000,1.110000,0,4.820000,0.620000,15,0,0,0,25.080000,15,0,0,0.000000,48.230000,0,0,0,26.030000,57.100000,10.16,0,0,0.000000,11.580000,0,0,1.250000,52.110000,96.460000,0.000000,18.8,16.340000,10.7,10.17,30.5,26.030000,128.270000,0,0,0,0,0.000000

93,23:00-23:15,0.000000,0.000000,5.790000,18.330000,164.690000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,38.220000,1.030000,0,4.820000,0.620000,15,0,0,0,25.080000,15,0,0,0.000000,48.230000,0,0,0,26.030000,57.100000,10.32,0,0,0.000000,11.580000,0,0,1.210000,51.170000,96.460000,0.000000,19,16.340000,10.86,10.31,30.94,26.030000,128.270000,0,0,0,0,0.000000

94,23:15-23:30,0.000000,0.000000,5.790000,18.330000,164.690000,8.200000,271.290000,1.660000,6.750000,33.090000,6.750000,38.220000,1.030000,0,4.820000,0.620000,16,0,0,0,25.080000,16,0,0,0.000000,48.230000,0,0,0,26.030000,57.100000,10.46,0,0,0.000000,11.580000,0,0,1.210000,51.170000,96.460000,0.000000,18.6,16.340000,11.32,10.46,31.39,26.030000,128.270000,0,0,0,0,0.000000

95,23:30-23:45,0.000000,0.000000,5.790000,18.330000,164.690000,8.200000,271.290000,1.660000,6.750000,35.170000,6.750000,38.220000,1.030000,0,4.820000,0.620000,17.33,0,0,0,0.000000,17.33,0,0,0.000000,48.230000,0,0,0,26.030000,57.100000,10.73,0,0,0.000000,11.580000,0,0,1.210000,51.170000,96.460000,0.000000,18.2,16.340000,11.38,10.74,32.21,26.030000,128.270000,0,0,0,0,0.000000

96,23:45-24:00,0.000000,0.000000,5.790000,18.330000,169.620000,8.200000,271.290000,1.660000,6.750000,35.170000,6.750000,38.220000,1.030000,0,4.820000,0.620000,18.33,0,0,0,0.000000,18.33,0,0,0.000000,48.230000,0,0,0,26.030000,52.320000,11.16,0,0,0.000000,11.580000,0,0,1.210000,51.170000,96.460000,0.000000,17.6,16.340000,11.08,11.16,33.47,26.030000,128.270000,0,0,0,0,0.000000

