Block,Time Block,DHAULIGNGA,DULHASTI,FSTPP I & II,DADRI_LF,DADRI_RF,ANTA_CRF,URI2,URI,VALLURNTECL,ANTA_GF,TelanganaSTPP,UNCHAHAR4,TEHRI,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,AURY_LF,DADRI_GF,DADRI_CRF,AURY_RF,AURY_GF,AURY_CRF,ANTA_RF,ANTA_LF,CHAMERA2,BSIUL,CHAMERA3,CHAMERA1,BRBCL,DADRT2,RIHAND2,SIMHST2,SINGRAULI_HYDRO,TANDA2,SASAN,SINGRAULI,TANAKPUR,TALA,TALST2,SIMHST1,SEWA2,RSTPSU1TO6,RSTPSU7,SALAL,RIHAND3,NLCEXP,NJPC,NLCTS2EXP,NLCIIST1,NLCIIST2,MAPS,NAPP,RAPPB,RIHAND1,RAPPC,NTPL,PARBATI3,RAMPUR,KOTESHWR,KOLDAM,KUDGI,KHSTPP-II,KKNP,KISHANGANGA,KKNPPU2,NNTPP,JHAJJAR,KGSU3AND4,KGSU1AND2,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,15.78,0,0,0,14.22,21.23,0,0,0,0,23.73,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.23,362.41,114.16,0,0.68,0,402.56,134.28,0.49,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

63,15:30-15:45,0,0,15.78,0,0,0,23.27,21.75,0,0,0,0,23.73,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.23,362.41,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

64,15:45-16:00,0,0,15.78,0,0,0,23.27,21.75,0,0,0,0,23.73,13.92,22.34,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.23,362.41,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

65,16:00-16:15,0,15.84,20,0,0,0,14.87,21.75,0,0,0,0,35.07,13.96,22.41,11.41,0,0,0,0,0,0,0,0,12.66,0,0,0,19.23,362.41,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,226.87,0,0,43.77,0,0,0,0,0

66,16:15-16:30,0,15.84,17.58,0,0,0,14.87,21.75,0,0,0,0,35.62,16.91,26.55,11.41,0,0,0,0,0,0,0,0,12.66,0,9.31,0,19,371.06,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,289.61,0,0,43.77,0,0,0,0,0

67,16:30-16:45,7.61,15.84,17.58,0,0,0,16.17,21.75,0,0,0,0,35.62,19.78,31.23,13.48,0,0,0,0,0,0,0,0,12.66,0,9.31,0,19.23,399.9,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,18.21,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,349.21,0,0,43.77,0,0,0,0,0

68,16:45-17:00,15.24,15.84,17.58,0,0,0,16.17,21.75,0,0,0,0,35.62,20.85,33.28,15.29,0,0,0,0,0,0,0,0,12.66,0,9.31,13.51,19.23,457.58,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,40.06,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,396.29,0,0,43.77,0,0,0,0,0

69,17:00-17:15,17.59,15.84,17.58,0,0,0,25.86,21.75,0,0,0,0,35.62,20.85,33.28,15.29,0,0,0,0,0,0,0,0,25.32,0,9.31,13.51,19.23,496.03,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,60.09,0,0,0,0,19.5,0,88.44,24.89,0,0,0,17.06,0,0,142.56,0,0,0,0,396.29,0,0,43.77,0,0,0,0,0

70,17:15-17:30,26.35,31.68,17.58,0,0,0,25.86,21.75,0,0,0,0,47.48,20.85,33.28,15.29,0,0,0,0,0,0,0,0,25.32,0,18.6,27.01,19.23,496.03,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,80.11,0,0,0,0,19.5,0,88.44,24.89,0,0,0,25.59,0,0,142.56,0,0,0,0,396.29,0,0,43.77,0,0,0,0,0

71,17:30-17:45,26.35,47.52,20,0,0,0,25.86,21.75,0,0,0,0,47.48,22.77,35.2,17.22,0,0,0,0,0,0,0,0,37.98,0,27.94,27.01,19.23,524.87,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,112.42,0,0,0,0,19.5,0,88.44,24.89,0,0,0,37.54,0,0,142.56,0,0,0,0,396.29,0,0,43.77,0,0,0,0,0

72,17:45-18:00,26.35,47.52,20,0,0,0,25.86,21.75,0,0,0,0,47.48,22.77,35.2,17.22,0,0,0,0,0,0,0,0,37.98,0,27.94,27.01,19.23,618.27,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,112.42,0,0,0,0,19.5,0,88.44,24.89,0,0,0,37.54,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

73,18:00-18:15,26.35,47.52,20,0,0,0,25.86,21.75,0,0,0,0,47.48,25.26,40.48,19.17,0,0,0,0,0,0,0,0,37.98,0,27.94,27.01,19.23,647.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,112.42,0,0,0,0,19.5,0,88.44,24.89,0,0,0,37.54,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

74,18:15-18:30,26.35,47.52,20,0,0,0,25.86,21.75,0,0,0,0,47.48,25.38,40.75,19.21,0,0,0,0,0,0,0,0,37.98,0,27.94,27.01,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,112.42,0,0,0,0,19.5,0,88.44,24.89,0,0,0,37.54,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

75,18:30-18:45,26.35,47.52,20,0,0,0,25.86,21.75,0,0,0,0,47.48,25.38,40.75,19.21,0,0,0,0,0,0,0,0,37.98,0,27.94,27.01,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,112.42,0,0,0,0,19.5,0,88.44,24.89,0,0,0,37.54,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

76,18:45-19:00,26.35,47.52,20,0,0,0,25.86,21.75,0,0,0,0,47.48,25.38,40.75,19.21,0,0,0,0,0,0,0,0,37.98,0,27.94,27.01,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,90.22,0,0,0,0,19.5,0,88.44,24.89,0,0,0,37.54,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

77,19:00-19:15,26.35,31.68,20,0,0,0,25.86,21.75,0,0,0,0,47.48,25.38,40.75,19.21,0,0,0,0,0,0,0,0,37.98,0,18.6,27.01,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,58.26,0,0,0,0,19.5,0,88.44,24.89,0,3.67,0,17.26,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

78,19:15-19:30,7.61,15.84,20,0,0,0,25.86,21.75,0,0,0,0,35.62,25.38,40.75,19.21,0,0,0,0,0,0,0,0,25.32,0,9.31,13.51,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,58.26,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,17.06,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

79,19:30-19:45,0,15.84,20,0,0,0,25.86,25.46,0,0,0,0,35.62,25.38,40.75,19.21,0,0,0,0,0,0,0,0,25.32,0,0,13.51,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,40.06,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,17.06,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

80,19:45-20:00,0,15.84,20,0,0,0,25.86,25.46,0,0,0,0,23.38,25.38,40.75,19.21,0,0,0,0,0,0,0,0,25.32,0,0,0,19.23,656.37,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,18.21,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,17.06,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

81,20:00-20:15,0,15.84,20,0,0,0,16.17,25.46,0,0,0,0,23.38,25.38,40.75,19.21,0,0,0,0,0,0,0,0,25.32,0,0,0,19.23,601.36,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,17.06,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

82,20:15-20:30,0,15.84,20,0,0,0,16.17,21.75,0,0,0,0,11.69,25.38,40.75,19.21,0,0,0,0,0,0,0,0,12.66,0,0,0,19.23,586.11,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,8.53,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

83,20:30-20:45,0,15.84,20,0,0,0,20.7,21.75,0,0,0,0,11.69,25.38,40.75,19.21,0,0,0,0,0,0,0,0,0,0,0,0,19.23,586.11,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,15.9,0,8.53,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

84,20:45-21:00,0,15.84,20,0,0,0,20.7,21.75,0,0,0,0,0,25.38,40.75,19.21,0,0,0,0,0,0,0,0,0,0,0,0,19.23,579.13,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,12.84,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,3.43,0,8.53,0,0,142.56,0,0,0,0,417.83,0,0,43.77,0,0,0,0,0

85,21:00-21:15,0,15.84,20,0,0,0,20.7,21.75,0,0,0,0,0,25.38,40.75,19.21,0,0,0,0,0,0,0,0,0,0,0,0,19.23,582.18,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,26.81,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,383.82,0,0,43.77,0,0,0,0,0

86,21:15-21:30,0,15.84,20,0,0,0,20.7,21.75,0,0,0,0,0,25.38,40.75,19.21,0,0,0,0,0,0,0,0,0,0,0,0,19.23,582.18,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,26.81,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,315.53,0,0,43.77,0,0,0,0,0

87,21:30-21:45,0,15.84,20,0,0,0,25.86,21.75,0,0,0,0,0,25.38,40.75,19.21,0,0,0,0,0,0,0,0,0,0,0,0,19.23,512.49,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,26.81,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,251.55,0,0,43.77,0,0,0,0,0

88,21:45-22:00,0,15.84,15.78,0,0,0,25.86,21.75,0,0,0,0,0,18.83,29.44,14.21,0,0,0,0,0,0,0,0,0,0,0,0,19.14,428.74,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,26.81,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,230.01,0,0,43.77,0,0,0,0,0

89,22:00-22:15,0,15.84,14.74,0,0,0,31.03,27.6,0,0,0,0,0,18.83,29.44,14.21,0,0,0,0,0,0,0,0,0,0,0,0,19.23,361.45,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,39.11,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,230.01,0,0,43.77,0,0,0,0,0

90,22:15-22:30,0,15.84,14.51,0,0,0,31.03,27.6,0,0,0,0,0,18.83,29.44,14.21,0,0,0,0,0,0,0,0,0,0,0,0,19.23,294.16,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,39.11,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,230.01,0,0,43.77,0,0,0,0,0

91,22:30-22:45,0,15.84,15.78,0,0,0,31.03,27.6,0,0,0,0,0,18.83,29.44,14.21,0,0,0,0,0,0,0,0,0,0,0,0,19.23,284.54,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,39.11,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,230.01,0,0,43.77,0,0,0,0,0

92,22:45-23:00,0,15.84,15.78,0,0,0,31.03,27.6,0,0,0,0,0,18.83,29.44,14.21,0,0,0,0,0,0,0,0,0,0,0,0,18.35,284.54,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,39.11,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,230.01,0,0,43.77,0,0,0,0,0

93,23:00-23:15,0,15.84,15.78,0,0,0,31.03,12.74,0,0,0,0,0,18.83,29.44,14.21,0,0,0,0,0,0,0,0,0,0,0,0,19.23,284.54,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,230.01,0,0,43.77,0,0,0,0,0

94,23:15-23:30,0,15.84,15.78,0,0,0,31.03,12.74,0,0,0,0,0,18.83,29.44,14.21,0,0,0,0,0,0,0,0,0,0,0,0,19.23,284.54,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,230.01,0,0,43.77,0,0,0,0,0

95,23:30-23:45,0,15.84,15.78,0,0,0,23.27,21.23,0,0,0,0,0,18.83,29.44,14.21,0,0,0,0,0,0,0,0,0,0,0,0,16.93,284.54,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,230.01,0,0,43.77,0,0,0,0,0

96,23:45-24:00,0,15.84,15.78,0,0,0,23.27,21.23,0,0,0,0,0,18.83,29.44,14.21,0,0,0,0,0,0,0,0,0,0,0,0,16.6,284.54,114.16,0,0.68,0,402.56,134.28,0,0,0,0,15.2,0,0,67.02,59.75,0,0,0,0,0,0,19.5,0,88.44,24.89,0,0,0,8.53,0,0,142.56,0,0,0,0,230.01,0,0,43.77,0,0,0,0,0

