Block,Time Block,CHAMERA2,BRBCL,CHAMERA3,JHAJJAR,CHAMERA1,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,DADRT2,UNCHAHAR3,URI2,TelanganaSTPP,UNCHAHAR2,TEHRI,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,DADRI_RF,AURY_LF,RSTPSU7,TALST2,SALAL,SEWA2,SINGRAULI,TANAKPUR,TALA,SASAN,TANDA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,NAPP,NJPC,MAPS,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,RSTPSU1TO6,NNTPP,RAPPC,NTPL,PARBATI3,RIHAND3,NLCEXP,RAPPB,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,1.8,19.21,0,230.5,0,0,16.73,13.56,0,257.39,13.94,4.39,0,11.19,0,1.59,11.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

63,15:30-15:45,1.8,19.21,9.3,296.85,0,0,19.88,13.56,0,292.92,23.02,4.39,0,18.59,0,5.83,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,2.71,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

64,15:45-16:00,1.8,19.21,9.3,316.22,0,0,19.98,13.56,0,369.75,25.25,4.39,0,19.87,0,5.83,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,2.71,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

65,16:00-16:15,1.8,19.21,9.3,335.43,0,0,19.98,13.56,0,436.98,25.25,4.39,0,19.87,14.94,2.65,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,2.71,0,264.71,0,0,0,0,41.34,22.46,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

66,16:15-16:30,1.8,19.21,9.3,386.08,0,0,19.98,13.56,0,509.01,22.66,4.39,0,17.58,14.94,2.65,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,2.71,0,264.71,0,0,0,0,41.34,44.93,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

67,16:30-16:45,1.8,19.21,9.3,422.58,0,0,19.98,13.56,0,574.32,22.75,4.39,0,18.07,29.9,1.07,17.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,134.15,2.71,0,264.71,0,0,0,0,41.34,44.93,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

68,16:45-17:00,11.52,19.21,9.3,420.06,0,0,19.98,13.56,1.06,645.61,25.34,4.39,0,20.35,29.9,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,2.71,0,264.71,0,0,0,0,41.34,44.93,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

69,17:00-17:15,11.52,19.21,9.3,416.15,0,8.77,19.98,13.56,6.26,649.48,25.34,4.39,0,20.35,44.71,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,67.39,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

70,17:15-17:30,11.52,19.21,9.3,416.15,11.53,17.55,19.98,13.56,6.26,649.48,25.34,4.39,0,20.35,44.71,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,89.86,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

71,17:30-17:45,11.52,19.21,18.59,416.15,25.8,26.31,19.98,31.65,6.26,649.48,25.34,4.39,0,20.35,59.78,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,5.06,134.15,3.31,0,264.71,0,0,0,0,41.34,112.32,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

72,17:45-18:00,25.3,19.21,27.91,416.15,39.79,35.1,19.98,47.47,12.52,649.48,25.34,4.39,0,20.35,59.78,1.07,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,10.12,134.15,11.07,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

73,18:00-18:15,25.3,19.21,27.91,416.15,40.48,35.1,19.98,47.47,12.52,649.48,25.34,4.39,0,20.35,59.78,12.73,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,10.12,134.15,2.71,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

74,18:15-18:30,25.3,19.21,27.91,416.15,40.48,35.1,19.98,47.47,12.52,649.48,25.34,4.39,0,20.35,59.78,12.73,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,10.12,134.15,2.71,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

75,18:30-18:45,25.3,19.21,27.91,416.15,40.48,35.1,19.98,47.47,12.52,649.48,25.34,4.39,0,20.35,59.78,6.37,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,10.12,134.15,2.71,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

76,18:45-19:00,25.3,19.21,27.91,416.15,40.48,35.1,19.98,47.47,12.52,649.48,25.34,4.39,0,20.35,59.78,6.37,19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,10.12,134.15,2.71,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,2.45,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

77,19:00-19:15,25.3,19.21,27.91,518.55,40.48,35.1,19.98,47.47,12.52,611.41,25.25,4.39,0,19.87,59.78,6.37,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,10.12,134.15,2.71,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,6.11,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

78,19:15-19:30,25.3,19.21,27.91,422.58,25.8,35.1,19.98,47.47,12.52,595.08,25.25,4.39,0,19.87,59.78,6.37,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,10.12,134.15,11.07,0,264.71,0,0,0,0,41.34,134.78,0,114.06,0,0,88.36,0,0,0,0,51.19,0,31.79,119.4,0,0,0,18.94,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

79,19:30-19:45,12.65,19.21,9.3,422.58,11.53,26.31,19.98,31.65,6.26,595.08,25.25,4.39,0,19.87,59.78,34.99,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,5.06,134.15,2.71,0,264.71,0,0,0,0,41.34,112.32,0,114.06,0,0,88.36,0,0,0,0,51.19,0,31.79,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

80,19:45-20:00,1.8,19.21,0,422.58,0,17.55,19.98,13.56,6.26,595.08,25.25,4.39,0,19.87,59.78,34.99,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,2.71,0,264.71,0,0,0,0,41.34,89.86,0,114.06,0,0,88.36,0,0,0,0,51.19,0,31.79,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

81,20:00-20:15,1.8,19.21,0,422.58,0,8.77,19.98,13.56,6.26,609.49,25.25,4.39,0,19.87,44.48,3.71,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,2.71,0,264.71,0,0,0,0,41.34,67.39,0,114.06,0,0,88.36,0,0,0,0,51.19,0,31.79,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

82,20:15-20:30,1.8,19.21,0,422.58,0,8.77,19.98,13.56,6.26,609.49,25.25,4.39,0,19.87,44.48,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,2.71,0,264.71,0,0,0,0,41.34,44.93,0,114.06,0,0,88.36,0,0,0,0,51.19,0,31.79,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

83,20:30-20:45,1.8,19.21,0,366.87,0,0,19.98,13.56,1.06,547.43,22.65,4.39,0,18.12,29.65,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,2.71,0,264.71,0,0,0,0,41.34,44.93,0,114.06,0,0,88.36,0,0,0,0,51.19,0,31.79,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

84,20:45-21:00,1.8,19.21,0,318.85,0,0,19.98,13.56,0,537.82,21.41,4.39,0,17.95,14.83,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,2.71,0,264.71,0,0,0,0,41.34,44.93,0,114.06,0,0,88.36,0,0,0,0,51.19,0,4.89,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

85,21:00-21:15,1.8,19.21,0,253.55,0,0,19.98,13.56,0,533.02,21.41,4.39,0,17.95,14.83,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,22.37,0,114.06,0,0,88.36,0,0,0,0,51.19,0,2.45,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

86,21:15-21:30,1.8,19.21,0,253.55,0,0,19.98,13.56,0,525.37,21.41,4.39,0,17.95,0,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,22.37,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

87,21:30-21:45,1.8,19.21,0,253.55,0,0,19.98,13.56,0,520.76,21.41,4.39,0,17.95,0,3.18,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

88,21:45-22:00,1.8,19.21,0,253.55,0,0,16.81,13.56,0,487.71,21.41,4.39,0,17.95,0,34.99,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

89,22:00-22:15,1.8,19.21,0,253.55,0,0,16.73,13.56,0,469.26,21.41,4.39,0,17.95,0,34.99,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

90,22:15-22:30,1.8,19.21,0,253.55,0,0,16.73,13.56,0,470.03,21.41,4.39,0,17.95,0,3.18,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.31,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

91,22:30-22:45,1.8,19.21,0,253.55,0,0,16.73,3.7,0,456.19,21.41,4.39,0,17.95,0,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,134.15,3.7,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

92,22:45-23:00,1.8,19.21,0,253.55,0,0,16.73,3.7,0,456.19,21.41,4.39,0,17.95,0,1.59,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,134.15,3.7,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

93,23:00-23:15,1.8,19.21,0,232.42,0,0,16.73,3.7,0,436.98,21.41,4.39,0,17.95,0,1.59,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,3.7,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

94,23:15-23:30,1.8,19.21,0,232.42,0,0,16.73,3.7,0,408.17,21.41,4.39,0,17.95,0,1.59,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,3.7,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

95,23:30-23:45,1.8,19.21,0,232.42,0,0,16.73,3.7,0,350.55,21.41,4.39,0,17.95,0,1.59,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,3.7,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

96,23:45-24:00,1.8,19.21,0,232.42,0,0,16.73,3.7,0,302.53,21.41,4.39,0,17.95,0,1.59,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.56,0,134.15,3.7,0,264.71,0,0,0,0,41.34,0,0,114.06,0,0,88.36,0,0,0,0,51.19,0,0,119.4,0,0,0,8.52,0,94.95,0,0,0,0,0,43.43,0,0,0,0,0

