Block,Time,DHAULIGNGA,DULHASTI,DADRT2,CHAMERA3,CHAMERA2,UNCHAHAR3,UNCHAHAR2,URI2,UNCHAHAR4,UNCHAHAR1,KISHANGANGA,RAPPC,NAPP,JHAJJAR,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,PARBATI3,KOLDAM,SINGRAULI,RAMPUR,RIHAND2,TANDA2,NJPC,RIHAND1,SEWA2,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
14,03:15-03:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.91824,123.665625,67.284,15.9125,0,139.3125,0,118.125,0,153.6034,25,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,13.483,418.77

15,03:30-03:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.91824,123.665625,67.284,15.9125,0,139.3125,0,118.125,0,153.6034,25,15.804048,42.66,0,51.888,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

16,03:45-04:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.91824,123.665625,67.284,15.9125,0,139.3125,0,118.125,0,153.6034,25,15.804048,42.66,0,51.888,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

17,04:00-04:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.91824,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,25,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

18,04:15-04:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.91824,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,25,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

19,04:30-04:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.86085,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,25,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

20,04:45-05:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.86085,123.665625,67.284,6.365,0,139.3125,0,118.125,0,153.6034,25,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

21,05:00-05:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.86085,123.665625,67.284,8.911,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

22,05:15-05:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.86085,123.665625,67.284,32.700824,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

23,05:30-05:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.86085,123.665625,67.284,32.700824,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

24,05:45-06:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.86085,123.665625,67.284,32.700824,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

25,06:00-06:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.80346,123.665625,67.284,32.700824,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

26,06:15-06:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.80346,123.665625,67.284,32.700824,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,51.888,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

27,06:30-06:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.80346,123.665625,67.284,32.700824,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,51.888,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

28,06:45-07:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.80346,123.665625,67.284,5.092,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

29,07:00-07:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.80346,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

30,07:15-07:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.80346,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

31,07:30-07:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.80346,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

32,07:45:08:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.80346,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

33,08:00-08:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.80346,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

34,08:15-08:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.80346,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

35,08:30-08:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.7652,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

36,08:45:09:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.7652,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

37,09:00:09:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.7652,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

38,09:15-09:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.7652,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,32.171,147.515625,27.93,15.00135,14.253199,418.77

39,09:30-09:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.7652,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

40,09:45-10:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.7652,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,15.75,0,26.25,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

41,10:00-10:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,32.41932,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.7652,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

42,10:15-10:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,32.41932,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.7652,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,0,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

43,10:30-10:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,32.41932,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.72694,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,6.6,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

44,10:45-11:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,32.41932,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.72694,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,6.6,51.888,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

45,11:00-11:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.72694,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,6.6,51.888,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

46,11:15-11:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.72694,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,15.804048,42.66,6.6,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

47,11:30-11:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.72694,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,10.55736,42.66,6.6,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

48,11:45-12:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.72694,123.665625,67.284,3.1825,0,139.3125,0,118.125,0,153.6034,0,10.55736,42.66,6.6,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

49,12:00-12:15,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.72694,123.665625,67.284,0,0,139.3125,0,118.125,0,153.6034,0,10.55736,42.66,6.6,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

50,12:15-12:30,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.72694,123.665625,67.284,0,0,139.3125,0,118.125,0,153.6034,0,5.27868,42.66,6.6,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

51,12:30-12:45,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.72694,123.665625,67.284,0,0,139.3125,0,118.125,0,153.6034,0,5.27868,42.66,6.6,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

52,12:45-13:00,36.5917,49.436556,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,35.496,0.72694,123.665625,67.284,0,0,139.3125,0,118.125,0,153.6034,0,5.27868,42.66,6.6,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,418.77

53,13:00-13:15,36.5917,47.471,686.779957,29.062808,39.51012,26.39091,42.392196,31.6122,0,19.985,0,50.8869,38.1276,653.1525,36.482,0.70781,123.665625,67.284,0,0,139.3125,0,118.125,0,153.6034,0,5.27868,42.66,13.2,46.92,11.7852,84.245,0,0,34.65,0,7.35,0,76.72,0,0,0,65.16,0,2.172,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,26.46,15.00135,14.253199,416.25

