Block,Time,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/05012040/L_NR_2020_02,NR/01062024/30062024/R2,NR/01102023/19072037/LT-05,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/31102037/L_NR_2019_11,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/02012046/L_NR_2021_17,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_02,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/22052037/LT-59,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/IEPL01
53,13:00-13:15,13.650000,16.370000,15.980000,0.000000,0.000000,29.040000,7.430000,24.140000,66.250000,0.000000,24.140000,0.000000,8.220000,24.140000,15.980000,31.4,44.5,58,241.67,17.34,0,85,41.67,31.4,47,19.33,41.67,91.92,19.34,94,48.33,0,123.13888,200,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,100.620000,273.080000,76.580000,27.250000,0.000000,24.140000,24.140000,8.240000,16.110000,0.000000

54,13:15-13:30,13.650000,16.100000,15.710000,0.000000,0.000000,29.040000,7.430000,24.140000,66.250000,0.000000,24.140000,0.000000,8.220000,24.140000,15.710000,31.23,44.5,59,241.67,18,0,85,42.67,31.23,47,19.67,42.67,91.92,19.66,94,48.33,0,120.586476,200,31.24,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,100.620000,273.080000,76.580000,27.250000,0.000000,24.140000,24.140000,8.240000,16.110000,0.000000

55,13:30-13:45,13.650000,15.710000,15.330000,0.000000,0.000000,29.040000,7.430000,24.140000,115.470000,0.000000,24.140000,0.000000,8.220000,24.140000,15.330000,31.23,44.5,60,241.67,18.66,0,81,44,31.23,47,20,44,91.82,20,94,48.33,0,114.673082,189,31.24,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,100.620000,273.080000,87.120000,27.250000,0.000000,24.140000,24.140000,8.240000,16.110000,0.000000

56,13:45-14:00,13.650000,15.560000,15.170000,0.000000,0.000000,29.040000,7.430000,24.140000,115.470000,0.000000,24.140000,0.000000,8.220000,24.140000,15.170000,31.4,44.5,63.5,241.67,19.66,0,81,44.67,31.4,47,21.17,44.67,91.87,21.16,94,48.33,0,110.805508,189,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,100.620000,273.080000,87.120000,26.740000,0.000000,24.140000,24.140000,8.240000,16.110000,0.000000

57,14:00-14:15,13.650000,15.280000,14.910000,0.000000,0.000000,29.040000,7.620000,24.140000,115.470000,0.000000,24.140000,0.000000,8.450000,24.140000,14.910000,31.4,44,65,241.67,20.34,0,81,45,31.4,45,21.67,45,91.72,21.66,91,48.33,0,106.343672,189,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,100.620000,273.080000,87.120000,26.740000,0.000000,24.140000,24.140000,8.550000,16.110000,0.000000

58,14:15-14:30,13.650000,14.880000,14.520000,0.000000,0.000000,29.040000,7.620000,24.140000,115.470000,0.000000,24.140000,0.000000,8.450000,24.140000,14.520000,31.4,43.19,66,233.33,21.34,0,79,46,31.4,45,22,46,91.36,22,91,46.67,0,101.531124,186,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,100.620000,273.080000,87.120000,26.740000,0.000000,24.140000,24.140000,8.550000,16.110000,0.000000

59,14:30-14:45,13.650000,14.330000,13.990000,0.000000,0.000000,29.040000,7.620000,24.140000,115.470000,0.000000,24.140000,0.000000,8.450000,24.140000,13.990000,31.4,41.02,66.5,231.85,22,0,76,47.67,31.4,43,22.17,47.67,90.67,22.16,85,46.37,0,96.10483,179,31.4,7.01,262.210000,48.290000,22.980000,22.980000,0.000000,100.620000,273.080000,87.120000,24.990000,0.000000,24.140000,24.140000,8.700000,16.110000,0.000000

60,14:45-15:00,13.650000,13.630000,13.290000,0.000000,0.000000,29.040000,7.620000,24.140000,115.470000,0.000000,24.140000,0.000000,8.450000,24.140000,13.290000,31.4,39.9,67,228.33,22.66,0,73,48.33,31.4,41,22.33,48.33,88.78,22.34,81,45.67,0,90.590858,172,31.4,7.01,262.210000,48.290000,19.440000,19.440000,0.000000,100.620000,273.080000,87.120000,25.470000,0.000000,24.140000,24.140000,8.700000,16.110000,0.000000

61,15:00-15:15,13.730000,12.900000,12.590000,0.000000,0.000000,29.040000,7.890000,24.140000,115.470000,0.000000,24.140000,0.000000,9.070000,24.140000,12.590000,31.4,37.95,67.5,219.31,23.34,0,67,48.67,31.4,37,22.5,48.67,85,22.5,73,43.86,0,85.797794,158,31.4,7.41,262.210000,48.290000,19.440000,30.910000,0.000000,100.620000,273.080000,87.120000,25.470000,0.000000,24.140000,24.140000,9.010000,16.110000,0.000000

62,15:15-15:30,13.730000,12.380000,12.070000,0.000000,0.000000,29.040000,7.890000,24.140000,115.470000,0.000000,24.140000,0.000000,9.070000,24.140000,12.070000,31.5,35.9,69,206.28,23.66,0,63,49.33,31.5,34,23,49.33,80.01,23,69,41.26,0,80.42021,147,31.5,8.01,262.210000,48.290000,19.440000,30.910000,0.000000,100.620000,273.080000,87.120000,26.430000,0.000000,24.140000,24.140000,9.010000,16.110000,0.000000

63,15:30-15:45,13.730000,11.400000,11.130000,0.000000,0.000000,29.040000,7.890000,24.140000,115.470000,0.000000,24.140000,0.000000,9.070000,24.140000,11.130000,31.5,33.86,59.5,192.99,23.66,0,58,50,31.5,32,19.83,50,74.64,19.84,65,38.6,0,76.016826,137,31.5,9.01,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,26.430000,0.000000,24.140000,24.140000,9.320000,16.110000,0.000000

64,15:45-16:00,13.730000,10.850000,10.590000,0.000000,0.000000,29.040000,7.890000,24.140000,115.470000,0.000000,24.140000,0.000000,9.070000,24.140000,10.590000,31.83,30.43,60.5,182.46,23.66,0,54,50.33,31.83,30,20.17,50.33,68.98,20.16,59,36.49,0,71.087374,126,31.84,10.01,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,26.430000,0.000000,24.140000,24.140000,9.320000,16.110000,0.000000

65,16:00-16:15,13.830000,9.750000,9.510000,48.290000,0.000000,29.040000,8.170000,24.140000,115.470000,48.290000,24.140000,24.140000,9.600000,24.140000,9.510000,32,29,80,167.04,27.34,0,49,56.67,32,26,26.67,56.67,63.07,26.66,53,33.41,0,65.242174,116,32,7.01,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,26.920000,0.000000,24.140000,24.140000,9.710000,16.110000,38.630000

66,16:15-16:30,13.830000,8.840000,8.630000,48.290000,0.000000,29.040000,8.170000,24.140000,115.470000,48.290000,24.140000,24.140000,9.600000,24.140000,8.630000,32.33,26.71,80.5,152.76,27.66,0,43,57.33,32.33,23,26.83,57.33,56.87,26.84,45,30.55,0,58.617614,102,32.34,7.01,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,26.920000,0.000000,24.140000,24.140000,9.710000,16.110000,38.630000

67,16:30-16:45,13.830000,7.970000,7.780000,48.290000,0.000000,29.040000,8.170000,24.140000,115.850000,48.290000,24.140000,24.140000,9.600000,24.140000,7.780000,33,22.93,81,137.23,28,0,37,58,22,20,27,58,50.36,27,40,27.45,0,49.87904,88,33,7.01,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,26.920000,0.000000,24.140000,24.140000,10.100000,16.110000,38.630000

68,16:45-17:00,13.830000,6.910000,6.750000,48.290000,0.000000,29.040000,8.170000,24.140000,115.850000,48.290000,24.140000,24.140000,9.600000,24.140000,6.750000,33,20.18,81.5,120.13,28.34,0,31,58,12,17,27.17,58,43.1,27.16,35,24.03,0,42.76738,74,33,7.01,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,26.920000,0.000000,24.140000,24.140000,10.100000,16.110000,38.630000

69,17:00-17:15,13.930000,5.880000,5.740000,48.290000,0.000000,29.040000,8.910000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,5.740000,27.11,16.85,82,103.01,28.66,0,27,68.33,7,15,27.33,68.33,35.75,27.34,30,20.6,0,35.60701,63,33,7.01,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,28.760000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

70,17:15-17:30,13.930000,4.950000,4.820000,48.290000,0.000000,29.040000,8.910000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,4.820000,19.9,13,82.5,86.18,28.34,0,21,68.33,1,12,27.5,68.33,28.99,27.5,23,17.23,0,28.583028,49,24.12,7.01,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,28.760000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

71,17:30-17:45,13.930000,4.000000,3.910000,48.290000,0.000000,29.040000,8.910000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,3.910000,13.12,10,83,70.63,28,0,15,68.33,0,8,27.67,68.33,22.25,27.66,16,14.12,0,21.666208,35,14.58,7.41,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,29.270000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

72,17:45-18:00,13.930000,3.080000,3.010000,48.290000,0.000000,29.040000,8.910000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,3.010000,8.39,8,83,54.59,27.66,0,9,68.33,0,5,27.67,68.33,15.74,27.66,10,10.92,0,15.217004,21,7.82,7.81,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,29.270000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

73,18:00-18:15,14.290000,2.320000,2.260000,48.290000,0.000000,29.040000,9.290000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,2.260000,0,5,83.5,40.44,29.34,0,6,68,0,3,27.83,68,9.94,27.84,5,8.09,0,9.44974,14,0,11.41,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,28.760000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

74,18:15-18:30,14.290000,1.630000,1.590000,48.290000,0.000000,29.040000,9.290000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,1.590000,0,4,84.5,28.78,29.34,0,3,67.67,0,1,28.17,67.67,5.38,28.16,3,5.76,0,5.377584,7,0,11.81,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,28.260000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

75,18:30-18:45,14.290000,1.000000,0.970000,48.290000,0.000000,29.040000,9.290000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,0.970000,0,3,75,19.53,26.66,0,1,57.33,0,1,25,57.33,2.33,25,1,3.9,0,2.055562,4,0,12.01,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,28.260000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

76,18:45-19:00,14.290000,0.500000,0.490000,48.290000,0.000000,29.040000,9.290000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,0.490000,0,2,74,12.17,26.34,0,0,56.67,0,0,24.67,56.67,0,24.66,0,2.43,0,0.263034,1,0,11.81,262.210000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,28.260000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

77,19:00-19:15,14.660000,0.080000,0.080000,48.290000,0.000000,29.040000,9.290000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,0.080000,0,1,83.5,6.2,25.66,0,0,63.33,0,0,27.83,63.33,0,27.84,0,1.24,0,0,1,0,8.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,28.260000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

78,19:15-19:30,14.660000,0.000000,0.000000,48.290000,0.000000,29.040000,9.290000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,0.000000,0,0.5,82.5,1.66,25,0,0,62.67,0,0,27.5,62.67,0,27.5,0,0.33,0,0,0,0,7.81,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,28.260000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

79,19:30-19:45,14.660000,0.000000,0.000000,48.290000,0.000000,29.040000,9.290000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,0.000000,0,0,81,0,24.66,0,0,62,0,0,27,62,0,27,0,0,0,0,0,0,7.61,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,27.760000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

80,19:45-20:00,14.660000,0.000000,0.000000,48.290000,0.000000,29.040000,9.290000,24.140000,115.850000,48.290000,24.140000,24.140000,10.570000,24.140000,0.000000,0,0,79,0,24.34,0,0,61.33,0,0,26.33,61.33,0,26.34,0,0,0,0,0,0,7.41,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,27.250000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

81,20:00-20:15,15.030000,0.000000,0.000000,48.290000,0.000000,29.040000,9.560000,24.140000,115.850000,48.290000,24.140000,24.140000,10.450000,24.140000,0.000000,0,0,77,0,23.66,0,0,60.33,0,0,25.67,60.33,0,25.66,0,0,0,0,0,0,7.21,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

82,20:15-20:30,15.030000,0.000000,0.000000,48.290000,0.000000,29.040000,9.560000,24.140000,115.850000,48.290000,24.140000,24.140000,10.450000,24.140000,0.000000,0,0,75,0,23,0,0,60.33,0,0,25,60.33,0,25,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

83,20:30-20:45,15.030000,0.000000,0.000000,48.290000,0.000000,29.040000,9.560000,24.140000,115.850000,48.290000,24.140000,24.140000,10.450000,24.140000,0.000000,0,0,85,0,26,0,0,59.33,0,0,28.33,59.33,0,28.34,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

84,20:45-21:00,15.030000,0.000000,0.000000,48.290000,0.000000,29.040000,9.560000,24.140000,115.850000,48.290000,24.140000,24.140000,10.450000,24.140000,0.000000,0,0,84,0,25.66,0,0,58.33,0,0,28,58.33,0,28,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

85,21:00-21:15,15.310000,0.000000,0.000000,48.290000,0.000000,29.040000,9.560000,24.140000,115.850000,48.290000,24.140000,24.140000,10.450000,24.140000,0.000000,0,0,83,0,25,0,0,55.33,0,0,27.67,55.33,0,27.66,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

86,21:15-21:30,15.310000,0.000000,0.000000,48.290000,0.000000,29.040000,9.560000,24.140000,115.850000,48.290000,24.140000,24.140000,10.450000,24.140000,0.000000,0,0,81.5,0,24,0,0,52,0,0,27.17,52,0,27.16,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

87,21:30-21:45,15.310000,0.000000,0.000000,48.290000,0.000000,29.040000,9.560000,24.140000,115.850000,48.290000,24.140000,24.140000,10.450000,24.140000,0.000000,0,0,79.5,0,23.34,0,0,58.33,0,0,26.5,58.33,0,26.5,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

88,21:45-22:00,15.310000,0.000000,0.000000,48.290000,0.000000,29.040000,9.560000,24.140000,115.850000,48.290000,24.140000,24.140000,10.450000,24.140000,0.000000,0,0,76,0,22.66,0,0,57.33,0,0,25.33,57.33,0,25.34,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

89,22:00-22:15,15.490000,0.000000,0.000000,48.290000,0.000000,29.040000,9.380000,24.140000,115.850000,48.290000,24.140000,24.140000,10.220000,24.140000,0.000000,0,0,83,0,25,0,0,55,0,0,27.67,55,0,27.66,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

90,22:15-22:30,15.490000,0.000000,0.000000,48.290000,0.000000,29.040000,9.380000,24.140000,115.850000,48.290000,24.140000,24.140000,10.220000,24.140000,0.000000,0,0,82,0,24.66,0,0,52.67,0,0,27.33,52.67,0,27.34,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

91,22:30-22:45,15.490000,0.000000,0.000000,48.290000,0.000000,29.040000,9.380000,24.140000,115.850000,48.290000,24.140000,24.140000,10.220000,24.140000,0.000000,0,0,81,0,24.34,0,0,58.33,0,0,27,58.33,0,27,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,31.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

92,22:45-23:00,15.490000,0.000000,0.000000,48.290000,0.000000,29.040000,9.380000,24.140000,115.850000,48.290000,24.140000,24.140000,10.220000,24.140000,0.000000,0,0,80,0,24,0,0,57.67,0,0,26.67,57.67,0,26.66,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,30.780000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

93,23:00-23:15,15.580000,0.000000,0.000000,48.290000,0.000000,29.040000,9.100000,24.140000,115.850000,48.290000,24.140000,24.140000,10.220000,24.140000,0.000000,0,0,79,0,23.66,0,0,57,0,0,26.33,57,0,26.34,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,30.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

94,23:15-23:30,15.580000,0.000000,0.000000,48.290000,0.000000,29.040000,9.100000,24.140000,115.850000,48.290000,24.140000,24.140000,10.220000,24.140000,0.000000,0,0,78,0,23.34,0,0,56.67,0,0,26,56.67,0,26,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,30.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

95,23:30-23:45,15.580000,0.000000,0.000000,48.290000,0.000000,29.040000,9.100000,24.140000,115.850000,48.290000,24.140000,24.140000,10.220000,24.140000,0.000000,0,0,77,0,23,0,0,57,0,0,25.67,57,0,25.66,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,30.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

96,23:45-24:00,15.580000,0.000000,0.000000,48.290000,0.000000,29.040000,9.100000,24.140000,115.850000,48.290000,24.140000,24.140000,10.220000,24.140000,0.000000,0,0,76,0,22.66,0,0,57.33,0,0,25.33,57.33,0,25.34,0,0,0,0,0,0,7.01,246.280000,48.290000,30.910000,30.910000,0.000000,100.620000,273.080000,87.120000,30.280000,0.000000,24.140000,24.140000,10.410000,16.110000,38.630000

