Time,Block,NR/2023/17011/D,NR/2023/17078/C,NR/2023/16185/A,NR/2023/17080/C,NR/2023/13519/A,NR/2023/13242/A,NR/2023/13636/A,NR/2023/16437/F,NR/2023/16291/F,NR/2023/13376/A,NR/2023/17010/D,NR/2023/13253/A,NR/2023/17065/C,NR/2023/15770/A,NR/2023/16077/A,NR/2023/13908/A,NR/2023/13150/A,NR/2023/13165/A,NR/2023/13383/A,NR/2023/13385/A,NR/2023/13254/A,NR/2023/16073/A,NR/2023/17066/C,NR/2023/16191/A,NR/2023/16520/F,NR/2023/16865/F,NR/2023/13148/A,NR/2023/13387/A,NR/2023/17049/D,NR/2023/17067/C,Total
76,18:45-19:00,67.910000,0.000000,77.620000,88.290000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.540000,142.620000,0.000000,0.000000,36.610000,100.420000,0,0,1150.19

77,19:00-19:15,67.910000,242.550000,77.620000,88.290000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.720000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1441.43

78,19:15-19:30,67.910000,242.550000,77.620000,88.290000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.720000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1441.43

79,19:30-19:45,67.910000,242.550000,77.620000,88.290000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.720000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1441.43

80,19:45-20:00,67.910000,242.550000,77.620000,88.290000,0.000000,0.000000,19.230000,148.580000,0.820000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.720000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1441.43

81,20:00-20:15,67.910000,291.060000,77.620000,88.290000,0.000000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.720000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1519.59

82,20:15-20:30,67.910000,291.060000,77.620000,88.290000,0.000000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.720000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1519.59

83,20:30-20:45,67.910000,291.060000,77.620000,88.290000,0.000000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.720000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1519.59

84,20:45-21:00,67.910000,291.060000,77.620000,88.290000,0.000000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.720000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1519.59

85,21:00-21:15,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.630000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1578.22

86,21:15-21:30,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.630000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1578.22

87,21:30-21:45,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.630000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1578.22

88,21:45-22:00,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,10.090000,63.060000,0.000000,175.680000,63.260000,22.310000,0.000000,30.730000,19.690000,0.000000,9.630000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1578.22

89,22:00-22:15,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,6.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,0.000000,9.450000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1728.26

90,22:15-22:30,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,6.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,0.000000,9.450000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1728.26

91,22:30-22:45,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,6.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,0.000000,9.450000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1728.26

92,22:45-23:00,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,6.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,0.000000,9.450000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1728.26

93,23:00-23:15,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,0.000000,9.350000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1727.16

94,23:15-23:30,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,0.000000,9.350000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1727.16

95,23:30-23:45,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,0.000000,9.350000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1727.16

96,23:45-24:00,67.910000,291.060000,77.620000,88.290000,58.720000,29.690000,19.230000,148.580000,0.780000,20.370000,4.850000,48.510000,5.050000,63.060000,107.980000,175.680000,63.260000,22.310000,46.280000,30.730000,19.690000,0.000000,9.350000,142.620000,48.510000,0.000000,36.610000,100.420000,0,0,1727.16

