Block,Time,SH-06,L_NR_2019_07,LT-59,L_NR_2022_08,L_NR_2018_61,L_NR_2021_17,SH-07,L_NR_2012_04,L_NR_2020_05,L_NR_2020_06,L_NR_2019_06,L_NR_2022_09,L_NR_2012_02,L_NR_2020_02,L_NR_2021_16,L_NR_2023_07,L_NR_2019_05,L_NR_2023_10,L_NR_2019_11,L_NR_2021_12,L_NR_2012_01,L_NR_2020_07,L_NR_2019_19,LT-31,LT-35,L_NR_2022_10,L_NR_2021_15,L_NR_2021_13,L_NR_2021_14,LT-36,LT-05,L_NR_2023_04,L_NR_2012_07
7,01:30-01:45,31.050000,0,8.040000,35.26,43.02,0,24.540000,272.870000,117.5,39.17,0,83.64,155.890000,6.910000,0,0,0,0,7.710000,0,48.510000,39.16,0,0.000000,0.000000,83.64,0,0,0,0.000000,33.290000,26.930000,33.940000

8,01:45-02:00,31.050000,0,8.040000,35.15,43.02,0,24.540000,272.870000,117.5,39.17,0,83.59,155.890000,6.910000,0,0,0,0,7.560000,0,48.510000,39.16,0,0.000000,0.000000,83.59,0,0,0,0.000000,33.290000,26.930000,33.940000

9,02:00-02:15,31.050000,0,8.040000,35.12,43.02,0,24.540000,213.440000,117.5,39.17,0,83.64,155.890000,6.760000,0,0,0,0,7.560000,0,48.510000,39.16,0,0.000000,0.000000,83.64,0,0,0,0.000000,33.290000,25.960000,33.940000

10,02:15-02:30,31.050000,0,8.040000,35.31,43.02,0,24.540000,164.930000,117.5,39.17,0,83.59,155.890000,6.760000,0,0,0,0,7.560000,0,48.510000,39.16,0,0.000000,0.000000,83.59,0,0,0,0.000000,33.290000,25.960000,33.940000

11,02:30-02:45,31.050000,0,8.900000,35.03,43.02,0,24.540000,150.070000,117.5,39.17,0,83.39,155.890000,6.760000,0,0,0,0,7.560000,0,48.510000,39.16,0,0.000000,0.000000,83.39,0,0,0,0.000000,35.380000,25.960000,33.940000

12,02:45-03:00,31.050000,0,8.900000,35.31,43.02,0,24.540000,150.070000,117.5,39.17,0,83.36,155.890000,6.760000,0,0,0,0,7.560000,0,48.510000,39.16,0,0.000000,0.000000,83.36,0,0,0,0.000000,35.380000,25.960000,33.940000

13,03:00-03:15,31.050000,0,8.900000,35.24,43.02,0,24.540000,150.070000,117.5,39.17,0,83.4,155.890000,6.760000,0,0,0,0,7.560000,0,48.510000,39.16,0,0.000000,0.000000,83.4,0,0,0,0.000000,35.380000,25.960000,33.940000

14,03:15-03:30,31.050000,0,8.900000,35.02,43.02,0,24.540000,150.070000,117.5,39.17,0,83.36,155.890000,6.760000,0,0,0,0,7.560000,0,48.510000,39.16,0,0.000000,0.000000,83.36,0,0,0,0.000000,35.380000,25.960000,33.940000

15,03:30-03:45,31.050000,0,8.900000,35.26,42.42,0,24.540000,150.070000,117.5,39.17,0,83.38,155.890000,6.760000,0,0,0,0,7.560000,0,48.510000,39.16,0,0.000000,0.000000,83.38,0,0,0,0.000000,35.380000,25.960000,33.940000

16,03:45-04:00,31.050000,0,8.900000,35.01,42.42,0,24.540000,150.070000,117.5,39.17,0,83.5,155.890000,6.760000,0,0,0,0,7.560000,0,48.510000,39.16,0,0.000000,0.000000,83.5,0,0,0,0.000000,35.380000,25.960000,33.940000

17,04:00-04:15,31.050000,0,8.900000,35.15,42.42,0,24.540000,150.070000,117.5,39.17,0,83.64,155.890000,6.630000,0,0,0,0,7.410000,0,48.510000,39.16,0,0.000000,0.000000,83.64,0,0,0,0.000000,35.380000,25.960000,33.940000

18,04:15-04:30,31.050000,0,8.900000,35.07,42.42,0,24.540000,150.070000,117.5,39.17,0,83.66,155.890000,6.630000,0,0,0,0,7.410000,0,48.510000,39.16,0,0.000000,0.000000,83.66,0,0,0,0.000000,35.380000,25.960000,33.940000

19,04:30-04:45,31.050000,0,8.740000,35.08,42.42,0,24.540000,150.070000,117.5,39.17,0,83.36,155.890000,6.630000,0,0,0,0,7.410000,0,48.510000,39.16,0,0.000000,0.000000,83.36,0,0,0,0.000000,35.380000,25.960000,33.940000

20,04:45-05:00,31.050000,0,8.740000,35.02,38.09,0,24.540000,150.070000,117.5,39.17,0,83.52,155.890000,6.630000,0,0,0,0,7.410000,0,48.510000,39.16,0,0.000000,0.000000,83.52,0,0,0,0.000000,35.380000,25.960000,33.940000

21,05:00-05:15,31.050000,0,7.570000,35.09,37.69,0,24.540000,184.340000,117.5,39.17,0,81.67,155.890000,6.630000,0,0,0,0,7.410000,0,48.510000,39.16,0,0.000000,0.000000,81.67,0,0,0,0.000000,35.380000,25.960000,33.940000

22,05:15-05:30,31.050000,0,7.570000,35.16,37.29,0,24.540000,213.440000,117.5,39.17,0,81.99,155.890000,6.630000,0,0,0,0,7.410000,0,48.510000,39.16,0,0.000000,0.000000,81.99,0,0,0,0.000000,35.380000,25.960000,33.940000

23,05:30-05:45,31.050000,0,7.570000,35.28,36.67,0,24.540000,252.250000,117.5,39.17,0,81.85,153.840000,6.630000,0,0,0,0,7.410000,0,77.620000,39.16,0,0.000000,0.000000,81.85,0,0,0,0.000000,35.380000,25.960000,33.940000

24,05:45-06:00,31.050000,0,7.570000,35.08,36.17,0,24.540000,272.870000,117.5,39.17,0,81.73,153.840000,6.630000,0,0,0,0,7.410000,0,101.630000,39.16,0,0.000000,0.000000,81.73,0,0,0,0.000000,35.380000,25.960000,33.940000

25,06:00-06:15,31.050000,6.33,7.410000,35.26,34.43,0,24.540000,188.260000,117.5,39.17,0,81.98,153.840000,6.480000,1,0,0,0,6.790000,0,101.630000,39.16,0.54544,0.000000,0.000000,81.98,0,0,0,0.000000,35.380000,25.960000,41.210000

26,06:15-06:30,31.050000,9.72,7.410000,29,33.58,1,24.540000,235.320000,101.41,33.8,0,81.71,199.560000,6.480000,3,1,0,0.58,6.790000,0,101.630000,33.81,3.83756,0.010000,0.010000,81.71,0,0,0,0.010000,35.380000,25.960000,56.270000

27,06:30-06:45,31.050000,14.98,7.410000,29.33,37.96,2,24.540000,272.870000,103.04,34.35,0,81.77,199.560000,6.480000,5,3,1,1.78,6.790000,2.23,101.630000,34.33,7.73356,0.180000,0.180000,81.77,1,0.45,0.33,0.190000,35.380000,25.960000,56.270000

28,06:45-07:00,31.050000,21.76,7.410000,29.67,38.07,4,24.540000,272.870000,104.96,34.99,15.3,81.9,199.560000,6.480000,8,8,16.48,3.92,6.790000,7.54,101.630000,34.99,12.0289,0.590000,0.590000,81.9,2,1.51,1.67,0.610000,58.210000,25.960000,56.270000

29,07:00-07:15,31.050000,28.32,7.410000,30,37.2,5,24.540000,272.870000,106.43,35.48,28.31,81.98,199.560000,6.480000,11,16,28.32,6.44,6.640000,15.36,101.630000,35.47,16.8502,1.210000,1.210000,81.98,4,3.07,3.33,1.240000,58.210000,25.960000,56.270000

30,07:15-07:30,31.050000,28.65,7.410000,30.67,36.39,8,24.540000,272.870000,108.13,36.04,28.65,81.96,199.560000,6.480000,15,25,28.65,10.32,6.640000,25.73,101.630000,36.04,21.915,1.970000,1.970000,81.96,7,5.15,6.67,2.020000,58.210000,25.960000,56.270000

31,07:30-07:45,31.050000,30.17,7.410000,31.67,36.08,10,24.540000,272.870000,112.56,37.52,30.16,76.93,199.560000,6.480000,19,38.5,30.17,16.5,6.640000,39.28,101.630000,37.51,27.19408,2.920000,2.920000,76.93,9,7.86,10,2.990000,58.210000,25.960000,56.270000

32,07:45:08:00,31.050000,30.67,7.410000,32.33,35.68,11,24.540000,272.870000,111.27,37.09,30.66,76.73,153.840000,6.480000,23,53,30.67,22,6.640000,54.61,101.630000,37.09,32.20044,3.960000,3.960000,76.73,13,10.92,18.03,4.070000,35.380000,25.960000,41.210000

33,08:00-08:15,31.050000,31.83,7.180000,34.06,35.74,15,24.540000,272.870000,110.17,36.72,31.84,76.87,153.840000,6.350000,29,67,31.83,28,6.480000,71.54,101.630000,36.73,36.50552,5.090000,5.090000,76.87,15.95,14.31,25.07,5.220000,35.380000,26.930000,41.210000

34,08:15-08:30,31.050000,32.17,7.180000,34.3,35.95,17,24.540000,272.870000,112.11,37.37,32.16,76.86,153.840000,6.350000,33,81,32.17,34,6.480000,89.2,101.630000,37.38,40.16776,6.230000,6.230000,76.86,21.49,17.84,32.49,6.390000,35.380000,26.930000,33.940000

35,08:30-08:45,31.050000,32.17,7.180000,34.27,36.14,20,24.540000,272.870000,114.21,38.07,32.16,76.94,153.840000,6.350000,41,95,32.17,40,6.480000,106.78,101.630000,38.07,43.71312,7.350000,7.350000,76.94,23.25,21.36,39.88,7.530000,33.290000,26.930000,33.940000

36,08:45:09:00,31.050000,32.17,7.180000,38.44,36.34,24,24.540000,272.870000,113.08,37.69,32.16,76.97,153.840000,6.350000,49,109,32.17,46,6.480000,124.2,101.630000,37.71,47.34614,8.450000,8.450000,76.97,26.25,24.84,47.08,8.660000,33.290000,26.930000,33.940000

37,09:00:09:15,31.050000,32.33,6.790000,38.44,42.42,27,31.050000,272.870000,114.56,38.19,32.34,76.83,153.840000,6.350000,53,123,32.33,52,6.640000,140.9,101.630000,38.18,42.6125,9.470000,9.470000,76.83,30.25,28.18,53.86,9.710000,33.290000,27.900000,33.940000

38,09:15-09:30,31.050000,32.33,6.790000,38.44,42.42,29,31.050000,272.870000,116.26,38.76,32.34,76.93,153.840000,6.350000,59,137,32.33,58,6.640000,165.23,101.630000,38.75,46.08968,10.450000,10.450000,76.93,32.25,33.04,60.35,10.710000,33.290000,27.900000,33.940000

39,09:30-09:45,25.410000,32.33,6.790000,38.44,42.42,29,25.410000,272.870000,122.5,40.83,32.34,80.25,153.840000,6.350000,57,140,32.33,60,6.640000,184.48,101.630000,40.84,49.10908,11.320000,11.320000,80.25,35.25,36.89,66.49,11.590000,33.290000,27.830000,33.940000

40,09:45-10:00,25.410000,32.33,6.790000,38.44,42.42,30.01,25.410000,272.870000,122.5,40.83,32.34,80.02,153.840000,6.350000,61,151,32.33,64,6.640000,196.56,101.630000,40.84,51.90446,12.090000,12.090000,80.02,36.25,39.31,71.9,12.400000,33.290000,27.830000,33.940000

41,10:00-10:15,25.410000,32.33,6.560000,26.22,42.42,32,25.410000,272.870000,122.5,40.83,32.34,80.28,184.890000,6.200000,65,161,32.33,69,6.640000,210.29,72.520000,40.84,54.31024,12.750000,12.750000,80.28,38.25,42.06,76.89,13.070000,33.290000,27.830000,33.940000

42,10:15-10:30,25.410000,32.33,6.560000,26.56,42.42,34,25.410000,272.870000,122.5,40.83,32.34,80.03,184.890000,6.200000,67,168,32.33,72,6.640000,222.84,48.510000,40.84,56.48226,13.270000,13.270000,80.03,40.05,44.57,81.25,13.610000,33.290000,27.830000,47.080000

43,10:30-10:45,25.410000,32.33,6.560000,26.33,42.42,35,25.410000,272.870000,122.5,40.83,32.34,80.11,136.380000,6.200000,71,175,32.33,75,6.640000,233.33,48.510000,40.84,80.9394,13.740000,13.740000,80.11,40.25,46.67,85.16,14.090000,33.290000,27.830000,33.940000

44,10:45-11:00,25.410000,32.67,6.560000,37.75,43.02,37,25.410000,272.870000,122.5,40.83,32.66,80.13,100.730000,6.200000,73,182,32.67,78,6.640000,233.33,48.510000,40.84,82.81922,14.110000,14.110000,80.13,41,46.67,88.57,14.470000,33.290000,25.810000,33.940000

45,11:00-11:15,24.540000,32.67,6.790000,38.55,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.22,100.730000,6.200000,77,186,32.67,79,6.480000,233.33,48.510000,40.84,83.97828,14.410000,14.410000,80.22,42.75,46.67,89.45,14.770000,33.290000,25.810000,33.940000

46,11:15-11:30,24.540000,32.67,6.790000,38.62,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.15,100.730000,6.200000,77,189,32.67,81,6.480000,233.33,48.510000,40.84,84.33866,14.620000,14.620000,80.15,43.75,46.67,90.15,14.980000,33.290000,25.810000,33.940000

47,11:30-11:45,24.540000,32.67,6.790000,38.53,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.33,100.730000,6.200000,77,189,32.67,81,6.480000,233.33,48.510000,40.84,84.65034,14.690000,14.690000,80.33,44,46.67,92.33,15.060000,33.290000,25.810000,33.940000

48,11:45-12:00,24.540000,32.67,6.790000,38.44,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.03,100.730000,6.200000,77,189,32.67,81,6.480000,233.33,48.510000,40.84,85.49772,14.770000,14.770000,80.03,44.5,46.67,92.32,15.150000,33.290000,25.810000,33.940000

49,12:00-12:15,24.540000,32.67,6.710000,39.56,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.23,149.240000,6.200000,77,189,32.67,81,6.640000,233.33,48.510000,40.84,117.6105,14.780000,14.780000,80.23,44.5,46.67,92.33,15.160000,58.210000,25.810000,47.080000

50,12:15-12:30,24.540000,32.67,6.710000,39.56,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.27,156.700000,6.200000,77,189,32.67,81,6.640000,233.33,48.510000,40.84,116.09106,14.730000,14.730000,80.27,44.5,46.67,92.35,15.100000,58.210000,25.810000,47.080000

51,12:30-12:45,24.540000,32.67,6.710000,39.56,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.27,165.590000,6.200000,77,189,32.67,81,6.640000,233.33,48.510000,40.84,112.38012,14.740000,14.740000,80.27,44.5,46.67,92.38,15.100000,58.210000,25.810000,47.080000

52,12:45-13:00,24.540000,32.67,6.710000,39.56,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.33,165.590000,6.200000,77,189,32.67,81,6.640000,233.33,48.510000,40.84,108.20166,14.730000,14.730000,80.33,44.5,46.67,92.32,15.090000,58.210000,25.810000,47.080000

53,13:00-13:15,24.540000,32.67,6.870000,39.56,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.12,119.320000,6.060000,77,189,32.67,81,6.640000,233.33,48.510000,40.84,101.72456,14.690000,14.690000,80.12,44.5,46.67,92.32,15.050000,33.290000,25.810000,33.940000

54,13:15-13:30,24.540000,32.67,6.870000,39.56,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.18,119.320000,6.060000,77,189,32.67,81,6.640000,233.33,48.510000,40.84,90.65018,14.670000,14.670000,80.18,44.5,46.67,92.31,15.030000,33.290000,25.810000,33.940000

55,13:30-13:45,24.540000,32.67,7.020000,39.56,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.21,119.320000,6.060000,77,189,32.67,81,6.640000,233.33,48.510000,40.84,48.75844,14.630000,14.630000,80.21,44.5,46.67,92.13,14.990000,33.290000,25.810000,33.940000

56,13:45-14:00,24.540000,32.67,7.020000,39.56,43.02,38,31.050000,272.870000,122.5,40.83,32.66,80.3,167.830000,6.060000,77,189,32.67,81,6.640000,233.33,48.510000,40.84,47.34614,14.230000,14.230000,80.3,43,46.67,90.99,14.580000,58.210000,25.810000,47.080000

57,14:00-14:15,24.540000,32.67,7.260000,39.56,43.02,37,31.050000,272.870000,116.38,38.79,32.66,80.3,200.110000,6.060000,74,189,32.67,81,7.330000,233.33,48.510000,38.79,46.24552,13.900000,13.900000,80.3,42.4,46.67,88.92,14.250000,58.210000,25.810000,47.080000

58,14:15-14:30,24.540000,32.67,7.260000,39.56,43.02,36,31.050000,272.870000,116.38,38.79,32.66,80.01,200.110000,6.060000,73,186,32.67,79,7.330000,233.33,77.620000,38.79,46.51824,13.550000,13.550000,80.01,41.5,46.67,87.98,13.890000,58.210000,25.810000,47.080000

59,14:30-14:45,24.540000,32.67,7.260000,39.56,43.02,36,31.050000,272.870000,116.38,38.79,32.66,80.13,200.110000,6.060000,71,179,32.67,76,7.330000,233.33,101.630000,38.79,45.56372,13.020000,13.020000,80.13,40,46.67,84.6,13.340000,58.210000,25.810000,56.270000

60,14:45-15:00,24.540000,32.67,7.260000,39.56,43.02,34,31.050000,272.870000,116.38,38.79,32.66,80.23,200.110000,6.060000,68,168,32.67,72,7.330000,233.33,101.630000,38.79,44.39492,12.480000,12.480000,80.23,39,46.67,71,12.790000,58.210000,25.810000,56.270000

61,15:00-15:15,24.400000,32.67,7.570000,39.56,43.02,31,31.050000,272.870000,116.38,38.79,32.66,80.09,200.110000,6.060000,62,158,32.67,67,7.560000,216.3,101.630000,38.79,38.24898,12.000000,12.000000,80.09,38,43.26,67.22,12.300000,58.210000,25.810000,56.270000

62,15:15-15:30,24.400000,32.67,7.570000,39.56,42.02,30,31.050000,272.870000,116.38,38.79,32.66,80.08,200.110000,6.060000,59,147,32.67,63,7.560000,201.36,101.630000,38.79,36.06722,11.500000,11.500000,80.08,37,40.27,63.01,11.780000,58.210000,25.810000,56.270000

63,15:30-15:45,24.400000,32.67,7.570000,39.56,42.02,28,31.050000,272.870000,116.38,38.79,32.66,80.14,200.110000,6.350000,57,137,32.67,58,7.560000,186.73,101.630000,38.79,33.30106,10.770000,10.770000,80.14,34.5,37.35,58.4,11.040000,58.210000,25.810000,56.270000

64,15:45-16:00,24.400000,32.67,7.570000,39.56,42.02,26,31.050000,272.870000,116.38,38.79,32.66,80.25,200.110000,6.350000,52,126,32.67,54,7.560000,170.88,101.630000,38.79,30.18426,9.940000,9.940000,80.25,32,34.17,53.18,10.190000,58.210000,25.810000,56.270000

65,16:00-16:15,25.310000,32.67,7.960000,39.56,42.02,23,25.310000,272.870000,116.38,38.79,32.66,80.29,200.110000,6.530000,47,112,32.67,48,8.880000,155.83,101.630000,38.79,26.01554,8.960000,8.960000,80.29,29.5,31.17,47.85,9.190000,58.210000,25.810000,56.270000

66,16:15-16:30,25.310000,32.67,7.960000,39.56,42.02,21,25.310000,272.870000,115.58,38.53,32.66,80.33,200.110000,6.530000,42,98,32.67,42,8.880000,140.08,101.630000,38.52,21.16502,7.920000,7.920000,80.33,27,28.01,42.24,8.120000,58.210000,25.810000,56.270000

67,16:30-16:45,25.310000,32.67,8.350000,39.56,42.02,19,25.310000,272.870000,115.12,38.38,32.66,80.17,200.110000,6.530000,37,84,32.67,36,8.880000,125.65,101.630000,38.37,30.25244,6.900000,6.900000,80.17,24,25.13,36.49,7.080000,58.210000,25.810000,56.270000

68,16:45-17:00,25.310000,31.04,8.350000,39.56,42.42,18,25.310000,272.870000,113.12,37.71,33,80.09,200.110000,6.530000,36,74,33,31,8.880000,106.25,101.630000,37.71,23.00588,5.830000,5.830000,80.09,21,21.25,30.44,5.970000,58.210000,25.810000,56.270000

69,17:00-17:15,25.310000,17.94,8.660000,39.56,42.42,16,25.310000,272.870000,114.38,38.12,22.31,80.09,200.110000,6.810000,32,63,33,27,8.880000,86.29,101.630000,38.13,16.34372,4.760000,4.760000,80.09,18,17.26,24.23,4.870000,58.210000,25.810000,56.270000

70,17:15-17:30,25.310000,6.33,8.660000,39.56,42.42,15,25.310000,272.870000,114.38,38.12,10.4,80.25,200.110000,6.810000,31,49,18.32,21,8.880000,67.87,101.630000,38.13,11.2497,3.660000,3.660000,80.25,17,13.57,18.17,3.740000,58.210000,25.810000,56.270000

71,17:30-17:45,25.310000,1.06,8.660000,39.56,42.42,15,25.310000,272.870000,114.38,38.12,0.36,80.23,200.110000,6.810000,29,39,7.67,16,8.880000,49.88,101.630000,38.13,6.73034,2.730000,2.730000,80.23,12,9.97,12.16,2.810000,58.210000,25.810000,56.270000

72,17:45-18:00,25.310000,0.05,8.660000,39.56,42.42,13,25.310000,272.870000,114.38,38.12,0,80.27,200.110000,6.810000,27,28,1.3,12,8.880000,32.51,101.630000,38.13,3.39926,1.860000,1.860000,80.27,9,6.5,6.79,1.910000,58.210000,25.810000,56.270000

73,18:00-18:15,22.100000,0,8.970000,35.08,42.42,12,22.100000,272.870000,114.38,38.12,0,80.3,248.620000,7.090000,24,18,0,7,8.880000,18.44,101.630000,38.13,1.74346,1.130000,1.130000,80.3,7,3.69,0.89,1.160000,58.210000,25.810000,56.270000

74,18:15-18:30,22.100000,0,8.970000,35.08,42.42,9,22.100000,272.870000,114.38,38.12,0,80.25,260.490000,7.090000,17,11,0,4,8.880000,9.33,101.630000,38.13,0.21428,0.560000,0.560000,80.25,4,1.86,0.29,0.570000,58.210000,27.750000,56.270000

75,18:30-18:45,31.050000,0,8.970000,35.08,42.42,6,22.100000,272.870000,114.38,38.12,0,80.01,260.490000,7.090000,13,4,0,1,8.880000,4.5,101.630000,38.13,0,0.140000,0.140000,80.01,3,0.9,0,0.140000,58.210000,27.750000,74.390000

76,18:45-19:00,31.050000,0,8.970000,35.08,42.42,6,22.100000,272.870000,114.38,38.12,0,80.05,260.490000,7.090000,11,1,0,0,8.880000,1.61,101.630000,38.13,0,0.000000,0.000000,80.05,1,0.32,0,0.000000,58.210000,27.750000,74.390000

77,19:00-19:15,31.050000,0,9.210000,35.08,42.42,4,13.160000,272.870000,114.38,38.12,0,80.25,260.490000,7.280000,9,0,0,0,8.880000,0.33,101.630000,38.13,0,0.000000,0.000000,80.25,0,0.06,0,0.000000,58.210000,27.750000,74.390000

78,19:15-19:30,31.050000,0,9.210000,35.75,42.42,1,13.160000,272.870000,113.62,37.88,0,80.24,260.490000,7.280000,3,0,0,0,8.880000,0,101.630000,37.87,0,0.000000,0.000000,80.24,0,0,0,0.000000,58.210000,27.750000,74.390000

79,19:30-19:45,31.050000,0,9.210000,30,38.24,0,13.160000,272.870000,110.51,36.84,0,80.21,260.490000,7.460000,1,0,0,0,8.880000,0,101.630000,36.83,0,0.000000,0.000000,80.21,0,0,0,0.000000,58.210000,27.750000,74.390000

80,19:45-20:00,31.050000,0,9.210000,30,38.12,0,6.360000,272.870000,110.12,36.71,0,80.27,260.490000,7.460000,0,0,0,0,8.880000,0,101.630000,36.71,0,0.000000,0.000000,80.27,0,0,0,0.000000,58.210000,27.750000,74.390000

81,20:00-20:15,31.050000,0,9.210000,30,38.17,0,0.000000,272.870000,109.12,36.38,0,77.74,260.490000,7.650000,0,0,0,0,9.490000,0,101.630000,36.37,0,0.000000,0.000000,77.74,0,0,0,0.000000,58.210000,27.750000,74.390000

82,20:15-20:30,31.050000,0,9.210000,30.15,37.74,0,0.000000,272.870000,108.62,36.21,0,77.34,260.490000,7.650000,0,0,0,0,9.490000,0,101.630000,36.21,0,0.000000,0.000000,77.34,0,0,0,0.000000,58.210000,27.750000,74.390000

83,20:30-20:45,31.050000,0,9.210000,29.28,37.78,0,0.000000,272.870000,107.01,35.67,0,76.6,260.490000,7.650000,0,0,0,0,9.490000,0,101.630000,35.67,0,0.000000,0.000000,76.6,0,0,0,0.000000,58.210000,27.750000,74.390000

84,20:45-21:00,31.050000,0,9.210000,24.11,37.8,0,0.000000,272.870000,104.51,34.84,0,75.92,260.490000,7.650000,0,0,0,0,9.490000,0,101.630000,34.83,0,0.000000,0.000000,75.92,0,0,0,0.000000,58.210000,27.750000,74.390000

85,21:00-21:15,31.050000,0,8.970000,24.4,37.74,0,0.000000,272.870000,103.51,34.5,0,75.64,260.490000,7.410000,0,0,0,0,9.330000,0,101.630000,34.51,0,0.000000,0.000000,75.64,0,0,0,0.000000,58.210000,27.750000,74.390000

86,21:15-21:30,31.050000,0,8.970000,24.67,37.28,0,0.000000,272.870000,102.51,34.17,0,70.01,260.490000,7.410000,0,0,0,0,9.330000,0,101.630000,34.17,0,0.000000,0.000000,70.01,0,0,0,0.000000,58.210000,27.750000,74.390000

87,21:30-21:45,31.050000,0,8.970000,25,38.12,0,0.000000,272.870000,84.01,28,0,69.92,260.490000,7.410000,0,0,0,0,9.330000,0,101.630000,28.01,0,0.000000,0.000000,69.92,0,0,0,0.000000,58.210000,27.750000,74.390000

88,21:45-22:00,31.050000,0,8.970000,25.02,38.24,0,0.000000,272.870000,82.81,27.6,0,69.34,260.490000,7.410000,0,0,0,0,9.330000,0,101.630000,27.61,0,0.000000,0.000000,69.34,0,0,0,0.000000,58.210000,27.750000,74.390000

89,22:00-22:15,31.050000,0,8.970000,25.14,38.27,0,31.050000,272.870000,80.81,26.94,0,69.01,260.490000,7.280000,0,0,0,0,9.260000,0,101.630000,26.93,0,0.000000,0.000000,69.01,0,0,0,0.000000,55.840000,25.810000,74.390000

90,22:15-22:30,31.050000,0,8.970000,24.93,38.24,0,31.050000,272.870000,79.31,26.44,0,69.28,260.490000,7.280000,0,0,0,0,9.260000,0,101.630000,26.43,0,0.000000,0.000000,69.28,0,0,0,0.000000,55.840000,28.830000,74.390000

91,22:30-22:45,31.050000,0,8.970000,25.91,42.47,0,31.050000,272.870000,82.51,27.5,0,69.42,260.490000,7.280000,0,0,0,0,9.260000,0,101.630000,27.51,0,0.000000,0.000000,69.42,0,0,0,0.000000,55.840000,27.860000,74.390000

92,22:45-23:00,31.050000,0,8.970000,27.14,42.08,0,31.050000,272.870000,73.51,24.5,0,76.08,260.490000,7.280000,0,0,0,0,9.260000,0,101.630000,24.51,0,0.000000,0.000000,76.08,0,0,0,0.000000,55.840000,27.860000,74.390000

93,23:00-23:15,31.050000,0,8.820000,24.77,41.72,0,31.050000,272.870000,74.62,24.88,0,76.67,260.490000,7.000000,0,0,0,0,9.110000,0,101.630000,24.87,0,0.000000,0.000000,76.67,0,0,0,0.000000,55.840000,26.890000,74.390000

94,23:15-23:30,31.050000,0,8.820000,25.25,41.3,0,31.050000,272.870000,74.12,24.71,0,77.34,260.490000,7.000000,0,0,0,0,9.110000,0,101.630000,24.71,0,0.000000,0.000000,77.34,0,0,0,0.000000,55.840000,26.890000,74.390000

