Block,Time,L_NR_2020_05,L_NR_2012_07,L_NR_2012_04,L_NR_2023_10,L_NR_2021_17,SH-06,L_NR_2022_08,L_NR_2020_07,LT-59,SH-07,L_NR_2019_07,L_NR_2019_19,L_NR_2021_13,LT-36,LT-31,L_NR_2023_04,LT-05,L_NR_2012_02,L_NR_2018_61,L_NR_2019_05,L_NR_2021_16,L_NR_2022_10,L_NR_2020_02,L_NR_2020_06,LT-35,L_NR_2021_15,L_NR_2012_01,L_NR_2022_09,L_NR_2023_07,L_NR_2021_14,L_NR_2019_06,L_NR_2021_12,L_NR_2019_11
27,06:30-06:45,100,55.980000,271.430000,3.18,2,30.880000,30.23,33.34,10.330000,30.880000,10.45,12.72636,0.82,0.450000,0.430000,30.660000,115.820000,222.940000,11.09,15.55,4,78.33,9.650000,33.33,0.430000,1.04,101.090000,78.33,7.42,6.53,14.96,4.1,10.750000

28,06:45-07:00,100,55.980000,271.430000,5.92,3.33,30.880000,30.2,33.34,10.330000,30.880000,20.45,18.489792,1.88,0.920000,0.890000,30.660000,115.820000,222.940000,11.32,24.19,6.67,78.33,9.650000,33.33,0.890000,2.35,101.090000,78.33,13.8,7.23,28.16,9.41,10.750000

29,07:00-07:15,100,55.980000,271.430000,9.65,4,30.880000,30.68,33.34,10.330000,30.880000,29.98,25.238176,3.17,1.390000,1.370000,30.660000,115.820000,222.940000,10.91,29.98,8,78.33,9.520000,33.33,1.370000,4.41,101.090000,78.33,22.51,10.33,29.99,15.83,10.750000

30,07:15-07:30,100,55.980000,271.430000,14.25,4.33,30.880000,31.51,33.34,10.330000,30.880000,29.98,32.32788,4.59,1.930000,1.880000,30.660000,115.820000,222.940000,11.19,29.98,8.67,78.33,9.520000,33.33,1.880000,7.19,101.090000,78.33,33.26,14.43,29.99,22.94,10.750000

31,07:30-07:45,100,55.980000,271.430000,19.55,6,30.880000,32.37,33.34,10.330000,30.880000,30.67,39.281056,6.67,2.850000,2.780000,30.660000,115.820000,222.940000,10.83,30.67,12,78.33,9.520000,33.33,2.780000,10.54,101.090000,78.33,45.61,16.1,30.66,33.34,10.750000

32,07:45:08:00,100,55.980000,271.430000,22.5,7.67,30.880000,33.48,33.34,10.330000,30.880000,30.83,46.994888,8.71,3.640000,3.550000,30.660000,115.820000,222.940000,22.13,30.83,15.33,78.33,9.520000,33.33,3.550000,14.35,101.090000,78.33,52.5,21.6,30.84,43.58,10.750000

33,08:00-08:15,105.34,55.980000,271.430000,27,11,30.880000,34.45,35.12,10.330000,30.880000,32.33,53.967568,14.18,4.630000,4.520000,30.660000,115.820000,170.490000,21.66,32.33,22,81.67,9.520000,35.11,4.520000,18.35,101.090000,81.67,63,27.43,32.34,70.91,10.750000

34,08:15-08:30,105.31,55.980000,271.430000,31.5,12.67,30.880000,34.94,35.11,10.330000,30.880000,32.33,60.16984,17.88,5.430000,5.300000,30.660000,115.820000,170.490000,21.13,32.33,25.33,81.67,9.520000,35.1,5.300000,22.3,101.090000,81.67,73.5,33.37,32.34,89.42,10.750000

35,08:30-08:45,105.01,55.980000,271.430000,36,14.67,30.880000,35.35,35,10.330000,30.880000,32.5,66.50864,20.9,6.330000,6.170000,30.660000,115.820000,170.490000,20.98,32.5,29.33,81.67,9.520000,35.01,6.170000,26.05,101.090000,81.67,84,39.13,32.5,104.49,10.750000

36,08:45:09:00,105.07,55.980000,271.430000,40.5,17,30.880000,35.81,35.04,10.330000,30.880000,32.5,72.935208,24.15,7.210000,7.040000,31.630000,115.820000,170.490000,34.08,32.5,34,81.67,9.520000,35.02,7.040000,29.6,101.090000,81.67,94.5,43.33,32.5,120.76,10.750000

37,09:00:09:15,105.04,55.470000,271.430000,46.5,19.66,30.880000,35.85,35.03,10.330000,30.880000,32.73,78.9912,27.13,8.530000,8.320000,28.560000,115.820000,170.490000,33.46,32.73,39.34,81.67,9.750000,35.01,8.320000,32.93,101.090000,81.67,108.5,48.87,32.74,135.65,10.750000

38,09:15-09:30,105.45,55.470000,271.430000,52.5,22.66,30.880000,35.84,35.14,10.330000,30.880000,32.73,84.832648,30.96,9.280000,9.060000,28.560000,115.820000,170.490000,33.07,32.73,45.34,81.67,9.750000,35.15,9.060000,35.87,101.090000,81.67,122.5,54.2,32.74,154.8,10.750000

39,09:30-09:45,109.45,55.470000,271.430000,57,25.33,30.880000,35.71,36.49,10.330000,30.880000,32.9,90.147488,34.2,10.120000,9.870000,30.490000,115.820000,170.490000,32.48,32.9,50.67,81.67,9.750000,36.48,9.870000,35,101.090000,81.67,133,59.2,32.9,171.03,10.750000

40,09:45-10:00,109.13,55.470000,271.430000,61.5,27.33,30.880000,35.61,36.37,10.330000,30.880000,32.9,94.516384,37.1,10.630000,10.370000,30.490000,115.820000,170.490000,32.13,32.9,54.67,81.67,9.750000,36.38,10.370000,36,101.090000,81.67,143.5,63.57,32.9,185.49,10.750000

41,10:00-10:15,109.17,55.470000,271.430000,64.5,29.33,30.880000,35.84,36.39,10.330000,30.880000,32.9,97.695536,40.43,11.280000,11.000000,29.480000,115.820000,170.490000,32.02,32.9,58.67,81.67,9.550000,36.39,11.000000,38,101.090000,81.67,150.5,67.77,32.9,202.14,10.750000

42,10:15-10:30,109.36,55.470000,271.430000,69,32.66,30.880000,35.89,36.46,10.330000,30.880000,32.9,100.045768,42.59,11.760000,11.470000,29.480000,115.820000,170.490000,41.14,32.9,65.34,81.67,9.550000,36.45,11.470000,36.5,101.090000,81.67,161,71.83,32.9,212.96,10.750000

43,10:30-10:45,109.07,55.470000,271.430000,72,34.33,30.880000,36.03,36.35,10.330000,30.880000,32.9,101.674352,44.99,12.120000,11.820000,29.480000,115.820000,170.490000,40.29,32.9,68.67,81.67,9.550000,36.36,11.820000,37,101.090000,81.67,168,74.33,32.9,224.95,10.750000

44,10:45-11:00,109.18,55.470000,271.430000,75,36,30.880000,36.02,36.41,10.330000,30.880000,32.9,102.990872,45.93,12.600000,12.290000,29.480000,115.820000,170.490000,39.53,32.9,72,81.67,9.550000,36.39,12.290000,38.5,101.090000,81.67,175,77.33,32.9,229.63,10.750000

45,11:00-11:15,115.18,55.980000,271.430000,76.5,37.66,0.000000,38.33,38.39,10.330000,0.000000,32.9,103.51748,45.93,12.940000,12.630000,29.480000,115.820000,170.490000,39.29,32.9,75.34,81.67,9.550000,38.4,12.630000,40,101.090000,81.67,178.5,84.8,32.9,229.63,10.750000

46,11:15-11:30,115.16,55.980000,271.430000,78,37.66,0.000000,38.33,38.38,10.330000,0.000000,32.9,103.059136,45.93,13.190000,12.860000,29.480000,115.820000,170.490000,38.49,32.9,75.34,81.67,9.550000,38.39,12.860000,41.5,101.090000,81.67,182,85.86,32.9,229.63,10.750000

47,11:30-11:45,115.43,55.980000,271.430000,78,38.33,0.000000,38.33,38.48,10.330000,0.000000,32.9,101.51832,45.93,13.310000,12.990000,29.480000,115.820000,218.750000,38.15,32.9,76.67,81.67,9.550000,38.48,12.990000,42,101.090000,81.67,182,86.96,32.9,229.63,10.750000

48,11:45-12:00,115.19,55.980000,271.430000,78,38.33,0.000000,38.33,38.39,10.330000,0.000000,32.9,100.084776,45.93,13.310000,12.990000,29.480000,115.820000,222.940000,37.67,32.9,76.67,81.67,9.550000,38.4,12.990000,42.6,101.090000,81.67,182,87.49,32.9,229.63,10.750000

49,12:00-12:15,115.36,55.980000,271.430000,78,38.33,2.410000,38.33,38.46,10.330000,2.410000,32.9,106.940432,45.93,13.310000,12.990000,28.520000,115.820000,222.940000,36.14,32.9,76.67,81.67,9.470000,38.45,12.990000,43.6,101.090000,81.67,182,88.45,32.9,229.63,10.750000

50,12:15-12:30,115.21,55.980000,271.430000,78,38.33,2.410000,38.33,38.4,10.330000,2.410000,32.9,105.02904,45.93,13.310000,12.990000,28.520000,115.820000,222.940000,34.34,32.9,76.67,81.67,9.470000,38.4,12.990000,43.6,101.090000,81.67,182,89.36,32.9,229.63,10.750000

51,12:30-12:45,120,74.000000,271.430000,78,38.33,29.920000,40,40,10.330000,29.920000,32.9,103.049384,45.93,13.310000,12.990000,28.520000,115.820000,222.940000,37.78,32.9,76.67,81.67,9.470000,40,12.990000,43.6,101.090000,81.67,182,89.36,32.9,229.63,10.750000

52,12:45-13:00,120,74.000000,271.430000,78,38.33,29.920000,40,40,10.330000,29.920000,32.9,100.621136,45.93,13.310000,12.990000,28.520000,115.820000,222.940000,37.61,32.9,76.67,81.67,9.470000,40,12.990000,43.6,101.090000,81.67,182,89.39,32.9,229.63,10.750000

53,13:00-13:15,120,74.000000,271.430000,78,38.33,2.410000,40,40,10.330000,2.410000,32.9,97.363968,45.93,13.310000,12.990000,28.520000,115.820000,222.940000,37.8,32.9,76.67,81.67,9.650000,40,12.990000,43.6,101.090000,81.67,182,89,32.9,229.63,10.750000

54,13:15-13:30,120,74.000000,271.430000,78,38.33,2.410000,40,40,10.330000,2.410000,32.9,93.57044,45.93,13.260000,12.940000,28.520000,115.820000,222.940000,38.32,32.9,76.67,81.67,9.650000,40,12.940000,43.6,101.090000,81.67,182,88.65,32.9,229.63,10.750000

55,13:30-13:45,120,74.000000,271.430000,78,38.33,29.440000,40,40,10.330000,29.440000,32.9,81.458456,45.93,13.050000,12.740000,28.520000,115.820000,222.940000,38.54,32.9,76.67,81.67,9.930000,40,12.740000,42.5,101.090000,81.67,182,88.19,32.9,229.63,10.750000

56,13:45-14:00,120,74.000000,271.430000,78,38.33,29.440000,40,40,10.330000,29.440000,32.9,77.001792,45.93,12.740000,12.420000,28.520000,115.820000,222.940000,38.83,32.9,76.67,81.67,9.930000,40,12.420000,43,101.090000,81.67,182,86.88,32.9,229.63,10.750000

57,14:00-14:15,120,74.000000,271.430000,76.5,36,30.420000,40,40,10.330000,30.420000,32.9,73.364296,45.93,12.430000,12.130000,29.480000,115.820000,222.940000,38.34,32.9,72,81.67,9.930000,40,12.130000,43.61,101.090000,81.67,178.5,86.21,32.9,229.63,10.750000

58,14:15-14:30,120,74.000000,271.430000,75,34.33,30.420000,40,40,10.330000,30.420000,32.9,70.575224,45.93,12.010000,11.720000,29.480000,115.820000,222.940000,39.16,32.9,68.67,81.67,9.930000,40,11.720000,42.5,101.090000,81.67,175,84.59,32.9,229.63,10.750000

59,14:30-14:45,120,74.000000,271.430000,72,32.66,29.440000,40,40,10.330000,29.440000,32.9,66.937728,45.93,11.780000,11.490000,29.480000,115.820000,222.940000,39.34,32.9,65.34,81.67,9.930000,40,11.490000,41.26,101.090000,81.67,168,82.33,32.9,229.63,10.750000

60,14:45-15:00,120,74.000000,271.430000,69,26.33,29.440000,40,40,10.330000,29.440000,32.9,62.432304,44.23,11.340000,11.060000,29.480000,115.820000,222.940000,39.5,32.9,52.67,81.67,9.930000,40,11.060000,39.34,101.090000,81.67,161,78.93,32.9,221.13,10.750000

61,15:00-15:15,120,74.000000,271.430000,64.5,24,29.440000,40,40,10.330000,29.440000,32.9,59.253152,42.56,11.010000,10.740000,29.480000,115.820000,222.940000,40.58,32.9,48,81.67,10.110000,40,10.740000,38.01,101.090000,81.67,150.5,75.26,32.9,212.8,10.750000

62,15:15-15:30,120,74.000000,271.430000,60,22.66,29.440000,40,40,10.330000,29.440000,32.9,54.767232,40.06,10.440000,10.180000,29.480000,115.820000,222.940000,40.61,32.9,45.34,81.67,10.110000,40,10.180000,36.59,101.090000,81.67,140,71.27,32.9,200.3,10.750000

63,15:30-15:45,120,74.000000,271.430000,55.5,21.33,30.880000,40,40,10.330000,30.880000,32.9,49.481648,37.56,9.880000,9.640000,29.480000,115.820000,222.940000,43.02,32.9,42.67,81.67,10.110000,40,9.640000,34.31,101.090000,81.67,129.5,67.03,32.9,187.8,10.750000

64,15:45-16:00,120,74.000000,271.430000,51,20.33,30.880000,40,40,10.330000,30.880000,32.9,43.73772,34.2,9.280000,9.050000,29.480000,115.820000,222.940000,43.02,32.9,40.67,81.67,10.110000,40,9.050000,31.77,101.090000,81.67,119,62.47,32.9,170.99,10.750000

65,16:00-16:15,120,74.000000,271.430000,45,18,30.880000,40,40,10.330000,30.880000,32.9,37.808504,31.21,8.570000,8.360000,29.480000,115.820000,173.720000,43.02,32.9,36,81.67,10.110000,40,8.360000,28.82,101.090000,81.67,105,56.99,32.9,156.03,10.750000

66,16:15-16:30,120,74.000000,271.430000,39,16,30.880000,40,40,10.330000,30.880000,32.9,32.220608,28.17,7.750000,7.560000,29.480000,115.820000,173.720000,43.02,32.9,32,81.67,10.110000,40,7.560000,26.68,101.090000,81.67,91,51.9,32.9,140.83,10.750000

67,16:30-16:45,120,74.000000,271.430000,34.5,16.33,29.540000,40,40,10.330000,29.540000,32.9,27.383616,24.94,6.850000,6.680000,29.480000,115.820000,173.720000,43.02,32.9,32.67,81.67,10.110000,40,6.680000,23.25,101.090000,81.67,80.5,46.29,32.9,124.72,10.750000

68,16:45-17:00,120,74.000000,271.430000,30,14.67,29.540000,40,40,10.330000,29.540000,26.62,22.72216,21.77,6.000000,5.840000,29.480000,115.820000,173.720000,43.02,33,29.33,81.67,10.110000,40,5.840000,20.68,101.090000,81.67,70,40,33,108.83,10.750000

69,17:00-17:15,120,74.000000,271.430000,25.5,12.67,31.690000,40,40,10.330000,31.690000,12.24,18.060704,18.35,5.240000,5.110000,30.490000,115.820000,173.720000,43.02,31.1,25.33,81.67,10.390000,40,5.110000,17.41,101.090000,81.67,59.5,33.78,33,91.74,10.750000

70,17:15-17:30,120,74.000000,271.430000,21,11,31.690000,40,40,10.330000,31.690000,4.44,13.711312,15.23,4.320000,4.210000,30.490000,115.820000,173.720000,43.02,21.6,22,81.67,10.390000,40,4.210000,16,101.090000,81.67,49,28.02,30.1,76.16,10.750000

71,17:30-17:45,120,74.000000,271.430000,18.41,9.33,29.440000,40,40,10.330000,29.440000,1.11,9.810512,12.22,3.490000,3.400000,30.490000,115.820000,173.720000,43.02,12.96,18.67,81.67,10.390000,40,3.400000,14.5,101.090000,81.67,42.95,22.19,18.62,61.09,10.750000

72,17:45-18:00,120,74.000000,271.430000,13.38,8.67,29.440000,40,40,10.330000,29.440000,0.05,6.426568,9.53,2.570000,2.510000,30.490000,115.820000,173.720000,43.02,8.64,17.33,81.67,10.390000,40,2.510000,11,101.090000,81.67,31.22,16.78,9.72,47.68,10.750000

73,18:00-18:15,120,74.000000,271.430000,9.12,7.33,29.440000,40,40,10.330000,29.440000,0,3.813032,7.05,1.880000,1.830000,30.490000,115.820000,173.720000,43.02,0,14.67,81.67,10.760000,40,1.830000,8.33,101.090000,81.67,21.27,11.77,0,35.25,10.750000

74,18:15-18:30,120,74.000000,271.430000,5.48,5.33,29.440000,40,40,10.330000,29.440000,0,1.794368,4.91,1.330000,1.300000,30.490000,115.820000,173.720000,43.02,0,10.67,81.67,10.760000,40,1.300000,5.69,101.090000,81.67,12.8,7.56,0,24.55,10.750000

75,18:30-18:45,120,74.000000,271.430000,2.84,2.67,29.440000,38.33,40,10.330000,29.440000,0,0.702144,3.14,0.750000,0.740000,30.490000,115.820000,173.720000,43.02,0,5.33,80,10.760000,40,0.740000,3.58,101.090000,80,6.62,3.25,0,15.7,10.750000

76,18:45-19:00,120,74.000000,271.430000,1.25,1.33,29.440000,38.33,40,10.330000,29.440000,0,0.126776,1.68,0.320000,0.320000,30.490000,115.820000,173.720000,43.02,0,2.67,80,10.760000,40,0.320000,2,101.090000,80,2.92,0.35,0,8.38,10.750000

77,19:00-19:15,120,74.000000,271.430000,0.34,0.33,29.440000,38.33,40,10.400000,29.440000,0,0,0.75,0.120000,0.110000,30.490000,115.820000,173.720000,43.02,0,0.67,80,11.140000,40,0.110000,0.87,101.090000,80,0.8,0.04,0,3.75,10.750000

78,19:15-19:30,120,74.000000,271.430000,0,0,29.440000,38.33,40,10.400000,29.440000,0,0,0.17,0.000000,0.000000,30.490000,115.820000,173.720000,43.02,0,0,80,11.140000,40,0.000000,0.19,101.090000,80,0,0,0,0.85,10.750000

79,19:30-19:45,120,74.000000,271.430000,0,0,29.440000,38.33,40,10.400000,29.440000,0,0,0,0.000000,0.000000,30.490000,115.820000,173.720000,43.02,0,0,80,11.140000,40,0.000000,0,101.090000,80,0,0,0,0.03,10.750000

80,19:45-20:00,120,74.000000,271.430000,0,0,29.440000,36.41,40,10.400000,29.440000,0,0,0,0.000000,0.000000,30.490000,115.820000,173.720000,43.02,0,0,79.21,11.140000,40,0.000000,0,101.090000,79.21,0,0,0,0,10.750000

81,20:00-20:15,120,74.000000,271.430000,0,0,29.440000,36.12,40,10.400000,29.440000,0,0,0,0.000000,0.000000,31.500000,115.820000,173.720000,43.02,0,0,79.03,11.140000,40,0.000000,0,101.090000,79.03,0,0,0,0,10.750000

82,20:15-20:30,120,74.000000,271.430000,0,0,29.440000,35.36,40,10.400000,29.440000,0,0,0,0.000000,0.000000,31.500000,115.820000,173.720000,42.98,0,0,78.67,11.140000,40,0.000000,0,101.090000,78.67,0,0,0,0,10.750000

83,20:30-20:45,117.5,74.000000,271.430000,0,0,29.440000,36.16,39.16,10.400000,29.440000,0,0,0,0.000000,0.000000,31.500000,115.820000,173.720000,41.86,0,0,78.13,11.140000,39.17,0.000000,0,101.090000,78.13,0,0,0,0,10.750000

84,20:45-21:00,115,74.000000,271.430000,0,0,29.440000,34.76,38.34,10.400000,29.440000,0,0,0,0.000000,0.000000,31.500000,115.820000,173.720000,40.73,0,0,77.7,11.140000,38.33,0.000000,0,101.090000,77.7,0,0,0,0,10.750000

85,21:00-21:15,115,74.000000,271.430000,0,0,29.920000,30.43,38.34,10.400000,29.920000,0,0,0,0.000000,0.000000,31.500000,115.820000,173.720000,39.43,0,0,78.05,10.950000,38.33,0.000000,0,101.090000,78.05,0,0,0,0,10.750000

86,21:15-21:30,115,74.000000,271.430000,0,0,29.920000,30.49,38.34,10.400000,29.920000,0,0,0,0.000000,0.000000,31.500000,115.820000,173.720000,41.92,0,0,77.84,10.950000,38.33,0.000000,0,101.090000,77.84,0,0,0,0,10.750000

87,21:30-21:45,95.16,74.000000,271.430000,0,0,29.440000,30.85,31.72,10.400000,29.440000,0,0,0,0.000000,0.000000,31.500000,115.820000,173.720000,40.71,0,0,76.68,11.420000,31.72,0.000000,0,101.090000,76.68,0,0,0,0,10.750000

88,21:45-22:00,95.62,74.000000,271.430000,0,0,29.440000,30.94,31.88,10.400000,29.440000,0,0,0,0.000000,0.000000,31.500000,115.820000,173.720000,39.9,0,0,74.41,11.420000,31.87,0.000000,0,101.090000,74.41,0,0,0,0,10.750000

89,22:00-22:15,96.43,74.000000,271.430000,0,0,29.440000,31.63,32.14,10.370000,29.440000,0,0,0,0.000000,0.000000,30.540000,115.820000,173.720000,39.81,0,0,75.02,11.420000,32.14,0.000000,0,101.090000,75.02,0,0,0,0,10.750000

90,22:15-22:30,97.06,74.000000,271.430000,0,0,29.440000,32.55,32.36,10.370000,29.440000,0,0,0,0.000000,0.000000,31.540000,115.820000,173.720000,39.4,0,0,73.86,11.420000,32.35,0.000000,0,101.090000,73.86,0,0,0,0,10.750000

91,22:30-22:45,97.87,74.000000,271.430000,0,0,29.440000,33.9,32.63,10.370000,29.440000,0,0,0,0.000000,0.000000,31.540000,115.820000,173.720000,39.22,0,0,73.58,11.420000,32.62,0.000000,0,101.090000,73.58,0,0,0,0,10.750000

92,22:45-23:00,98.64,74.000000,271.430000,0,0,29.440000,34.61,32.87,10.370000,29.440000,0,0,0,0.000000,0.000000,31.540000,115.820000,173.720000,32.3,0,0,73.44,11.420000,32.88,0.000000,0,101.090000,73.44,0,0,0,0,10.750000

93,23:00-23:15,93.29,74.000000,271.430000,0,0,29.440000,28.01,31.1,10.370000,29.440000,0,0,0,0.000000,0.000000,31.590000,115.820000,173.720000,32.52,0,0,70.67,11.230000,31.1,0.000000,0,101.090000,70.67,0,0,0,0,10.750000

94,23:15-23:30,93.57,74.000000,271.430000,0,0,29.440000,27.89,31.19,10.370000,29.440000,0,0,0,0.000000,0.000000,31.590000,115.820000,173.720000,32.08,0,0,72.12,11.230000,31.19,0.000000,0,101.090000,72.12,0,0,0,0,10.750000

