Block,Time,JHAJJAR,NAPP,NTPL,SEWA2,BRBCL,KGSU3AND4,KOLDAM,SALAL,TelanganaSTPP,UNCHAHAR3,URI,DADRI_RF,CHAMERA1,CHAMERA3,DADRT2,KKNP,RAPPB,TALA,UNCHAHAR1,VALLURNTECL,AURY_CRF,DADRI_LF,KHSTPP-II,NLCEXP,NLCIIST2,PARBATI2,RAMPUR,RSTPSU1TO6,TALST2,TEHRI,UNCHAHAR4,ANTA_LF,FSTPP I & II,KKNPPU2,NJPC,NLCTS2EXP,RAPPC,RIHAND2,SIMHST1,UNCHAHAR2,ANTA_CRF,AURY_LF,BSIUL,DHAULIGNGA,KHSTPP-I,KISHANGANGA,KOTESHWR,NLCIIST1,NNTPP,PARBATI3,RAPPD,SIMHST2,URI2,ANTA_RF,AURY_RF,DADRI_GF,DULHASTI,KGSU1AND2,RIHAND1,RIHAND3,RSTPSU7,SASAN,SINGRAULI_HYDRO,ANTA_GF,DADRI_CRF,CHAMERA2,KUDGI,MAPS,SINGRAULI,TANAKPUR,TANDA2,TEHRIPSP,AURY_GF
55,13:30-13:45,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,44.16,79.04,28.1,33.94,689.38,0,0,12.79,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,48.16,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,11.91,5.73,0,0

56,13:45-14:00,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,44.16,79.04,42.15,33.94,689.38,0,0,12.79,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,48.16,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,11.91,5.73,0,0

57,14:00-14:15,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,35.33,79.04,42.15,33.94,689.38,0,0,14.84,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,47.53,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,11.91,5.73,0,0

58,14:15-14:30,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,35.33,79.04,42.15,33.94,689.38,0,0,14.84,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,47.53,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,11.91,5.73,0,0

59,14:30-14:45,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,35.33,79.04,42.15,33.94,689.38,0,0,14.84,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,41.62,0,0,32.74,47.53,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,9.99,5.73,0,0

60,14:45-15:00,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,35.33,79.04,42.15,33.94,689.38,0,0,14.84,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,41.62,21.52,0,32.74,47.53,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,9.99,5.73,0,0

61,15:00-15:15,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,39.75,79.04,42.15,33.94,689.38,0,0,14.35,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,22.46,0,26.5,47.53,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,9.99,5.73,0,0

62,15:15-15:30,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,39.75,79.04,42.15,33.94,689.38,0,0,14.35,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,0,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,22.46,0,26.5,47.53,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,9.99,5.73,0,0

63,15:30-15:45,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,39.75,79.04,42.15,33.94,689.38,0,0,14.35,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,15.04,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,22.46,0,28.06,47.53,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,9.99,5.73,0,0

64,15:45-16:00,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,39.75,79.04,42.15,33.94,689.38,0,0,14.35,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,30.07,3.22,0,20.8,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,22.46,0,28.06,47.53,77.28,0,55.38,0,47.02,130.84,0,348.98,0.83,0,0,31.4,0,0,139.25,9.99,5.73,0,0

65,16:00-16:15,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,30.91,79.04,42.15,33.94,549.38,0,0,14.35,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,30.07,3.22,0,16.68,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,24.8,0,28.06,46.9,77.28,0,55.38,0,47.02,130.84,0,345.94,0.83,0,0,31.4,0,0,139.25,9.99,5.73,0,0

66,16:15-16:30,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,30.91,79.04,42.15,33.94,549.38,0,0,14.29,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,45.11,3.22,0,16.68,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,24.8,0,28.06,46.9,77.28,0,55.38,0,47.02,130.84,0,345.94,0.83,0,0,31.4,0,0,139.25,9.99,5.73,0,0

67,16:30-16:45,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,30.91,79.04,42.15,33.94,549.38,0,0,14.29,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,16.68,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,24.8,0,28.06,46.27,77.28,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,31.4,0,0,139.25,11.91,5.73,0,0

68,16:45-17:00,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,30.91,79.04,42.15,33.94,549.38,0,0,14.23,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,16.68,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,24.8,0,28.06,46.27,77.28,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,31.4,0,0,139.25,11.91,5.73,0,0

69,17:00-17:15,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,37.53,79.04,42.15,33.94,549.38,0,0,14.23,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,16.68,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,24.8,0,28.06,46.27,77.28,0,55.38,0,63.05,130.84,0,345.94,0.81,0,0,31.4,0,0,139.25,11.91,5.73,0,0

70,17:15-17:30,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,37.53,79.04,42.15,33.94,549.38,0,0,14.23,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,16.68,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,24.8,0,28.06,46.27,77.28,0,55.38,0,63.05,130.84,0,345.94,0.81,0,0,31.4,0,0,139.25,11.91,5.73,0,0

71,17:30-17:45,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,37.53,79.04,42.15,33.94,549.38,0,0,14.25,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,16.68,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,10.14,0,0,52.03,24.8,0,28.06,46.27,77.28,0,55.38,0,68.4,130.84,0,345.94,0.81,0,0,31.4,0,0,139.25,11.91,5.73,0,0

72,17:45-18:00,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,37.53,79.04,42.15,33.94,549.38,0,0,14.14,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,16.68,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,68.39,24.8,0,28.06,46.27,77.28,0,55.38,0,73.75,130.84,0,345.94,0.81,0,0,31.4,0,0,139.25,11.91,5.73,0,0

73,18:00-18:15,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,37.53,79.04,42.15,33.94,549.38,0,0,13.82,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,71.36,24.8,0,28.06,46.27,77.28,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,31.4,0,0,139.25,11.91,5.73,0,0

74,18:15-18:30,667.25,24.48,0,12.22,24.99,0,8.62,51.13,0,27.69,37.53,79.04,42.15,33.94,549.38,0,0,13.58,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,71.36,24.8,0,28.06,46.27,77.28,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,31.4,0,0,139.25,11.91,5.73,0,0

75,18:30-18:45,667.25,24.48,0,12.22,24.99,0,8.62,65.07,0,27.69,44.16,79.04,42.15,33.94,549.38,0,0,12.17,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,10.14,0,0,66.9,24.8,0,32.74,46.27,77.28,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,31.4,0,0,139.25,11.91,5.73,0,0

76,18:45-19:00,663.05,24.48,0,12.22,24.99,0,8.62,65.07,0,27.69,44.16,79.04,42.15,33.94,549.38,0,0,12.09,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,20.29,0,0,66.9,24.8,0,32.74,46.27,77.28,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,31.4,0,0,139.25,11.91,5.73,0,0

77,19:00-19:15,667.25,24.48,0,12.22,24.99,0,8.62,65.07,0,27.69,44.16,79.04,42.15,33.94,549.38,0,0,12.09,21.65,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,30.43,0,0,74.33,24.8,0,32.74,46.53,77.28,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,47.12,0,0,139.25,11.91,5.73,83.18,0

78,19:15-19:30,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,44.16,79.04,42.27,35.69,549.38,0,0,12.14,21.65,0,0,0,98.87,0,0,10.55,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,75.83,24.8,0,32.74,46.53,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,166.37,0

79,19:30-19:45,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,47.47,79.04,42.27,35.69,549.38,0,0,12.37,21.65,0,0,0,98.87,0,0,10.55,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,32.74,46.9,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,166.37,0

80,19:45-20:00,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,47.47,79.04,42.27,35.69,549.38,0,0,12.52,21.65,0,0,0,98.87,0,0,10.55,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,32.74,46.9,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,166.37,0

81,20:00-20:15,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,26.49,79.04,42.27,35.69,549.38,0,0,12.29,21.65,0,0,0,98.87,0,0,10.55,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,32.74,47.53,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,166.37,0

82,20:15-20:30,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,26.49,79.04,42.27,35.69,549.38,0,0,12.41,21.65,0,0,0,98.87,0,0,10.55,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,32.74,47.53,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,166.37,0

83,20:30-20:45,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,26.49,79.04,42.27,35.69,549.38,0,0,12.44,21.65,0,0,0,98.87,0,0,10.55,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,28.06,47.53,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,166.37,0

84,20:45-21:00,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,26.49,79.04,42.27,35.69,549.38,0,0,12.56,21.65,0,0,0,98.87,0,0,10.55,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,28.06,47.53,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,166.37,0

85,21:00-21:15,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,26.49,79.04,42.27,35.69,549.38,0,0,12.73,20.16,0,0,0,98.87,0,0,10.55,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,28.06,48.16,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,166.37,0

86,21:15-21:30,667.25,24.48,0,12.22,24.99,0,8.62,65.07,0,27.69,26.49,79.04,42.15,33.94,549.38,0,0,12.82,20.16,0,0,0,98.87,0,0,10.55,5.7,0,0,60.76,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,40.57,0,0,66.9,24.8,0,28.06,48.16,77.28,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,47.12,0,0,139.25,11.91,5.73,166.37,0

87,21:30-21:45,667.25,24.48,0,12.22,24.99,0,8.62,65.07,0,27.69,39.75,79.04,42.15,33.94,549.38,0,0,12.23,20.16,0,0,0,98.87,0,0,10.55,5.7,0,0,60.76,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,13.04,42.46,45.83,7.05,40.57,0,0,66.9,24.8,0,31.17,48.16,77.28,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,47.12,0,0,139.25,11.91,5.73,166.37,0

88,21:45-22:00,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,39.75,79.04,42.27,35.69,549.38,0,0,12.37,20.16,0,0,0,98.87,0,0,14.07,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,31.17,48.16,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,166.37,0

89,22:00-22:15,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,44.16,79.04,42.27,35.69,549.38,0,0,12.52,20.16,0,0,0,98.87,0,0,14.07,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,31.17,50.06,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,83.18,0

90,22:15-22:30,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,44.16,79.04,42.27,35.69,549.38,0,0,12.68,20.16,0,0,0,98.87,0,0,14.07,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,31.17,50.06,77.28,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,83.18,0

91,22:30-22:45,667.25,24.48,0,12.99,24.99,0,8.62,65.07,0,27.69,44.16,79.04,42.27,35.69,549.38,0,0,10.17,20.16,0,0,0,98.87,0,0,14.07,5.84,0,0,60.76,3.22,0,13.9,0,177.44,0,65.42,125.27,0,45,0,0,20.46,44.58,45.83,7.18,44.64,0,0,77.31,24.8,0,34.3,50.06,77.92,0,57.67,0,47.02,130.84,0,345.94,0.81,0,0,49.59,0,0,139.25,11.91,5.73,83.18,0

92,22:45-23:00,667.25,24.48,0,12.22,24.99,0,8.62,65.07,0,27.69,44.16,79.04,42.15,33.94,549.38,0,0,10.26,20.16,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,40.57,0,0,66.9,24.8,0,34.3,50.06,77.92,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,47.12,0,0,139.25,11.91,5.73,83.18,0

93,23:00-23:15,667.25,24.48,0,12.22,24.99,0,8.62,65.07,0,27.69,46.37,79.04,42.15,33.94,549.38,0,0,10.32,20.16,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,40.57,0,0,66.9,24.8,0,34.3,51.33,77.92,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,47.12,0,0,139.25,11.91,5.73,166.37,0

94,23:15-23:30,667.25,24.48,0,12.22,24.99,0,8.62,65.07,0,27.69,46.37,79.04,42.15,33.94,549.38,0,0,10.37,20.16,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,40.57,0,0,66.9,24.8,0,34.3,51.33,77.92,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,47.12,0,0,139.25,11.91,5.73,166.37,0

95,23:30-23:45,667.25,24.48,0,12.22,24.99,0,8.62,65.07,0,27.69,46.37,79.04,42.15,33.94,549.38,0,0,10.47,20.16,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,40.57,0,0,62.44,24.8,0,34.3,51.33,77.92,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,47.12,0,0,139.25,11.91,5.73,83.18,0

96,23:45-24:00,667.25,24.48,0,12.22,24.99,0,8.62,65.07,0,27.69,46.37,79.04,42.15,33.94,549.38,0,0,10.61,20.16,0,0,0,98.87,0,0,10.55,5.7,0,0,60.14,3.22,0,13.9,0,175.79,0,65.42,125.27,0,45,0,0,19.56,42.46,45.83,7.05,40.57,0,0,62.44,24.8,0,34.3,51.33,77.92,0,55.38,0,47.02,130.84,0,345.94,0.81,0,0,47.12,0,0,139.25,11.91,5.73,83.18,0

