Block,Time Block,CHAMERA1,BSIUL,BRBCL,DADRT2,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KISHANGANGA,KHSTPP-I,KOTESHWR,KKNP,KKNPPU2,KOLDAM,KUDGI,MAPS,NAPP,NLCEXP,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NLCIIST1,NTPL,PARBATI2,PARBATI3,RAMPUR,RAPPC,RAPPB,RAPPD,RIHAND1,RSTPSU1TO6,SALAL,RSTPSU7,RIHAND3,RIHAND2,SASAN,SIMHST1,SIMHST2,SEWA2,SINGRAULI_HYDRO,SINGRAULI,TANDA2,TALST2,TANAKPUR,TALA,TEHRI,TelanganaSTPP,TEHRIPSP,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,VALLURNTECL,ANTA_CRF,ANTA_LF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_RF,AURY_LF,AURY_GF,DADRI_RF,DADRI_LF,DADRI_GF,DADRI_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,40.62,0,10.25,411.69,0,0,40.92,16.75,53.38,298.49,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,12.59,20.7,67.18,0,0,42.03,44.69,20.46,1.46,36.07,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,40.62,0,10.97,362.53,0,0,40.92,16.75,53.38,304.49,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,12.59,20.13,67.18,0,0,42.03,44.69,20.46,1.93,30.04,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,40.62,0,10.63,342.29,0,0,40.92,16.75,53.38,278.68,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,12.59,20.13,67.18,0,0,42.03,44.69,20.46,2.26,30.04,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,40.62,0,12.66,391.93,0,0,40.92,16.75,53.38,263.71,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,12.59,20.13,67.18,0,0,42.03,44.69,20.46,1.46,36.07,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,40.62,0,12.44,438.67,0,0,40.92,16.75,53.38,263.71,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,12.59,20.13,67.18,0,0,42.03,44.69,20.46,1.46,36.07,26.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,40.62,0,13.11,429.04,0,0,40.92,16.75,53.38,263.71,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,12.59,21.27,67.18,0,0,38.16,44.69,17.69,1.46,30.04,25.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,40.62,0,14.22,419.4,0,0,40.92,16.75,53.38,263.71,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,12.59,21.27,67.18,0,0,38.16,44.69,17.69,1.46,30.04,25.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,40.62,0,15.39,390.48,0,0,40.92,16.48,53.38,263.71,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,21.4,67.18,0,0,40.95,44.69,19.77,1.46,36.07,25.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,40.62,0,14.48,366.39,0,0,40.92,16.48,53.38,263.71,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,21.4,67.18,0,0,40.95,44.69,19.77,1.46,36.07,25.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,40.62,0,13.15,332.66,0,0,40.92,16.48,53.38,241.54,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,21.4,67.18,0,0,36.4,44.69,17.69,1.46,30.04,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,40.62,0,12.02,294.1,0,0,40.92,16.48,53.38,241.54,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,21.4,67.18,0,0,36.4,44.69,17.69,1.46,30.04,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,40.62,0,15.06,270.01,0,0,40.92,14.9,53.38,241.05,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,21.4,67.18,0,0,36.4,51.07,17.69,1.46,36.07,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,40.62,0,17.49,207.36,0,0,40.92,14.9,53.38,241.05,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,21.4,67.18,0,0,36.4,51.07,17.69,1.46,36.07,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,40.62,0,19.55,214.59,0,0,40.92,14.9,53.38,241.05,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,21.4,67.18,0,0,36.4,51.07,17.69,1.46,30.04,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,40.62,0,22.91,220.85,0,0,40.92,14.9,53.38,241.05,0,0,94.01,6.71,43.88,29.33,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,21.25,67.18,0,0,36.4,51.07,17.69,1.46,30.04,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,40.62,0,23.03,296.99,0,0,40.92,14.52,53.38,263.71,0,0,94.01,6.71,43.88,19.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,21.11,67.18,0,0,36.4,45.75,17.69,1.46,36.07,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,40.62,0,21.7,353.86,0,0,40.92,14.52,53.38,263.71,0,0,94.01,6.71,43.88,19.56,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,20.94,67.18,0,0,36.4,45.75,17.69,1.46,36.07,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,40.62,0,23.7,363.5,0,0,40.92,14.52,53.38,263.71,0,0,94.01,6.71,43.88,19.56,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,20.94,67.18,0,0,36.4,45.75,17.69,0.25,30.04,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,40.62,0,18.05,402.05,0,0,40.92,14.52,53.38,263.71,0,0,94.01,6.71,43.88,19.56,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,20.83,67.18,0,0,36.55,45.75,17.69,1.46,30.04,22.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,40.62,0,20.66,426.14,0,0,40.92,14.52,53.38,283.11,0,0,94.01,6.71,43.88,19.56,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,20.4,67.18,0,0,36.55,46.28,17.69,1.46,30.04,22.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,40.62,0,23.11,520.11,0,0,40.92,14.52,53.38,283.11,0,0,94.01,6.71,43.88,19.56,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,20.29,67.18,0,0,36.55,46.28,17.41,1.46,30.04,22.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,40.62,0,22.77,520.11,0,0,40.92,14.52,53.38,283.11,0,0,94.01,6.71,43.88,19.56,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,20.04,67.18,0,0,36.55,46.28,17.44,1.46,30.04,22.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,40.62,0,20.39,450.24,0,0,40.92,14.52,53.38,283.11,0,0,94.01,6.71,43.88,19.56,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,19.63,67.18,0,0,36.55,46.28,17.69,1.46,30.04,22.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,40.62,0,15.06,337.47,0,0,40.92,14.52,53.38,263.71,0,0,94.01,6.71,43.88,19.56,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,18.76,50.39,0,0,36.4,46.28,17.69,1.46,30.04,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

30,07:15-07:30,40.62,0,18.5,281.57,0,0,40.92,14.52,53.38,263.71,0,0,94.01,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,18.76,33.59,0,0,36.4,46.28,17.69,2.43,30.04,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

31,07:30-07:45,40.62,0,16.8,192.9,0,0,40.92,14.52,53.38,254.44,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,18.76,16.8,0,0,36.4,46.28,17.69,1.63,30.04,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

32,07:45-08:00,40.62,0,16.9,173.63,0,0,40.92,14.52,53.38,254.44,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,398.47,0,0,17.68,0,87.73,2.52,0,11.48,18.76,16.8,0,0,36.4,46.28,17.69,1.46,30.04,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

33,08:00-08:15,40.62,0,16.88,149.53,0,0,40.92,14.52,53.38,240.83,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,402.94,0,0,17.68,0,102.83,2.52,0,11.48,18.76,0,0,0,32.69,46.28,15.79,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

34,08:15-08:30,40.62,0,16.51,149.53,0,0,40.92,14.52,53.38,240.83,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,104.06,2.52,0,11.48,18.65,0,0,0,32.69,46.28,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

35,08:30-08:45,40.62,0,16.8,149.53,0,15.1,40.92,14.52,53.38,240.83,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,104.06,2.52,0,11.48,18.65,0,0,0,32.69,46.28,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

36,08:45-09:00,40.62,0,17.11,149.53,0,30.26,40.92,14.52,53.38,240.83,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,104.67,2.52,0,11.48,18.56,0,0,0,32.69,46.28,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

37,09:00-09:15,40.62,0,15.42,149.53,0,45.41,40.92,14.52,53.38,240.83,0,0,81.48,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,104.67,2.52,0,11.48,18.99,0,0,0,32.69,46.81,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

38,09:15-09:30,40.62,0,18.14,149.53,0,45.41,40.92,14.52,53.38,240.83,0,0,81.48,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,104.67,2.52,0,11.48,19.36,0,0,0,32.69,46.81,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

39,09:30-09:45,40.62,0,17.26,149.53,0,45.41,40.92,14.52,53.38,240.83,0,0,81.48,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,19.18,0,0,0,32.69,46.81,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

40,09:45-10:00,40.62,0,18.96,79.66,0,45.41,40.92,14.52,53.38,240.83,0,0,81.48,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,19.18,0,0,0,32.69,46.81,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

41,10:00-10:15,40.62,0,19.36,4.96,11.04,45.41,40.92,12.65,53.38,240.83,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.44,0,0,0,32.69,51.07,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

42,10:15-10:30,40.62,0,16.7,4.96,11.04,45.41,40.92,12.34,53.38,240.83,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,0,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.44,0,0,0,32.69,51.07,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

43,10:30-10:45,40.62,0,16.51,4.96,32.72,45.41,40.92,12.34,53.38,240.83,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,3.59,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.97,0,0,0,32.69,51.07,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

44,10:45-11:00,40.62,0,14.73,4.96,32.72,45.41,40.92,12.34,53.38,240.83,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,17.91,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.97,0,0,0,32.69,51.07,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

45,11:00-11:15,40.62,0,16.55,4.96,32.72,45.41,40.92,12.34,53.38,240.83,0,0,93.8,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,35.82,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.53,0,0,0,32.69,42.56,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

46,11:15-11:30,40.62,0,13.36,4.96,32.72,45.41,40.92,12.34,53.38,240.83,0,0,94.64,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.53,0,0,0,32.69,42.56,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

47,11:30-11:45,40.62,0,16.46,4.96,32.72,45.41,40.92,12.34,53.38,240.83,0,0,82.66,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.4,0,0,0,32.69,37.24,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

48,11:45-12:00,40.62,0,18.24,4.96,32.72,45.41,40.92,12.34,53.38,240.83,0,0,82.66,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.33,0,0,0,32.69,42.56,15.62,1.46,31.55,19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

49,12:00-12:15,40.62,0,20.17,4.96,32.72,45.41,40.92,12.34,53.38,238.06,0,0,82.66,6.71,38.52,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.33,0,0,0,28.91,40.43,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

50,12:15-12:30,40.62,0,19.75,4.96,32.72,45.41,40.92,12.34,53.38,238.06,0,0,82.66,6.71,38.52,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.4,0,0,0,28.91,40.43,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

51,12:30-12:45,40.62,0,16.64,4.96,32.72,45.41,40.92,12.34,53.38,238.06,0,0,82.66,6.71,38.52,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.43,0,0,0,28.91,40.43,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

52,12:45-13:00,40.62,0,16.47,4.96,32.72,45.41,40.92,12.34,53.38,238.06,0,0,82.66,6.71,38.52,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,54.45,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.63,0,0,0,28.91,40.43,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

53,13:00-13:15,40.62,0,17.06,4.96,32.72,45.41,40.92,12.34,53.38,238.06,0,0,81.48,6.71,37.82,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,63.05,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.63,0,0,0,28.91,46.81,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

54,13:15-13:30,40.62,0,17.71,4.96,32.72,45.41,40.92,12.34,53.38,238.06,0,0,95.29,6.71,43.88,9.77,0,0,8.31,0,0,23.73,0,169.43,0,0,0,0,0,23.74,63.05,5.49,63.22,0,23.29,94.76,0,0,0,126.1,120.74,403.61,0,0,17.68,0,107.36,2.52,0,11.48,21.63,0,0,0,28.91,46.81,12.91,1.46,31.55,15.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

