Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,GNA/NR/2024/11/01/4503,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/1868,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/9061,NR/01102023/06022042/L_NR_2012_07,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9042,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,GNA/WR/2024/11/01/4200,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/10/15/7089,GNA/NR/2024/11/01/5474,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/3646
79,19:30-19:45,0,0,0,0,8.33,20.34,25.01,6.66,8.33,20.33,0,0,7.2,0,11.04,25.28,0,28.76,0,25.28,3.24,33.14,86.56,0,0,0,0,7,0,0,3.75,2.22,33.14,33.14,22.1,99.97,3.36,260.53,50,271.33,150,0,65.83,0

80,19:45-20:00,0,0,0,0,8.67,20.34,25.99,6.66,8.67,20.33,0,0,7.2,0,11.04,25.28,0,28.76,0,25.28,3.24,33.14,86.56,0,0,0,0,7,0,0,3.75,2.22,33.14,33.14,22.1,99.97,3.36,260.53,50,271.33,150,0,65.83,0

81,20:00-20:15,0,0,0,0,9.17,20.34,27.49,6.66,9.17,20.33,0,0,7.2,0,11.04,23.17,0,28.76,0,32,3.09,33.14,86.56,0,0,0,0,7,0,0,3.75,2.22,33.14,33.14,22.1,99.97,3.28,260.53,50,271.33,200,0,65.83,0

82,20:15-20:30,0,0,0,0,9.5,21.66,28.5,6.66,9.5,21.67,0,0,7.2,0,11.04,23.17,0,28.76,0,32,3.09,33.14,86.56,0,0,0,0,7,0,0,3.75,2.22,33.14,33.14,22.1,99.97,3.28,260.53,50,271.33,200,0,65.83,0

83,20:30-20:45,0,0,0,0,9.83,23,29.51,6.66,9.83,23,0,0,7.2,0,11.04,23.17,0,28.76,0,32,3.09,33.14,86.56,0,0,0,0,7,0,0,3.75,2.22,33.14,33.14,22.1,99.97,3.28,260.53,50,271.33,200,0,69.96,0

84,20:45-21:00,0,0,0,0,10,24,30,6.66,10,24,0,0,7.2,0,11.04,23.17,0,28.76,0,32,3.09,33.14,86.56,0,0,0,0,7,0,0,3.75,2.22,33.14,33.14,22.1,99.97,3.28,260.53,50,271.33,200,0,69.96,0

85,21:00-21:15,0,0,0,0,10.17,24.34,30.49,6.66,10.17,24.33,0,0,7.2,0,8.72,26.32,0,28.26,0,32,2.86,26.17,86.56,0,0,0,0,7,0,0,3.75,2.22,26.17,26.17,17.45,99.97,3.13,260.53,50,271.33,200,0,69.96,0

86,21:15-21:30,0,0,0,0,10.33,24.66,31.01,6.66,10.33,24.67,0,0,7.2,0,8.72,26.32,0,28.26,0,32,2.86,26.17,86.56,0,0,0,0,7,0,0,3.75,2.22,26.17,26.17,17.45,99.97,3.13,260.53,50,271.33,200,0,69.96,0

87,21:30-21:45,0,0,0,0,9.17,26.34,27.5,6.66,9.16,26.33,0,0,7.2,0,8.72,26.32,0,28.26,0,32,2.86,26.17,86.56,0,0,0,0,7,0,0,3.75,2.22,26.17,26.17,17.45,99.97,3.13,260.53,50,271.33,200,0,69.96,0

88,21:45-22:00,0,0,0,0,9.17,25,27.5,6.66,9.16,25,0,0,7.2,0,8.72,26.32,0,28.26,0,32,2.86,26.17,86.56,0,0,0,0,7,0,0,3.75,2.22,26.17,26.17,17.45,99.97,3.13,260.53,50,271.33,200,0,69.96,0

89,22:00-22:15,0,0,0,0,11.67,38.34,35,9,11.66,38.33,0,0,7.2,0,8.72,23.17,0,29.28,0,32,2.71,26.17,86.56,0,0,0,0,7,0,0,3.75,2.22,26.17,26.17,17.45,99.97,3.05,212.55,50,271.33,200,285.39,69.96,95.12

90,22:15-22:30,0,0,0,0,11.33,37.66,34,8.67,11.34,37.67,0,0,7.2,0,8.72,23.17,0,29.28,0,32,2.71,26.17,86.56,0,0,0,0,7,0,0,3.75,2.22,26.17,26.17,17.45,99.97,3.05,204.92,50,271.33,200,285.39,69.96,95.12

91,22:30-22:45,0,0,0,0,10.83,36.66,32.5,8.33,10.84,36.67,0,0,7.2,0,8.72,23.17,0,28.77,0,32,2.71,26.17,86.56,0,0,0,0,7,0,0,3.75,2.22,26.17,26.17,17.45,99.97,3.05,204.92,50,271.33,200,285.39,69.96,95.12

92,22:45-23:00,0,0,0,0,10.83,36,32.5,8,10.84,36,0,0,7.2,0,8.72,23.17,0,28.77,0,32,2.71,26.17,86.56,0,0,0,0,7,0,0,3.75,2.22,26.17,26.17,17.45,99.97,3.05,204.92,50,271.33,200,285.39,69.96,95.12

93,23:00-23:15,0,0,0,0,15.83,35,47.5,7.67,15.84,35,0,0,7.2,0,8.72,26.32,0,28.26,0,32,2.54,26.17,86.56,0,0,0,0,7,0,0,3.67,2.22,26.17,26.17,17.45,99.97,2.9,204.92,50,271.33,200,285.39,69.96,95.12

94,23:15-23:30,0,0,0,0,15.33,34.34,46,7.67,15.34,34.33,0,0,7.2,0,8.72,26.32,0,28.26,0,32,2.54,26.17,86.56,0,0,0,0,7,0,0,3.67,2.22,26.17,26.17,17.45,99.97,2.9,204.92,50,271.33,200,285.39,69.96,95.12

95,23:30-23:45,0,0,0,0,14.67,33.34,44,7.67,14.66,33.33,0,0,7.2,0,8.72,26.32,0,28.26,0,32,2.54,26.17,67.68,0,0,0,0,7,0,0,3.67,2.22,26.17,26.17,17.45,99.97,2.9,204.92,50,271.33,200,285.39,69.96,95.12

96,23:45-24:00,0,0,0,0,14.33,32.66,43,7.67,14.34,32.67,0,0,7.2,0,8.72,26.32,0,28.26,0,32,2.54,26.17,67.68,0,0,0,0,7,0,0,3.67,2.22,26.17,26.17,17.45,99.97,2.9,204.92,50,271.33,200,285.39,69.96,95.12

