Block,Time,CHAMERA3,JHAJJAR,KGSU3AND4,NJPC,RSTPSU1TO6,TEHRI,BSIUL,KGSU1AND2,KOTESHWR,NLCTS2EXP,RAPPB,RAPPC,SALAL,SASAN,SIMHST2,TelanganaSTPP,UNCHAHAR3,URI2,DADRI_GF,FSTPP I & II,NLCIIST1,TANDA2,AURY_RF,KUDGI,NLCEXP,NNTPP,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR1,ANTA_CRF,AURY_GF,AURY_LF,DADRI_RF,KHSTPP-I,KHSTPP-II,KKNPPU2,KOLDAM,RAMPUR,RIHAND2,SEWA2,URI,ANTA_LF,DADRI_CRF,BRBCL,KKNP,NAPP,NTPL,TALA,UNCHAHAR2,CHAMERA1,CHAMERA2,DHAULIGNGA,KISHANGANGA,MAPS,RIHAND1,RIHAND3,SIMHST1,TALST2,VALLURNTECL,ANTA_GF,AURY_CRF,DADRI_LF,DADRT2,DULHASTI,NLCIIST2,PARBATI3,SINGRAULI,TANAKPUR,UNCHAHAR4,ANTA_RF
34,08:15-08:30,19.38,554.3,0,103.04,0,62.24,13.04,0,9.86,0,0,25.76,41.83,416.25,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,8.19,26.49,0,0,20,0,44.21,0,0,42.39,28.1,26.34,27.41,0,0,92,124.32,0,0,0,0,0,23.57,683.14,32.95,0,0,125.96,5.76,0,45.47

35,08:30-08:45,9.67,554.3,0,103.04,0,62.24,2.2,0,8.88,0,0,25.76,41.83,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,26.49,0,0,20,0,44.21,0,0,42.39,12.01,13.17,16.25,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,125.96,5.76,0,45.25

36,08:45-09:00,9.67,554.3,0,100.19,0,46.68,0,0,8.88,0,0,25.76,9.29,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,13.17,9.12,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,125.96,5.76,0,45.05

37,09:00-09:15,9.67,524.3,0,73.49,0,44.17,0,0,8.88,0,0,25.76,1.4,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,13.17,9.12,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,125.96,0.51,0,44.83

38,09:15-09:30,9.67,524.3,0,45.46,0,31.12,0,0,8.88,0,0,25.76,1.4,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,13.17,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,16.48,0,0,125.96,0.51,0,44.83

39,09:30-09:45,9.67,524.3,0,21.12,0,31.12,0,0,8.88,0,0,25.76,1.4,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,3.33,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,44.63

40,09:45-10:00,9.67,524.3,0,0,0,14.93,0,0,8.88,0,0,25.76,1.4,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,44.41

41,10:00-10:15,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,1.4,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,44.31

42,10:15-10:30,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,1.4,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,44.31

43,10:30-10:45,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,44.1

44,10:45-11:00,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,2.21,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,43.89

45,11:00-11:15,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,26.49,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,43.68

46,11:15-11:30,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,18.83,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,26.49,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,43.68

47,11:30-11:45,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,18.83,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,26.49,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,43.47

48,11:45-12:00,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,18.83,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,3.31,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,43.47

49,12:00-12:15,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,18.83,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,3.31,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,43.36

50,12:15-12:30,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,18.83,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,3.31,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,43.16

51,12:30-12:45,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,18.83,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,3.31,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,43.16

52,12:45-13:00,0,654.3,0,18.94,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,3.31,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,42.94

53,13:00-13:15,0,654.3,0,23.67,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,11.04,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,42.94

54,13:15-13:30,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,11.04,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,0.51,0,42.94

55,13:30-13:45,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,11.04,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

56,13:45-14:00,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,11.04,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.74

57,14:00-14:15,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,4.41,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

58,14:15-14:30,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,4.41,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

59,14:30-14:45,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,11.04,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

60,14:45-15:00,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,11.04,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

61,15:00-15:15,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,12.15,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

62,15:15-15:30,0,654.3,0,0,0,0,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,12.15,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

63,15:30-15:45,0,654.3,0,0,0,15.06,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,12.15,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

64,15:45-16:00,0,654.3,0,18.94,0,15.56,0,0,8.88,0,0,25.76,2.33,418.77,0,0,26.39,4.31,0,20.8,0,0,71.24,0,0,0,0,0,10.27,0,0,0,69.05,33.08,148.3,0,0,0,118.75,0,12.15,0,0,20,0,44.21,0,0,42.39,0,0,0,0,0,92,124.32,0,0,0,0,0,23.57,683.14,0,0,0,125.96,1.15,0,42.94

