Block,Time,RAPPB,URI2,PARBATI3,DADRI_CRF,ANTA_RF,DADRT2,SALAL,BSIUL,ANTA_GF,NJPC,KOLDAM,DADRI_LF,RIHAND3,SEWA2,NAPP,DULHASTI,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,DADRI_GF,AURY_LF,UNCHAHAR2,ANTA_LF,DHAULIGNGA,RIHAND1,JHAJJAR,CHAMERA1,TANDA2,CHAMERA3,AURY_GF,RAPPC,ANTA_CRF,CHAMERA2,KISHANGANGA,TANAKPUR,RAMPUR,DADRI_RF,URI,KOTESHWR,UNCHAHAR3,AURY_CRF,UNCHAHAR1,FSTPP I & II,RIHAND2,KHSTPP-I,TALA,KHSTPP-II,SINGRAULI,BRBCL,SASAN,AURY_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,4.396221,0.000000,0.000000,0.000000,524.264669,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,29.601376,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,6.772135,0.000000,0.000000,1.485631,9.003560,19.224000,0.000000,14.895466,11.534400,109.000080,29.797200,0.000000,123.033600,127.599300,19.223982,331.974450,0.000000,0,0,0,0,0

2,00:15-00:30,0.000000,4.396221,0.000000,0.000000,0.000000,463.298400,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,28.836000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,6.772135,0.000000,0.000000,1.485631,9.003560,19.224000,0.000000,14.014296,11.534400,109.000080,29.797200,0.000000,123.033600,127.599300,18.410852,331.974450,0.000000,0,0,0,0,0

3,00:30-00:45,0.000000,4.396221,0.000000,0.000000,0.000000,415.238400,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,28.836000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,6.772135,0.000000,0.000000,1.485631,9.003560,19.224000,0.000000,14.014296,11.534400,109.000080,24.991200,0.000000,123.033600,127.599300,19.223982,331.974450,0.000000,0,0,0,0,0

4,00:45-01:00,0.000000,4.396221,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,6.772135,0.000000,0.000000,1.485631,9.003560,14.418000,0.000000,14.014296,11.534400,109.000080,19.224000,0.000000,81.702000,127.599300,18.714905,331.974450,0.000000,0,0,0,0,0

5,01:00-01:15,0.000000,4.396221,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,6.772135,0.000000,0.000000,1.485631,9.003560,14.418000,0.000000,14.014296,11.534400,109.000080,19.224000,0.000000,81.702000,127.599300,17.037515,331.974450,0.000000,0,0,0,0,0

6,01:15-01:30,0.000000,4.396221,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.485631,9.003560,14.418000,0.000000,14.014296,11.534400,109.000080,19.224000,0.000000,81.702000,127.599300,14.614563,331.974450,0.000000,0,0,0,0,0

7,01:30-01:45,0.000000,4.396221,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.485631,9.003560,14.418000,0.000000,14.014296,11.053800,109.000080,18.743400,0.000000,78.818400,127.599300,15.182433,331.974450,0.000000,0,0,0,0,0

8,01:45-02:00,0.000000,4.396221,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.485631,9.003560,14.418000,0.000000,14.014296,11.053800,109.000080,18.743400,0.000000,78.818400,127.599300,14.395522,331.974450,0.000000,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.485631,9.003560,14.418000,0.000000,14.014296,11.053800,109.000080,18.743400,0.000000,78.818400,127.599300,14.447762,331.974450,0.000000,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.485631,9.003560,14.418000,0.000000,14.014296,11.053800,109.000080,18.743400,0.000000,78.818400,127.599300,13.347822,331.974450,0.000000,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.485631,9.003560,24.022075,0.000000,14.014296,11.053800,109.000080,18.743400,0.000000,78.818400,127.599300,12.911053,331.974450,0.000000,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,15.839473,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.485631,9.003560,25.366164,0.000000,14.014296,11.053800,109.000080,18.743400,0.000000,78.818400,127.599300,13.450686,331.974450,0.000000,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,0.000000,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.652912,9.003560,16.435851,0.000000,14.014296,11.053800,109.000080,18.743400,0.000000,78.818400,127.599300,13.941912,331.974450,0.000000,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,0.000000,360.450000,1.340297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.839200,0.000000,0.000000,0.845837,0.000000,0.000000,0.000000,24.030000,0.000000,0.000000,88.430400,230.688000,0.000000,0.000000,0.000000,0.000000,52.571777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.467955,9.003560,14.418000,0.000000,14.014296,11.053800,109.000080,18.743400,0.000000,78.818400,127.599300,15.054357,331.974450,0.000000,0,0,0,0,0

