Block,Time Block,KHSTPP-II,KISHANGANGA,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,JHAJJAR,KGSU1AND2,CHAMERA3,KGSU3AND4,CHAMERA2,TANDA2,TANAKPUR,TALST2,TALA,NLCIIST1,NLCIIST2,BSIUL,BRBCL,CHAMERA1,NAPP,NLCEXP,NJPC,MAPS,KOLDAM,KKNP,KOTESHWR,KKNPPU2,KUDGI,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,AURY_RF,AURY_LF,AURY_CRF,AURY_GF,DADRI_GF,DADRI_CRF,DADRI_LF,DADRI_RF,NTPL,NLCTS2EXP,PARBATI3,NNTPP,UNCHAHAR4,ANTA_CRF,URI2,UNCHAHAR3,TelanganaSTPP,ANTA_LF,ANTA_RF,UNCHAHAR2,URI,TEHRI,ANTA_GF,UNCHAHAR1,VALLURNTECL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,94.98,0,0,17.22,13.57,305.5,37.31,230.57,0,0,0,0,0,3.7,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,13.94,0,0,0,11.19,4.77,0,0,11.54,0,0,0,0,0,0

63,15:30-15:45,94.98,0,0,19.98,13.57,345.85,37.31,233.97,0,0,0,3.84,0,3.7,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.11,0,0,0,15.15,4.77,0,0,14.67,0,0,0,0,0,0

64,15:45-16:00,94.98,0,0,19.98,13.57,360.96,37.31,233.97,0,0,0,12.65,0,3.7,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.11,0,0,0,15.15,4.77,0,0,14.67,0,0,0,0,0,0

65,16:00-16:15,94.98,0,0,19.98,13.57,360.96,37.31,255.19,0,0,0,12.65,0,9.85,0,0,0,0,0,19.21,0,41.35,0,22.47,0,0,0,8.52,0,0,13.4,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,21.86,0,0,0,17.34,4.77,14.83,0,17.02,0,0,0,0,0,0

66,16:15-16:30,94.98,0,0,19.98,13.57,409.65,37.31,270.48,0,9.3,0,12.65,0,9.85,0,0,0,0,0,19.21,0,41.35,0,44.94,0,0,0,8.52,0,0,53.58,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.61,0,0,0,17.96,4.77,14.83,0,14.67,0,0,0,0,0,0

67,16:30-16:45,94.98,0,0,19.98,13.57,416.95,37.31,337.72,0,9.3,0,12.65,0,3.07,0,0,0,0,0,19.21,0,41.35,0,67.41,0,0,0,8.52,0,0,53.58,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.61,0,0,0,17.96,4.77,29.66,0,14.67,0,0,0,0,0,0

68,16:45-17:00,94.98,0,0,19.98,13.57,485.03,37.31,421.39,0,9.3,0,12.65,0,3.07,0,0,0,0,0,19.21,0,41.35,0,67.41,0,0,0,8.52,0,0,53.58,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.35,0,0,0,20.36,4.77,29.66,0,17.02,0,0,0,0,0,0

69,17:00-17:15,94.98,0,8.77,19.98,13.57,600.49,37.31,345.02,0,9.3,0,25.3,0,3.07,0,0,0,0,0,19.21,0,41.35,0,89.88,0,0,0,8.52,0,0,53.58,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.35,0,0,0,20.36,2.12,44.49,0,19.72,0,0,0,0,0,0

70,17:15-17:30,94.98,0,17.55,19.98,13.57,655.97,37.31,416.37,0,9.3,0,25.3,0,3.07,0,0,0,0,1.06,19.21,11.54,41.35,0,112.35,0,0,0,8.52,0,0,2.24,0,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.35,0,0,0,20.36,2.12,44.49,0,19.75,0,0,0,0,0,0

71,17:30-17:45,94.98,0,26.32,19.98,31.66,655.97,37.31,416.37,0,18.6,0,25.3,0,3.07,0,0,0,0,2.11,19.21,25.8,41.35,0,134.82,0,0,0,8.52,0,0,1.34,5.06,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.35,0,0,0,20.36,2.12,59.79,0,19.75,0,0,0,0,0,0

72,17:45-18:00,94.98,0,35.11,19.98,47.49,655.97,37.31,416.37,0,27.92,0,25.3,0,3.07,0,0,0,0,12.53,19.21,40.49,41.35,0,134.82,0,0,0,9.47,0,0,1.34,10.13,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.35,0,0,0,20.36,2.12,59.79,0,19.75,0,0,0,0,0,0

73,18:00-18:15,94.98,0,35.11,19.98,47.49,655.97,37.31,416.37,0,27.92,0,25.3,0,3.07,0,0,0,0,12.53,19.21,40.49,41.35,0,134.82,0,0,0,9.47,0,0,1.34,10.13,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.35,0,0,0,20.36,2.12,59.79,0,19.75,0,0,0,0,0,0

74,18:15-18:30,94.98,0,35.11,19.98,47.49,655.97,37.31,416.37,0,27.92,0,25.3,0,3.07,0,0,0,0,12.53,19.21,40.49,41.35,0,134.82,0,0,0,9.47,0,0,1.34,10.13,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.35,0,0,0,20.36,2.65,59.79,0,19.75,0,0,0,0,0,0

75,18:30-18:45,94.98,0,35.11,19.98,47.49,655.97,37.31,416.37,0,27.92,0,25.3,0,9.85,0,0,0,0,12.53,19.21,40.49,41.35,0,134.82,0,0,0,9.47,0,0,1.34,10.13,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.35,0,0,0,20.36,33.94,59.79,0,19.75,0,0,0,0,0,0

76,18:45-19:00,94.98,0,35.11,19.98,47.49,655.97,37.31,416.37,0,27.92,0,25.3,0,3.31,0,0,0,0,12.53,19.21,40.49,41.35,0,134.82,0,0,0,9.47,0,0,1.34,10.13,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,25.35,0,0,0,20.36,33.94,59.79,0,19.75,0,0,0,0,0,0

77,19:00-19:15,94.98,0,35.11,19.98,47.49,651.93,37.31,416.37,0,27.92,0,25.3,0,3.31,0,0,0,0,12.53,19.21,40.49,41.35,0,134.82,0,0,0,9.47,0,0,1.34,10.13,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,4.39,25.35,0,0,0,20.36,3.71,59.79,0,19.75,0,0,0,0,0,0

78,19:15-19:30,94.98,0,35.11,19.98,47.49,591.57,37.31,515.61,0,27.92,0,25.3,0,3.31,0,0,0,0,12.53,19.21,26.72,41.35,0,134.82,0,0,0,9.47,0,0,1.34,10.13,134.19,119.43,0,114.09,402.31,88.38,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,25.35,0,0,0,20.36,1.59,59.79,0,17.02,0,0,0,0,0,0

79,19:30-19:45,94.98,0,26.32,19.98,31.66,562.75,37.31,411.19,0,18.6,0,25.3,0,3.31,0,0,0,0,6.26,19.21,11.54,41.35,0,112.35,0,0,0,8.52,0,0,1.34,5.06,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,25.35,0,0,0,20.36,1.59,59.79,0,17.02,0,0,0,0,0,0

80,19:45-20:00,94.98,0,17.55,19.98,13.57,533.93,37.31,349.16,0,9.3,0,25.3,0,3.31,0,0,0,0,6.26,19.21,0,41.35,0,89.88,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,25.35,0,0,0,20.36,1.59,59.79,0,17.02,0,0,0,0,0,0

81,20:00-20:15,94.98,0,8.77,19.98,13.57,524.32,37.31,339.55,0,0,0,12.65,0,3.31,0,0,0,0,6.26,19.21,0,41.35,0,67.41,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,25.35,0,0,0,20.36,1.59,59.13,0,17.02,0,0,0,0,0,0

82,20:15-20:30,94.98,0,8.77,19.98,13.57,494.54,37.31,329.94,0,0,0,1.8,0,3.31,0,0,0,0,6.26,19.21,0,41.35,0,44.94,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,25.35,0,0,0,20.36,1.59,44.49,0,17.02,0,0,0,0,0,0

83,20:30-20:45,94.98,0,8.77,19.98,13.57,494.54,37.31,291.51,0,0,0,1.8,0,3.31,0,0,0,0,1.06,19.21,0,41.35,0,22.47,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,4.39,25.35,0,0,0,20.36,2.65,44.49,0,17.02,0,0,0,0,0,0

84,20:45-21:00,94.98,0,8.77,19.98,13.57,494.54,37.31,281.91,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,4.39,25.35,0,0,0,20.36,33.94,44.49,0,17.02,0,0,0,0,0,0

85,21:00-21:15,94.98,0,0,19.98,13.57,494.54,37.31,255.01,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.76,0,0,0,18.07,33.94,29.66,0,14.67,0,0,0,0,0,0

86,21:15-21:30,94.98,0,0,19.98,13.57,494.54,37.31,255.01,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.76,0,0,0,18.07,3.71,29.66,0,14.67,0,0,0,0,0,0

87,21:30-21:45,94.98,0,0,19.98,13.57,494.54,37.31,243.48,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.76,0,0,0,18.07,1.59,29.66,0,14.67,0,0,0,0,0,0

88,21:45-22:00,94.98,0,0,19.98,13.57,494.54,37.31,233.87,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,22.76,0,0,0,18.07,1.59,14.83,0,14.67,0,0,0,0,0,0

89,22:00-22:15,94.98,0,0,19.98,13.57,494.54,37.31,243.48,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.26,0,0,0,15.27,1.59,14.83,0,14.67,0,0,0,0,0,0

90,22:15-22:30,94.98,0,0,19.98,13.57,494.54,37.31,233.87,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.26,0,0,0,15.27,1.59,14.83,0,14.67,0,0,0,0,0,0

91,22:30-22:45,94.98,0,0,17.79,13.57,494.54,37.31,233.87,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,1.34,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.26,0,0,0,15.27,4.24,0,0,14.67,0,0,0,0,0,0

92,22:45-23:00,94.98,0,0,17.79,13.57,494.54,37.31,233.87,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,13.4,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.26,0,0,0,15.27,4.24,0,0,14.67,0,0,0,0,0,0

93,23:00-23:15,94.98,0,0,17.79,13.57,494.54,32.63,233.87,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,53.58,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.26,0,0,0,15.27,8.48,0,0,14.67,0,0,0,0,0,0

94,23:15-23:30,94.98,0,0,15.03,13.57,434.11,32.63,233.87,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,53.58,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.26,0,0,0,15.27,5.3,0,0,14.67,0,0,0,0,0,0

95,23:30-23:45,94.98,0,0,15.03,13.57,411.05,32.63,233.87,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,53.58,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.26,0,0,0,15.27,3.18,0,0,14.67,0,0,0,0,0,0

96,23:45-24:00,94.98,0,0,15.03,13.57,392.58,32.63,233.87,0,0,0,1.8,0,3.31,0,0,0,0,0,19.21,0,41.35,0,0,0,0,0,8.52,0,0,53.58,0,134.19,119.43,0,114.09,402.31,79.07,0,0,0,0,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,19.26,0,0,0,15.27,2.12,0,0,14.67,0,0,0,0,0,0

