Block,Time,SH-06,LT-05,L_NR_2012_04,LT-35,SH-07,L_NR_2012_02,LT-59,L_NR_2022_10,L_NR_2019_19,L_NR_2020_07,L_NR_2019_05,L_NR_2020_05,L_NR_2022_09,L_NR_2023_04,L_NR_2018_61,L_NR_2022_08,L_NR_2021_14,L_NR_2021_16,L_NR_2023_07,L_NR_2023_10,L_NR_2019_07,L_NR_2021_15,L_NR_2012_07,L_NR_2021_17,L_NR_2021_13,L_NR_2020_02,L_NR_2021_12,LT-36,L_NR_2019_11,LT-31,L_NR_2012_01,L_NR_2020_06,L_NR_2019_06
8,01:45-02:00,30.910000,115.580000,271.690000,0.000000,25.520000,261.400000,0.000000,75,0,35.86,0,107.56,75,29.860000,19.01,35.69,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,35.85,0

9,02:00-02:15,30.910000,115.580000,271.690000,0.000000,25.520000,261.400000,0.000000,75,0,36.68,0,110.06,75,29.860000,19.41,36.12,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,36.69,0

10,02:15-02:30,30.910000,115.580000,271.690000,0.000000,25.520000,261.400000,0.000000,75,0,36.56,0,109.67,75,29.910000,20.26,36.53,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,36.56,0

11,02:30-02:45,30.910000,115.580000,271.690000,0.000000,25.520000,261.400000,0.000000,75,0,36.08,0,108.19,75,29.910000,24.31,36.45,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,36.06,0

12,02:45-03:00,30.910000,115.580000,271.690000,0.000000,25.520000,261.400000,0.000000,75,0,36.03,0,108.07,75,29.910000,28.35,36,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,36.02,0

13,03:00-03:15,30.910000,115.580000,271.690000,0.000000,25.520000,261.400000,0.000000,75,0,35.89,0,107.67,75,29.910000,29.12,35.28,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,35.89,0

14,03:15-03:30,30.910000,115.580000,271.690000,0.000000,25.520000,261.400000,0.000000,72.78,0,35.5,0,106.49,72.78,29.910000,30.07,31.34,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,35.5,0

15,03:30-03:45,30.910000,115.580000,271.690000,0.000000,25.520000,261.400000,0.000000,68.33,0,31.72,0,95.16,68.33,29.910000,18.34,30.7,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,31.72,0

16,03:45-04:00,30.910000,94.740000,271.690000,0.000000,25.520000,261.400000,0.000000,68.14,0,31.67,0,95,68.14,29.910000,18.54,31.2,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,31.67,0

17,04:00-04:15,30.910000,70.480000,271.690000,0.000000,25.520000,261.400000,0.000000,68.42,0,31.63,0,94.89,68.42,29.910000,18.07,31.01,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,31.63,0

18,04:15-04:30,30.910000,70.480000,271.690000,0.000000,25.520000,261.400000,0.000000,67.18,0,31.55,0,94.67,67.18,29.910000,20.69,30.79,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,0.000000,0.000000,0.000000,31.56,0

19,04:30-04:45,26.070000,70.480000,271.690000,0.000000,26.070000,261.400000,10.340000,64.73,0,31.37,0,94.11,64.73,29.910000,15.21,30.55,0,0,0,0,0,0,64.920000,0,0,11.890000,0,0.000000,8.840000,0.000000,0.000000,31.37,0

20,04:45-05:00,26.070000,70.480000,271.690000,0.000000,26.070000,261.400000,10.340000,62.41,0,30.58,0,91.79,62.41,29.910000,15.27,30.08,0,0,0,0,0,0,49.920000,0,0,11.890000,0,0.000000,8.840000,0.000000,0.000000,30.6,0

21,05:00-05:15,26.070000,70.480000,271.690000,0.000000,26.070000,261.400000,10.340000,59.82,0,30.18,0,90.54,59.82,29.910000,15.26,28.85,0,0,0,0,0,0,33.790000,0,0,11.890000,0,0.000000,8.840000,0.000000,0.000000,30.18,0

22,05:15-05:30,26.070000,70.480000,271.690000,0.000000,26.070000,261.400000,10.340000,58.46,0,29.94,0,89.82,58.46,29.910000,15.98,28.47,0,0,0,0,0,0,33.790000,0,0,11.890000,0,0.000000,8.840000,0.000000,0.000000,29.94,0

23,05:30-05:45,26.070000,70.480000,271.690000,0.000000,26.070000,261.400000,10.340000,56.82,0,30.21,0,90.65,56.82,29.910000,17.13,28.33,0.03,0,0,0,0,0,33.790000,0,0,0.000000,0,0.000000,8.840000,0.000000,0.000000,30.22,0

24,05:45-06:00,26.070000,70.480000,271.690000,0.000000,26.070000,261.400000,10.340000,57.43,0.565848,30.33,0,91,57.43,29.910000,18.38,28.14,0.1,0.67,0,0,0,0,33.790000,0.33,0.01,0.000000,0.04,0.000000,8.840000,0.000000,0.000000,30.33,0

25,06:00-06:15,26.070000,70.480000,271.690000,0.000000,26.070000,213.100000,10.340000,57.5,3.014604,30.73,5,92.18,57.5,29.910000,20.08,29.43,1.27,2,1.32,0.56,2.22,0.13,46.880000,1,0.08,0.000000,0.4,0.000000,8.840000,0.000000,0.000000,30.73,12.7

26,06:15-06:30,26.070000,70.480000,271.690000,0.280000,26.070000,196.460000,10.340000,61.69,5.21946,30.37,10,91.09,61.69,29.910000,20.48,29.36,3,3.33,4.4,1.88,4.44,0.68,46.880000,1.67,0.62,0.000000,3.12,0.290000,8.840000,0.280000,0.000000,30.36,22.76

27,06:30-06:45,26.070000,70.480000,271.690000,0.580000,26.070000,196.460000,10.340000,61.79,7.248708,30.13,18,90.37,61.79,29.910000,21.58,28.77,1.67,4,8.04,3.44,8.88,0.75,46.880000,2,1.45,0.000000,7.25,0.590000,8.840000,0.580000,0.000000,30.12,32.92

28,06:45-07:00,26.070000,70.480000,271.690000,0.940000,26.070000,196.460000,10.340000,61.79,9.814536,30.38,28,91.17,61.79,29.910000,10.97,29.55,3.33,6.67,12.07,5.17,16.64,1.48,46.880000,3.33,2.4,0.000000,11.98,0.960000,8.840000,0.940000,0.000000,30.39,33

29,07:00-07:15,26.070000,70.480000,271.690000,1.380000,26.070000,196.460000,10.340000,62.19,13.36572,30.81,30.69,92.41,62.19,29.770000,10.7,30.87,5,9.33,14,6,28.56,2.31,46.880000,4.67,3.51,0.000000,17.53,1.420000,9.450000,1.380000,0.000000,30.8,30.7

30,07:15-07:30,26.070000,70.480000,271.690000,1.930000,26.070000,196.460000,10.340000,62.66,17.736408,31.28,29.99,93.89,62.66,29.770000,10.4,31.93,6.67,12,24.5,10.5,29.98,3.21,46.880000,6,4.93,0.000000,24.65,1.980000,9.450000,1.930000,0.000000,31.3,29.98

31,07:30-07:45,26.070000,70.480000,271.690000,2.540000,26.070000,155.220000,10.340000,62.81,22.360752,31.86,30.66,95.6,62.81,29.770000,10.67,31.63,8.33,6.67,30.8,13.2,30.67,4.38,33.790000,3.33,6.55,0.000000,32.74,2.610000,9.450000,2.540000,0.000000,31.87,30.67

32,07:45:08:00,26.070000,70.480000,271.690000,2.780000,26.070000,155.220000,10.340000,62.78,26.868024,31.77,30.84,95.29,62.78,29.770000,11.3,30.69,8.33,5.33,39.9,17.1,30.83,5.64,33.790000,2.67,8.48,0.000000,42.42,2.850000,9.450000,2.780000,0.000000,31.76,30.83

33,08:00-08:15,26.070000,70.480000,271.690000,2.870000,26.070000,155.220000,10.340000,60.71,30.82896,29.65,32.34,88.95,60.71,29.730000,13,27.67,10,4,45.5,19.5,32.33,7.03,33.790000,2,10.66,0.000000,53.29,2.940000,9.450000,2.870000,0.000000,29.65,32.33

34,08:15-08:30,26.070000,70.480000,271.690000,3.030000,26.070000,155.220000,10.340000,60.22,34.3899,29.16,32.34,87.53,60.22,29.730000,13.16,27.86,11.67,4,49,21,32.33,8.53,33.790000,2,12.23,0.000000,61.16,3.100000,9.450000,3.030000,0.000000,29.18,32.33

35,08:30-08:45,26.070000,70.480000,271.690000,3.350000,26.070000,155.220000,10.340000,64.91,37.90206,30,32.5,89.97,64.91,29.730000,13.43,28.61,13.33,2.67,52.5,22.5,32.5,9.92,33.790000,1.33,13.21,0.000000,66.04,3.440000,9.450000,3.350000,0.000000,29.99,32.5

36,08:45:09:00,26.070000,70.480000,271.690000,3.720000,26.070000,196.460000,10.340000,67.58,41.472756,30.25,32.5,90.78,67.58,30.700000,13.54,29.83,14.33,0.67,58.8,25.2,32.5,11.35,33.790000,0.33,14.18,0.000000,70.93,3.820000,9.450000,3.720000,0.000000,30.26,32.5

37,09:00:09:15,26.070000,70.480000,271.690000,2.870000,26.070000,196.460000,10.340000,70.45,44.565408,30.37,32.5,91.11,70.45,31.670000,13.66,29.89,15,2,63,27,32.5,10,33.790000,1,15.33,0.000000,76.63,2.940000,9.450000,2.870000,0.000000,30.37,32.5

38,09:15-09:30,26.070000,115.580000,271.690000,2.870000,26.070000,196.460000,10.340000,70.02,47.004408,30.22,32.5,90.65,70.02,28.630000,13.06,28.52,16,35.34,56,24,32.5,10,46.880000,17.66,16.47,0.000000,82.34,2.940000,9.450000,2.870000,0.000000,30.22,32.5

39,09:30-09:45,26.070000,115.580000,271.690000,2.870000,26.070000,196.460000,10.340000,70.71,48.916584,33.68,32.66,101.02,70.71,28.630000,13.23,30.13,15,40,63,27,32.67,10,46.880000,20,19.24,0.000000,96.18,2.940000,9.450000,2.870000,0.000000,33.67,32.67

40,09:45-10:00,26.070000,115.580000,271.690000,2.870000,26.070000,196.460000,10.340000,71.07,50.43852,34.42,32.66,103.26,71.07,29.600000,13.83,31.44,16,42,70,30,32.67,10,46.880000,21,20.59,0.000000,102.96,2.940000,9.450000,2.870000,0.000000,34.42,32.67

41,10:00-10:15,26.070000,115.580000,271.690000,3.220000,26.070000,244.760000,10.340000,71.13,52.399476,34.83,32.66,104.54,71.13,29.600000,15.16,32.67,16.67,45.34,73.5,31.5,32.67,10,46.880000,22.66,20.65,0.000000,103.25,3.290000,9.450000,3.220000,0.000000,34.85,32.67

42,10:15-10:30,26.070000,115.580000,271.690000,3.410000,26.070000,261.400000,10.340000,71.22,54.594576,35.55,32.66,106.64,71.22,29.600000,15.33,32.93,20,46,81.9,35.1,32.67,10,46.880000,23,21.2,0.000000,106.02,3.500000,9.450000,3.410000,0.000000,35.55,32.67

43,10:30-10:45,26.070000,115.580000,271.690000,3.540000,26.070000,261.400000,10.340000,72.19,56.555532,36.04,32.66,108.14,72.19,29.600000,15.37,34.73,23.33,47.34,87.5,37.5,32.67,17.11,46.880000,23.66,21.62,0.000000,108.12,3.630000,9.450000,3.540000,0.000000,36.05,32.67

44,10:45-11:00,26.070000,115.580000,271.690000,3.790000,26.070000,261.400000,10.340000,72.19,58.575024,36.5,32.66,109.5,72.19,29.600000,15.43,34.85,30,48,94.5,40.5,32.67,16.68,46.880000,24,21.21,0.000000,106.06,3.890000,9.450000,3.790000,0.000000,36.5,32.67

45,11:00-11:15,26.070000,115.580000,271.690000,3.930000,26.070000,261.400000,10.340000,75.52,60.04818,35.08,32.66,105.26,75.52,29.600000,12.86,36.7,33.33,34,101.5,43.5,32.67,16.27,46.880000,17,19.31,0.000000,96.54,4.020000,9.520000,3.930000,0.000000,35.09,32.67

46,11:15-11:30,26.070000,115.580000,271.690000,4.120000,26.070000,261.400000,10.340000,75.52,60.448176,35.14,32.66,105.44,75.52,29.600000,13.12,36.77,36.67,36.67,108.5,46.5,32.67,15.9,46.880000,18.33,19.51,0.000000,97.54,4.220000,9.520000,4.120000,0.000000,35.15,32.67

47,11:30-11:45,26.070000,115.580000,271.690000,4.310000,26.070000,261.400000,0.000000,75.52,59.677452,35.21,32.66,105.61,75.52,29.600000,13.66,36.96,40,40,112,48,32.67,19.7,46.880000,20,20.05,0.000000,100.25,4.410000,9.520000,4.310000,0.000000,35.2,32.67

48,11:45-12:00,26.070000,115.580000,271.690000,4.500000,26.070000,261.400000,0.000000,75.52,57.570156,35.26,32.66,105.83,75.52,29.600000,13.7,36.72,43.33,43.34,115.5,49.5,32.67,23.24,46.880000,21.66,20.19,0.000000,100.97,4.610000,9.520000,4.500000,0.000000,35.28,32.67

49,12:00-12:15,26.070000,115.580000,271.690000,7.170000,26.070000,261.400000,0.000000,75.52,60.311592,35.3,32.66,105.93,75.52,29.600000,13.87,36.88,46.67,44.67,115.5,49.5,32.67,26.53,64.920000,22.33,26.4,0.000000,132.01,7.350000,9.520000,7.170000,0.000000,35.31,32.67

50,12:15-12:30,26.070000,115.580000,271.690000,7.420000,26.070000,261.400000,0.000000,75.52,61.687188,35.58,32.66,106.76,75.52,29.600000,13.74,36.78,51.67,43.34,112,48,32.67,29.47,64.920000,21.66,26.66,0.000000,133.33,7.600000,9.520000,7.420000,0.000000,35.59,32.67

51,12:30-12:45,26.070000,115.580000,271.690000,7.550000,26.070000,261.400000,0.000000,78.86,66.565188,40.11,32.66,120.32,78.86,29.600000,18.54,40.07,56.67,26,95.2,40.8,32.67,36.84,46.880000,13,26.61,0.000000,133.03,7.750000,9.520000,7.550000,0.000000,40.1,32.67

52,12:45-13:00,26.070000,115.580000,271.690000,7.670000,26.070000,261.400000,0.000000,78.86,64.848132,40.17,32.66,120.46,78.86,29.600000,18.92,40.23,63.33,28.67,94.5,40.5,32.67,36.69,46.880000,14.33,26.6,0.000000,133.02,7.860000,9.520000,7.670000,0.000000,40.15,32.67

53,13:00-13:15,26.070000,70.480000,271.690000,7.670000,26.070000,226.280000,0.000000,78.86,66.165192,40.21,32.66,120.62,78.86,29.600000,19.52,40.09,82.06,32,87.5,37.5,32.67,36.38,46.880000,16,26.92,0.000000,134.6,7.860000,9.680000,7.670000,0.000000,40.21,32.67

54,13:15-13:30,26.070000,70.480000,271.690000,7.670000,26.070000,226.280000,0.000000,78.86,64.087164,40.11,32.66,120.32,78.86,29.600000,20.08,40.17,81.75,32.67,87.5,37.5,32.67,35.32,46.880000,16.33,27.06,0.000000,135.31,7.860000,9.680000,7.670000,0.000000,40.11,32.67

55,13:30-13:45,26.070000,70.480000,271.690000,9.420000,26.070000,227.280000,0.000000,78.86,70.526124,40.08,32.66,120.22,78.86,29.600000,20.92,40.27,81.34,36.67,86.8,37.2,32.67,34.51,46.880000,18.33,27.54,0.000000,137.72,9.660000,9.680000,9.420000,0.000000,40.07,32.67

56,13:45-14:00,26.070000,115.580000,271.690000,9.410000,26.070000,227.280000,0.000000,78.86,70.165152,40.29,32.66,120.88,78.86,29.600000,21.57,40.2,80.18,38,101.5,43.5,32.67,23.67,46.880000,19,24.42,0.000000,122.12,9.640000,9.680000,9.410000,0.000000,40.29,32.67

57,14:00-14:15,26.070000,115.580000,271.690000,9.240000,26.070000,227.280000,10.340000,79.67,67.833468,40.52,32.66,121.58,79.67,29.600000,20.08,38.64,79.59,46.67,101.5,43.5,32.67,25.62,46.880000,23.33,24.84,0.000000,124.19,9.480000,9.680000,9.240000,0.000000,40.53,32.67

58,14:15-14:30,26.070000,115.580000,271.690000,8.970000,26.070000,227.280000,10.340000,79.67,64.038384,40.94,32.66,122.8,79.67,29.600000,20.48,38.36,78.15,45.34,98,42,32.67,27.1,61.370000,22.66,25.56,0.000000,127.82,9.200000,9.680000,8.970000,0.000000,40.93,32.67

59,14:30-14:45,26.070000,115.580000,271.690000,8.730000,26.070000,227.280000,10.340000,79.67,60.82866,40.36,32.66,121.1,79.67,29.600000,21.68,38.45,76.14,44,94.5,40.5,32.67,26.67,46.390000,22,27.77,0.000000,138.83,8.940000,9.220000,8.730000,0.000000,40.37,32.67

60,14:45-15:00,26.070000,115.580000,271.690000,8.400000,26.070000,227.280000,10.340000,79.67,57.960396,40.51,32.66,121.5,79.67,29.600000,23.15,38.5,73.13,76.67,91,39,32.67,26.25,46.390000,38.33,28.08,0.000000,140.42,8.610000,9.220000,8.400000,0.000000,40.5,32.67

61,15:00-15:15,26.070000,115.580000,271.690000,9.980000,26.070000,227.280000,10.340000,76,56.067732,40.28,32.66,120.85,76,29.600000,32.08,38.66,69.87,70.67,147,63,32.67,39.22,46.390000,35.33,26.63,0.000000,133.18,10.240000,9.220000,9.980000,0.000000,40.28,32.67

62,15:15-15:30,26.070000,115.580000,271.690000,9.360000,26.070000,227.280000,10.340000,76,53.540928,40.25,32.66,120.74,76,29.600000,33.07,38.48,66.33,65.34,140,60,32.67,37.96,64.920000,32.66,31.38,0.000000,156.92,9.600000,9.220000,9.360000,0.000000,40.24,32.67

63,15:30-15:45,26.070000,115.580000,271.690000,8.730000,26.070000,261.400000,10.340000,76,49.794624,38.99,32.66,116.95,76,29.600000,34,38.39,66.57,60.67,133,57,32.67,36.1,64.920000,30.33,28.88,0.000000,144.41,8.940000,9.220000,8.730000,0.000000,38.98,32.67

64,15:45-16:00,26.070000,115.580000,271.690000,8.140000,26.070000,261.400000,10.340000,76,45.209304,38.99,32.66,116.95,76,29.600000,35.64,38.54,62.27,56,126,54,32.67,33.44,64.920000,28,27.21,0.000000,136.05,8.350000,9.220000,8.140000,0.000000,38.98,32.67

65,16:00-16:15,26.070000,115.580000,271.690000,7.460000,26.070000,227.280000,10.340000,76,40.458132,38.99,32.66,116.95,76,29.730000,36.93,38.36,57.1,53.34,112,48,32.67,29.73,64.920000,26.66,24.61,0.000000,123.04,7.650000,9.220000,7.460000,0.000000,38.98,32.67

66,16:15-16:30,26.070000,115.580000,271.690000,6.760000,26.070000,227.280000,10.340000,76,35.385012,38.99,32.66,116.95,76,29.730000,38.44,37.78,52.3,50,101.5,43.5,32.67,25.98,64.920000,25,28.6,0.000000,143.01,6.930000,9.220000,6.760000,0.000000,38.98,32.67

67,16:30-16:45,26.070000,115.580000,271.690000,5.880000,26.070000,227.280000,10.340000,76,29.5119,38.99,32.66,116.95,76,29.730000,40.09,37.19,47,45.34,87.5,37.5,32.67,22.28,64.920000,22.66,25.26,0.000000,126.29,6.040000,9.220000,5.880000,0.000000,38.98,32.67

68,16:45-17:00,26.070000,115.580000,271.690000,5.160000,26.070000,227.280000,10.340000,76,23.433912,38.99,33,116.95,76,29.730000,41.74,36.45,41.07,0,77,33,26.62,23.35,64.920000,0,21.92,0.000000,109.58,5.280000,9.220000,5.160000,0.000000,38.98,33

69,17:00-17:15,26.070000,115.580000,271.690000,4.360000,26.070000,227.280000,10.340000,76,18.848592,38.75,33,116.23,76,29.730000,43.02,37.99,31.68,0,63,27,12.24,20.5,64.920000,0,19.81,9.290000,99.04,4.480000,9.520000,4.360000,0.000000,38.74,33

70,17:15-17:30,26.070000,115.580000,271.690000,3.600000,26.070000,227.280000,10.340000,76,15.307164,38.62,25,115.84,76,29.770000,43.02,37.49,26.79,2,21,9,2.22,17.68,64.920000,1,21.63,9.290000,108.16,3.690000,9.520000,3.600000,0.000000,38.61,33

71,17:30-17:45,26.070000,115.580000,271.690000,2.890000,26.070000,261.400000,10.340000,76,11.960856,38.33,15,115.01,76,29.770000,43.02,37.39,21.84,5.33,21,9,0,14.86,64.920000,2.67,19.06,9.290000,95.29,2.970000,9.520000,2.890000,0.000000,38.34,33

72,17:45-18:00,26.070000,115.580000,271.690000,2.160000,26.070000,261.400000,10.340000,77.33,8.809668,37.84,10,113.51,77.33,29.770000,43.02,37.28,17.25,8.67,21,9,0,11.72,64.920000,4.33,16.48,9.290000,82.42,2.220000,9.520000,2.160000,0.000000,37.84,25.61

73,18:00-18:15,23.450000,115.580000,271.690000,1.490000,23.450000,261.400000,10.340000,77.33,6.556032,37.61,0,112.82,77.33,30.740000,44.02,36.72,12.99,11.33,17.5,7.5,0,8.82,64.920000,5.67,13.29,9.290000,66.44,1.530000,9.520000,1.490000,0.000000,37.6,0

74,18:15-18:30,23.450000,115.580000,271.690000,1.110000,23.450000,261.400000,10.340000,77.33,3.580452,38.99,0,116.95,77.33,30.740000,44.02,36.72,9.42,12.67,14,6,0,6.12,74.070000,6.33,10.09,9.290000,50.47,1.130000,9.520000,1.110000,0.000000,38.98,0

75,18:30-18:45,23.450000,115.580000,271.690000,0.530000,23.450000,261.400000,10.340000,77.33,1.668276,38.99,0,116.95,77.33,29.770000,44.02,38.79,5.76,12.67,10.5,4.5,0,3.08,74.070000,6.33,6.9,9.290000,34.52,0.550000,9.520000,0.530000,0.000000,38.98,0

76,18:45-19:00,23.450000,115.580000,271.690000,0.120000,23.450000,261.400000,10.340000,77.33,0.692676,38.99,0,116.95,77.33,29.770000,44.02,39.32,0.3,11.33,7,3,0,1.07,74.070000,5.67,3.71,9.290000,18.54,0.120000,9.520000,0.120000,0.000000,38.98,0

77,19:00-19:15,23.450000,115.580000,271.690000,0.070000,23.450000,261.400000,10.340000,77.33,0.117072,38.99,0,116.95,77.33,30.740000,44.02,38.82,0.03,8.67,0,0,0,0.18,74.070000,4.33,2.68,9.290000,13.42,0.070000,9.520000,0.070000,0.000000,38.98,0

78,19:15-19:30,23.450000,115.580000,271.690000,0.000000,23.450000,261.400000,10.340000,77.33,0,38.99,0,116.95,77.33,29.770000,44.02,38.73,0,2.67,0,0,0,0,74.070000,1.33,1.72,9.290000,8.63,0.000000,9.520000,0.000000,0.000000,38.98,0

79,19:30-19:45,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,10.340000,77.33,0,38.75,0,116.23,77.33,30.740000,44.02,38.61,0,0.67,0,0,0,0,74.070000,0.33,0.83,11.890000,4.15,0.000000,9.520000,0.000000,0.000000,38.74,0

80,19:45-20:00,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,10.340000,77.33,0,36.47,0,109.41,77.33,29.770000,43.02,35.05,0,0,0,0,0,0,74.070000,0,0,11.890000,0,0.000000,9.520000,0.000000,0.000000,36.47,0

81,20:00-20:15,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,10.340000,77.33,0,35.98,0,107.94,77.33,29.770000,43.02,35.05,0,0,0,0,0,0,74.070000,0,0,11.890000,0,0.000000,9.370000,0.000000,0.000000,35.98,0

82,20:15-20:30,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,10.340000,77.33,0,35.76,0,107.28,77.33,29.770000,43.02,34.65,0,0,0,0,0,0,74.070000,0,0,11.890000,0,0.000000,9.370000,0.000000,0.000000,35.76,0

83,20:30-20:45,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,10.340000,77.33,0,35.78,0,107.36,77.33,29.770000,43.02,34.22,0,0,0,0,0,0,74.070000,0,0,11.890000,0,0.000000,9.370000,0.000000,0.000000,35.79,0

84,20:45-21:00,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,10.340000,77.33,0,35.76,0,107.26,77.33,29.770000,43.02,33.99,0,0,0,0,0,0,74.070000,0,0,11.890000,0,0.000000,9.370000,0.000000,0.000000,35.75,0

85,21:00-21:15,26.070000,115.580000,271.690000,0.000000,26.070000,261.400000,10.340000,77.33,0,35.43,0,106.27,77.33,28.810000,43.02,33.48,0,0,0,0,0,0,74.070000,0,0,11.890000,0,0.000000,9.370000,0.000000,0.000000,35.42,0

86,21:15-21:30,26.070000,115.580000,271.690000,0.000000,26.070000,261.400000,10.340000,76.88,0,32.08,0,96.24,76.88,27.840000,42.02,34.61,0,0,0,0,0,0,74.070000,0,0,11.890000,0,0.000000,9.370000,0.000000,0.000000,32.08,0

87,21:30-21:45,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,0.000000,76.02,0,32.07,0,96.21,76.02,27.840000,42.02,34.32,0,0,0,0,0,0,56.030000,0,0,11.890000,0,0.000000,9.370000,0.000000,0.000000,32.07,0

88,21:45-22:00,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,0.000000,75.17,0,31.93,0,95.81,75.17,28.810000,42.02,34.04,0,0,0,0,0,0,56.030000,0,0,11.890000,0,0.000000,9.370000,0.000000,0.000000,31.94,0

89,22:00-22:15,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,0.000000,74.28,0,37.87,0,113.61,74.28,27.840000,42.02,33.95,0,0,0,0,0,0,56.030000,0,0,11.890000,0,0.000000,9.140000,0.000000,0.000000,37.87,0

90,22:15-22:30,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,0.000000,78.18,0,37.89,0,113.68,78.18,27.840000,41.73,33.8,0,0,0,0,0,0,56.030000,0,0,11.890000,0,0.000000,9.140000,0.000000,0.000000,37.89,0

91,22:30-22:45,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,0.000000,77.66,0,37.89,0,113.68,77.66,29.860000,38.14,36.09,0,0,0,0,0,0,56.030000,0,0,11.890000,0,0.000000,9.140000,0.000000,0.000000,37.89,0

92,22:45-23:00,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,0.000000,77.21,0,37.84,0,113.5,77.21,29.860000,37.74,35.8,0,0,0,0,0,0,56.030000,0,0,11.890000,0,0.000000,9.140000,0.000000,0.000000,37.83,0

93,23:00-23:15,25.300000,115.580000,271.690000,0.000000,25.300000,261.400000,0.000000,77.21,0,37.84,0,113.5,77.21,30.830000,37.42,35.8,0,0,0,0,0,0,56.030000,0,0,11.890000,0,0.000000,9.140000,0.000000,0.000000,37.83,0

