Block,Time,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31012024/HP-28,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/19072037/LT-05,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/31012024/HP-26,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31032024/ ChanjuII,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/29012024/29012024/DD20240129NR22426,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01012024/31012024/HP-27,NR/01012024/31012024/52,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/30042040/GNA_LT_36,NR/29012024/29012024/IEX-240123-06217,NR/29012024/29012024/HPX-TAMCTG-280124-05951,NR/06012024/31012024/NVVN/OA/16855,NR/30092023/26122029/SH-06,NR/29012024/29012024/HPX-TAMCTG-280124-05952,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10
6,01:15-01:30,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,6.56,18.65,20.38,0,0,13.67,0,13.67,0,6.8,0,0,0,0,0,0,6.79,0,0

7,01:30-01:45,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,6.19,17.05,20.51,0,0,21.22,0,21.22,0,6.84,0,0,0,0,0,0,6.84,0,0

8,01:45-02:00,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,16.65,20.69,0,0,20.22,0,20.22,0,6.89,0,0,0,0,0,0,6.9,0,0

9,02:00-02:15,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,15.65,20.26,0,0,20.32,0,20.32,0,6.76,0,0,0,0,0,0,6.75,0,0

10,02:15-02:30,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,14.65,20.11,0,0,19.11,0,19.11,0,6.71,0,0,0,0,0,0,6.7,0,0

11,02:30-02:45,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,13.07,20,0,0,21.22,0,21.22,0,6.65,0,0,0,0,0,0,6.67,0,0

12,02:45-03:00,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,12.92,19.82,0,0,20.89,0,20.89,0,6.59,0,0,0,0,0,0,6.61,0,0

13,03:00-03:15,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,12.67,19.33,0,0,19.85,0,19.85,0,6.45,0,0,0,0,0,0,6.44,0,0

14,03:15-03:30,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,12.52,19.11,0,0,18.18,0,18.18,0,6.37,0,0,0,0,0,0,6.37,0,0

15,03:30-03:45,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,12.32,18.83,0,0,17.52,0,17.52,0,6.28,0,0,0,0,0,0,6.28,0,0

16,03:45-04:00,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,12.16,18.9,0,0,16.85,0,16.85,0,6.3,0,0,0,0,0,0,6.3,0,0

17,04:00-04:15,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,15.12,17.15,0,0,16.08,0,16.08,0,5.7,0,0,0,0,0,0,5.72,0,0

18,04:15-04:30,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,15.13,17,0,0,15.57,0,15.57,0,5.66,0,0,0,0,0,0,5.67,0,0

19,04:30-04:45,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,15.17,17,0,0,15.42,0,15.42,0,5.66,0,0,0,0,0,0,5.67,0,0

20,04:45-05:00,1.340000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,148.800000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,22.100000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,22.100000,0.000000,0,0,5.66,15.19,17,0,0,15.54,0,15.54,0,5.66,0,0,0,0,0,0,5.67,0,0

21,05:00-05:15,1.300000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,192.400000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,30.780000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,13.420000,0.000000,0,0,5.66,15.23,17,0,0,15.17,0,15.17,0,5.66,0,0,0,0,0,0,5.67,0,0

22,05:15-05:30,1.300000,39.350000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,230.880000,1.290000,23.090000,125.640000,0.000000,0.650000,0.000000,57.290000,0.000000,30.780000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,13.420000,0.000000,0,0,5.66,15.24,17,0,0,14.81,0,14.81,0,5.66,0,0,0,0,0,0,5.67,0,0

23,05:30-05:45,1.300000,58.270000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,270.560000,1.290000,23.090000,168.930000,0.000000,0.650000,0.000000,57.290000,0.000000,30.780000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,13.420000,0.000000,0,0,5.66,15.23,17,0,0,14.18,0,14.18,0,5.66,0,0,0,0,0,0,5.67,0,0

24,05:45-06:00,1.300000,58.270000,24.520000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,152.460000,18.280000,270.560000,1.290000,23.090000,217.030000,0.000000,0.650000,0.000000,57.290000,0.000000,30.780000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,13.420000,0.000000,0,0,5.66,15.27,17,0,0,13.55,0,13.55,0,5.66,0,0,0,0,0,0,5.67,0,0

25,06:00-06:15,1.300000,82.320000,0.000000,0.000000,53.870000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,23.090000,257.730000,0.000000,0.650000,0.000000,0.000000,96.200000,30.780000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,30.780000,0.000000,0,0,5.66,15.35,17,0,0,12.89,0,12.89,0,5.66,0,0,0,0,0,0,5.67,0,0

26,06:15-06:30,1.300000,86.770000,0.000000,0.000000,82.730000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,23.090000,257.730000,0.000000,0.650000,0.000000,0.000000,96.200000,30.780000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,30.780000,0.000000,0,0,5.66,15.24,17,0,0,11.89,0,11.89,0,5.66,0,0,0,0,0,0,5.67,0,0

27,06:30-06:45,1.300000,86.770000,0.000000,0.000000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,23.090000,257.730000,0.000000,0.650000,0.000000,0.000000,96.200000,30.780000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,30.780000,0.000000,0,0,5.66,12.5,17,0,0,11,0,11,0,5.66,0,0,0,0,0,1.12,5.67,0,0

28,06:45-07:00,1.300000,86.770000,0.000000,0.000000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,23.090000,257.730000,0.000000,0.650000,0.000000,0.000000,96.200000,30.780000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,30.780000,0.000000,0,0,5.66,12.53,17,0.89,0,11,0,11,0,5.66,0.89,0,0,0,0,5.56,5.67,0,0

29,07:00-07:15,1.300000,86.770000,0.000000,0.000000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,23.090000,257.730000,0.000000,0.650000,0.000000,0.000000,96.200000,30.780000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,30.780000,102.930000,0.02,0,5.66,12.57,17,3.44,0,11,0,11,0,5.66,3.44,0,0,0,0,10.1,5.67,0.553983,0

30,07:15-07:30,1.300000,86.770000,0.000000,0.000000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,22.130000,257.730000,0.000000,0.650000,0.000000,0.000000,96.200000,30.780000,0.950000,5.770000,0.000000,0.000000,0.000000,48.100000,30.780000,102.930000,1.01,1,5.66,12.64,17,10.4,0,11,0,11,0.33,5.66,10.4,0,0.2,0,0,15.5,5.67,4.37355,0

31,07:30-07:45,1.300000,86.770000,0.000000,0.100000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,22.130000,257.730000,0.000000,0.650000,0.100000,0.000000,96.200000,30.780000,0.950000,5.770000,0.100000,101.010000,96.200000,48.100000,30.780000,102.930000,3.67,3,5.66,17.06,17,18.45,0,11,1,11,1.78,5.66,18.45,2,0.73,0,0,23.7,5.67,10.185512,1

32,07:45:08:00,1.300000,86.770000,0.000000,0.420000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,22.130000,257.730000,0.000000,0.650000,0.420000,0.000000,96.200000,30.780000,0.950000,5.770000,0.440000,101.010000,96.200000,48.100000,30.780000,102.930000,25.13,5,5.66,17.09,17,25.43,2,11,3,11,3.33,5.66,25.43,7,5.02,0,0,32.5,5.67,15.93916,3

33,08:00-08:15,1.300000,86.770000,0.000000,2.870000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.380000,0.000000,257.730000,48.100000,0.650000,2.870000,0.000000,48.100000,30.780000,0.950000,5.770000,2.940000,101.010000,177.010000,48.100000,30.780000,102.930000,30.29,8,5.66,21.41,17,30.33,3,11,4,11,5,5.66,30.33,18,6.06,0,0,30.34,5.67,22.412014,7

34,08:15-08:30,1.300000,86.770000,0.000000,2.870000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.380000,0.000000,257.730000,48.100000,0.650000,2.870000,0.000000,48.100000,30.780000,0.950000,5.770000,2.940000,101.010000,177.010000,48.100000,30.780000,102.930000,37.79,10,5.66,21.41,17,30.33,5,11,5,11,6.67,5.66,30.33,25,7.56,0,0,30.34,5.67,30.342718,10

35,08:30-08:45,1.300000,86.770000,0.000000,3.220000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.380000,0.000000,257.730000,48.100000,0.650000,3.220000,0.000000,48.100000,30.780000,0.950000,5.770000,3.290000,101.010000,177.010000,48.100000,30.780000,102.930000,52.56,21,5.66,21.61,17,32,9.13,11,10,11,10,5.66,32,42,10.51,0,0,32,5.67,39.702115,18

36,08:45:09:00,1.300000,86.770000,0.000000,3.630000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.380000,0.000000,257.730000,48.100000,0.650000,3.630000,0.000000,48.100000,30.780000,0.950000,5.770000,3.710000,101.010000,177.010000,48.100000,30.780000,102.930000,67.95,29,5.66,21.61,17,32,14,11,14,11,13.33,5.66,32,56,13.59,0,0,32,5.67,49.975098,24

37,09:00:09:15,1.300000,86.770000,0.000000,4.100000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,48.100000,0.650000,4.100000,0.000000,48.100000,30.780000,0.950000,5.770000,4.200000,101.010000,177.010000,48.100000,30.780000,102.930000,81.86,45,5.66,19.88,17,32,16.5,11,22,11,37.17,5.66,32,81,16.37,0,0,32,5.67,61.705931,34

38,09:15-09:30,1.300000,86.770000,0.000000,5.230000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,48.100000,0.650000,5.230000,0.000000,48.100000,30.780000,0.950000,5.770000,5.370000,101.010000,177.010000,48.100000,30.780000,102.930000,97.87,53,5.66,19.91,17,32,21.99,11,26,11,45.36,5.66,32,95,19.57,0,0,32,5.67,73.611706,40

39,09:30-09:45,1.300000,86.770000,0.000000,6.120000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,144.300000,0.650000,6.120000,0.000000,48.100000,30.780000,0.950000,5.770000,6.270000,101.010000,177.010000,48.100000,30.780000,102.930000,115.23,58,5.66,16.07,17,32,23,11,29,11,52.56,5.66,32,109,23.05,0,0,32,5.67,85.478605,46

40,09:45-10:00,1.300000,86.770000,0.000000,6.940000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,144.300000,0.650000,6.940000,0.000000,48.100000,30.780000,0.950000,5.770000,7.110000,101.010000,177.010000,48.100000,30.780000,102.930000,134.75,63,5.66,15.93,17,32.5,27.61,11,32,11,58.43,5.66,32.5,123,26.95,0,0,32.5,5.67,96.548546,52

41,10:00-10:15,1.300000,86.770000,0.000000,7.720000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,144.300000,0.650000,7.720000,0.000000,48.100000,30.780000,0.000000,5.770000,7.920000,101.010000,177.010000,48.100000,30.780000,102.930000,153.93,69,5.66,13.49,17,32.5,30.74,11,35,11,66.18,5.66,32.5,130,30.79,0,0,32.5,5.67,106.393893,55

42,10:15-10:30,1.300000,86.770000,0.000000,8.640000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,144.300000,0.650000,8.640000,0.000000,48.100000,30.780000,0.000000,5.770000,8.850000,101.010000,177.010000,48.100000,30.780000,102.930000,168.81,74,5.66,13.35,17,32.5,33.02,11,37,11,71.72,5.66,32.5,144,33.76,0,0,32.5,5.67,114.820266,61

43,10:30-10:45,1.300000,86.770000,0.000000,12.280000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,144.300000,0.650000,12.280000,0.000000,48.100000,30.780000,0.950000,5.770000,12.590000,101.010000,177.010000,48.100000,30.780000,102.930000,178.18,77,5.66,13.11,17,32.5,34.73,11,39,11,76.85,5.66,32.5,151,35.64,0,0,32.5,5.67,123.33411,64

44,10:45-11:00,1.300000,86.770000,0.000000,13.030000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,144.300000,0.650000,13.030000,0.000000,48.100000,30.780000,0.950000,5.770000,13.350000,101.010000,177.010000,48.100000,30.780000,102.930000,191.53,83,5.66,13.02,17,32.5,37.83,11,41,11,81.71,5.66,32.5,161,38.31,0,0,32.5,5.67,128.533775,69

45,11:00-11:15,1.300000,86.770000,0.000000,13.700000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,144.300000,0.650000,13.700000,0.000000,96.200000,30.780000,0.950000,5.770000,14.050000,0.000000,0.000000,48.100000,30.780000,0.000000,205.86,87,5.66,17.02,17,32.5,39.41,11,43,11,85.65,5.66,32.5,172,41.17,0,0,32.5,5.67,132.683788,73

46,11:15-11:30,1.300000,86.770000,0.000000,14.280000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,144.300000,0.650000,14.280000,0.000000,96.200000,30.780000,0.950000,5.770000,14.630000,0.000000,0.000000,48.100000,30.780000,0.000000,217.42,89,5.66,16.96,17,32.5,40.21,11,44,11,88.19,5.66,32.5,175,43.48,0,0,32.5,5.67,135.900777,75

47,11:30-11:45,1.300000,86.770000,0.000000,14.560000,99.680000,48.100000,115.380000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,0.000000,0.650000,14.560000,0.000000,96.200000,30.780000,0.950000,5.770000,14.930000,0.000000,0.000000,48.100000,30.780000,0.000000,220.83,91,5.66,19.53,17,32.5,40.85,11.67,46,11.67,90.21,5.66,32.5,182,44.17,0,0,32.5,5.67,138.758163,78

48,11:45-12:00,1.300000,86.770000,0.000000,14.810000,99.680000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.290000,0.000000,257.730000,0.000000,0.650000,14.810000,0.000000,96.200000,30.780000,0.950000,5.770000,15.180000,0.000000,0.000000,48.100000,30.780000,0.000000,220.83,92,5.66,19.27,17,32.5,41,11.67,46,11.67,90.31,5.66,32.5,189,44.17,0,0,32.5,5.67,141.003252,81

49,12:00-12:15,1.340000,86.770000,0.000000,15.000000,99.680000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.380000,0.000000,257.730000,0.000000,0.650000,15.000000,0.000000,96.200000,30.780000,0.950000,5.770000,15.380000,0.000000,0.000000,48.100000,30.780000,0.000000,220.83,92,5.66,18.87,17,32.5,41,11.67,46,11.67,90.32,5.66,32.5,189,44.17,0,0,32.5,5.67,143.598225,81

50,12:15-12:30,1.340000,86.770000,0.000000,15.140000,99.680000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.380000,0.000000,257.730000,0.000000,0.650000,15.140000,0.000000,96.200000,30.780000,0.950000,5.770000,15.520000,0.000000,0.000000,48.100000,30.780000,0.000000,220.83,92,5.66,18.53,17,32.5,42,11.67,46,11.67,90.29,5.66,32.5,189,44.17,0,0,32.5,5.67,143.724572,81

51,12:30-12:45,1.340000,86.770000,0.000000,15.170000,99.680000,48.100000,64.150000,8.180000,6.730000,11.540000,0.000000,77.590000,18.280000,270.560000,1.380000,0.000000,257.730000,0.000000,0.650000,15.170000,0.000000,96.200000,30.780000,0.950000,5.770000,15.560000,0.000000,0.000000,48.100000,30.780000,0.000000,220.83,92,5.66,24.01,17,32.5,42,11.67,46,11.67,90.3,5.66,32.5,189,44.17,0,0,32.5,5.67,143.296936,81

