Block,Time Block,NNTPP,NJPC,NLCIIST1,NAPP,KUDGI,NLCIIST2,MAPS,NLCTS2EXP,KOTESHWR,NLCEXP,DADRI_RF,DADRI_LF,DADRI_GF,DADRI_CRF,AURY_RF,ANTA_RF,ANTA_LF,AURY_LF,ANTA_GF,AURY_GF,ANTA_CRF,AURY_CRF,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,JHAJJAR,KOLDAM,RSTPSU1TO6,RSTPSU7,RIHAND3,SIMHST1,SEWA2,SIMHST2,SALAL,SASAN,CHAMERA1,DHAULIGNGA,DADRT2,BSIUL,CHAMERA2,CHAMERA3,UNCHAHAR4,UNCHAHAR3,VALLURNTECL,URI2,URI,UNCHAHAR2,UNCHAHAR1,BRBCL,DULHASTI,FSTPP I & II,TANAKPUR,TEHRIPSP,TEHRI,TelanganaSTPP,TANDA2,SINGRAULI_HYDRO,SINGRAULI,TALST2,TALA,RAPPD,RAMPUR,RAPPC,NTPL,PARBATI3,RIHAND2,PARBATI2,RIHAND1,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,4.49,252.61,8.33,0,0,126.3,0,17.7,0,81.89,401.81,40.69,40.99,162.61,18.88,45.48,21.83,1.94,19.49,0,31.6,46.88,31.42,15.93,23.17,36.99,16.44,11.5,0,77.42,0,5.36,0,94.09,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

54,13:15-13:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,4.49,252.61,8.33,0,0,126.3,0,17.7,0,81.89,401.81,40.69,40.99,162.61,18.88,45.48,21.83,1.94,19.49,0,31.6,46.88,31.42,14.94,20.27,36.99,16.44,11.5,0,77.42,0,5.36,0,94.09,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

55,13:30-13:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,4.49,252.61,8.33,0,0,126.3,0,17.7,0,78.52,401.81,40.69,40.99,162.61,18.88,45.48,21.83,1.94,19.49,0,32.36,46.88,31.42,14.94,22.2,36.99,16.44,11.5,0,77.42,0,5.36,0,102,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

56,13:45-14:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,4.49,252.61,8.33,0,0,126.3,0,17.7,0,78.52,401.81,40.69,40.99,162.61,18.88,45.48,21.83,1.94,19.49,0,32.36,46.88,31.42,14.94,23.17,36.99,16.44,11.5,0,77.42,0,5.36,0,104.37,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

57,14:00-14:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,310.53,8.33,0,0,126.3,0,17.7,0,78.52,401.81,40.69,40.99,181.92,18.88,45.48,21.83,1.94,22.93,0,32.36,46.88,36.93,17.72,22.2,36.99,16.44,11.5,0,77.42,0,5.36,0,85.83,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

58,14:15-14:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,78.52,401.81,40.69,40.99,249.49,18.88,45.48,21.83,1.94,22.93,0,32.36,46.88,36.93,17.72,21.24,36.99,16.44,11.5,0,77.42,0,5.36,0,97.95,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

59,14:30-14:45,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,78.52,401.81,40.69,40.99,288.1,18.88,45.48,21.83,1.94,22.93,0,32.36,46.88,36.93,17.72,24.12,36.99,16.44,11.5,100.37,77.42,0,5.36,0,98.18,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

60,14:45-15:00,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,78.52,401.81,40.69,40.99,259.14,18.88,45.48,21.83,1.94,22.93,0,32.36,46.88,36.93,17.72,21.24,36.99,16.44,11.5,185.89,77.42,0,5.36,0,98.18,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

61,15:00-15:15,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,230.19,18.88,45.48,21.83,1.94,22.93,0,32.36,42.63,36.93,17.72,20.27,36.99,16.44,11.5,185.89,77.42,0,5.36,0,104.29,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

62,15:15-15:30,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,201.23,18.88,45.48,21.83,1.94,22.93,0,32.36,42.63,36.93,17.72,22.2,36.99,16.44,11.5,185.89,77.42,0,5.36,0,104.29,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

63,15:30-15:45,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,201.23,18.88,45.48,21.83,1.94,22.93,0,32.36,42.63,36.93,17.72,24.12,36.99,16.44,11.5,185.89,77.42,0,5.36,0,104.29,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

64,15:45-16:00,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,201.23,18.88,45.48,21.83,1.94,22.93,0,32.36,42.63,36.93,17.72,24.12,36.99,16.44,11.5,185.89,77.42,0,5.36,0,104.29,0,26.65,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

65,16:00-16:15,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,201.23,18.88,45.48,21.83,1.94,22.93,0,32.36,46.88,36.93,17.72,21.24,36.99,16.44,11.5,185.89,77.42,0,5.36,0,104.29,0,23.98,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

66,16:15-16:30,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,201.23,18.88,45.48,32.77,1.94,22.93,0,32.36,46.88,36.93,17.72,16.14,36.99,16.44,11.5,185.89,77.42,0,5.36,0,104.29,0,23.92,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

67,16:30-16:45,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,280.92,18.88,45.48,32.77,1.94,26.43,0,32.36,46.88,42.39,20.9,13.98,36.99,19.45,11.5,185.89,77.42,0,5.36,0,104.29,0,23.7,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

68,16:45-17:00,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,360.5,18.88,45.48,32.77,1.94,26.43,0,32.36,46.88,42.39,20.9,16.32,36.99,19.45,11.5,185.89,77.42,0,5.36,0,104.29,0,23.58,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

69,17:00-17:15,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,404.9,18.88,45.48,32.77,1.94,26.43,0,32.36,46.88,42.39,20.9,23.17,36.99,19.45,11.5,185.89,77.42,0,5.36,0,104.29,0,23.3,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

70,17:15-17:30,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,337.56,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,472.48,18.88,45.48,32.77,1.94,26.43,0,32.36,46.88,42.39,20.9,23.17,36.99,19.45,11.5,185.89,77.42,0,5.36,0,104.29,0,22.95,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

71,17:30-17:45,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,310.53,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,472.48,18.88,45.48,32.77,1.94,26.43,0,32.36,46.88,42.39,20.9,22.2,36.99,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,23.07,38.76,5.48,62.85,0,33.01,120.92,25.14,45.65,0,0,0,0,0,0

72,17:45-18:00,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,269.02,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,472.48,18.88,45.48,32.77,1.94,26.43,0,32.36,46.88,42.39,20.9,24.12,36.99,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.9,38.76,5.48,62.85,0,33.01,120.92,25.14,45.65,0,0,0,0,0,0

73,18:00-18:15,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,269.02,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,472.48,18.88,45.48,32.77,1.94,26.43,0,32.36,46.88,42.39,20.9,24.12,36.99,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.64,38.76,5.48,62.85,0,33.01,120.92,25.14,45.65,0,0,0,0,0,0

74,18:15-18:30,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,269.02,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,472.48,18.88,45.48,32.77,1.94,26.43,0,32.36,46.88,42.39,20.9,18.74,36.99,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.39,38.76,5.48,62.85,0,33.01,120.92,25.14,45.65,0,0,0,0,0,0

75,18:30-18:45,0,169.7,0,23.39,0,0,0,0,42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,326.94,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,540.05,18.88,45.48,32.77,1.94,26.43,0,32.36,46.88,42.39,20.9,18.54,36.99,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.3,38.76,5.48,62.85,0,33.01,120.92,25.14,45.65,0,0,0,0,0,0

76,18:45-19:00,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,384.86,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,590.78,19.75,47.88,34.45,1.94,26.43,0,32.36,46.88,42.39,20.9,16.12,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.16,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

77,19:00-19:15,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,285.89,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,661.53,19.75,47.88,34.45,1.94,26.43,0,32.36,46.88,42.39,20.9,16.3,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.02,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

78,19:15-19:30,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,383.92,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,665.1,19.75,47.88,34.45,1.94,26.43,0,32.36,46.88,42.39,20.9,20.27,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,21.67,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

79,19:30-19:45,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,436.38,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,665.1,19.75,47.88,34.45,1.94,26.43,0,32.36,46.88,42.39,20.9,24.09,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,21.88,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

80,19:45-20:00,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,436.38,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,665.1,19.75,47.88,34.45,1.94,26.43,0,32.36,46.88,42.39,20.9,24.12,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.08,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

81,20:00-20:15,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,436.38,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,665.1,19.75,47.88,34.45,1.81,26.43,0,32.36,46.88,42.39,20.9,24.12,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.16,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

82,20:15-20:30,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,436.38,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,665.1,19.75,47.88,34.45,1.81,26.43,0,32.36,46.88,42.39,20.9,24.12,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.22,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

83,20:30-20:45,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,439.28,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,665.1,19.75,47.88,34.45,1.81,26.43,0,32.36,46.88,42.39,20.9,24.12,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.16,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

84,20:45-21:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,439.28,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,665.1,18.88,45.48,32.77,1.81,26.43,0,32.36,46.88,42.39,20.9,24.12,36.99,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.3,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

85,21:00-21:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,458.38,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,665.1,18.88,45.48,32.77,1.81,26.43,0,32.36,46.88,42.39,20.9,23.17,36.99,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.44,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

86,21:15-21:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,458.38,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,665.1,18.88,45.48,32.77,1.81,26.43,0,32.36,46.88,42.39,20.9,24.12,36.99,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.59,38.76,5.48,62.85,0,35.17,120.92,25.14,45.65,0,0,0,0,0,0

87,21:30-21:45,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,458.38,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,665.1,19.75,47.88,34.45,1.81,26.43,0,32.36,46.88,42.39,20.9,21.67,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,22.73,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

88,21:45-22:00,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,458.38,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,665.1,19.75,47.88,34.45,1.81,26.43,0,32.36,46.88,42.39,20.9,22.2,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,23.01,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

89,22:00-22:15,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,458.38,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,665.1,19.75,47.88,34.45,1.81,26.43,0,32.36,46.88,42.39,20.9,21.24,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,23.15,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

90,22:15-22:30,0,171.29,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.93,458.38,8.33,0,0,126.3,0,18.81,0,75.15,401.81,40.88,43.26,665.1,19.75,47.88,34.45,1.81,26.43,0,32.36,46.88,42.39,20.9,21.24,37.12,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,23.3,38.76,5.65,62.85,0,37.32,120.92,26.78,45.65,0,0,0,0,0,0

91,22:30-22:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,439.28,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,665.1,18.88,45.48,32.77,1.81,26.43,0,32.36,46.88,42.39,20.9,22.2,36.99,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,23.3,38.76,5.48,62.85,0,33.01,120.92,24.8,45.65,0,0,0,0,0,0

92,22:45-23:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,439.28,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,665.1,18.88,45.48,32.77,1.81,26.43,0,32.36,46.88,42.39,20.9,22.2,36.99,19.45,11.5,185.89,77.42,0,5.36,0,107.25,0,23.3,38.76,5.48,62.85,0,33.01,120.92,24.8,45.65,0,0,0,0,0,0

93,23:00-23:15,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,439.28,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,665.1,18.88,45.48,32.77,1.81,26.43,0,32.36,46.88,42.39,20.9,24.12,36.99,19.45,11.5,185.89,77.42,0,5.36,0,102.79,0,23.3,38.76,5.48,62.85,0,33.01,120.92,24.8,45.65,0,0,0,0,0,0

94,23:15-23:30,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,439.28,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,665.1,18.88,45.48,32.77,1.81,26.43,0,32.36,46.88,42.39,20.9,21.24,36.99,19.45,11.5,185.89,77.42,0,5.36,0,102.79,0,23.3,38.76,5.48,62.85,0,33.01,120.92,24.8,45.65,0,0,0,0,0,0

95,23:30-23:45,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,439.28,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,665.1,18.88,45.48,32.77,1.81,26.43,0,32.36,10.66,42.39,20.9,17.09,36.99,19.45,11.5,185.89,77.42,0,5.36,0,102.79,0,23.3,38.76,5.48,62.85,0,33.01,120.92,24.8,45.65,0,0,0,0,0,0

96,23:45-24:00,0,169.7,0,23.39,0,0,0,0,43.52,0,0,0,0,0,0,0,0,0,0,0,0,0,43.95,0,0,94.16,0,0,6.73,439.28,8.33,0,0,126.3,0,17.7,0,75.15,401.81,40.69,40.99,665.1,18.88,45.48,32.77,1.81,26.43,0,32.36,4.26,42.39,20.9,16.09,36.99,19.45,11.5,185.89,77.42,0,5.36,0,102.79,0,23.3,38.76,5.48,62.85,0,33.01,120.92,24.8,45.65,0,0,0,0,0,0

