Block,Time,DULHASTI,JHAJJAR,KISHANGANGA,DADRT2,DHAULIGNGA,KOLDAM,CHAMERA1,CHAMERA2,CHAMERA3,BSIUL,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TEHRI,URI2,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,0,435.435,0,679.493167,0,0,0,0,0,0,0,0,10.5635,42.392196,0,26.496,9.367,21.6804,0,0,0,92,59.0625,123.665625,0,139.3125,0,4.7082,26.39091,1.3944,0.87998,0,54.1863,0,45.675,0,0,0,70.144,23.016,0,0,53.214,18.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,348.975

2,00:15-00:30,0,435.435,0,679.493167,0,0,0,0,0,0,0,0,10.5635,42.392196,0,26.496,9.367,21.6804,0,0,0,92,59.0625,123.665625,0,139.3125,0,4.7082,26.39091,1.3944,0.87998,0,54.1863,0,45.675,0,0,0,70.144,23.016,0,0,53.214,18.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,348.975

3,00:30-00:45,0,435.435,0,679.493167,0,0,0,0,0,0,0,0,10.5635,42.392196,0,3.312,9.367,21.6804,0,0,0,92,59.0625,123.665625,0,139.3125,0,8.34024,26.39091,1.3944,0.87998,0,54.1863,0,45.675,0,0,0,70.144,23.016,0,0,53.214,18.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,348.975

4,00:45-01:00,0,435.435,0,679.493167,0,0,0,0,0,0,0,0,10.5635,42.392196,0,1.3248,9.367,21.6804,0,0,0,92,59.0625,123.665625,0,139.3125,0,8.34024,26.39091,1.3944,0.87998,0,54.1863,0,45.675,0,0,0,70.144,23.016,0,0,53.214,18.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,348.975

5,01:00-01:15,0,435.435,0,679.493167,0,0,0,0,0,0,0,0,10.5635,42.392196,0,1.3248,9.367,21.6804,0,0,0,92,59.0625,123.665625,0,139.3125,0,4.7082,26.39091,2.324,0.87998,0,54.1863,0,45.675,0,0,0,70.144,23.016,0,0,53.214,18.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,348.975

6,01:15-01:30,0,435.435,0,679.493167,0,0,0,0,0,0,0,0,10.5635,42.392196,0,1.3248,9.367,21.6804,0,0,0,92,59.0625,123.665625,0,139.3125,0,4.7082,26.39091,2.324,0.87998,0,54.1863,0,45.675,0,0,0,70.144,23.016,0,0,53.214,18.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,348.975

7,01:30-01:45,0,435.435,0,679.493167,0,0,0,0,0,0,0,0,10.5635,42.392196,0,1.3248,9.367,21.6804,0,0,0,92,59.0625,123.665625,0,139.3125,0,4.7082,26.39091,2.324,0.87998,0,54.1863,0,45.675,0,0,0,70.144,23.016,0,0,53.214,18.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,348.975

8,01:45-02:00,0,435.435,0,679.493167,0,0,0,0,0,0,0,0,10.5635,42.392196,0,1.3248,9.367,21.6804,0,0,0,92,59.0625,123.665625,0,139.3125,0,4.7082,26.39091,2.324,0.87998,0,54.1863,0,45.675,0,0,0,70.144,23.016,0,0,53.214,18.0276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,348.975

