Block,Time Block,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST1,SINGRAULI_HYDRO,RAMPUR,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,PARBATI3,TelanganaSTPP,TANDA2,UNCHAHAR2,URI,UNCHAHAR1,VALLURNTECL,TALST2,UNCHAHAR4,TANAKPUR,URI2,TALA,UNCHAHAR3,TEHRI,NLCEXP,MAPS,NLCIIST1,NJPC,NAPP,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,CHAMERA1,JHAJJAR,BRBCL,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KHSTPP-I,KOTESHWR,KGSU1AND2,KHSTPP-II,KKNP,KGSU3AND4,KKNPPU2,KUDGI,KOLDAM,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,0,0,0,11.19,2.12,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,0,0,15.03,13.57,163.46,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,2.24,0,134.19,0,0,0,11.19,35,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,0,0,17.79,13.57,216.3,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,35,11.54,0,0,0,3.31,4.39,0,13.94,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,0,0,17.79,13.57,264.34,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,11.19,3.18,11.54,0,0,0,3.31,4.39,0,13.94,14.83,0,0,0,22.47,41.24,0,0,0,0,0,230.57,19.21,1.06,0,0,0,17.79,13.57,322.8,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,18.07,1.38,14.89,0,0,0,3.31,4.39,0,22.76,14.83,0,0,0,44.94,41.24,0,0,0,0,0,279.99,19.21,6.26,0,0,0,17.79,13.57,341.05,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,18.07,1.38,14.89,0,0,0,11.08,4.39,0,22.76,29.66,0,0,0,67.41,41.24,0,0,0,0,0,337.63,19.21,6.26,0,0,0,17.79,13.57,365.21,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,18.07,1.38,14.89,0,0,0,3.07,4.39,0,22.76,29.66,0,0,0,67.41,41.24,0,0,0,0,0,400.07,19.21,6.26,0,1.92,0,17.79,13.57,422.85,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,18.07,1.38,14.76,0,0,0,3.07,4.39,0,22.76,44.49,0,0,0,89.88,41.24,0,0,0,0,0,400.07,19.21,6.26,0,1.92,8.77,17.79,13.57,475.69,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,18.07,1.38,14.76,0,0,0,3.07,4.39,0,22.76,44.49,0,0,0,112.35,41.24,0,0,0,0,11.54,400.07,19.21,6.26,1.22,12.55,17.55,17.79,13.57,528.53,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,5.06,134.19,0,0,0,18.07,1.38,17.62,0,0,0,3.07,4.39,0,22.76,59.79,0,0,0,134.82,41.24,0,0,0,0,25.8,400.07,19.21,6.26,9.3,12.55,26.32,19.98,31.66,528.53,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,10.13,134.19,0,0,0,18.07,1.38,17.62,0,0,0,3.07,4.39,0,22.76,59.79,0,0,0,134.82,41.24,0,0,0,0,39.8,400.07,19.21,12.53,27.92,25.3,35.11,19.98,47.49,561.79,43.44,9.47,0,94.98,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,10.13,134.19,0,0,0,20.36,1.38,19.75,0,0,0,3.07,4.39,0,25.35,59.79,0,0,0,134.82,41.24,0,0,0,0,40.49,300.83,19.21,12.53,27.92,25.3,35.11,19.98,47.49,580.74,43.44,9.47,0,94.98,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,10.13,134.19,0,0,0,20.36,1.38,19.75,0,0,0,11.08,4.39,0,25.35,59.79,0,0,0,134.82,41.24,0,0,0,0,40.49,399.65,19.21,12.53,27.92,25.3,35.11,19.98,47.49,580.74,43.44,9.47,0,94.98,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,10.13,134.19,0,0,0,20.36,35,19.75,0,0,0,5.53,4.39,0,25.35,59.79,0,0,0,134.82,41.24,0,0,0,0,40.49,448.8,19.21,12.53,27.92,25.3,35.11,19.98,47.49,529.6,43.44,9.47,0,94.98,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,10.13,134.19,2.45,0,0,20.36,35,19.75,0,0,0,5.53,4.39,0,25.35,59.79,0,0,0,134.82,41.24,0,0,0,0,40.49,474.52,19.21,12.53,27.92,25.3,35.11,19.98,47.49,466.08,43.44,9.47,0,94.98,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,10.13,134.19,6.11,0,0,17.96,3.71,15.28,0,0,0,5.53,4.39,0,22.61,59.79,0,0,0,134.82,41.24,0,0,0,0,40.49,400.07,19.21,12.53,27.92,25.3,35.11,17.68,47.49,480.6,43.44,9.47,0,94.98,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,10.13,134.19,31.8,0,0,17.96,1.38,15.28,0,0,0,5.53,4.39,0,22.61,59.79,0,0,0,134.82,41.24,0,0,0,0,25.8,337.63,19.21,12.53,27.92,25.3,35.11,17.68,47.49,492.02,43.44,9.47,0,94.98,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,5.06,134.19,31.8,0,0,17.96,1.38,15.28,0,0,0,2.46,4.39,0,22.61,59.79,0,0,0,112.35,41.24,0,0,0,0,11.54,279.99,19.21,6.26,1.83,12.55,26.32,17.68,31.66,492.02,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,391.25,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,31.8,0,0,17.96,1.38,15.28,0,0,0,2.46,4.39,0,22.61,59.79,0,0,0,89.88,41.24,0,0,0,0,0,233.87,19.21,6.26,0,1.8,17.55,17.68,13.57,492.02,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,316.67,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,31.8,0,0,17.96,1.38,15.28,0,0,0,2.46,4.39,0,22.61,44.49,0,0,0,67.41,41.24,0,0,0,0,0,233.87,19.21,1.06,0,1.8,8.77,19.98,13.57,490.1,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,316.67,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,31.8,0,0,17.96,1.38,15.28,0,0,0,2.46,4.39,0,22.61,44.49,0,0,0,44.94,41.24,0,0,0,0,0,233.87,19.21,0,0,1.8,8.77,19.98,13.57,456.48,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,316.67,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,31.8,0,0,17.96,11.13,17.53,0,0,0,2.46,4.39,0,25.35,29.66,0,0,0,22.47,41.24,0,0,0,0,0,233.87,19.21,0,0,1.8,8.77,19.98,13.57,466.08,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,316.67,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,4.89,0,0,20.36,11.13,17.53,0,0,0,2.46,4.39,0,25.35,14.83,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,8.77,19.98,13.57,475.1,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,316.67,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,2.45,0,0,20.36,11.13,17.53,0,0,0,2.46,4.39,0,25.35,14.83,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,485.3,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,316.67,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.55,11.13,17.53,0,0,0,3.31,4.39,0,21.86,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,485.3,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,316.67,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.55,11.13,17.53,0,0,0,3.31,4.39,0,21.86,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,485.3,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,316.67,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.55,11.13,17.53,0,0,0,3.31,4.39,0,21.86,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,475.69,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,316.67,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.55,11.13,17.53,0,0,0,3.31,4.39,0,21.86,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,485.3,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,316.67,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.55,11.13,17.53,0,0,0,3.31,4.39,0,21.86,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,485.3,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,327.26,88.38,0,0,0,0,51.08,0,0,1.34,0,134.19,0,0,0,17.55,4.24,17.53,0,0,0,3.31,4.39,0,21.86,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,446.87,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,335.03,88.38,0,0,0,0,51.08,0,0,13.4,0,134.19,0,0,0,17.55,4.24,17.53,0,0,0,3.31,4.39,0,21.86,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,437.26,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,335.27,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,0,0,0,15.27,4.24,15.4,0,0,0,3.31,4.39,0,19.26,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,427.66,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,335.27,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,0,0,0,15.27,4.24,15.4,0,0,0,3.31,4.39,0,19.26,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,19.98,13.57,389.23,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,335.27,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,0,0,0,15.27,4.24,15.4,0,0,0,3.31,4.39,0,19.26,0,0,0,0,0,41.24,0,0,0,0,0,230.57,19.21,0,0,1.8,0,17.22,13.57,341.19,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,119.43,0,114.09,335.27,88.38,0,0,0,0,51.08,0,0,53.58,0,134.19,0,0,0,15.27,2.12,15.4,0,0,0,3.31,4.39,0,19.26,0,0,0,0,0,41.24,0,0,0,0,0,230.57,18.73,0,0,1.8,0,17.22,13.57,293.16,43.44,8.52,0,94.98,0,0,0,0,0,0,0,0,0,0,0

