Block,Time Block,BSIUL,CHAMERA1,BRBCL,TelanganaSTPP,TEHRIPSP,TEHRI,UNCHAHAR2,URI2,AURY_LF,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,UNCHAHAR4,UNCHAHAR1,UNCHAHAR3,URI,VALLURNTECL,TANDA2,TANAKPUR,PARBATI2,NTPL,JHAJJAR,DADRT2,CHAMERA3,CHAMERA2,DHAULIGNGA,DULHASTI,FSTPP I & II,NLCTS2EXP,NNTPP,NLCIIST2,NLCEXP,NJPC,NLCIIST1,DADRI_LF,AURY_RF,DADRI_GF,DADRI_RF,DADRI_CRF,NAPP,MAPS,RAMPUR,PARBATI3,TALST2,SEWA2,SINGRAULI,SASAN,SINGRAULI_HYDRO,TALA,SALAL,SIMHST2,SIMHST1,RAPPD,RIHAND3,RAPPB,RSTPSU7,RAPPC,RIHAND2,RIHAND1,RSTPSU1TO6,KISHANGANGA,KOLDAM,KKNP,KKNPPU2,KUDGI,KOTESHWR,KGSU3AND4,KHSTPP-II,KGSU1AND2,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,6.3,40.73,19.83,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,42.68,0,3.74,11.51,0,0,126.6,53.15,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,24.87,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

55,13:30-13:45,6.3,40.73,22.75,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,37.34,0,3.74,12.38,0,0,126.6,53.15,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,23.16,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

56,13:45-14:00,6.3,40.73,19.18,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,37.34,0,3.74,12.38,0,0,126.6,53.15,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,23.16,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

57,14:00-14:15,6.3,40.73,21.94,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,28.81,0,3.74,12.38,0,0,126.6,26.58,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,23.16,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

58,14:15-14:30,6.3,40.73,24.15,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,28.81,0,3.74,12.38,0,0,126.6,53.15,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,23.16,77.49,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

59,14:30-14:45,6.3,40.73,23.48,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,37.34,0,3.74,11.51,0,0,126.6,101.47,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,23.16,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

60,14:45-15:00,6.3,40.73,22.55,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,37.34,0,3.74,11.51,0,0,126.6,149.79,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,23.16,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

61,15:00-15:15,6.3,40.73,23.08,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,37.34,0,3.74,11.51,0,0,126.6,198.11,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,23.16,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

62,15:15-15:30,6.3,40.73,24.15,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,37.34,0,3.74,11.51,0,0,126.6,198.11,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,23.16,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

63,15:30-15:45,6.3,40.73,21.54,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,37.34,0,3.74,11.51,0,0,126.6,198.11,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,21.73,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

64,15:45-16:00,6.3,40.73,20.77,0,0,0,31.29,31.1,0,0,0,0,0,0,0,1.93,15.16,18.82,37.34,0,3.74,11.51,0,0,126.6,198.11,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,21.73,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

65,16:00-16:15,12.6,40.73,19.72,0,0,0,31.29,27.21,0,0,0,0,0,0,0,1.93,15.16,18.82,37.34,0,3.74,11.51,0,0,126.6,246.43,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,21.73,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

66,16:15-16:30,12.6,40.73,21.56,0,0,0,31.29,27.21,0,0,0,0,0,0,0,1.93,15.16,18.82,37.34,0,3.74,11.51,0,0,126.6,246.43,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,21.73,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

67,16:30-16:45,12.6,40.73,19.51,0,0,0,37.27,27.21,0,0,0,0,0,0,0,1.93,17.54,21.72,42.68,0,3.74,5.57,0,0,126.6,246.43,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,19.75,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

68,16:45-17:00,12.6,40.73,16.54,0,0,0,37.27,27.21,0,0,0,0,0,0,0,1.93,17.54,20.75,42.68,0,3.74,5.57,0,0,126.6,246.43,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,19.66,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

69,17:00-17:15,12.6,40.73,22.06,0,0,0,37.01,27.21,0,0,0,0,0,0,0,1.93,18.39,22.47,50.6,0,3.74,5.57,0,0,126.6,198.11,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,19.61,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

70,17:15-17:30,12.6,40.73,21.23,0,0,0,37.01,27.21,0,0,0,0,0,0,0,1.93,20.77,22.47,50.6,0,3.74,12.38,0,0,126.6,149.79,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.12,19.52,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

71,17:30-17:45,12.6,40.73,23.19,0,0,10.87,40.88,27.21,0,0,0,0,0,0,0,1.93,20.77,22.47,50.6,0,3.74,12.38,0,0,137.23,171.54,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,19.41,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

72,17:45-18:00,12.6,40.73,22.32,0,0,21.76,39.91,27.21,0,0,0,0,0,0,0,1.93,20.77,22.47,50.6,0,3.74,12.38,0,0,137.23,263.34,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,19.3,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

73,18:00-18:15,12.6,40.73,22.43,0,0,32.64,37.98,31.1,0,0,0,0,0,0,0,1.93,20.77,22.47,37.34,0,3.74,12.38,0,0,137.23,399.49,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,19.12,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

74,18:15-18:30,12.6,40.73,18.81,0,0,32.64,41.85,31.1,0,0,0,0,0,0,0,1.93,20.77,22.47,37.34,0,3.74,12.38,0,0,137.23,501.4,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,18.86,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

75,18:30-18:45,12.6,40.73,22.04,0,60.29,32.64,37.6,31.1,0,0,0,0,0,0,0,1.02,18.73,23.01,42.68,0,5.1,12.38,0,0,144.94,503.78,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,18.64,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

76,18:45-19:00,12.6,40.73,20.65,0,60.29,32.64,43.09,31.1,0,0,0,0,0,0,0,2.31,21.1,27.05,42.68,0,5.94,12.38,0,0,144.94,503.78,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,18.47,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,20.18,0,143.32,0,44,0,0,0,0,0

77,19:00-19:15,12.6,40.73,19.2,0,60.29,43.53,43.09,31.1,0,0,0,0,0,0,0,2.31,21.1,27.05,37.34,0,5.99,12.38,0,0,176.83,556.68,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,0,0,0,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,17.98,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,30.27,0,143.32,0,44,0,0,0,0,0

78,19:15-19:30,19.77,40.85,21.54,0,60.29,45.07,43.09,31.1,0,0,0,0,0,0,0,2.31,21.1,27.05,37.34,0,5.99,11.51,0,0,205.82,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,0,0,0,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,17.98,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,44.84,0,143.32,0,44,0,0,0,0,0

79,19:30-19:45,19.77,40.85,24.13,0,60.29,45.07,43.09,31.1,0,0,0,0,0,0,0,2.31,21.1,27.05,37.34,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,0,0,0,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,17.78,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,44.84,0,143.32,0,44,0,0,0,0,0

80,19:45-20:00,19.77,40.85,23.45,0,60.29,45.07,43.09,31.1,0,0,0,0,0,0,0,2.31,21.1,27.05,37.34,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,0,0,0,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,17.96,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,44.84,0,143.32,0,44,0,0,0,0,0

81,20:00-20:15,19.77,40.85,24.15,0,60.29,45.07,43.11,31.1,0,0,0,0,11.38,0,0,2.31,21.1,27.05,37.34,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,19.33,0,18.24,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,18.13,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,44.84,0,143.32,0,44,0,0,0,0,0

82,20:15-20:30,19.77,40.85,21.45,0,60.29,45.07,43.11,31.1,0,0,0,0,11.38,0,0,2.31,21.1,27.05,37.34,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,19.33,0,18.24,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,18.29,79.17,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,44.84,0,143.32,0,44,0,0,0,0,0

83,20:30-20:45,19.77,40.85,22.52,0,60.29,45.07,43.11,31.1,0,0,0,0,32.98,0,0,2.31,21.1,27.05,37.34,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,56.28,0,52.73,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,18.47,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,44.84,0,143.32,0,44,0,0,0,0,0

84,20:45-21:00,19.77,40.85,23,0,60.29,45.07,43.11,31.1,0,0,0,0,32.98,0,0,2.31,21.1,27.05,37.34,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,56.28,0,52.73,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,18.64,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,44.84,0,143.32,0,44,0,0,0,0,0

85,21:00-21:15,19.77,40.85,22.11,0,60.29,45.07,43.11,31.1,0,0,0,0,33.43,0,0,2.31,21.1,27.05,39.48,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,19.33,0,18.24,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,18.78,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,44.84,0,143.32,0,44,0,0,0,0,0

86,21:15-21:30,6.3,40.73,23.15,0,60.29,43.53,43.11,31.1,0,0,0,0,33.43,0,0,2.31,21.1,27.05,39.48,0,6.15,11.51,0,0,229.02,571,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,19.33,0,18.24,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,18.92,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,30.27,0,143.32,0,44,0,0,0,0,0

87,21:30-21:45,6.3,40.73,21.11,0,60.29,43.53,43.11,31.1,0,0,0,0,23.14,0,0,2.31,21.1,27.05,39.48,0,6.15,11.51,0,0,229.02,571,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,57.98,0,73.27,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,19.07,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,30.27,0,143.32,0,44,0,0,0,0,0

88,21:45-22:00,19.77,40.85,19.49,0,60.29,45.07,43.11,31.1,0,0,0,0,23.14,0,0,2.31,21.1,27.05,39.48,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,57.98,0,74.1,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,19.18,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,33.64,0,143.32,0,44,0,0,0,0,0

89,22:00-22:15,19.77,40.85,22.42,0,60.29,45.07,43.11,31.1,0,0,0,0,23.2,0,0,2.31,21.1,27.05,37.34,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,57.98,0,74.1,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,19.3,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,33.64,0,143.32,0,44,0,0,0,0,0

90,22:15-22:30,19.77,40.85,23.6,0,60.29,45.07,43.11,31.1,0,0,0,0,23.2,0,0,2.31,21.1,27.05,37.34,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,57.98,0,74.1,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,19.41,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,33.64,0,143.32,0,44,0,0,0,0,0

91,22:30-22:45,19.77,40.85,22.32,0,60.29,45.07,43.11,31.1,0,0,0,0,23.2,0,0,2.31,21.1,27.05,37.34,0,6.15,11.51,0,0,229.02,571,35.65,49.74,44.49,38.4,19.33,0,0,0,0,176.73,0,0,57.98,0,66.56,0,23.79,0,6.98,0,0,19.44,150.35,337.25,1.09,19.52,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.57,10.29,0,0,0,33.64,0,143.32,0,44,0,0,0,0,0

92,22:45-23:00,12.6,40.73,22.6,0,60.29,43.53,43.11,31.1,0,0,0,0,23.2,0,0,2.31,21.1,27.05,37.34,0,6.15,11.51,0,0,229.02,571,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,57.98,0,66.56,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,19.64,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,20.18,0,143.32,0,44,0,0,0,0,0

93,23:00-23:15,12.6,40.73,22.87,0,60.29,43.53,43.11,31.1,0,0,0,0,45.48,0,0,2.31,21.1,27.05,37.34,0,6.1,11.51,0,0,229.02,571,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,79.51,0,74.1,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,19.75,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

94,23:15-23:30,12.6,40.73,19.18,0,60.29,43.53,43.11,31.1,0,0,0,0,45.48,0,0,2.31,21.1,27.05,37.34,0,6.1,11.51,0,0,229.02,571,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,79.51,0,74.1,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,19.87,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

95,23:30-23:45,12.6,40.73,15.84,0,60.29,43.53,43.11,31.1,0,0,0,0,45.48,0,0,2.31,21.1,27.05,37.34,0,6.1,11.51,0,0,229.02,571,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,79.51,0,74.1,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,20,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

96,23:45-24:00,12.6,40.73,17.12,0,60.29,43.53,43.11,31.1,0,0,0,0,45.48,0,0,2.31,21.1,27.05,37.34,0,6.1,11.51,0,0,229.02,571,33.91,47.26,42.38,38.4,19.33,0,0,0,0,175.07,0,0,79.51,0,74.1,0,23.79,0,6.8,0,0,18.29,150.35,337.25,1.09,20.12,78.61,0,0,25.26,127.92,0,0,66.26,121.49,90.17,0,8.42,10.29,0,0,0,10.09,0,143.32,0,44,0,0,0,0,0

