Block,Time Block,KOTESHWR,CHAMERA1,BSIUL,BRBCL,KHSTPP-I,KISHANGANGA,KGSU3AND4,KHSTPP-II,KKNPPU2,KOLDAM,KKNP,KUDGI,MAPS,DADRT2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TALA,URI,SINGRAULI,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,SINGRAULI_HYDRO,DHAULIGNGA,FSTPP I & II,KGSU1AND2,DULHASTI,JHAJJAR,RAMPUR,NNTPP,RSTPSU1TO6,RAPPC,NTPL,RSTPSU7,SALAL,PARBATI3,NLCIIST2,RIHAND3,NLCTS2EXP,RAPPB,RIHAND2,SASAN,RIHAND1,SIMHST2,SEWA2,SIMHST1,CHAMERA3,CHAMERA2,NLCIIST1,NJPC,NAPP,NLCEXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,8.51,0,0,16.8,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,11.44,0,30.34,0,1.07,84.92,14.33,0,13.46,0,0,4.39,18.8,0,0,8.74,16.72,0,15.81,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

2,00:15-00:30,8.51,0,0,17.16,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,11.44,0,30.34,0,1.07,84.92,14.33,0,13.46,0,0,4.39,18.8,0,0,8.74,16.72,0,15.81,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

3,00:30-00:45,8.51,0,0,14.76,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.34,0,1.07,84.92,14.33,0,13.46,0,0,4.39,18.8,0,0,8.74,16.72,0,15.81,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

4,00:45-01:00,8.51,0,0,14.72,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.34,0,1.07,84.92,14.33,0,13.46,0,0,4.39,18.8,0,0,8.74,16.72,0,15.81,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

5,01:00-01:15,8.51,0,0,15.42,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,1.27,17.2,0,15.81,236.48,0,0,0,50.18,0,0,13.39,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

6,01:15-01:30,8.51,0,0,14.11,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,1.27,17.2,0,15.81,236.48,0,0,0,50.18,0,0,76.17,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

7,01:30-01:45,8.51,0,0,12.74,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,1.27,17.2,0,15.81,236.48,0,0,0,50.18,0,0,76.17,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

8,01:45-02:00,8.51,0,0,12.74,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,1.27,17.2,0,15.81,236.48,0,0,0,50.18,0,0,76.17,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

9,02:00-02:15,8.51,0,0,13.11,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,11.44,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,1.27,17.2,0,15.81,236.48,0,0,0,50.18,0,0,76.17,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

10,02:15-02:30,8.51,0,0,12.91,37.48,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,11.44,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,1.27,15.01,0,15.81,236.48,0,0,0,50.18,0,0,13.39,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

11,02:30-02:45,8.51,0,0,13.57,37.48,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,1.27,15.01,0,15.81,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

12,02:45-03:00,8.51,0,0,17.3,37.48,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,1.27,15.01,0,15.81,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

13,03:00-03:15,8.51,0,0,17.46,37.48,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,8.74,15.01,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

14,03:15-03:30,8.51,0,0,15.37,37.48,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,8.74,15.01,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

15,03:30-03:45,8.51,0,0,16.01,37.48,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,8.74,15.01,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

16,03:45-04:00,8.51,0,0,18.76,37.48,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,8.74,15.01,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

17,04:00-04:15,8.51,0,0,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,8.74,17.2,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

18,04:15-04:30,8.51,0,0,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,8.74,17.2,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,0,40.07,0,0,0,0,0,0

19,04:30-04:45,8.51,0,0,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,8.74,17.2,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,19.99,40.07,0,0,0,0,0,0

20,04:45-05:00,8.51,0,0,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,8.74,17.2,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,19.99,40.07,0,0,0,0,0,0

21,05:00-05:15,8.51,0,0,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,8.74,17.2,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,0,2.3,0,36.35,40.07,0,0,0,0,0,0

22,05:15-05:30,8.51,0,0,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.33,0,14.86,0,0,4.39,19.23,0,0,8.74,17.2,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,9.29,2.3,0,54.52,40.07,0,0,0,0,0,0

23,05:30-05:45,8.51,0,1.06,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.93,0,14.86,0,0,4.39,19.23,0,0,8.74,19.96,0,31.63,236.48,0,0,0,50.18,0,0,2.24,0,0,119.3,0,0,113.96,401.85,88.28,0,0,0,9.29,2.3,0,88.87,40.07,0,0,0,0,0,0

24,05:45-06:00,8.51,11.37,2.11,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,30.49,0,1.07,84.92,14.63,0,14.86,0,0,4.39,19.23,0,0,17.49,19.96,0,47.43,236.48,0,0,0,50.18,0,0,2.24,2.45,0,119.3,0,0,113.96,401.85,88.28,0,0,0,9.29,3.84,0,112.23,40.07,0,0,0,0,0,0

25,06:00-06:15,8.51,13.48,6.26,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,36.11,0,1.07,84.92,29.87,0,17.6,0,0,4.39,22.73,0,0,26.37,19.96,0,47.43,236.48,0,0,0,50.18,0,0,2.24,6.1,0,119.3,0,0,113.96,401.85,88.28,0,0,0,18.58,11.52,0,134.67,40.07,0,0,0,0,0,0

26,06:15-06:30,18.92,13.48,18.77,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,36.11,0,1.07,84.92,29.87,0,17.6,0,0,4.39,22.73,0,0,36.13,19.96,0,47.43,236.48,0,0,0,50.18,0,0,13.39,31.76,0,119.3,0,0,113.96,401.85,88.28,0,5.06,0,27.89,37.91,0,134.67,40.07,0,0,0,0,0,0

27,06:30-06:45,18.92,13.48,18.77,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,36.11,0,33.9,84.92,29.87,0,17.6,0,0,4.39,22.73,0,0,36.13,19.96,0,47.43,236.48,0,0,0,50.18,0,0,76.17,31.76,0,119.3,0,0,113.96,401.85,88.28,0,10.11,0,27.89,37.91,0,134.67,40.07,0,0,0,0,0,0

28,06:45-07:00,18.92,13.48,18.77,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,36.11,0,33.9,84.92,29.87,0,17.6,0,0,4.39,22.73,0,0,36.13,19.96,0,47.43,236.48,0,0,0,50.18,0,0,76.17,31.76,0,119.3,0,0,113.96,401.85,88.28,0,10.11,0,27.89,37.91,0,134.67,40.07,0,0,0,0,0,0

29,07:00-07:15,18.92,11.37,18.77,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,36.11,0,1.07,84.92,29.87,0,17.6,0,0,4.39,22.73,0,0,36.13,19.96,0,47.43,236.48,0,0,0,50.18,0,0,76.17,31.76,0,119.3,0,0,113.96,401.85,88.28,0,10.11,0,27.89,37.91,0,134.67,40.07,0,0,0,0,0,0

30,07:15-07:30,18.92,0,18.77,19.19,42.52,0,0,142.31,0,0,0,0,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,36.11,0,1.07,84.92,29.87,0,17.6,0,0,4.39,22.73,0,0,36.13,19.96,0,47.43,236.48,0,0,0,50.18,0,0,76.17,31.76,0,119.3,0,0,113.96,401.85,88.28,0,5.06,0,27.89,37.91,0,134.67,40.07,0,0,0,0,0,0

