Column1,Time,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/06022042/L_NR_2012_02,NR/16082024/31082024/1000011627-ACBL-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/06022042/L_NR_2012_07,NR/16082024/31082024/MPL/24-25/STOA/128,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/16082024/31082024/IIPL/JPL-T-BRPL/05/Aug'24,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/jitpl,NR/01102023/31102037/L_NR_2019_11,NR/16082024/31082024/APL-Raigarh_august,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01082024/31082024/SKS-Raigarh,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61
11,02:30-02:45,0,0,0,0,0,0,76.67,0,0,0,4.39,53.29,26.8708,26.8708,70.6,0,0,0,0,0,32,96,172.12,24.22,0,14.71,57.84,21.32,0,0,96.89,0,4.56,273.96,30.28,17.482,0,96.89,48.44,0,38.76,8.81,16.66,32,76.67,33.92

12,02:45-03:00,0,0,0,0,0,0,76.67,0,0,0,3.95,53.29,26.8708,26.8708,70.6,0,0,0,0,0,32.17,96.5,172.12,24.22,0,14.71,57.84,21.32,0,0,96.89,0,4.56,232.54,30.28,17.482,0,96.89,48.44,0,38.76,8.81,17.34,32.16,76.67,33.5

13,03:00-03:15,0,0,0,0,0,0,55,0,0,0,0,96.89,26.8708,26.8708,70.6,0,0,0,0,0,14.17,42.5,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.38,193.78,30.28,17.482,0,96.89,48.44,0,0,8.81,11.66,14.16,55,30.01

14,03:15-03:30,0,0,0,0,0,0,56,0,0,0,3.95,96.89,26.8708,26.8708,70.6,0,0,0,0,0,14.67,44,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.38,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,12.66,14.66,56,29.61

15,03:30-03:45,0,0,0,0,0,0,65,0,0,0,3.95,96.89,26.8708,26.8708,70.6,0,0,0,0,0,15.33,46,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.38,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,15,15.34,65,29.21

16,03:45-04:00,0,0,0,0,0,0,66,0,0,0,3.95,96.89,26.8708,26.8708,70.6,0,0,0,0,0,15.83,47.5,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.38,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,16,15.84,66,28.81

17,04:00-04:15,0,0,0,0,0,0,66.67,0,0,0,0,79.45,26.8708,26.8708,70.6,0,0,0,0,0,24.17,72.5,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.24,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,26.66,24.16,66.67,28.41

18,04:15-04:30,0,0,0,0,0,0,68.33,0,0,0,0,79.45,26.8708,26.8708,70.6,0,0,0,0,0,24.67,74,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.24,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,26.66,24.66,68.33,28.01

19,04:30-04:45,0,0,0,0,0,0,68.67,0,0,0,0,79.45,26.8708,26.8708,70.6,0,0,0,0,0,25.83,77.5,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.24,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,26.66,25.84,68.67,27.61

20,04:45-05:00,0,0,0,0,0,0,69.33,0,0,0,0,79.45,26.8708,26.8708,70.6,0,0,0,0,0,26.33,79,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.24,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,26.66,26.34,69.33,27.21

21,05:00-05:15,0,0,0,0,0,0,70,0,0,0,0,100.94,26.8708,26.8708,70.6,0,0,0,0,0,27,81,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.1,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,27.34,27,70,26.81

22,05:15-05:30,0,0,0,0,0,0,70.67,0,0,0,0,100.94,26.8708,26.8708,70.6,0,0,0,0,0,27.5,82.5,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.1,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,27.66,27.5,70.67,26.41

23,05:30-05:45,0,0,0,0,0,0,76.67,0,0,0,0,100.94,26.8708,26.8708,70.6,0,0,0,0,0,32.5,97.5,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.1,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,35,32.5,76.67,25.61

24,05:45-06:00,0,0,0,0,0,0,76.67,0,0,0,0,100.94,26.8708,26.8708,70.6,0,0,0,0,0,32.5,97.5,172.12,24.22,0,13.69,57.84,21.32,0,0,96.89,0,4.1,150.67,31.3,17.482,0,96.89,48.44,0,0,8.81,35,32.5,76.67,24.81

25,06:00-06:15,0.82,1,1,0,2.43,1,83.33,1.06,1,0.49,0,80.42,26.8708,26.8708,70.6,9.72,0,0,4,8.05,32.5,97.5,172.12,24.22,0,13.23,57.84,21.32,0,0,96.89,0,3.91,150.67,31.3,17.482,0,96.89,48.44,0,0,8.81,38.34,32.5,83.33,23.81

26,06:15-06:30,2.92,2,4,0,5.52,2,83.33,3.47,1,1.1,0,80.42,26.8708,26.8708,70.6,15.63,1,0,9,12.64,32.5,97.5,172.12,24.22,0,13.23,57.84,21.32,0,0,96.89,0,3.91,150.67,31.3,17.482,0,96.89,48.44,0,0,8.81,38.34,32.5,83.33,22.61

27,06:30-06:45,4.94,3,7,0,9.38,5,83.33,5.69,3,1.88,0,90.11,26.8708,26.8708,70.6,21.98,3,0,12,20.76,32.5,97.5,172.12,24.22,0,13.23,57.84,21.32,0.73,0.73,96.89,0.75,3.91,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,38.34,32.5,83.33,22.61

28,06:45-07:00,7.94,5,14,0,14.01,8,83.33,8.08,6,2.8,0,90.11,26.8708,26.8708,70.6,28.22,4,0,16,30.68,36.67,110,172.12,24.22,0,13.23,57.84,21.32,1.06,1.06,96.89,1.09,3.91,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,38.34,36.66,83.33,22.81

29,07:00-07:15,10,7,21,0,21.72,10,83.33,11.17,9,4.34,0,70.73,26.8708,26.8708,70.6,28.6,5,0,19,28.6,36.67,110,172.12,24.22,0,13.23,57.84,21.32,1.54,1.54,96.89,1.58,3.91,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,38.34,36.66,83.33,23.21

30,07:15-07:30,13,8,28,0,31.82,12,83.33,14.77,12,6.36,0,69.76,26.8708,26.8708,70.6,26.07,6,0,26.06,26.07,36.67,110,172.12,24.22,0,13.23,57.84,21.32,2.07,2.07,96.89,2.13,3.91,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,38.34,36.66,83.33,23.61

31,07:30-07:45,17,11,39,0,44.05,17,83.33,19.71,16,8.81,0,53.29,26.8708,26.8708,70.6,27.97,8,0,27.96,27.97,36.67,110,111.42,24.22,0,13.23,57.84,21.32,2.65,2.65,96.89,2.73,3.91,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,38.34,36.66,83.33,21.01

32,07:45-08:00,20,14,49,0,58.04,24,83.33,23.89,21,11.61,0,53.29,26.8708,26.8708,70.6,28.63,11,0,28.64,28.63,36.67,110,111.42,24.22,0,13.23,57.84,21.32,3.46,3.46,96.89,3.55,3.91,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,38.34,36.66,83.33,21.01

33,08:00-08:15,23,18,70,0,73.37,30,83.33,28.88,30,14.67,0,53.29,26.8708,26.8708,70.6,29.47,15,0,29.46,29.47,36.67,110,111.42,24.22,0,13.23,57.84,21.32,4.27,4.27,96.89,4.39,3.82,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,38.34,36.66,83.33,21.41

34,08:15-08:30,29,21,84,0,89.26,38,83.33,34.72,36,17.85,0,53.29,26.8708,26.8708,70.6,30.8,18,0,30.8,30.8,36.67,110,111.42,24.22,0,13.23,57.84,21.32,5.09,5.09,96.89,5.22,3.82,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,38.34,36.66,83.33,21.81

35,08:30-08:45,36,25,98,0,105.37,45,83.33,40.22,42,21.07,0,53.29,26.8708,26.8708,70.6,31.23,21,0,31.24,31.23,36.67,110,111.42,24.22,0,13.23,57.84,21.32,5.92,5.92,96.89,6.07,3.82,150.67,30.28,17.482,0,96.89,48.44,0,0,8.81,38.34,36.66,83.33,22.41

36,08:45-09:00,43,28,112,0,121.55,52,83.33,45.28,48,24.31,0,53.29,26.8708,26.8708,70.6,31.23,25,0,31.24,31.23,36.67,110,111.42,24.22,0,13.23,57.84,21.32,6.7,6.7,96.89,6.89,3.82,150.67,29.77,17.482,0,96.89,48.44,0,0,8.81,38.34,36.66,83.33,22.81

37,09:00-09:15,53,30,126,0,132.3,59,83.33,57.17,54,26.46,0,53.29,26.8708,26.8708,70.6,31.73,28,0,31.74,31.73,36.67,110,111.42,0,0,13.23,57.84,0,7.42,7.42,0,7.61,3.82,150.67,29.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,18

38,09:15-09:30,58,32,137,0,144.31,64,83.33,62.8,58,28.86,0,53.29,26.8708,26.8708,70.6,31.73,31,0,31.74,31.73,36.67,110,111.42,0,0,13.23,57.84,0,8.12,8.12,0,8.32,3.82,150.67,28.26,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,19

39,09:30-09:45,66,35,147,0,156.33,71,83.33,67.9,63,31.26,0,53.29,26.8708,26.8708,70.6,31.73,34,0,31.74,31.73,36.67,110,111.42,0,0,13.23,57.84,0,9.2,9.2,0,9.44,3.82,150.67,29.27,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,13

40,09:45-10:00,71,37,158,0,168.33,76,83.33,72.9,67,33.67,0,53.29,26.8708,26.8708,70.6,32.07,36,0,32.06,32.07,36.67,110,111.42,0,0,13.23,57.84,0,10.37,10.37,0,10.62,3.82,150.67,29.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,14.4

41,10:00-10:15,73,39,165,0,186.43,81,83.33,76.75,70,37.28,0,53.29,26.8708,26.8708,70.6,32.07,39,0,32.06,32.07,36.67,110,111.42,0,0,13.23,57.84,0,11.35,11.35,0,11.63,3.73,150.67,30.28,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,14.6

42,10:15-10:30,77,40,172,0,197.83,87,83.33,79.32,73,39.56,0,53.29,26.8708,26.8708,70.6,32.07,41,0,32.06,32.07,36.67,110,111.42,0,0,13.23,57.84,0,11.99,11.99,0,12.28,3.73,150.67,29.27,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,15

43,10:30-10:45,80,41,179,0,208.47,90,83.33,82.86,76,41.69,0,53.29,26.8708,26.8708,70.6,32.07,43,0,32.06,32.07,36.67,110,111.42,0,0,13.23,57.84,0,12.64,12.64,0,12.96,3.73,193.78,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,14.8

44,10:45-11:00,83,41,182,0,218.01,91,83.33,79.19,78,43.6,0,53.29,26.8708,26.8708,70.6,32.33,44,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,13.31,13.31,0,13.65,3.73,232.54,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,15

45,11:00-11:15,85,41,186,0,230,91,83.33,74.86,79,46,0,53.29,26.8708,26.8708,70.6,32.33,44,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,13.7,13.7,0,14.05,3.73,273.96,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,17

46,11:15-11:30,85,41,186,0,230,91,83.33,70,79,46,0,53.29,26.8708,26.8708,70.6,32.33,44,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,13.84,13.84,0,14.18,3.73,273.96,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,22.01

47,11:30-11:45,86,42,186,0,230,91,83.33,78.06,79,46,0,53.29,26.8708,26.8708,70.6,32.33,44,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,13.94,13.94,0,14.29,3.73,232.54,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,27.01

48,11:45-12:00,87,42,186,0,230,91,83.33,85.87,79,46,0,53.29,26.8708,26.8708,70.6,32.33,44,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,14.06,14.06,0,14.41,3.73,193.78,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,28.01

49,12:00-12:15,87,42,175,0,216.26,91,83.33,95.33,75,43.25,0,53.29,26.8708,26.8708,70.6,32.33,44,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,14.06,14.06,0,14.41,3.82,193.78,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,28.41

50,12:15-12:30,88,42,175,0,215.5,91,83.33,101.57,75,43.1,0,53.29,26.8708,26.8708,70.6,32.33,44,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,14.09,14.09,0,14.44,3.82,193.78,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,29.22

51,12:30-12:45,88,42,175,0,215.68,91,83.33,97.81,75,43.13,0,53.29,26.8708,26.8708,70.6,32.33,44,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,14.11,14.11,0,14.48,3.82,193.78,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,28.01

52,12:45-13:00,88,42,175,0,216.82,91,83.33,93.53,75,43.36,0,53.29,26.8708,26.8708,70.6,32.33,44,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,14.14,14.14,0,14.49,3.82,193.78,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,29.01

53,13:00-13:15,87,40,168,0,212.05,87,83.33,89.26,72,42.41,0,53.29,26.8708,26.8708,70.6,32.33,41,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,14.09,14.09,0,14.45,3.82,150.67,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,30.02

54,13:15-13:30,87,39,168,0,208.19,87,83.33,84.46,72,41.64,0,53.29,26.8708,26.8708,70.6,32.33,41,0,32.34,32.33,36.67,110,111.42,0,0,13.23,57.84,0,14.05,14.05,0,14.4,3.82,150.67,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,32.42

55,13:30-13:45,82,38,168,0,205.21,84,83.33,97.16,72,41.04,0,53.29,26.8708,26.8708,70.6,32.5,40,0,32.5,32.5,36.67,110,111.42,0,0,13.23,57.84,0,14,14,0,14.35,3.82,150.67,28.77,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,32.22

56,13:45-14:00,82,35,168,0,203.08,83,83.33,92.36,72,40.62,0,53.29,26.8708,26.8708,70.6,32.5,40,0,32.5,32.5,36.67,110,111.42,0,0,13.23,57.84,0,13.88,13.88,0,14.22,3.82,150.67,28.26,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,32.42

57,14:00-14:15,76,30,161,0,195.42,80,83.33,87.3,69,39.08,0,53.29,26.8708,26.8708,70.6,32.5,38,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,13.47,13.47,0,13.82,4.05,193.78,27.26,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,33.02

58,14:15-14:30,75,29,154,0,184.4,78,83.33,82,66,36.88,0,53.29,26.8708,26.8708,70.6,32.5,37,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,11.47,11.47,0,11.76,4.05,193.78,27.26,17.482,0,0,0,0,0,8.81,38.34,36.66,83.33,34.02

59,14:30-14:45,75,29,154,0,171.03,73,83.33,77.18,66,34.2,0,53.29,26.8708,26.8708,70.6,32.5,35,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,11.04,11.04,0,11.32,4.05,193.78,27.26,17.482,0,0,0,0,0,8.81,35,36.66,83.33,30.02

60,14:45-15:00,73,29,147,0,157.65,71,83.33,72.65,63,31.53,0,53.29,26.8708,26.8708,70.6,32.5,34,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,10.61,10.61,0,10.87,4.05,193.78,27.26,17.482,0,0,0,0,0,8.81,35,36.66,83.33,30.62

61,15:00-15:15,65,27,130,0,104.93,64,83.33,69.6,55,20.99,0,53.29,23.4417,23.4417,70.6,32.5,31,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,10.02,10.02,0,10.27,4.48,193.78,27.76,17.482,0,0,0,0,0,8.81,35,36.66,83.33,31.02

62,15:15-15:30,60,26,123,0,97.88,61,83.33,64.18,52,19.58,0,53.29,23.4417,23.4417,70.6,32.5,29,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,9.37,9.37,0,9.6,4.48,193.78,27.76,17.482,0,0,0,0,0,8.81,35,36.66,83.33,32.02

63,15:30-15:45,58,26,119,0,90.84,60,83.33,57.16,51,18.17,0,53.29,26.8708,26.8708,70.6,32.5,28,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,8.67,8.67,0,8.88,4.48,193.78,28.26,17.482,0,0,0,0,0,8.81,35,36.66,83.33,33.62

64,15:45-16:00,53,25,112,0,83.79,54,83.33,50.41,48,16.76,0,53.29,26.8708,26.8708,70.6,32.5,26,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,8.01,8.01,0,8.22,4.48,193.78,28.26,17.482,0,0,0,0,0,8.81,35,36.66,83.33,35.02

65,16:00-16:15,50,23,95,0,73.95,47,83.33,43.73,40,14.79,0,53.29,23.4417,23.4417,70.6,32.5,23,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,7.43,7.43,0,7.62,5.03,193.78,28.26,17.482,0,0,0,0,0,8.81,40.66,36.66,83.33,36.02

66,16:15-16:30,47,21,88,0,64.11,41,83.33,37.38,37,12.82,0,53.29,23.4417,23.4417,70.6,32.5,19,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,6.63,6.63,0,6.78,5.03,193.78,28.77,17.482,0,0,0,0,0,8.81,40.66,36.66,83.33,37.02

67,16:30-16:45,37,14,42,0,54.27,15,83.33,32.78,18,10.85,0,53.29,23.4417,23.4417,70.6,32.5,7,0,32.5,32.5,36.67,110,172.12,0,0,16.01,57.84,0,5.97,5.97,0,6.11,5.03,232.54,28.77,17.482,0,0,0,0,0,8.81,40.66,36.66,83.33,38.81

68,16:45-17:00,33,11,35,0,44.43,15,83.33,24.99,15,8.89,0,53.29,23.4417,23.4417,70.6,33,7,0,23,33,36.67,110,172.12,0,0,16.01,57.84,0,5.14,5.14,0,5.26,5.03,273.96,28.77,17.482,0,0,0,0,0,8.81,40.66,36.66,83.33,38.81

69,17:00-17:15,27,13,21,0,40.42,10,83.33,18.22,9,8.08,0,53.29,23.4417,23.4417,70.6,33,5,0,16,31.63,36.67,110,172.12,24.22,0,16.01,57.84,21.32,4.21,4.21,96.89,4.33,5.59,273.96,28.77,17.482,0,96.89,48.44,0,0,8.81,40.66,36.66,83.33,40.01

70,17:15-17:30,23,11,21,0,36.41,10,83.33,12.53,9,7.28,0,53.29,23.4417,23.4417,70.6,33,5,0,8,25.69,36.67,110,172.12,24.22,0,16.01,57.84,21.32,3.46,3.46,96.89,3.55,5.59,273.96,28.77,17.482,0,96.89,48.44,0,0,8.81,40.66,36.66,83.33,40.01

71,17:30-17:45,18,8.5,21,0,32.4,10,73.33,9.71,9,6.48,0,53.29,23.4417,23.4417,70.6,28.74,5,0,3,20.46,26.67,80,172.12,24.22,0,16.01,57.84,21.32,2.61,2.61,96.89,2.67,5.59,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,33.34,26.66,73.33,40.01

72,17:45-18:00,15,6.5,21,0,28.39,9,73.67,6.68,9,5.68,0,53.29,23.4417,23.4417,70.6,19.43,5,0,0,15.9,26.67,80,172.12,24.22,0,16.01,57.84,21.32,1.93,1.93,96.89,1.98,5.59,273.96,29.27,17.482,0,96.89,48.44,0,0,8.81,33.34,26.66,73.67,40.01

73,18:00-18:15,12,7,21,0,22.26,7,31,5.82,9,4.45,7.05,53.29,26.8708,26.8708,70.6,0,3,0,0,0,26.67,80,172.12,24.22,0,17.85,57.84,21.32,1.47,1.47,96.89,1.51,5.77,273.96,30.28,17.482,0,96.89,48.44,0,0,8.81,11.66,26.66,31,40.01

74,18:15-18:30,8,5,14,0,16.13,3,31,2.56,6,3.22,7.05,53.29,26.8708,26.8708,70.6,0,2,0,0,0,27,81,172.12,24.22,0,17.85,57.84,21.32,1.09,1.09,96.89,1.11,5.77,273.96,30.28,17.482,0,96.89,48.44,0,0,8.81,11.66,27,31,40.01

75,18:30-18:45,6,3,7,0,9.99,1,31.33,0.16,3,2,7.05,53.29,26.8708,26.8708,70.6,0,1,0,0,0,28,84,172.12,24.22,0,17.85,57.84,21.32,0.51,0.51,96.89,0.52,5.77,273.96,30.78,17.482,0,96.89,48.44,0,0,8.81,11.66,28,31.33,40.01

