Block,Time,BRBCL,MAPS,NAPP,NLCIIST1,PARBATI3,RAPPD,RIHAND1,RSTPSU1TO6,SIMHST2,SINGRAULI,UNCHAHAR2,URI2,VALLURNTECL,AURY_LF,AURY_RF,CHAMERA3,JHAJJAR,KGSU1AND2,NLCTS2EXP,RAPPB,SEWA2,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR1,DADRI_CRF,DADRI_RF,BSIUL,DULHASTI,KKNP,NJPC,NNTPP,PARBATI2,RIHAND2,RIHAND3,SALAL,TEHRI,UNCHAHAR4,URI,ANTA_CRF,ANTA_LF,CHAMERA2,KISHANGANGA,KKNPPU2,KOLDAM,KUDGI,RSTPSU7,TALST2,TANAKPUR,AURY_CRF,DADRI_LF,CHAMERA1,DADRT2,FSTPP I & II,KHSTPP-II,SASAN,ANTA_GF,KGSU3AND4,KHSTPP-I,SIMHST1,AURY_GF,KOTESHWR,NLCEXP,NTPL,RAMPUR,RAPPC,DHAULIGNGA,NLCIIST2,TALA,TANDA2,TEHRIPSP,UNCHAHAR3,ANTA_RF,DADRI_GF
55,13:30-13:45,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.87,5.73,0,27.69,48.16,0

56,13:45-14:00,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.64,5.73,0,27.69,48.16,0

57,14:00-14:15,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.75,5.73,0,27.69,47.53,0

58,14:15-14:30,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.34,5.73,0,27.69,47.53,0

59,14:30-14:45,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.46,5.73,0,27.69,47.53,0

60,14:45-15:00,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,28.11,5.73,0,27.69,47.53,0

61,15:00-15:15,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,22.79,5.73,0,27.69,47.53,0

62,15:15-15:30,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,22.64,5.73,0,27.69,47.53,0

63,15:30-15:45,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,22.64,5.73,0,27.69,47.53,0

64,15:45-16:00,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,689.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,22.64,5.73,0,27.69,47.53,0

65,16:00-16:15,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.76,5.73,0,27.69,46.9,0

66,16:15-16:30,24.99,0,24.36,0,32.71,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.76,5.73,0,27.69,46.9,0

67,16:30-16:45,24.99,0,24.36,0,37.91,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.76,5.73,0,27.69,46.27,0

68,16:45-17:00,24.99,0,24.36,0,37.91,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,79.04,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,0,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,23.71,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.76,5.73,0,27.69,46.27,0

69,17:00-17:15,24.99,0,24.36,0,41.62,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,102.75,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,16.5,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,0,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.76,5.73,0,27.69,46.27,0

70,17:15-17:30,24.99,0,24.36,0,41.62,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,102.75,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,33,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,0,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.76,5.73,0,27.69,46.27,0

71,17:30-17:45,24.99,0,24.36,0,49.06,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,49.5,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,0,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.76,5.73,0,27.69,46.27,0

72,17:45-18:00,24.99,0,24.36,0,49.06,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,66,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,11.91,0,0,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.76,5.73,0,27.69,46.27,0

73,18:00-18:15,24.99,0,24.36,0,52.03,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,67.54,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.76,5.73,0,27.69,46.27,0

74,18:15-18:30,24.99,0,24.36,0,52.03,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,67.54,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.76,5.73,0,27.69,46.27,0

75,18:30-18:45,24.99,0,24.36,0,41.62,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,102.75,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,67.54,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,10.14,0,0,5.7,65.42,42.46,0,21.64,5.73,0,27.69,46.27,0

76,18:45-19:00,24.99,0,24.36,0,41.62,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,667.25,0,0,0,18.34,0,0,21.65,0,102.75,13.04,55.38,0,175.79,0,11.25,125.27,130.84,66.23,67.54,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,549.38,20.15,98.87,342,0,0,45.53,0,0,20.29,0,0,5.7,65.42,42.46,0,20.49,5.73,0,27.69,46.27,0

77,19:00-19:15,24.99,0,24.36,0,26.76,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,474.85,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,66.23,67.54,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,548.45,20.15,98.87,342,0,0,45.53,0,0,30.43,0,0,5.7,65.42,42.46,0,20.2,5.73,0,27.69,46.53,0

78,19:15-19:30,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,474.85,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,66.23,67.54,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,20.15,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,20.44,5.73,0,27.69,46.53,0

79,19:30-19:45,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,474.85,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,66.23,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,20.15,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,20.29,5.73,0,27.69,46.9,0

80,19:45-20:00,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,474.85,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,66.23,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,20.15,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,20.29,5.73,0,27.69,46.9,0

81,20:00-20:15,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,474.85,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,83.67,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,20.15,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,20.29,5.73,83.18,27.69,47.53,0

82,20:15-20:30,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,474.85,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,83.67,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,20.15,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,20.29,5.73,83.18,27.69,47.53,0

83,20:30-20:45,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,667.25,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,83.67,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,20.15,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,19.7,5.73,83.18,27.69,47.53,0

84,20:45-21:00,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,667.25,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,83.67,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,20.15,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,19.7,5.73,83.18,27.69,47.53,0

85,21:00-21:15,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,594.65,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,83.67,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,18.76,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,19.7,5.73,83.18,27.69,48.16,0

86,21:15-21:30,24.99,0,24.36,0,41.62,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,474.85,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,83.67,67.85,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,548.45,18.76,98.87,342,0,0,45.53,0,0,40.57,0,0,5.7,65.42,42.46,0,19.7,5.73,83.18,27.69,48.16,0

87,21:30-21:45,24.99,0,24.36,0,26.76,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,33.94,542.49,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,83.67,67.85,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,548.45,18.76,98.87,342,0,0,45.53,0,0,40.57,0,0,5.7,65.42,42.46,0,19.7,5.73,83.18,27.69,48.16,0

88,21:45-22:00,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,610.14,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,83.67,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,18.76,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,19.7,5.73,83.18,27.69,48.16,0

89,22:00-22:15,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,474.85,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,83.67,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,18.76,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,19.99,5.73,83.18,27.69,50.06,0

90,22:15-22:30,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.22,35.69,474.85,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,83.67,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,18.76,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,19.99,5.73,83.18,27.69,50.06,0

91,22:30-22:45,24.99,0,24.36,0,57.98,24.33,98.32,0,0,74.94,45,30.39,0,0,79.74,35.69,474.85,0,0,0,19.49,0,0,21.65,0,102.75,20.46,57.67,0,177.44,0,14.07,125.27,130.84,83.67,67.85,3.22,48.57,0,0,49.59,7.18,0,8.62,0,0,0,9.86,0,0,42.27,548.45,18.76,98.87,342,0,0,45.53,0,0,44.64,0,0,5.84,65.42,44.81,0,20.87,5.73,83.18,27.69,50.06,0

92,22:45-23:00,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,30.39,0,0,79.74,33.94,474.85,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,83.67,66.31,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,548.45,18.76,98.87,342,0,0,45.53,0,0,40.57,0,0,5.7,65.42,42.46,0,20.87,5.73,83.18,27.69,50.06,0

93,23:00-23:15,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,31.17,0,0,79.74,33.94,474.85,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,80.18,66.31,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,548.45,18.76,98.87,342,0,0,45.53,0,0,40.57,0,0,5.7,65.42,42.46,0,20.87,5.73,83.18,27.69,51.33,0

94,23:15-23:30,24.99,0,24.36,0,37.17,24.33,98.32,0,0,74.94,45,31.17,0,0,79.74,33.94,602.93,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,80.18,66.31,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,548.45,18.76,98.87,342,0,0,45.53,0,0,40.57,0,0,5.7,65.42,42.46,0,20.87,5.73,0,27.69,51.33,0

95,23:30-23:45,24.99,0,24.36,0,41.62,24.33,98.32,0,0,74.94,45,31.17,0,0,79.74,33.94,667.25,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,80.18,66.31,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,549.01,18.76,98.87,342,0,0,45.53,0,0,40.57,0,0,5.7,65.42,42.46,0,21.17,5.73,0,27.69,51.33,0

96,23:45-24:00,24.99,0,24.36,0,41.62,24.33,98.32,0,0,74.94,45,31.17,0,0,79.74,33.94,667.25,0,0,0,18.34,0,0,21.65,0,102.75,19.56,55.38,0,175.79,0,11.25,125.27,130.84,80.18,66.31,3.22,48.57,0,0,47.12,6.96,0,8.62,0,0,0,9.86,0,0,42.15,549.38,18.76,98.87,342,0,0,45.53,0,0,40.57,0,0,5.7,65.42,42.46,0,21.17,5.73,0,27.69,51.33,0

