Block,Time,L_NR_2020_02,LT-31,L_NR_2019_11,L_NR_2012_02,SH-07,L_NR_2023_04,SH-06,LT-05,L_NR_2012_07,LT-35,L_NR_2012_01,LT-36,L_NR_2012_04,LT-59,L_NR_2022_08,L_NR_2021_15,L_NR_2022_10,L_NR_2023_10,L_NR_2019_07,L_NR_2021_12,L_NR_2021_13,L_NR_2020_06,L_NR_2019_19,L_NR_2019_05,L_NR_2021_14,L_NR_2020_07,L_NR_2019_06,L_NR_2022_09,L_NR_2021_17,L_NR_2023_07,L_NR_2018_61,L_NR_2020_05,L_NR_2021_16
9,02:00-02:15,11.910000,0.000000,10.780000,261.860000,30.950000,30.760000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,23.29,0,64,0,0,0,0,25.55,0,0,0,25.56,0,64,0,0,7.2,76.66,0

10,02:15-02:30,11.910000,0.000000,10.780000,261.860000,30.950000,30.760000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,23.34,0,64.05,0,0,0,0,25.21,0,0,0,25.21,0,64.05,0,0,7.2,75.62,0

11,02:30-02:45,11.910000,0.000000,10.780000,261.860000,30.950000,30.760000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,23.43,0,64.3,0,0,0,0,25.45,0,0,0,25.44,0,64.3,0,0,7.2,76.34,0

12,02:45-03:00,11.910000,0.000000,10.780000,261.860000,30.950000,30.710000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,23.6,0,64.16,0,0,0,0,25.55,0,0,0,25.56,0,64.16,0,0,7.2,76.66,0

13,03:00-03:15,11.910000,0.000000,10.780000,261.860000,30.950000,29.750000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,23.8,0,64.54,0,0,0,0,25.72,0,0,0,25.72,0,64.54,0,0,7.2,77.16,0

14,03:15-03:30,11.910000,0.000000,10.780000,261.860000,30.950000,29.750000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,27.35,0,64.54,0,0,0,0,30.58,0,0,0,30.57,0,64.54,0,0,7.2,91.74,0

15,03:30-03:45,11.910000,0.000000,10.780000,261.860000,30.950000,29.750000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,27.54,0,64,0,0,0,0,30.58,0,0,0,30.6,0,64,0,0,7.2,91.75,0

16,03:45-04:00,11.910000,0.000000,10.780000,261.860000,30.950000,29.750000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,27.79,0,64,0,0,0,0,30.69,0,0,0,30.71,0,64,0,0,7.2,92.08,0

17,04:00-04:15,11.910000,0.000000,10.780000,261.860000,30.950000,29.750000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,27.95,0,64,0,0,0,0,30.72,0,0,0,30.71,0,64,0,0,7.2,92.15,0

18,04:15-04:30,11.910000,0.000000,10.780000,261.860000,30.950000,29.750000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,28.06,0,64.05,0,0,0,0,30.75,0,0,0,30.74,0,64.05,0,0,7.2,92.25,0

19,04:30-04:45,11.530000,0.000000,10.780000,261.860000,30.950000,29.750000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,28.06,0,64.3,0,0,0,0,30.51,0,0,0,30.5,0,64.3,0,0,7.2,91.52,0

20,04:45-05:00,11.530000,0.000000,10.780000,261.860000,30.950000,29.750000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,28.27,0,64.16,0,0,0,0,30.49,0,0,0,30.5,0,64.16,0,0,7.2,91.47,0

21,05:00-05:15,11.530000,0.000000,10.780000,261.860000,30.950000,29.800000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,30,0,64.54,0,0,0,0,30.48,0,0,0,30.49,0,64.54,0,0,7.2,91.44,0

22,05:15-05:30,11.530000,0.000000,10.780000,261.860000,30.950000,29.800000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,30.03,0,64.54,0,0,0,0,30.44,0,0,0,30.45,0,64.54,0,0,7.2,91.32,0

23,05:30-05:45,11.530000,0.000000,10.780000,261.860000,30.950000,29.800000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,30.1,0,64.54,0,0,0,0,30.5,0,0,0.03,30.49,0,64.54,0,0,7.2,91.5,0

24,05:45-06:00,11.530000,0.000000,10.780000,261.860000,30.950000,29.800000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,30.16,0,64.54,0,0,0.11,0.02,30.69,0.39,0,0.1,30.71,0,64.54,0.33,0,7.2,92.08,0.67

25,06:00-06:15,11.170000,0.000000,10.780000,261.860000,30.950000,29.800000,30.950000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,34,0.02,76.67,0.32,1.48,0.38,0.08,30.72,4.5825,3.6,1.27,30.71,3.6,76.67,1.67,0.76,7.2,92.15,3.33

26,06:15-06:30,11.170000,0.150000,10.780000,261.860000,30.950000,29.800000,30.950000,116.130000,74.200000,0.150000,101.370000,0.150000,272.170000,10.390000,34,0.36,76.67,1.54,3.06,1.63,0.33,34.17,10.803,6.16,3,34.16,6.15,76.67,2.33,3.58,6.4,102.5,4.67

27,06:30-06:45,11.170000,0.460000,10.780000,261.860000,30.950000,29.800000,30.950000,116.130000,74.200000,0.460000,101.370000,0.470000,272.170000,10.390000,34,1.23,76.67,3.6,8.16,5.17,1.03,34.17,17.18925,11.18,4.93,34.16,11.18,76.67,2.67,8.4,6.4,102.5,5.33

28,06:45-07:00,11.170000,0.950000,10.780000,261.860000,30.950000,29.800000,30.950000,116.130000,74.200000,0.950000,101.370000,0.960000,272.170000,10.390000,34,2.64,76.67,6.27,15.3,10.31,2.06,34.17,23.79975,19.47,7.23,34.16,19.47,76.67,2.33,14.64,6.4,102.5,4.67

29,07:00-07:15,11.450000,1.440000,10.780000,261.860000,30.950000,29.800000,30.950000,116.130000,74.200000,1.440000,101.370000,1.470000,272.170000,10.390000,34,4.78,76.67,9.79,22.44,16.72,3.34,34.17,31.48275,27.44,10.33,34.16,27.43,76.67,3.67,22.83,6.4,102.5,7.33

30,07:15-07:30,11.450000,1.990000,10.780000,261.860000,30.950000,29.800000,30.950000,116.130000,74.200000,1.990000,101.370000,2.040000,272.170000,10.390000,34,7.54,76.67,14.06,28.98,24.88,4.97,34.17,40.17975,28.98,14.43,34.16,28.99,76.67,5.67,32.82,6.4,102.5,11.33

31,07:30-07:45,11.450000,2.930000,10.780000,261.860000,30.970000,29.800000,30.970000,116.130000,74.200000,2.930000,101.370000,3.010000,272.170000,10.390000,34,10.87,76.67,18.89,30.17,36.76,7.35,34.17,50.037,30.17,16.1,34.16,30.16,76.67,8,44.07,6.4,102.5,16

32,07:45:08:00,11.450000,3.750000,10.780000,261.860000,30.970000,29.800000,30.970000,116.130000,74.200000,3.750000,101.370000,3.850000,272.170000,10.390000,34,14.73,76.67,24.25,30.33,52.6,10.52,34.17,59.943,30.33,21.6,34.16,30.34,76.67,9.67,56.59,6.4,102.5,19.33

33,08:00-08:15,11.260000,4.770000,10.780000,261.860000,30.970000,29.800000,30.970000,116.130000,74.200000,4.770000,101.370000,4.890000,272.170000,10.390000,34,17.87,76.67,27,31.37,63.53,12.71,34.47,68.84475,31.37,27.43,34.47,31.36,76.67,11.67,63,7.4,103.41,23.33

34,08:15-08:30,11.260000,5.600000,10.780000,261.860000,30.970000,29.750000,30.970000,116.130000,74.200000,5.600000,101.370000,5.740000,272.170000,10.390000,34,21.38,76.67,31.5,31.37,75.55,15.11,35.14,76.83975,31.37,33.37,35.15,31.36,76.67,13.67,73.5,7.4,105.43,27.33

35,08:30-08:45,11.260000,6.520000,10.780000,261.860000,30.970000,29.750000,30.970000,116.130000,74.200000,6.520000,101.370000,6.690000,272.170000,10.390000,34.96,24.44,76.67,36,32.37,90.13,18.03,35.48,85.24425,32.37,39.13,35.49,32.36,76.67,17.66,84,7.4,106.45,35.34

36,08:45:09:00,11.260000,7.440000,10.780000,261.860000,30.970000,30.710000,30.970000,116.130000,74.200000,7.440000,101.370000,7.620000,272.170000,10.390000,35.21,27.59,78.33,40.5,32.37,106.21,21.24,35.73,93.717,32.37,43.33,35.73,32.36,78.33,20.66,94.5,7.4,107.18,41.34

37,09:00:09:15,11.070000,8.210000,10.780000,261.860000,26.130000,30.710000,26.130000,116.130000,74.200000,8.210000,101.370000,8.420000,272.170000,10.390000,35.48,30.03,78.33,45,32.7,140.28,28.05,35.96,101.868,32.7,48.87,35.96,32.7,78.33,23.33,105,7.4,107.89,46.67

38,09:15-09:30,11.070000,8.950000,10.780000,261.860000,26.130000,29.710000,26.130000,116.130000,74.200000,8.950000,101.370000,9.170000,272.170000,10.390000,36.16,32.75,78.33,51,32.7,153.81,30.76,36.19,109.46325,32.7,54.2,36.2,32.7,78.33,26.33,119,7.4,108.58,52.67

39,09:30-09:45,11.070000,9.750000,10.780000,261.860000,26.130000,29.710000,26.130000,94.880000,56.130000,9.750000,101.370000,10.000000,272.170000,10.390000,38.6,35.08,78.33,58.5,32.87,165.3,33.06,37.63,116.24925,32.87,59.2,37.64,32.86,78.33,28,136.5,7.4,112.89,56

40,09:45-10:00,11.070000,10.240000,10.780000,261.860000,26.130000,29.670000,26.130000,66.420000,56.130000,10.240000,101.370000,10.500000,272.170000,10.390000,38.6,37.34,78.33,63,32.87,176.79,35.36,37.63,121.76775,32.87,63.57,37.65,32.86,78.33,30,147,7.4,112.9,60

41,10:00-10:15,10.940000,10.860000,10.780000,261.860000,26.130000,29.670000,26.130000,66.420000,56.130000,10.860000,101.370000,11.140000,272.170000,10.430000,38.61,39.03,78.33,67.5,32.87,188.28,37.66,37.63,125.88225,32.87,67.77,37.64,32.86,78.33,32.33,157.5,7.4,112.89,64.67

42,10:15-10:30,10.940000,11.330000,10.780000,261.860000,26.130000,29.670000,26.130000,66.420000,56.130000,11.330000,101.370000,11.610000,272.170000,10.430000,38.65,40.78,78.33,70.5,32.87,199.78,39.95,37.81,129.23625,32.87,71.83,37.81,32.86,78.33,34.66,164.5,7.4,113.43,69.34

43,10:30-10:45,10.940000,11.680000,10.780000,261.860000,26.130000,29.670000,26.130000,66.420000,41.110000,11.680000,101.370000,11.970000,272.170000,10.430000,38.65,41.5,78.33,73.5,32.87,208.38,41.68,37.83,132.249,32.87,74.33,37.82,32.86,78.33,37.66,171.5,7.4,113.47,75.34

44,10:45-11:00,10.940000,12.140000,10.780000,261.860000,26.130000,29.670000,26.130000,66.420000,41.110000,12.140000,101.370000,12.430000,272.170000,10.430000,38.34,43.36,78.33,76.5,33,217,43.4,38.1,134.71575,33,77.33,38.1,33,78.33,39.66,178.5,16.06,114.29,79.34

45,11:00-11:15,10.790000,12.460000,10.780000,261.860000,26.130000,29.670000,26.130000,66.420000,41.110000,12.460000,101.370000,12.780000,272.170000,10.430000,40.13,44,80,78,33,228.8,45.76,40.67,135.7395,33,80,40.66,33,80,39,182,15.66,122,78

46,11:15-11:30,10.790000,12.700000,10.780000,261.860000,26.130000,29.670000,26.130000,66.420000,41.110000,12.700000,101.370000,13.020000,272.170000,10.430000,40.24,44.5,80,78,33,228.8,45.76,40.67,134.16975,33,81,40.66,33,80,38.66,182,15.14,122,77.34

47,11:30-11:45,10.790000,12.830000,10.780000,201.640000,26.130000,29.670000,26.130000,66.420000,41.110000,12.830000,101.370000,13.140000,272.170000,10.430000,40.23,45.5,80,78,33,228.8,45.76,40.67,132.02475,33,82.03,40.66,33,80,38.33,182,14.66,122,76.67

48,11:45-12:00,10.790000,12.830000,10.780000,201.640000,26.130000,27.730000,26.130000,66.420000,41.110000,12.830000,101.370000,13.140000,272.170000,10.430000,40.33,45.5,80,78,33,228.8,45.76,40.67,130.54275,33,82.2,40.66,33,80,38.33,182,14.54,122,76.67

49,12:00-12:15,10.790000,12.830000,10.780000,201.640000,26.130000,27.730000,26.130000,66.420000,41.110000,12.830000,101.370000,13.140000,272.170000,10.430000,40.14,45.5,80,78,33,228.8,45.76,40.67,132.68775,33,82.53,40.66,33,80,38.33,182,14.14,122,76.67

50,12:15-12:30,10.790000,12.830000,10.780000,201.640000,26.130000,27.730000,26.130000,66.420000,41.110000,12.830000,101.370000,13.140000,272.170000,10.430000,40.05,45.5,80,78,33,228.8,45.76,40.67,134.316,33,84.3,40.66,33,80,38.33,182,13.66,122,76.67

51,12:30-12:45,10.790000,13.600000,10.780000,201.640000,26.130000,27.730000,26.130000,66.420000,41.110000,13.600000,101.370000,13.940000,272.170000,10.430000,40.11,45.5,80,78,33,228.8,45.76,40.67,134.91075,33,84,40.66,33,80,38.33,182,13.26,122,76.67

52,12:45-13:00,10.790000,13.600000,10.780000,201.640000,26.130000,27.730000,26.130000,66.420000,41.110000,13.600000,101.370000,13.940000,272.170000,10.430000,40.18,45.5,80,78,33,228.8,45.76,40.67,135.32025,33,84.33,40.66,33,80,38.66,182,13.26,122,77.34

53,13:00-13:15,10.650000,13.600000,10.780000,201.640000,26.130000,27.730000,26.130000,66.420000,41.110000,13.600000,101.370000,13.940000,272.170000,10.430000,40.18,45.5,80,78,33,228.8,45.76,40.67,134.44275,33,83.97,40.66,33,80,38.66,182,13.06,122,77.34

54,13:15-13:30,10.650000,13.540000,10.780000,201.640000,26.130000,27.730000,26.130000,66.420000,41.110000,13.540000,101.370000,13.890000,272.170000,10.430000,40.16,45.5,80,78,33,228.8,45.76,40.67,132.249,33,83.63,40.66,33,80,39,182,13.28,122,78

55,13:30-13:45,10.650000,13.340000,10.780000,201.640000,26.130000,27.730000,26.130000,66.420000,41.110000,13.340000,101.370000,13.680000,272.170000,10.430000,40.04,44.5,80,78,33,228.8,45.76,40.67,121.875,33,83.2,40.66,33,80,39.33,182,13.92,122,78.67

56,13:45-14:00,10.650000,13.010000,10.780000,201.640000,26.130000,27.730000,26.130000,66.420000,41.110000,13.010000,101.370000,13.330000,272.170000,10.430000,40.32,44,80,76.5,33,228.8,45.76,40.67,118.10175,33,81.97,40.66,33,80,36,178.5,14.21,122,72

57,14:00-14:15,10.650000,12.840000,10.780000,261.860000,26.130000,29.670000,26.130000,66.420000,41.110000,12.840000,101.370000,13.160000,272.170000,10.430000,40.26,43,80,75,33,228.8,45.76,40.67,113.34375,33,86.21,40.66,33,80,35,175,17.08,122,70

58,14:15-14:30,10.650000,12.270000,10.780000,261.860000,26.130000,25.800000,26.130000,66.420000,41.110000,12.270000,101.370000,12.580000,272.170000,10.430000,40.01,42.5,80,73.5,33,228.8,45.76,40.67,108.7905,33,84.59,40.66,33,80,33.66,171.5,17.84,122,67.34

59,14:30-14:45,10.650000,12.030000,10.780000,261.860000,26.130000,25.800000,26.130000,94.880000,41.110000,12.030000,101.370000,12.330000,272.170000,10.430000,40.01,41.26,80,70.5,33,228.8,45.76,40.67,102.9015,33,82.33,40.66,33,80,32.66,164.5,18.52,122,65.34

60,14:45-15:00,10.650000,11.580000,10.780000,261.860000,26.130000,25.800000,26.130000,116.130000,65.300000,11.580000,101.370000,11.870000,272.170000,10.430000,40.08,39.34,80,67.5,33,225.82,45.16,40.67,93.88275,33,78.93,40.66,33,80,31.66,157.5,18.71,122,63.34

61,15:00-15:15,10.840000,11.250000,10.780000,261.860000,26.130000,25.800000,26.130000,116.130000,74.200000,11.250000,101.370000,11.530000,272.170000,10.430000,40.06,38.01,80,64.5,33,215.54,43.11,40.67,86.229,33,75.26,40.66,33,80,29,150.5,17.84,122,58

62,15:15-15:30,10.840000,10.670000,10.780000,261.860000,26.130000,25.800000,26.130000,116.130000,74.200000,10.670000,101.370000,10.930000,272.170000,10.430000,35,36.59,80,61.5,33,205.26,41.05,39.17,80.3985,33,71.27,39.16,33,80,27.33,143.5,16.38,117.5,54.67

63,15:30-15:45,10.840000,10.090000,10.780000,261.860000,26.130000,25.800000,26.130000,116.130000,74.200000,10.090000,101.370000,10.340000,272.170000,10.430000,35,34.31,80,58.5,33,202.04,40.41,39.17,72.54,33,67.03,39.16,33,80,24.66,136.5,20.48,117.5,49.34

64,15:45-16:00,10.840000,9.480000,10.780000,261.860000,26.130000,25.800000,26.130000,116.130000,74.200000,9.480000,101.370000,9.720000,272.170000,10.430000,35,31.77,80,54,33,188.53,37.71,39.17,63.28725,33,62.47,39.16,33,80,23,126,20.26,117.5,46

65,16:00-16:15,11.260000,8.750000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,8.750000,101.370000,8.970000,272.170000,10.430000,35,28.82,80,49.5,33,175.03,35.01,39.17,55.64325,33,56.99,39.16,33,80,21.33,115.5,20.01,117.5,42.67

66,16:15-16:30,11.260000,7.930000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,7.930000,101.370000,8.120000,272.170000,10.430000,35,26.68,80,45,33,161.53,32.31,39.17,49.1595,33,51.9,39.16,33,80,19,105,20.08,117.5,38

67,16:30-16:45,11.260000,6.990000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,6.990000,101.370000,7.170000,272.170000,9.970000,35,23.25,80,40.5,28.96,146.06,29.21,39.17,42.4905,28.96,46.29,39.16,28.95,80,18.66,94.5,20.6,117.5,37.34

68,16:45-17:00,11.260000,6.120000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,6.120000,101.370000,6.270000,272.170000,10.350000,35,20.68,80,36,22.99,130.58,26.12,39.17,35.88975,22.99,40,39.16,22.99,80,18.33,84,21.14,117.5,36.67

69,17:00-17:15,11.450000,5.360000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,5.360000,101.370000,5.490000,272.170000,10.350000,35,19.41,80,31.5,19.03,115.11,23.02,39.17,29.35725,19.03,33.78,39.16,19.02,80,18,73.5,13.82,117.5,36

70,17:15-17:30,11.450000,4.410000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,4.410000,101.370000,4.520000,272.170000,10.350000,35,17,80,27,15.3,99.63,19.93,39.17,22.86375,16.64,28.02,39.16,16.64,80,17.33,63,14.2,117.5,34.67

71,17:30-17:45,11.450000,3.560000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,3.560000,101.370000,3.650000,272.170000,10.350000,35,15,80,22.5,8.92,84.31,16.86,39.17,16.99425,11.67,22.19,39.16,11.67,80,17,52.5,14.58,117.5,34

72,17:45-18:00,11.450000,2.630000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,2.630000,101.370000,2.690000,272.170000,10.350000,35,11,80,18,2.75,68.98,13.79,39.17,12.08025,8.64,16.78,39.16,9.72,80,14.33,42,14.81,117.5,28.67

73,18:00-18:15,11.910000,1.920000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,1.920000,101.370000,1.970000,272.170000,10.390000,34,8.33,80,13.5,0,53.64,10.73,39.17,8.14125,0,11.77,39.16,0,80,11,31.5,7.2,117.5,22

74,18:15-18:30,11.910000,1.360000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,1.360000,101.370000,1.390000,272.170000,10.390000,34,5.69,80,9,0,38.31,7.66,39.17,4.04625,0,7.56,39.16,0,80,7.33,21,7.2,117.5,14.67

75,18:30-18:45,11.910000,0.770000,10.780000,261.860000,26.130000,29.670000,26.130000,116.130000,74.200000,0.770000,101.370000,0.790000,272.170000,10.390000,34,3.58,80,6,0,21.54,4.31,39.17,1.58925,0,3.25,39.16,0,80,5.33,14,7.2,117.5,10.67

76,18:45-19:00,11.910000,0.330000,10.780000,261.860000,26.130000,28.660000,26.130000,116.130000,74.200000,0.330000,101.370000,0.340000,272.170000,10.390000,34,2,80,3,0,9.58,1.91,39.17,0.47775,0,0.35,39.16,0,80,4.33,7,7.2,117.5,8.67

77,19:00-19:15,11.910000,0.120000,10.780000,261.860000,26.130000,28.660000,26.130000,116.130000,74.200000,0.120000,101.370000,0.120000,272.170000,10.390000,34,0.87,80,0.54,0,2.4,0.48,39.17,0,0,0.04,39.16,0,80,3,1.27,7.2,117.5,6

78,19:15-19:30,11.910000,0.000000,10.780000,261.860000,26.130000,28.660000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,34,0.19,80,0,0,0,0,39.17,0,0,0,39.16,0,80,1.67,0,7.2,117.5,3.33

79,19:30-19:45,11.910000,0.000000,10.780000,261.860000,26.130000,28.660000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,34,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0.33,0,7.2,117.5,0.67

80,19:45-20:00,11.910000,0.000000,10.780000,261.860000,26.130000,28.660000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,34,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

81,20:00-20:15,11.910000,0.000000,10.780000,261.860000,26.130000,28.700000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

82,20:15-20:30,11.910000,0.000000,10.780000,261.860000,26.130000,28.700000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

83,20:30-20:45,11.910000,0.000000,10.780000,261.860000,26.130000,28.700000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

84,20:45-21:00,11.910000,0.000000,10.780000,261.860000,26.130000,28.700000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

85,21:00-21:15,11.910000,0.000000,10.780000,261.860000,26.130000,29.710000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

86,21:15-21:30,11.910000,0.000000,10.780000,261.860000,26.130000,29.710000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

87,21:30-21:45,11.910000,0.000000,10.780000,261.860000,26.130000,29.710000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

88,21:45-22:00,11.910000,0.000000,10.780000,261.860000,26.130000,29.800000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.390000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

89,22:00-22:15,11.910000,0.000000,10.780000,261.860000,26.130000,30.760000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.350000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

90,22:15-22:30,11.910000,0.000000,10.780000,261.860000,26.130000,30.760000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.350000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

91,22:30-22:45,11.910000,0.000000,10.780000,261.860000,26.130000,30.760000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.350000,33.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

92,22:45-23:00,11.910000,0.000000,10.780000,261.860000,26.130000,30.760000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.350000,28.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

93,23:00-23:15,11.910000,0.000000,10.780000,261.860000,26.130000,30.760000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.350000,28.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

94,23:15-23:30,11.910000,0.000000,10.780000,261.860000,26.130000,30.760000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.350000,28.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

95,23:30-23:45,11.910000,0.000000,10.780000,261.860000,26.130000,30.760000,26.130000,116.130000,74.200000,0.000000,101.370000,0.000000,272.170000,10.350000,28.33,0,80,0,0,0,0,39.17,0,0,0,39.16,0,80,0,0,7.2,117.5,0

