Block,Time Block,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,JHAJJAR,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,TALST2,TALA,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,URI,UNCHAHAR2,UNCHAHAR1,TelanganaSTPP,FSTPP I & II,DULHASTI,DHAULIGNGA,TEHRI,TANDA2,TANAKPUR,RSTPSU1TO6,SASAN,RSTPSU7,SALAL,SEWA2,SIMHST1,BRBCL,CHAMERA1,BSIUL,DADRT2,CHAMERA3,CHAMERA2,MAPS,KOTESHWR,KGSU1AND2,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-II,KKNP,KUDGI,RAPPC,RIHAND3,RAPPB,RIHAND2,RIHAND1,KHSTPP-I,KGSU3AND4,RAMPUR,NTPL,PARBATI3,AURY_RF,AURY_LF,DADRI_GF,DADRI_LF,AURY_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,40.01,0,0,22.58,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,0,0,0,6.18,0,393.99,0,24.69,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,40.01,0,0,22.58,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,8.8,0,0,6.18,0,393.99,0,24.69,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,40.01,0,0,22.58,0,0,0,0,0,0,0,0,236.97,0,0,86.51,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,8.8,0,0,6.18,0,393.99,0,24.69,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,40.01,0,0,22.58,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,8.8,14.41,0,7.42,0,393.99,0,20.19,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,40.01,0,0,22.58,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,8.8,30.06,0,7.42,0,393.99,0,20.19,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,40.01,0,0,22.58,0,0,0,0,0,0,0,0,236.97,0,0,117.63,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,8.8,45.08,0,7.42,0,393.99,0,20.19,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,105.39,0,0,50.23,120.03,0,103.62,76.05,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,40.01,0,0,40.23,0,0,0,0,0,0,0,0,236.97,0,0,133.03,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,31.82,8.8,45.08,0,7.42,0,404.32,0,20.19,0,0,19.31,0,0,181.38,0,2.32,0,8.56,0,0,0,0,125.16,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,40.01,0,0,67.75,0,0,0,0,0,0,0,0,236.97,0,0,133.03,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,47.72,8.8,60.09,0,7.42,0,404.32,0,20.19,0,0,19.31,11.44,1.06,181.38,0,2.32,0,8.56,0,0,0,0,140.82,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,40.01,0,0,90.33,0,0,0,0,0,0,0,0,236.97,0,0,133.03,0,0,0,0,4.41,0,1.6,30.68,14.97,0,13.52,47.72,17.6,60.09,0,7.42,0,404.32,0,20.19,0,0,19.31,26.23,6.3,181.38,9.35,3.86,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,40.01,0,0,111.55,0,0,0,0,0,0,0,0,232.69,0,0,133.03,0,0,0,0,4.41,0,1.6,28.97,13.82,0,15.53,47.72,26.53,60.09,0,7.42,0,404.32,0,20.19,5.09,0,19.31,40.7,6.3,181.38,18.69,7.72,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,40.01,0,0,135.5,0,0,0,0,0,0,0,0,317.65,0,0,133.03,0,0,0,0,4.41,0,1.6,23.33,11.6,0,15.53,47.72,36.35,60.09,0,7.42,0,404.32,0,20.19,10.18,0,19.31,40.7,18.89,181.38,28.06,38.15,0,9.52,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,40.01,0,0,135.5,0,0,0,0,0,0,0,0,317.65,0,0,133.03,0,0,0,0,4.41,0,1.6,26.69,13.18,0,17.58,47.72,36.35,60.09,0,7.42,0,404.32,0,20.19,10.18,0,19.31,40.7,18.89,181.38,28.06,38.15,0,9.52,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,40.01,0,0,135.5,0,0,0,0,0,0,0,0,317.65,0,0,133.03,0,0,0,0,4.41,0,1.6,28.97,13.82,0,17.58,47.72,36.35,60.09,0,11.5,0,404.32,0,20.19,10.18,0,19.31,40.7,18.89,181.38,28.06,38.15,0,9.52,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,40.01,0,0,135.5,0,0,0,0,0,0,0,0,317.65,0,0,133.03,0,0,0,0,4.41,0,1.6,28.97,13.82,0,17.58,47.72,36.35,60.09,0,11.5,0,404.32,0,25.81,10.18,0,19.31,40.7,18.89,181.38,28.06,38.15,0,9.52,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,40.01,0,0,135.5,0,0,0,0,0,0,0,0,317.65,0,0,133.03,0,0,0,0,4.41,0,2.66,28.97,13.82,0,17.58,47.72,36.35,60.09,0,7.42,0,404.32,0,76.64,10.18,0,19.31,40.7,18.89,181.38,28.06,38.15,0,9.52,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,40.01,0,0,135.5,0,0,0,0,0,0,0,0,233.65,0,0,133.03,0,0,0,0,18.18,0,37.84,29.94,14.78,0,17.58,47.72,36.35,60.09,0,7.42,0,404.32,0,76.64,10.18,0,19.31,40.7,18.89,182.07,28.06,38.15,0,9.52,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,6.14,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,40.01,0,0,135.5,0,0,0,0,0,0,0,0,233.65,0,0,133.03,0,0,0,0,18.18,0,37.84,24.29,12.04,0,17.58,47.72,36.35,60.09,0,7.42,0,404.32,0,76.64,10.18,0,19.31,40.7,18.89,182.07,28.06,38.15,0,9.52,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,40.01,0,0,112.92,0,0,0,0,0,0,0,0,253.93,0,0,133.03,0,0,0,0,18.18,0,2.66,27.93,13.22,0,16.01,47.72,26.53,60.09,0,7.42,0,404.32,0,25.81,5.09,0,19.31,40.7,6.3,182.07,18.69,25.43,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,40.01,0,0,90.33,0,0,0,0,0,0,0,0,253.93,0,0,133.03,0,0,0,0,18.18,0,1.6,27.93,13.22,0,15.56,47.72,17.6,60.09,0,7.42,0,404.32,0,12.34,0,0,19.31,26.23,1.06,182.07,9.35,11.59,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,40.01,0,0,90.33,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,18.18,0,1.6,35.29,17.11,0,15.56,31.82,8.8,60.09,0,7.42,0,404.32,0,2.25,0,0,19.31,11.44,0,216.91,9.35,11.59,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,40.01,0,0,90.33,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,18.18,0,1.6,35.29,17.11,0,15.56,31.82,8.8,45.08,0,7.42,0,404.32,0,2.25,0,0,19.31,0,0,216.91,9.35,11.59,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,40.01,0,0,90.33,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,1.6,35.29,17.11,0,15.56,31.82,8.8,45.08,0,7.42,0,404.32,0,2.25,0,0,19.31,0,0,216.91,9.35,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,40.01,0,0,67.75,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,1.6,35.29,17.11,0,15.56,31.82,8.8,45.08,0,7.42,0,404.32,0,2.25,0,0,19.31,0,0,216.91,9.35,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,40.01,0,0,67.75,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,1.6,35.29,17.11,0,15.56,31.82,8.8,45.08,0,7.42,0,404.32,0,2.25,0,0,19.31,0,0,216.91,9.35,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,40.01,0,0,67.75,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,2.66,35.29,17.11,0,15.56,31.82,8.8,34.8,0,7.42,0,404.32,0,2.25,0,0,19.31,0,0,245.87,9.35,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,40.01,0,0,45.17,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,37.84,35.29,17.11,0,15.56,31.82,8.8,29.2,0,6.18,0,404.32,0,2.25,0,0,19.31,0,0,245.87,9.35,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,40.01,0,0,41.32,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,37.84,35.29,17.11,0,15.56,31.82,8.8,28.84,0,6.18,0,404.32,0,2.25,0,0,19.31,0,0,245.87,9.35,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,40.01,0,0,22.85,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,2.66,35.29,17.11,0,15.56,31.82,8.8,28.84,0,6.18,0,404.32,0,2.25,0,0,19.31,0,0,245.87,9.35,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,40.01,0,0,22.58,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,1.6,35.29,17.11,0,15.56,31.82,8.8,14.41,0,6.18,0,404.32,0,2.25,0,0,19.31,0,0,245.87,9.35,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,40.01,0,0,20.11,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,1.6,35.29,17.11,0,15.56,31.82,8.8,0,0,6.18,0,404.32,0,2.25,0,0,19.31,0,0,210.63,0,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,40.01,0,0,0,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,1.6,35.29,17.11,0,15.56,31.82,8.8,0,0,6.18,0,404.32,0,2.25,0,0,19.31,0,0,209.11,0,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,40.01,0,0,0,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,1.6,35.29,17.11,0,15.56,15.91,8.8,0,0,6.18,0,404.32,0,2.25,0,0,19.31,0,0,209.11,0,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,40.01,0,0,0,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,1.6,35.29,17.11,0,15.56,15.91,8.8,0,0,6.18,0,404.32,0,2.25,0,0,19.31,0,0,209.11,0,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,40.01,0,0,0,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,1.6,35.29,17.11,0,15.56,15.91,8.8,0,0,4.95,0,404.32,0,2.25,0,0,19.31,0,0,209.11,0,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,40.01,0,0,0,0,0,0,0,0,0,0,0,258.21,0,0,133.03,0,0,0,0,4.41,0,1.6,35.29,17.11,0,15.56,15.91,8.8,0,0,4.95,0,404.32,0,2.25,0,0,17.72,0,0,209.11,0,2.32,0,8.56,0,0,0,0,143.18,0,0,50.23,120.03,0,114.66,88.83,30.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

