Column1,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2024/10/15/7089,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5428,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/9061,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/3646,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/11/01/5444,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/9042,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2024/11/01/4503,GNA/NR/2024/11/01/5474,NR/01102023/31052040/LT-31,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,GNA/WR/2024/11/01/4200
9,02:00-02:15,149.4,0,0,25.94,70.04,57.35,0,1.76,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,169.7,1.39,0,8.65,190.26,0,22.61,0,0,6.66,13.66,0,13.67,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

10,02:15-02:30,149.4,0,0,25.94,70.04,57.35,0,1.76,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,169.7,1.39,0,8.65,190.26,0,22.61,0,0,6.66,13.66,0,13.67,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

11,02:30-02:45,149.4,0,0,25.94,70.04,57.35,0,1.76,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,121.66,1.39,0,8.65,190.26,0,22.61,0,0,6.66,13.66,0,13.67,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

12,02:45-03:00,149.4,0,0,25.94,70.04,57.35,0,1.76,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,110.48,1.39,0,8.65,190.26,0,22.61,0,0,6.66,13.34,0,13.33,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

13,03:00-03:15,149.4,0,0,25.94,70.04,57.35,0,1.76,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,110.48,1.39,0,8.65,190.26,0,22.61,0,0,6.66,13.34,0,13.33,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

14,03:15-03:30,149.4,0,0,25.94,70.04,57.35,0,1.76,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,139.3,1.39,0,8.65,190.26,0,22.01,0,0,6.66,13,0,13,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

15,03:30-03:45,149.4,0,0,25.94,70.04,57.35,0,1.76,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,139.3,1.39,0,8.65,190.26,0,21.81,0,0,6.66,16.66,0,16.67,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

16,03:45-04:00,149.4,0,0,25.94,70.04,57.35,0,1.76,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,158.52,1.39,0,8.65,190.26,0,21.61,0,0,6.66,16.66,0,16.67,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

17,04:00-04:15,149.4,0,0,25.94,70.04,57.35,0,1.68,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,170.66,1.39,0,8.65,190.26,0,21.41,0,0,6.66,16.66,0,16.67,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

18,04:15-04:30,149.4,0,0,25.94,70.04,57.35,0,1.68,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,170.66,1.39,0,8.65,190.26,0,21.21,0,0,6.66,16.66,0,16.67,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

19,04:30-04:45,149.4,0,0,25.94,70.04,57.35,0,1.68,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,170.66,1.39,0,8.65,190.26,0,16.01,0,0,6.66,15.66,0,15.67,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

20,04:45-05:00,149.4,0,0,25.94,70.04,57.35,0,1.68,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,170.66,1.39,0,8.65,190.26,0,16.01,0,0,6.66,15,0,15,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

21,05:00-05:15,149.4,0,0,25.94,70.04,57.35,0,1.68,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,170.66,1.32,0,8.65,190.26,0,16.01,0,0,6.66,14.34,0,14.33,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

22,05:15-05:30,149.4,0,0,25.94,70.04,57.35,0,1.68,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,170.66,1.32,0,8.65,190.26,0,15.81,0,0,6.66,13.34,0,13.33,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

23,05:30-05:45,149.4,0,0,25.94,70.04,57.35,0,1.68,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,170.66,1.32,0,8.65,190.26,0,15.81,0,0,6.66,13.34,0,13.33,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

24,05:45-06:00,149.4,0,0,25.94,70.04,57.35,0,1.68,25.94,1.89,52.84,2.75,63.42,0,25.94,8.65,17.29,27.75,170.66,1.32,0,8.65,190.26,0,15.81,0,0,6.66,13.34,0,13.33,0,6.66,0,0,0,0,6.67,20,0,0,0,0,0

25,06:00-06:15,192.14,0,0,25.94,70.04,57.35,0,1.68,25.94,1.84,52.84,2.66,0,0,25.94,8.65,17.29,27.75,199.48,1.16,0,8.65,0,0,16.01,0.9,0,6.66,13.34,0,13.33,0,6.66,2.26,4,0,0,6.67,20,0,0,0,0,0

26,06:15-06:30,230.57,0,0,25.94,70.04,57.35,0,1.68,25.94,1.84,52.84,2.66,0,0,25.94,8.65,17.29,27.75,170.66,1.16,0,8.65,0,0,16.01,1.46,0,6.66,13.34,0,13.33,0,6.66,7.93,8,0,0,6.67,20,0,0,0,0,0

27,06:30-06:45,271.64,0,0.1,25.94,70.04,57.35,0,1.68,25.94,1.84,52.84,2.66,0,0.1,25.94,8.65,17.29,27.26,218.69,1.16,0,8.65,0,0.1,16.41,2.97,0,6.66,13.34,0,13.33,0,6.66,18.13,13,0,0,6.67,20,0,0.01,0,0,0

28,06:45-07:00,271.64,0,0.21,25.94,70.04,57.35,0,1.68,25.94,1.84,52.84,2.66,0,0.2,25.94,8.65,17.29,27.26,226.32,1.16,0,8.65,0,0.2,16.41,9.49,0,6.66,13.34,0,13.33,0,6.66,26.03,20,0,0,6.67,20,0.04,0.19,0,1.95,0

29,07:00-07:15,271.64,0,0.5,25.94,70.04,57.35,0,1.6,25.94,1.84,52.84,2.66,0,0.48,25.94,8.65,24.98,27.26,226.32,1.16,0,8.65,0,0.48,16.41,19.09,0,6.66,13.34,2,13.33,0,6.66,31.61,28,1,1,6.67,20,0.21,1.03,1,8.56,0

30,07:15-07:30,271.64,0,0.85,25.94,70.04,57.35,0,1.6,25.94,1.84,52.84,2.66,0,0.82,25.94,8.65,24.98,27.75,226.32,1.16,0,8.65,0,0.82,16.41,29.77,1,6.66,13.34,5,13.33,1,6.66,29.76,29.77,2,4,6.67,20,1.02,5.12,2,16.03,0

31,07:30-07:45,271.64,0,1.2,33.62,70.04,57.35,0,1.6,34.59,1.84,52.84,2.66,0,1.17,33.62,8.65,24.98,27.75,226.32,1.16,0,8.65,0,1.17,16.41,31.83,3,6.66,13.34,7,13.33,3,6.66,31.84,31.83,5,7,6.67,20,2.66,13.32,5,22.96,0

32,07:45-08:00,271.64,0,1.61,33.62,70.04,57.35,0,1.6,34.59,1.84,52.84,2.66,0,1.58,33.62,8.65,24.98,27.75,226.32,1.16,0,8.65,0,1.58,16.41,32.67,6,6.66,13.34,11,13.33,4,6.66,32.66,32.67,7,14,6.67,20,5.06,25.31,8,30.76,0

33,08:00-08:15,271.64,0,2.2,33.62,70.04,57.35,0,1.6,34.59,1.84,52.84,2.66,0,2.14,33.62,8.65,24.98,0,226.32,1.16,0,8.65,0,2.14,15.81,33,9,6.66,13.34,19,13.33,5,6.66,33,33,8,21,6.67,20,8.06,40.33,10,38.75,0

34,08:15-08:30,271.64,0,2.82,33.62,70.04,57.35,0,1.6,34.59,1.84,52.84,2.66,0,2.74,33.62,8.65,24.98,0,226.32,1.16,0,8.65,0,2.74,15.81,33,13,6.66,13.34,27,13.33,7,6.66,33,33,12,32,6.67,20,11.73,58.65,15,46.46,0

35,08:30-08:45,271.64,0,3.5,33.62,70.04,57.35,0,1.6,34.59,1.84,52.84,2.66,0,3.42,33.62,8.65,24.98,0,178.29,1.16,0,8.65,0,3.42,15.41,33,18,9.17,18.34,35,18.33,13,6.66,33,33,16,42,9.17,27.49,15.53,77.63,27,54.81,0

36,08:45-09:00,271.64,0,4.27,33.62,70.04,57.35,0,1.6,34.59,1.84,52.84,2.66,0,4.16,33.62,8.65,24.98,0,170.66,1.16,0,8.65,0,4.16,15.21,33,24,8.83,17.66,42,17.67,17,6.66,33,33,20,56,8.83,26.51,19.05,95.27,33,63.04,0

37,09:00-09:15,271.64,0,5.3,28.82,70.04,57.35,0,1.53,28.82,1.84,52.84,2.66,0,5.18,28.82,8.65,24.98,0,170.66,1.16,0,8.65,0,5.18,14.61,33,37,8.33,16.66,48,16.67,20,6.66,33,33,24,88,8.33,25.01,23.51,117.54,40,63.34,0

38,09:15-09:30,271.64,0,6.59,28.82,70.04,57.35,0,1.53,28.82,1.84,52.84,2.66,0,6.44,28.82,8.65,24.98,0,170.66,1.16,0,8.65,0,6.44,14.41,33,43,8,16.66,55,16.67,23,6.66,33,33,27,102,8,24,27.52,137.61,47,71.24,0

39,09:30-09:45,249.78,0,7.88,28.82,70.04,57.35,0,1.53,28.82,1.84,52.84,2.66,0,7.69,28.82,8.65,24.98,0,170.66,1.16,0,8.65,0,7.69,14.61,33,49,7.5,16,62,16,27,6.66,33,33,30,116,7.5,22.5,31.2,156,53,78.99,0

40,09:45-10:00,249.78,0,9.06,28.82,70.04,57.35,0,1.53,28.82,1.84,52.84,2.66,0,8.84,28.82,8.65,24.98,0,170.66,1.16,0,8.65,0,8.84,14.81,33,55,7.17,15,67,15,30,6.66,33,33,32,130,7.17,21.49,34.85,174.26,60,86.69,0

41,10:00-10:15,249.78,0,9.97,28.82,70.04,57.35,0,1.53,33.62,1.89,52.84,2.66,0,9.73,28.82,8.65,24.98,0,170.66,1.16,0,8.65,0,9.73,18.01,33,61,6.67,14.34,73,14.33,33,6.66,33,33,34,144,6.67,19.99,38.33,191.66,67,93.76,0

42,10:15-10:30,249.78,0,10.64,28.82,70.04,57.35,0,1.53,33.62,1.89,52.84,2.66,0,10.38,28.82,8.65,24.98,0,170.66,1.16,0,8.65,0,10.38,18.01,33,66,6.67,13.34,78,13.33,35,6.66,33,33,36,154,6.67,19.99,41.13,205.67,70,99.85,0

43,10:30-10:45,249.78,0,11.23,28.82,70.04,57.35,0,1.68,33.62,1.89,52.84,2.66,0,10.95,28.82,8.65,24.98,0,170.66,1.32,0,8.65,0,10.95,18.01,33,69,6.67,12.66,82,12.67,38,6.66,33,33,37,161,6.67,19.99,44,220.02,75,102.35,0

44,10:45-11:00,249.78,0,11.74,28.82,70.04,57.35,0,1.68,33.62,1.89,52.84,2.66,0,11.45,28.82,8.65,24.98,0,170.66,1.32,0,8.65,0,11.45,17.81,33,72,6.67,12.34,85,12.33,40,6.66,33,33,38,168,6.67,19.99,45.65,228.24,80,105.72,0

45,11:00-11:15,249.78,0,12.08,28.82,70.04,57.35,0,1.68,33.62,1.89,52.84,2.66,0,11.78,28.82,8.65,24.98,0,170.66,1.32,0,8.65,0,11.78,23.41,33,75,6.67,12,88,12,43,6.66,33,33,40,175,6.67,19.99,46,230,87,108.67,0

46,11:15-11:30,249.78,0,12.46,28.82,70.04,57.35,0,1.68,33.62,1.89,52.84,2.66,0,12.16,28.82,8.65,24.98,0,170.66,1.32,0,8.65,0,12.16,23.21,33,78,6.67,12,89,12,45,6.66,33,33,40,182,6.67,19.99,46,230,90,111.31,0

47,11:30-11:45,249.78,0,12.75,28.82,70.04,63.04,0,1.68,33.62,1.84,52.84,2.66,0,12.43,28.82,8.65,24.98,0,170.66,1.32,0,8.65,0,12.43,23.01,33,79,6.67,12,89,12,45,6.66,33,33,42,186,6.67,19.99,46,230,90,113.34,0

48,11:45-12:00,211.35,0,12.98,28.82,70.04,67.76,0,1.68,33.62,1.84,52.84,2.66,0,12.65,28.82,8.65,24.98,0,170.66,1.32,0,8.65,0,12.65,22.81,33,79,6.67,12,89,12,45,6.66,33,33,42,186,6.67,19.99,46,230,90,115.19,0

49,12:00-12:15,192.14,0,13.07,28.82,70.04,57.35,0,1.76,33.62,1.84,52.84,2.66,0,12.76,28.82,8.65,24.98,27.26,110.48,1.47,0,8.65,0,12.76,21.01,33,79,6.67,12,89,12,45,6.66,33,33,42,186,6.67,19.99,46,230,90,113.36,0

50,12:15-12:30,192.14,0,13.05,28.82,70.04,57.35,0,1.76,33.62,1.84,52.84,2.66,0,12.73,28.82,8.65,24.98,28.26,110.48,1.47,0,8.65,0,12.73,20.21,33,79,6.67,12,89,12,45,6.66,33,33,42,186,6.67,19.99,46,230,90,113.75,0

51,12:30-12:45,192.14,0,13.08,28.82,70.04,57.35,0,1.76,33.62,1.84,52.84,2.66,0,12.77,28.82,8.65,24.98,28.26,110.48,1.47,0,8.65,0,12.77,20.01,33,79,6.67,12,89,12,45,6.66,33,33,42,186,6.67,19.99,46,230,90,113.16,0

52,12:45-13:00,192.14,0,13.01,28.82,70.04,57.35,0,1.76,33.62,1.84,52.84,2.66,0,12.69,28.82,8.65,24.98,28.26,110.48,1.47,0,8.65,0,12.69,19.61,33,79,6.67,12,89,12,45,6.66,33,33,42,186,6.67,19.99,46,230,90,112.44,0

53,13:00-13:15,149.4,0,12.75,28.82,70.04,57.35,0,1.76,33.62,1.84,52.84,2.66,0,12.43,28.82,8.65,24.98,28.26,110.48,1.55,0,8.65,0,12.43,18.41,33,78,6.67,12,89,12,43,6.66,33,33,41,182,6.67,19.99,46,230,87,110.61,0

54,13:15-13:30,149.4,0,12.47,28.82,70.04,57.35,0,1.76,33.62,1.84,52.84,2.66,0,12.17,28.82,8.65,24.98,28.26,110.48,1.55,0,8.65,0,12.17,17.61,33,75,6.67,12,88,12,42,6.66,33,33,40,175,6.67,19.99,46,230,83,108.04,0

55,13:30-13:45,192.14,0,12.24,28.82,70.04,57.35,0,1.76,33.62,1.84,52.84,2.66,0,11.95,28.82,8.65,24.98,28.26,110.48,1.55,0,8.65,0,11.95,19.01,33,78,6.67,12,88,12,41,6.66,33,33,39,182,6.67,19.99,46,230,82,103.45,0

56,13:45-14:00,192.14,0,12.12,28.82,70.04,57.35,0,1.76,33.62,1.84,52.84,2.66,0,11.82,28.82,8.65,24.98,28.26,110.48,1.55,0,8.65,0,11.82,18.81,33,75,6.67,12,86,12,40,6.66,33,33,38,175,6.67,19.99,44.37,221.84,80,97.79,0

57,14:00-14:15,192.14,0,11.71,28.82,70.04,57.35,0,2.07,33.62,1.94,52.84,2.66,0,11.42,28.82,8.65,24.98,28.76,110.48,1.7,0,8.65,0,11.42,18.61,33,72,6.67,12,83,12,39,6.66,33,33,36,168,6.67,19.99,41.94,209.72,79,91.96,0

58,14:15-14:30,230.57,0,11.06,28.82,70.04,57.35,0,2.07,33.62,1.94,52.84,2.66,0,10.79,28.82,8.65,24.98,28.76,110.48,1.7,0,8.65,0,10.79,18.01,33,67,6.67,12,78,12,38,6.66,33,33,34,158,6.67,19.99,40.41,202.03,75,85.71,0

59,14:30-14:45,230.57,0,10.45,28.82,70.04,57.35,0,2.07,33.62,1.94,52.84,2.66,0,10.19,28.82,8.65,24.98,28.76,110.48,1.7,0,8.65,0,10.19,17.01,33,63,6.67,12,77,12,35,6.66,33,33,32,147,6.67,19.99,38.86,194.33,71,80.64,0

60,14:45-15:00,230.57,0,9.72,28.82,70.04,57.35,0,2.07,33.62,1.94,52.84,2.66,0,9.49,28.82,8.65,24.98,28.76,110.48,1.7,0,8.65,0,9.49,15.41,33,58,6.67,12,70,12,32,6.66,33,33,30,137,6.67,19.99,36.77,183.87,65,75.23,0

61,15:00-15:15,271.64,0,9.01,28.82,70.04,57.35,0,2.07,33.62,1.94,52.84,2.66,0,8.79,28.82,8.65,24.98,28.76,110.48,1.7,0,8.65,0,8.79,14.21,33,52,6.67,12,65,12,29,6.66,33,33,27,121,6.67,19.99,34.38,171.91,58,67.91,0

62,15:15-15:30,271.64,0,8.03,28.82,70.04,57.35,0,2.07,33.62,1.94,52.84,2.66,0,7.84,28.82,8.65,24.98,28.76,110.48,1.7,0,8.65,0,7.84,13.61,33,45,6.67,12,58,12,25,6.66,33,33,25,105,6.67,19.99,31.08,155.38,50,61.72,0

63,15:30-15:45,271.64,0,7.12,28.82,70.04,57.35,0,2.07,33.62,1.94,52.84,2.66,0,6.95,28.82,8.65,24.98,29.77,170.66,1.7,0,8.65,0,6.95,13.21,33,39,6.67,12,53,12,21,6.66,33,33,23,91,6.67,19.99,27.42,137.13,43,54.35,0

64,15:45-16:00,271.64,0,6.21,28.82,70.04,67.76,0,2.07,33.62,1.94,52.84,2.66,0,6.05,28.82,8.65,24.98,29.77,189.87,1.7,0,8.65,0,6.05,12.61,33,33,6.67,12,47,12,18,6.66,33,33,21,77,6.67,19.99,23.45,117.25,35,46.49,0

65,16:00-16:15,271.64,0,5.26,33.62,65.9,75.72,0,2.14,34.59,1.94,52.84,2.66,0,5.14,33.62,8.65,24.98,28.76,226.32,1.62,0,8.65,0,5.14,11,33,27,6.67,12,40,12,14,6.66,33,33,16,63,6.67,19.99,20.08,100.42,28,37.7,0

66,16:15-16:30,271.64,0,4.29,33.62,65.9,75.72,0,2.14,34.59,1.94,52.84,2.66,0,4.18,33.62,8.65,24.98,28.76,226.32,1.62,0,8.65,0,4.18,10.6,21.59,21,6.67,12,32,12,10,6.66,33,30,10,49,6.67,19.99,16.26,81.33,20,28.4,0

67,16:30-16:45,271.64,0,3.29,33.62,65.9,86.66,0,2.14,34.59,1.94,81.66,2.66,0,3.21,33.62,8.65,24.98,28.76,260.83,1.62,0,8.65,0,3.21,10.6,12.57,15,6.67,12,22,12,5,6.66,28.48,24,7,35,6.67,19.99,12.77,63.83,11,16.14,0

68,16:45-17:00,271.64,0,2.3,33.62,65.9,86.66,0,2.14,34.59,1.94,100.09,2.66,0,2.25,33.62,8.65,24.98,28.76,260.83,1.62,0,8.65,0,2.25,10.6,5.63,9,6.67,12,15,12,3,6.66,18.06,16,5,21,6.67,19.99,9.01,45.03,7,10.74,0

69,17:00-17:15,271.64,0,1.64,33.62,82.83,86.66,0,2.14,34.59,1.94,88.61,2.66,0,1.6,33.62,8.65,24.98,28.76,260.83,1.62,0,8.65,0,1.6,10.4,1.41,4,6.67,12,12,12,2,6.66,7.93,7,2,11,6.67,19.99,5.31,26.58,3,5.04,0

70,17:15-17:30,271.64,0,1.12,33.62,114.86,86.66,0,2.14,34.59,1.94,88.61,2.66,0,1.09,33.62,8.65,24.98,29.27,260.83,1.62,0,8.65,0,1.09,10.2,1.57,3,6.67,12,7,12,0,6.66,3.46,1,1,7,6.67,19.99,2.59,12.98,1,0,0

71,17:30-17:45,271.64,0,0.7,33.62,114.86,86.66,0,2.14,34.59,1.94,88.61,2.66,0,0.68,33.62,8.65,24.98,28.76,260.83,1.78,0,8.65,0,0.68,12.01,0.94,1,6.67,12,3,12,0,6.66,2.26,0,0,2,6.67,19.99,0.89,4.43,0,0,0

72,17:45-18:00,271.64,0,0.38,33.62,114.86,86.66,0,2.14,34.59,1.94,88.61,2.66,0,0.37,33.62,8.65,24.98,28.76,260.83,1.78,0,8.65,0,0.37,12.41,0.59,0,6.67,12,2,12,0,6.66,0.85,0,0,1,6.67,19.99,0.1,0.51,0,0,0

73,18:00-18:15,271.64,150,0.22,33.62,114.86,86.66,0,2.3,34.59,1.84,88.61,2.75,0,0.21,33.62,8.65,24.98,28.76,260.83,1.78,0,8.65,0,0.21,12.81,0,0,6.67,12,0,12,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

74,18:15-18:30,271.64,150,0,33.62,114.86,86.66,0,2.3,34.59,1.84,88.61,2.75,0,0,33.62,8.65,24.98,28.26,260.83,1.78,0,8.65,0,0,13.21,0,0,6.67,12,0,12,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

75,18:30-18:45,271.64,150,0,33.62,114.86,86.66,0,2.3,34.59,1.84,88.61,2.75,0,0,33.62,8.65,24.98,28.26,260.83,1.78,0,8.65,0,0,10,0,0,6.67,12,0,12,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

76,18:45-19:00,271.64,150,0,33.62,114.86,86.66,0,2.3,34.59,1.84,88.61,2.75,0,0,33.62,8.65,24.98,27.75,260.83,1.78,0,8.65,0,0,10.6,0,0,6.67,12,0,12,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

77,19:00-19:15,271.64,150,0,33.62,65.9,86.66,0,2.3,34.59,1.84,88.61,2.75,0,0,33.62,8.65,24.98,27.75,260.83,1.62,0,8.65,0,0,17.61,0,0,6.67,12,0,12,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

78,19:15-19:30,271.64,150,0,33.62,65.9,86.66,0,2.3,34.59,1.84,88.61,2.75,0,0,33.62,8.65,24.98,27.75,260.83,1.62,0,8.65,0,0,17.01,0,0,6.67,12,0,12,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

79,19:30-19:45,271.64,150,0,33.62,65.9,86.66,0,2.3,33.62,1.84,88.61,2.75,0,0,33.62,8.65,24.98,27.75,260.83,1.62,0,8.65,0,0,16.41,0,0,6.67,12,0,12,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

80,19:45-20:00,271.64,150,0,33.62,65.9,86.66,0,2.3,33.62,1.84,88.61,2.75,0,0,33.62,8.65,24.98,27.26,260.83,1.62,0,8.65,0,0,16.01,0,0,6.67,12,0,12,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

81,20:00-20:15,271.64,200,0,28.82,65.9,86.66,0,2.14,33.62,1.84,88.61,2.75,0,0,28.82,8.65,24.98,27.26,260.83,1.39,0,8.65,0,0,15.61,0,0,6.67,12.66,0,12.67,0,6.66,0,0,0,0,6.67,19.99,0,0,0,0,50

