Block,Time,DULHASTI,KGSU1AND2,NLCIIST1,NLCTS2EXP,RAPPD,RIHAND2,SIMHST1,TelanganaSTPP,VALLURNTECL,ANTA_CRF,AURY_GF,DADRI_CRF,CHAMERA1,DADRT2,KKNPPU2,KOTESHWR,RIHAND3,SALAL,ANTA_LF,KGSU3AND4,KKNP,KUDGI,SEWA2,AURY_RF,DHAULIGNGA,KOLDAM,NLCEXP,RAPPC,RIHAND1,SIMHST2,SINGRAULI,TALST2,TANDA2,TEHRIPSP,UNCHAHAR4,URI,AURY_CRF,NJPC,NLCIIST2,UNCHAHAR2,UNCHAHAR3,BRBCL,BSIUL,FSTPP I & II,JHAJJAR,KHSTPP-I,MAPS,NAPP,PARBATI2,SASAN,URI2,ANTA_RF,CHAMERA2,KHSTPP-II,KISHANGANGA,NNTPP,PARBATI3,RAMPUR,RAPPB,SINGRAULI_HYDRO,TALA,TEHRI,AURY_LF,DADRI_LF,DADRI_RF,CHAMERA3,NTPL,RSTPSU1TO6,RSTPSU7,TANAKPUR,UNCHAHAR1,ANTA_GF,DADRI_GF
55,13:30-13:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,84.83,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,30.91,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,28.06,49.06,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

56,13:45-14:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,84.83,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,30.91,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,28.06,49.06,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

57,14:00-14:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,84.83,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,30.91,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,28.06,49.06,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

58,14:15-14:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,84.83,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,30.91,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,28.06,49.06,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

59,14:30-14:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,35.33,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,24.94,49.06,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

60,14:45-15:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,35.33,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,24.94,49.06,47.12,98.87,4.64,0,37.91,5.67,0,0,18.37,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

61,15:00-15:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,24.94,48.55,47.12,98.87,4.64,0,37.91,5.67,0,0,18.52,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

62,15:15-15:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,24.94,48.55,47.12,98.87,4.64,0,37.91,5.67,0,0,18.52,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

63,15:30-15:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,35.33,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,24.94,48.55,47.12,98.87,4.64,0,37.91,5.67,0,0,16.02,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

64,15:45-16:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,35.33,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,24.94,48.55,47.12,98.87,4.64,0,37.91,5.67,0,0,16.02,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

65,16:00-16:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,24.94,48.04,47.12,98.87,4.64,0,37.91,5.67,0,0,15.93,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

66,16:15-16:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,44.16,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,12.66,348.98,24.94,48.04,47.12,98.87,4.64,0,37.91,5.67,0,0,15.93,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

67,16:30-16:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,28.15,348.98,24.94,48.04,47.12,98.87,4.64,0,37.91,5.67,0,0,15.88,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

68,16:45-17:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,28.15,348.98,24.94,48.04,47.12,98.87,4.64,0,37.91,5.67,0,0,15.88,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

69,17:00-17:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,28.15,348.98,24.94,47.53,47.12,98.87,4.64,0,38.06,5.67,0,0,16.17,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

70,17:15-17:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,28.15,348.98,24.94,47.53,47.12,98.87,4.64,0,38.06,5.67,0,0,16.17,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

71,17:30-17:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,28.15,348.98,24.94,47.53,47.12,98.87,4.64,0,38.06,5.67,0,0,15.88,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

72,17:45-18:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,3.13,0,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,28.15,348.98,24.94,47.53,47.12,98.87,4.64,0,38.06,5.67,0,0,15.58,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

73,18:00-18:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,28.15,348.98,24.94,47.53,47.12,98.87,4.64,0,38.06,5.67,0,0,15.29,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

74,18:15-18:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689.38,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,667.25,45.53,0,24.23,28.15,348.98,24.94,47.53,47.12,98.87,4.64,0,38.06,5.67,0,0,14.99,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

75,18:30-18:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689,0,43.96,130.84,82.5,0,0,0,0,18.34,79.48,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,474.82,45.53,0,24.23,28.15,348.98,24.94,47.28,47.12,98.87,6.96,0,38.06,5.67,0,0,10.29,74.94,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

76,18:45-19:00,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,177.44,0,45,27.69,24.99,20.46,20.15,474.82,45.53,0,24.23,28.15,348.98,24.94,47.28,49.59,98.87,7.18,0,38.65,5.84,0,0,10,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

77,19:00-19:15,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,35.33,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,28.15,348.98,28.06,47.28,49.59,98.87,7.18,0,38.65,5.84,0,0,10,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

78,19:15-19:30,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,35.33,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,28.15,348.98,28.06,47.28,49.59,98.87,7.18,0,38.65,5.84,0,0,10.14,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

79,19:30-19:45,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,28.15,348.98,28.06,47.79,49.59,98.87,7.18,0,38.65,5.84,0,0,10.09,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

80,19:45-20:00,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,43.05,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,28.15,348.98,28.06,47.79,49.59,98.87,7.18,0,38.65,5.84,0,0,10.23,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

81,20:00-20:15,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,88.59,3.22,43.05,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,28.15,369,28.06,48.55,49.59,98.87,7.18,0,38.65,5.84,0,0,10.37,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

82,20:15-20:30,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,43.05,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,28.15,389.25,28.06,48.55,49.59,98.87,7.18,0,38.65,5.84,0,0,10.68,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

83,20:30-20:45,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,43.05,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,28.15,397.12,28.06,48.55,49.59,98.87,7.18,0,38.65,5.84,0,0,10.82,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

84,20:45-21:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689,0,43.96,130.84,82.5,0,0,0,0,18.34,79.87,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,474.84,45.53,0,24.23,24.63,405,28.06,48.55,47.12,98.87,6.96,0,37.17,5.67,0,0,10.96,76.18,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

85,21:00-21:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689,0,43.96,130.84,82.5,0,0,0,0,18.34,79.87,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,474.84,45.53,0,24.23,12.66,416.25,28.06,49.31,47.12,98.87,6.96,0,37.17,5.67,0,0,11.11,76.18,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

86,21:15-21:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689,0,43.96,130.84,82.5,0,0,0,0,18.34,79.87,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,43.05,0,175.79,0,45,27.69,24.99,19.56,20.15,474.84,45.53,0,24.23,12.66,416.25,28.06,49.31,47.12,98.87,6.96,0,37.17,5.67,0,0,11.41,76.18,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

87,21:30-21:45,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,45.27,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,12.66,416.25,28.06,50.06,49.59,98.87,7.18,0,38.65,5.84,0,0,11.55,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

88,21:45-22:00,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,45.27,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,12.66,416.25,28.06,50.06,49.59,98.87,7.18,0,38.65,5.84,0,0,11.85,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

89,22:00-22:15,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,45.27,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,12.66,416.25,31.17,50.57,49.59,98.87,7.18,0,38.65,5.84,0,0,12,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

90,22:15-22:30,57.67,0,0,0,24.14,125.27,0,0,0,0,0,0,42.35,689,0,44.64,130.84,82.5,0,0,0,0,19.18,79.87,44.81,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,45.27,0,177.44,0,45,27.69,24.99,20.46,20.15,474.84,45.53,0,24.23,12.66,416.25,31.17,50.57,49.59,98.87,7.18,0,38.65,5.84,0,0,12.29,76.18,0,0,105.39,35.69,0,0,0,11.91,21.65,0,0

91,22:30-22:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689,0,43.96,130.84,82.5,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,45.27,0,175.79,0,45,27.69,24.99,19.56,19.46,474.84,45.53,0,24.23,12.66,416.25,31.17,50.82,47.12,98.87,6.96,0,37.17,5.67,0,0,11.82,75.25,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

92,22:45-23:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689,0,43.96,130.84,82.5,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,45.27,0,175.79,0,45,27.69,24.99,19.56,19.46,474.84,45.53,0,24.23,12.66,416.25,31.17,50.82,47.12,98.87,6.96,0,37.17,5.67,0,0,11.82,75.25,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

93,23:00-23:15,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689,0,43.96,130.84,82.5,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,177.18,3.22,45.27,0,175.79,0,45,27.69,24.99,19.56,19.46,474.84,45.53,0,24.23,12.66,416.25,31.17,51.59,47.12,98.87,6.96,0,37.17,5.67,0,0,11.77,75.25,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

94,23:15-23:30,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689,0,43.96,130.84,82.5,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,88.59,3.22,45.27,0,175.79,0,45,27.69,24.99,19.56,19.46,474.84,45.53,0,24.23,12.66,416.25,31.17,51.59,47.12,98.87,6.96,0,37.17,5.67,0,0,11.62,75.25,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

95,23:30-23:45,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689,0,43.96,130.84,82.5,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,37.53,0,175.79,0,45,27.69,24.99,19.56,19.46,474.85,45.53,0,24.23,12.66,416.25,31.17,51.84,47.12,98.87,6.96,0,37.17,5.67,0,0,11.62,75.25,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

96,23:45-24:00,53.88,0,0,0,24.14,125.27,0,0,0,0,0,0,42.15,689,0,43.96,130.84,82.5,0,0,0,0,18.34,80.26,42.46,8.62,0,65.59,98.32,0,113.75,0,5.73,0,3.22,37.53,0,175.79,0,45,27.69,24.99,19.56,19.46,474.84,45.53,0,24.23,12.66,416.25,31.17,51.84,47.12,98.87,6.96,0,37.17,5.67,0,0,11.62,75.25,0,0,105.39,33.94,0,0,0,11.91,21.65,0,0

