Block,Time Block,KOLDAM,KUDGI,NAPP,MAPS,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,KISHANGANGA,KHSTPP-I,JHAJJAR,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,KGSU3AND4,DADRI_LF,DADRI_GF,AURY_LF,AURY_RF,DADRI_CRF,DADRI_RF,AURY_GF,AURY_CRF,DADRT2,TALA,RIHAND3,TANDA2,SASAN,SINGRAULI_HYDRO,SIMHST1,TALST2,RSTPSU1TO6,SIMHST2,TEHRI,TANAKPUR,RSTPSU7,SINGRAULI,SALAL,SEWA2,UNCHAHAR2,URI,ANTA_RF,ANTA_GF,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,ANTA_CRF,URI2,UNCHAHAR3,TelanganaSTPP,ANTA_LF,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,PARBATI3,RAPPB,RIHAND2,NLCEXP,NJPC,NLCIIST1,RIHAND1,NLCIIST2,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,175.79,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,288.61,2.83,119.84,0,374.15,0,0,0,0,0,0,9.88,0,133.75,2.25,0,36.28,3.19,0,0,0,17.68,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

62,15:15-15:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,264.47,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,288.61,2.83,119.84,0,374.15,0,0,0,0,0,0,9.88,0,133.75,2.25,0,36.28,3.19,0,0,0,17.68,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

63,15:30-15:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,244.71,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,307.89,2.83,119.84,0,374.15,0,0,0,0,0,0,9.88,0,133.75,2.25,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

64,15:45-16:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,327.25,2.83,119.84,0,374.15,0,0,0,0,0,0,9.88,0,133.75,2.25,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

65,16:00-16:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,327.25,3.11,119.84,0,374.15,0,0,0,0,0,0,12.59,0,133.93,12.32,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

66,16:15-16:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,327.25,3.15,119.84,0,374.15,0,0,0,0,0,0,12.59,0,133.93,12.32,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

67,16:30-16:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,327.25,3.4,119.84,0,374.15,0,0,0,0,0,0,8.89,0,133.93,12.32,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

68,16:45-17:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,204.41,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,327.25,3.37,119.84,0,374.15,0,0,0,0,0,0,8.89,0,133.93,12.32,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

69,17:00-17:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,283.45,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,327.25,3.07,119.84,0,374.15,0,0,0,0,0,14.39,8.89,0,133.93,12.32,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,20.08,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

70,17:15-17:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,370.21,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,327.25,2.6,119.84,0,374.15,0,0,0,0,0,14.39,8.89,0,133.93,12.32,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,0,1.93,13.55,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

71,17:30-17:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,449.37,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,327.25,2.18,119.84,0,374.15,0,0,0,0,0,28.79,8.89,0,133.93,2.25,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,0,1.93,13.78,0,0,114.48,0,67.64,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

72,17:45-18:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,455.31,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,327.25,2.06,119.84,0,374.15,0,0,0,0,0,45.01,8.89,0,133.93,2.25,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,13.54,1.06,9.33,5.14,13.78,2.46,0,114.48,0,90.19,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

73,18:00-18:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,455.31,26.49,20.05,47.65,0,0,0,0,0,0,0,0,0,0,329.27,1.81,119.84,0,374.15,0,0,0,0,0,58.78,8.89,0,133.93,2.25,2.57,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,40.63,6.29,18.66,7.71,13.78,4.91,0,114.48,0,135.29,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

74,18:15-18:30,0,0,39.95,0,142.96,0,19.01,0,0,43.89,455.31,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,329.27,1.84,119.84,0,374.15,0,0,0,0,0,60,12.59,0,133.93,25.2,6.93,40.87,4.25,0,0,0,19.82,0,0,4.67,0,0,0,40.63,18.86,29.46,39.32,13.78,47.25,0,114.48,0,135.29,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

75,18:30-18:45,0,0,39.95,0,142.96,0,19.01,0,0,43.89,455.31,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,329.27,1.9,119.84,0,374.15,0,0,0,0,0,60,12.59,0,133.93,76.52,15.24,40.87,26.61,0,0,0,19.82,0,0,4.67,0,0,0,40.63,18.86,29.46,39.32,13.78,47.25,0,114.48,0,135.29,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

76,18:45-19:00,0,0,39.95,0,142.96,0,19.01,0,0,43.89,455.31,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,329.27,1.99,119.84,0,374.15,0,0,0,0,0,60,11.36,0,133.93,76.52,15.24,40.87,26.61,0,0,0,19.82,0,0,4.67,0,0,0,40.63,18.86,29.46,39.32,13.78,47.25,0,114.48,0,135.29,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

77,19:00-19:15,0,0,39.95,0,142.96,0,19.01,0,0,43.89,455.31,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,329.27,1.75,119.84,0,374.15,0,0,0,0,0,60,11.36,0,133.93,76.52,15.24,40.87,14.89,0,0,0,19.82,0,0,4.67,0,0,0,40.63,18.86,29.46,39.32,13.78,47.25,0,114.48,0,135.29,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

78,19:15-19:30,0,0,39.95,0,142.96,0,19.01,0,0,43.89,455.31,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,329.27,1.95,119.84,0,374.15,0,0,0,0,0,60,11.36,0,133.93,76.52,15.24,40.87,12.77,0,0,0,19.82,0,0,4.67,0,0,0,40.63,18.86,29.46,39.32,13.78,47.25,0,114.48,0,135.29,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

79,19:30-19:45,0,0,39.95,0,142.96,0,19.01,0,0,43.89,455.31,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,329.27,1.99,119.84,0,374.15,0,0,0,0,0,60,11.36,0,133.93,25.2,15.24,40.87,19.15,0,0,0,19.82,0,0,4.67,0,0,0,40.63,18.86,29.46,39.32,13.78,47.25,0,114.48,0,135.29,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

80,19:45-20:00,0,0,39.95,0,142.96,0,19.01,0,0,43.89,455.31,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,329.27,2.13,119.84,0,374.15,0,0,0,0,0,60,11.36,0,133.93,12.32,15.24,40.87,19.15,0,0,0,19.82,0,0,4.67,0,0,0,40.63,18.86,29.46,39.32,13.78,4.91,0,114.48,0,135.29,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

81,20:00-20:15,0,0,39.95,0,142.96,0,19.01,0,0,43.89,437.69,36.29,20.05,47.65,0,0,0,0,0,0,0,0,0,0,326.69,2.32,119.84,0,374.15,0,0,0,0,0,60,11.36,0,133.93,12.32,11.57,40.87,19.15,0,0,0,19.82,0,0,4.67,0,0,0,40.63,18.86,29.46,39.32,13.78,2.46,0,114.48,0,135.29,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

82,20:15-20:30,0,0,39.95,0,142.96,0,9.51,0,0,43.89,453.69,26.49,20.05,47.65,0,0,0,0,0,0,0,0,0,0,326.69,2.44,119.84,0,374.15,0,0,0,0,0,60,8.89,0,133.93,12.32,8.52,40.87,19.15,0,0,0,19.82,0,0,4.67,0,0,0,25.66,6.29,18.66,11.57,13.78,0,0,114.48,0,109.55,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

83,20:30-20:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,455.31,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,326.69,2.72,119.84,0,374.15,0,0,0,0,0,60,8.89,0,133.93,12.32,7.71,40.87,26.61,0,0,0,19.82,0,0,4.67,0,0,0,11.42,6.29,18.66,11.57,13.78,0,0,114.48,0,82.16,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

84,20:45-21:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,455.31,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,326.69,2.85,119.84,0,374.15,0,0,0,0,0,60,8.89,0,133.93,12.32,7.71,40.87,26.61,0,0,0,19.82,0,0,4.67,0,0,0,11.42,6.29,18.66,11.57,13.78,0,0,114.48,0,64.17,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

85,21:00-21:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,441.55,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,326.69,3.04,119.84,0,374.15,0,0,0,0,0,60,8.89,0,133.93,12.32,7.71,40.87,12.77,0,0,0,19.82,0,0,4.67,0,0,0,11.42,6.29,9.33,8.99,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

86,21:15-21:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,441.55,17.57,20.05,47.65,0,0,0,0,0,0,0,0,0,0,326.69,3.27,119.84,0,374.15,0,0,0,0,0,60,8.89,0,133.93,12.32,7.71,40.87,12.77,0,0,0,19.82,0,0,4.67,0,0,0,11.42,1.06,9.33,8.99,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

87,21:30-21:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,441.55,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,326.69,3.4,119.84,0,374.15,0,0,0,0,0,60,8.89,0,133.93,12.32,7.71,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,11.42,0,9.33,8.99,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

88,21:45-22:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,370.21,8.78,20.05,47.65,0,0,0,0,0,0,0,0,0,0,326.69,3.49,119.84,0,374.15,0,0,0,0,0,60,8.89,0,133.93,12.32,7.71,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,11.42,0,9.33,8.99,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

89,22:00-22:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,288.27,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,326.69,3.54,119.84,0,374.15,0,0,0,0,0,45.01,9.63,0,133.93,12.32,7.71,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,11.42,0,9.33,8.99,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

90,22:15-22:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,288.27,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,326.69,3.65,119.84,0,374.15,0,0,0,0,0,45.01,9.63,0,133.93,12.32,7.71,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,9.33,8.99,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

91,22:30-22:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,288.27,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,326.69,3.2,119.84,0,374.15,0,0,0,0,0,45.01,9.63,0,133.93,12.32,2.57,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,9.33,2.82,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

92,22:45-23:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,288.27,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,326.69,3.23,119.84,0,374.15,0,0,0,0,0,45.01,9.63,0,133.93,12.32,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,9.33,2.82,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

93,23:00-23:15,0,0,39.95,0,142.96,0,8.55,0,0,43.89,288.27,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,326.69,3.31,119.84,0,374.15,0,0,0,0,0,45.01,9.63,0,133.93,12.32,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,9.33,2.82,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

94,23:15-23:30,0,0,39.95,0,142.96,0,8.55,0,0,43.89,288.27,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,326.69,3.31,119.84,0,374.15,0,0,0,0,0,45.01,9.63,0,133.93,12.32,0,40.87,3.19,0,0,0,19.82,0,0,4.67,0,0,0,0,0,9.33,2.82,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

95,23:30-23:45,0,0,39.95,0,142.96,0,8.55,0,0,43.89,288.27,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,326.69,3.37,119.84,0,374.15,0,0,0,0,0,45.01,9.63,0,133.93,12.32,0,40.87,3.72,0,0,0,19.82,0,0,4.67,0,0,0,0,0,9.33,2.82,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

96,23:45-24:00,0,0,39.95,0,142.96,0,8.55,0,0,43.89,288.27,8.78,20.05,31.77,0,0,0,0,0,0,0,0,0,0,326.69,3.49,119.84,0,374.15,0,0,0,0,0,45.01,9.63,0,133.93,12.32,0,40.87,3.72,0,0,0,19.82,0,0,4.67,0,0,0,0,0,9.33,2.82,13.78,0,0,114.48,0,38.35,0,88.69,0,0,0,50.03,0,0,0,0,0,0,0

