Block,Time,BSIUL,KOLDAM,RAPPB,SASAN,SINGRAULI,UNCHAHAR3,ANTA_RF,DADRI_GF,DADRI_LF,MAPS,RSTPSU1TO6,SINGRAULI_HYDRO,ANTA_LF,AURY_GF,KHSTPP-II,KOTESHWR,KUDGI,NJPC,NTPL,RAPPC,RIHAND1,TelanganaSTPP,DADRI_CRF,KISHANGANGA,KKNP,SALAL,UNCHAHAR4,URI2,ANTA_CRF,AURY_CRF,DADRI_RF,CHAMERA3,DHAULIGNGA,DULHASTI,FSTPP I & II,KHSTPP-I,NLCIIST1,RSTPSU7,TALA,UNCHAHAR1,UNCHAHAR2,BRBCL,CHAMERA1,CHAMERA2,DADRT2,JHAJJAR,KGSU1AND2,RAMPUR,RIHAND3,TANAKPUR,TEHRI,URI,AURY_LF,AURY_RF,NLCIIST2,NLCTS2EXP,NNTPP,PARBATI3,RIHAND2,SEWA2,TANDA2,KGSU3AND4,KKNPPU2,NAPP,NLCEXP,SIMHST1,SIMHST2,TALST2,VALLURNTECL,ANTA_GF
57,14:00-14:15,13.04,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,12.64,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.58,0,0,0,21.08,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

58,14:15-14:30,13.04,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,11.9,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.58,0,0,0,21.08,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

59,14:30-14:45,13.04,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.55,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.58,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

60,14:45-15:00,13.04,5.35,0,418.77,133.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.55,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.58,0,0,0,17.56,121.71,0,2.89,0,0,44.62,0,0,0,0,0,0

61,15:00-15:15,13.04,5.35,0,418.77,140.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.85,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.58,0,0,0,17.56,121.71,5.79,2.89,0,0,44.62,0,0,0,0,0,0

62,15:15-15:30,13.04,5.35,0,418.77,140.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.85,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.58,0,0,0,17.56,121.71,11.58,2.89,0,0,44.62,0,0,0,0,0,0

63,15:30-15:45,13.04,5.35,0,418.77,140.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.85,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.58,0,0,0,17.56,121.71,17.37,2.89,0,0,44.62,0,0,0,0,0,0

64,15:45-16:00,13.04,5.35,0,418.77,140.21,27.05,46.37,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.85,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.78,76.61,43.94,0,77.58,0,0,0,17.56,121.71,17.37,2.89,0,0,44.62,0,0,0,0,0,0

65,16:00-16:15,19.56,5.35,0,418.77,140.21,27.05,45.18,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.85,20.96,43.71,20.01,28.1,44.22,686.07,413.81,0,3.54,127.6,11.27,76.9,43.94,0,77.58,0,0,0,17.56,121.71,17.37,2.89,0,0,44.62,0,0,0,0,0,0

66,16:15-16:30,19.56,5.35,0,418.77,140.21,27.05,45.18,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.85,20.96,43.71,20.01,42.15,44.22,686.07,413.81,0,3.54,127.6,11.27,76.9,43.94,0,77.58,0,0,0,17.56,121.71,17.37,2.89,0,0,44.62,0,0,0,0,0,0

67,16:30-16:45,19.56,5.35,0,418.77,140.21,27.05,45.18,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.55,20.96,43.71,20.01,42.15,44.22,686.07,413.81,0,3.54,127.6,11.27,76.9,43.94,0,77.58,0,0,0,17.56,121.71,17.37,2.89,0,0,44.62,0,0,0,0,0,0

68,16:45-17:00,19.56,5.35,0,418.77,140.21,27.05,45.18,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.55,20.96,43.71,20.01,42.15,44.22,686.07,413.81,0,3.54,127.6,11.27,76.9,43.94,0,77.58,0,0,0,17.56,121.71,17.37,2.89,0,0,44.62,0,0,0,0,0,0

69,17:00-17:15,19.56,5.35,0,418.77,140.21,27.05,45.18,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,9.11,20.96,43.71,20.01,42.15,44.22,686.07,413.81,0,3.54,127.6,11.27,76.9,44.16,0,77.58,0,0,0,17.56,121.71,17.37,2.89,0,0,44.62,0,0,0,0,0,0

70,17:15-17:30,19.56,5.35,0,418.77,140.21,27.05,45.18,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,96.19,32.08,40.4,53.79,20.8,33.69,0,0,8.91,20.96,43.71,20.01,42.15,44.22,686.07,413.81,0,3.54,127.6,11.27,76.9,44.16,0,77.58,0,0,0,17.56,121.71,17.37,2.89,0,0,44.62,0,0,0,0,0,0

71,17:30-17:45,13.04,5.35,0,418.77,140.21,27.05,45.18,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,4.94,32.08,40.4,53.79,20.8,33.69,0,0,8.91,20.96,43.71,20.01,42.15,44.22,686.07,413.81,0,3.54,127.6,11.27,76.9,44.16,0,77.58,0,0,0,17.56,121.71,17.37,0.19,0,0,44.62,0,0,0,0,0,0

72,17:45-18:00,13.04,5.35,0,418.77,140.21,27.05,45.18,0,0,0,0,0,0,0,98.87,28.98,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,12.33,32.08,40.4,53.79,20.8,33.69,0,0,8.91,20.96,43.71,20.01,42.15,44.22,686.07,413.81,0,3.54,127.6,11.27,76.9,44.16,0,77.58,0,0,0,17.56,121.71,17.37,0.19,0,0,44.62,0,0,0,0,0,0

73,18:00-18:15,6.52,5.35,0,418.77,140.21,27.05,2.36,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,1.62,32.51,0,0,18.5,32.08,40.4,53.79,20.8,33.69,0,0,10,20.96,43.71,20.01,42.15,44.22,686.07,413.81,0,3.54,127.6,3.2,76.9,44.16,0,77.58,0,0,0,17.56,121.71,17.37,0.19,0,0,44.62,0,0,0,0,0,0

74,18:15-18:30,6.52,5.35,0,418.77,140.21,25.77,8.28,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,79.6,0,32.51,0,0,30.82,32.08,40.4,53.79,20.8,33.69,0,0,10,20.17,41.13,20.01,42.15,44.22,686.07,413.81,0,3.54,127.6,3.2,76.9,44.16,0,9.74,0,0,0,54.11,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

75,18:30-18:45,20.21,5.35,0,418.77,140.21,25.77,19.39,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,79.6,0,32.51,0,0,43.16,33.74,30.23,55.08,20.8,33.69,0,0,10,20.17,41.13,20.01,42.15,45.65,685.3,413.81,0,3.62,127.6,3.2,76.9,44.16,0,17.05,0,0,0,54.11,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

76,18:45-19:00,20.21,5.35,0,418.77,140.21,25.83,26.61,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,79.6,0,32.51,0,0,59.19,33.74,30.23,55.08,20.8,33.69,0,0,6.14,20.18,41.13,20.01,42.15,45.65,606.65,391.01,0,3.62,127.6,12.43,76.9,44.16,0,24.35,0,0,0,54.11,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

77,19:00-19:15,20.21,5.35,0,418.77,140.21,25.83,28.39,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,33.74,30.23,55.08,20.8,33.69,0,0,5.88,20.18,41.13,20.01,42.15,45.65,686.07,413.21,0,3.62,127.6,10.37,76.9,44.16,0,31.66,0,0,0,54.11,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

78,19:15-19:30,20.21,5.35,0,418.77,140.21,25.83,28.39,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,33.74,30.23,55.08,20.8,33.69,0,0,5.88,20.19,41.13,20.01,42.15,45.65,686.07,413.21,0,3.62,127.6,10.37,76.9,44.16,0,38.97,0,0,0,54.11,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

79,19:30-19:45,20.21,5.35,0,418.77,140.21,25.83,28.39,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,33.74,41.42,55.08,20.8,33.69,0,0,8.29,20.19,41.13,20.01,42.15,45.65,686.07,413.21,0,3.62,127.6,10.37,76.9,44.16,0,42.62,0,0,0,54.11,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

80,19:45-20:00,20.21,5.35,0,418.77,140.21,25.83,28.39,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,33.74,41.42,55.08,20.8,33.69,0,0,8.29,20.19,41.13,20.01,42.15,45.65,686.07,413.21,0,3.62,127.6,10.37,76.9,44.16,0,49.93,0,0,0,21.08,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

81,20:00-20:15,20.21,5.35,0,418.77,140.21,25.83,28.86,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,33.74,41.42,55.08,20.8,33.69,0,0,8.37,20.19,41.13,20.01,42.15,45.65,686.07,413.21,0,3.62,127.6,10.37,76.9,44.16,0,49.93,0,0,0,21.08,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

82,20:15-20:30,20.21,5.35,0,418.77,140.21,25.83,28.86,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,33.74,41.42,55.08,20.8,33.69,0,0,8.37,20.19,41.13,20.01,42.15,45.65,686.07,413.21,0,3.62,127.6,10.37,76.9,44.16,0,49.93,0,0,0,21.08,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

83,20:30-20:45,3.3,5.35,0,418.77,140.21,25.83,28.86,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,32.08,40.4,53.79,20.8,33.69,0,0,8.47,20.19,41.13,20.01,42.15,44.22,686.07,413.21,0,3.54,127.6,9.48,76.9,44.16,0,49.93,0,0,0,21.08,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

84,20:45-21:00,3.3,5.35,0,418.77,140.21,25.83,28.86,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,32.08,40.4,53.79,20.8,33.69,0,0,8.68,20.19,41.13,20.01,42.15,44.22,686.07,413.21,0,3.54,127.6,9.48,76.9,44.16,0,49.93,0,0,0,21.08,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

85,21:00-21:15,3.3,5.35,0,418.77,140.21,25.83,28.98,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,32.08,40.4,53.79,20.8,33.69,0,0,8.68,20.19,41.13,20.01,42.15,44.22,686.07,413.21,0,3.54,127.6,9.48,76.9,44.16,0,49.93,0,0,0,21.08,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

86,21:15-21:30,3.3,5.35,0,418.77,140.21,25.83,28.98,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,32.08,40.4,53.79,20.8,33.69,0,0,8.91,20.19,41.13,20.01,42.15,44.22,686.07,413.21,0,3.54,127.6,9.48,76.9,44.16,0,49.93,0,0,0,21.08,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

87,21:30-21:45,3.3,5.35,0,418.77,140.21,25.83,28.98,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,32.08,40.4,53.79,20.8,33.69,0,0,9.03,20.19,41.13,20.01,42.15,44.22,686.07,413.21,0,3.54,127.6,9.48,76.9,44.16,0,49.93,0,0,0,30.92,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

88,21:45-22:00,3.3,5.35,0,418.77,140.21,25.83,28.98,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,32.08,40.4,53.79,20.8,33.69,0,0,9.7,20.19,41.13,20.01,42.15,44.22,686.07,413.21,0,3.54,127.6,9.48,76.9,44.16,0,49.93,0,0,0,30.92,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

89,22:00-22:15,20.21,5.35,0,418.77,140.21,25.83,29.21,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,33.74,41.42,55.08,20.8,33.69,0,0,10.14,20.19,41.13,20.01,42.15,45.65,686.07,413.21,0,3.62,127.6,10.37,76.9,44.16,0,49.93,0,0,0,30.92,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

90,22:15-22:30,20.21,5.35,0,418.77,140.21,25.83,29.21,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,33.74,41.42,55.08,20.8,33.69,0,0,10.14,20.19,41.13,20.01,42.15,45.65,686.07,413.21,0,3.62,127.6,10.37,76.9,44.16,0,49.93,0,0,0,30.92,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

91,22:30-22:45,20.21,5.35,0,418.77,140.21,25.83,29.21,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,33.74,41.42,55.08,20.8,33.69,0,0,10.44,20.19,41.13,20.01,42.15,45.65,686.07,413.21,0,3.62,127.6,10.37,76.9,44.16,0,49.93,0,0,0,49.19,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

92,22:45-23:00,20.21,5.35,0,418.77,140.21,25.83,29.21,0,0,0,0,0,0,0,98.87,42.51,0,168.66,0,60.53,43.21,0,0,4.32,0,77.85,0,32.51,0,0,59.19,33.74,41.42,55.08,20.8,33.69,0,0,10.44,20.19,41.13,20.01,42.15,45.65,686.07,413.21,0,3.62,127.6,10.37,76.9,44.16,0,49.93,0,0,0,49.19,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

93,23:00-23:15,13.04,5.35,0,418.77,140.21,25.83,29.21,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,73.21,0,32.51,0,0,59.19,32.08,40.4,53.79,20.8,33.69,0,0,10.44,20.19,41.13,20.01,42.15,44.22,686.07,413.21,0,3.54,127.6,11.53,76.9,44.16,0,49.93,0,0,0,49.19,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

94,23:15-23:30,13.04,5.35,0,418.77,140.21,25.83,29.21,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,73.21,0,32.51,0,0,59.19,32.08,40.4,53.79,20.8,33.69,0,0,10.44,20.19,41.13,20.01,42.15,44.22,686.07,413.21,0,3.54,127.6,11.53,76.9,44.16,0,49.93,0,0,0,49.19,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

95,23:30-23:45,13.04,5.35,0,418.77,140.21,25.83,29.21,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,73.21,0,32.51,0,0,59.19,32.08,40.4,53.79,20.8,33.69,0,0,9.7,20.19,41.13,20.01,42.15,44.22,686.07,413.21,0,3.54,127.6,11.53,76.9,44.16,0,49.93,0,0,0,53.4,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

96,23:45-24:00,13.04,5.35,0,418.77,140.21,25.83,29.21,0,0,0,0,0,0,0,98.87,38.64,0,167.1,0,60.53,43.21,0,0,4.32,0,73.21,0,32.51,0,0,59.19,32.08,40.4,53.79,20.8,33.69,0,0,9.7,20.19,41.13,20.01,42.15,44.22,686.07,413.21,0,3.54,127.6,11.53,76.9,44.16,0,49.93,0,0,0,53.4,121.71,17.37,0.12,0,0,44.62,0,0,0,0,0,0

