Block,Time,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01122023/15122023/HP-15,NR/01102023/19072037/LT-05,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01122023/07122023/HP-18,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36
8,01:45-02:00,91.01,0,0,0,0,21.68,0,0,0,30.34,76.67,76.67,0,0,30.33,7.01,48.06,0,0,0,30.760000,46.140000,96.130000,0.000000,24.030000,1.390000,148.690000,109.590000,57.250000,71.520000,0.000000,1.890000,122.930000,1.450000,0.000000,25.950000,25.950000,0.000000

9,02:00-02:15,84.43,0,0,0,0,21.34,0,0,0,28.14,76.34,76.34,0,0,28.14,7.01,48.06,0,0,0,30.760000,46.140000,96.130000,0.000000,24.030000,1.390000,148.690000,108.320000,57.250000,71.520000,0.000000,1.890000,122.930000,1.450000,0.000000,25.950000,25.950000,0.000000

10,02:15-02:30,83.76,0,0,0,0,20.68,0,0,0,27.92,76.01,76.01,0,0,27.92,7.01,48.06,0,0,0,30.760000,46.140000,96.130000,0.000000,24.030000,1.390000,148.690000,120.160000,57.250000,71.520000,0.000000,1.890000,122.930000,1.450000,0.000000,25.950000,25.950000,0.000000

11,02:30-02:45,83.13,0,0,0,0,16.9,0,0,0,27.71,71.67,71.67,0,0,27.7,7.01,48.06,0,0,0,30.760000,46.140000,96.130000,0.000000,24.030000,1.390000,148.690000,120.160000,57.250000,71.520000,0.000000,1.890000,122.930000,1.450000,0.000000,25.950000,25.950000,0.000000

12,02:45-03:00,82.51,0,0,0,0,16.47,0,0,0,27.5,69.67,69.67,0,0,27.51,7.01,48.06,0,0,0,30.760000,46.140000,96.130000,0.000000,24.030000,1.390000,148.690000,127.850000,57.250000,71.520000,0.000000,1.890000,122.930000,1.450000,0.000000,25.950000,25.950000,0.000000

13,03:00-03:15,82.43,0,0,0,0,15.99,0,0,0,27.48,66.01,66.01,0,0,27.46,7.01,48.06,0,0,0,30.760000,46.140000,96.130000,0.000000,24.030000,1.390000,148.690000,127.850000,57.250000,71.520000,0.000000,1.890000,122.930000,1.450000,0.000000,25.950000,25.950000,0.000000

14,03:15-03:30,82.13,0,0,0,0,15.64,0,0,0,27.38,64.01,64.01,0,0,27.36,7.01,48.06,0,0,0,30.760000,46.140000,96.130000,0.000000,24.030000,1.390000,148.690000,127.850000,57.250000,71.520000,0.000000,1.890000,122.930000,1.450000,0.000000,25.950000,25.950000,0.000000

15,03:30-03:45,81.51,0,0,0,0,15.25,0,0,0,27.17,62.01,62.01,0,0,27.17,7.01,48.06,0,0,0,30.390000,46.140000,96.130000,0.000000,24.030000,1.390000,148.690000,130.510000,57.250000,71.520000,0.000000,1.890000,122.930000,1.450000,0.000000,25.950000,25.950000,0.000000

16,03:45-04:00,81.01,0,0,0,0,14.72,0,0,0,27,61.67,61.67,0,0,27.01,7.01,48.06,0,0,0,30.390000,46.140000,96.130000,0.000000,24.030000,1.390000,148.690000,144.850000,57.250000,71.520000,0.000000,1.890000,122.930000,1.450000,0.000000,25.950000,25.950000,0.000000

17,04:00-04:15,80.01,0,0,0,0,14.51,0,0,0,26.67,61.34,61.34,0,0,26.67,7.01,48.06,0,0,0,30.390000,46.140000,96.130000,0.000000,24.030000,0.930000,148.690000,144.850000,57.250000,71.520000,0.000000,1.850000,122.930000,1.370000,0.000000,25.950000,25.950000,0.000000

18,04:15-04:30,79.63,0,0,0,0,14.08,0,0,0,26.54,60.67,60.67,0,0,26.54,7.01,48.06,0,0,0,30.390000,46.140000,96.130000,0.000000,24.030000,0.930000,148.690000,144.850000,57.250000,71.520000,0.000000,1.850000,122.930000,1.370000,0.000000,25.950000,25.950000,0.000000

19,04:30-04:45,79.01,0,0,0,0,13.52,0,0,0,26.34,66.95,66.95,0,0,26.33,7.01,48.06,0,0,0,30.390000,44.350000,96.130000,0.000000,24.030000,0.930000,148.690000,144.850000,57.250000,71.520000,0.000000,1.850000,122.930000,1.370000,0.000000,25.950000,25.950000,0.000000

20,04:45-05:00,78.51,0,0,0,0,13.4,0,0,0,26.17,66.45,66.45,0,0,26.17,7.01,48.06,0,0,0,30.390000,44.350000,96.130000,0.000000,24.030000,0.930000,148.690000,144.850000,57.250000,71.520000,0.000000,1.850000,122.930000,1.370000,0.000000,25.950000,25.950000,0.000000

21,05:00-05:15,78.38,0,0,0,0,13.29,0,0,0,26.13,65.7,65.7,0,0,26.12,7.01,48.06,0,0,0,43.170000,66.330000,96.130000,0.000000,24.030000,1.160000,148.690000,144.850000,57.250000,67.290000,0.000000,1.850000,122.930000,1.370000,0.000000,30.760000,25.400000,0.000000

22,05:15-05:30,77.62,0,0,0,0,13.16,0,0,0,25.87,65.21,65.21,0,0,25.88,7.01,48.06,0,0,0,66.840000,66.330000,96.130000,0.000000,24.030000,1.160000,148.690000,204.670000,57.250000,67.290000,0.000000,1.850000,122.930000,1.370000,0.000000,30.760000,25.400000,0.000000

23,05:30-05:45,68.01,0,0,0,0,9.14,0,0,0,22.67,56.67,56.67,0,0,22.67,7.01,48.06,0,0,0,66.840000,56.720000,96.130000,0.000000,24.030000,1.160000,192.260000,204.670000,57.250000,67.290000,0.000000,1.850000,122.930000,1.370000,0.000000,30.760000,25.400000,0.000000

24,05:45-06:00,66.01,0,0,0,0,9.12,0,0,0,22,56.01,56.01,0,0,22.01,7.01,48.06,0,0,0,66.840000,56.720000,96.130000,0.000000,24.030000,1.160000,230.710000,204.670000,57.250000,67.290000,0.000000,1.850000,122.930000,1.370000,0.000000,30.760000,25.400000,0.000000

25,06:00-06:15,64.01,0,0,0,0,9.68,0,0,0,21.34,36.82,36.82,0,0,21.33,7.01,48.06,0,0,0,66.840000,88.440000,96.130000,0.000000,24.030000,1.160000,270.370000,233.510000,0.000000,67.290000,0.000000,1.850000,252.490000,1.370000,0.000000,25.950000,25.950000,0.000000

26,06:15-06:30,63.01,0,0,0,0,9.6,0,0,0,21,35.8,35.8,0,0,21.01,7.01,48.06,0,0,0,66.840000,88.440000,96.130000,0.000000,24.030000,1.160000,270.370000,257.540000,0.000000,67.290000,0.000000,1.850000,252.490000,1.370000,0.000000,25.950000,25.950000,0.000000

27,06:30-06:45,55.01,0,1.25,1.22,0,9.64,1,0,0,18.34,35.01,35.01,0,0,18.33,7.01,48.06,0,0,0,66.840000,88.440000,96.130000,0.000000,24.030000,1.160000,270.370000,257.540000,0.000000,67.290000,0.000000,1.850000,252.490000,1.370000,0.000000,25.950000,25.950000,0.000000

28,06:45-07:00,52.51,0,4.25,4.58,0,9.62,5,0,0,17.5,33.67,33.67,0.09731,0,17.51,7.01,48.06,0,0,0,86.070000,100.690000,96.130000,0.000000,24.030000,1.160000,270.370000,257.540000,0.000000,86.520000,0.000000,1.850000,252.490000,1.370000,0.000000,25.950000,25.950000,0.000000

29,07:00-07:15,50.01,0,8.49,19,0,9.77,12,0,0,16.67,32.67,32.67,0.710363,0.02,16.67,7.01,48.06,0,0,0,86.070000,100.690000,96.130000,0.020000,23.070000,1.160000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,0.020000,25.950000,25.950000,0.020000

30,07:15-07:30,47.51,0.11,16.48,32.48,0,9.88,22,1,0,15.84,32.01,32.01,1.527767,0.57,15.83,7.01,48.06,2,1,0,86.070000,100.690000,96.130000,0.150000,23.070000,1.160000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,0.150000,25.950000,25.950000,0.150000

31,07:30-07:45,45.01,1.54,26.45,30,0.7,9.75,33,5,3,15,38.34,38.34,2.423019,7.69,15.01,7.01,48.06,7,3,2,86.070000,100.690000,96.130000,0.420000,23.070000,1.160000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,0.420000,25.950000,25.950000,0.430000

32,07:45:08:00,43.01,3.59,30.17,30.17,2.89,9.66,30.16,9,4,14.34,39.34,39.34,3.571277,17.95,14.33,7.01,48.06,15,6,4,86.070000,100.690000,96.130000,0.840000,23.070000,1.160000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,0.840000,25.950000,25.950000,0.860000

33,08:00-08:15,61.51,6.52,30.33,30.33,6.58,11.68,30.34,15,7,20.5,40.01,40.01,4.953079,32.63,20.5,7.01,48.06,32,13,5.96,86.070000,100.690000,96.130000,1.400000,23.070000,1.160000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,1.400000,30.760000,25.400000,1.430000

34,08:15-08:30,63.95,10.25,30.33,30.33,11.94,12.68,30.34,21,11,21.32,40.84,40.84,6.42246,51.27,21.31,7.01,48.06,46,19,9.72,86.070000,100.690000,96.130000,2.170000,23.070000,1.160000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,2.170000,30.760000,25.400000,2.230000

35,08:30-08:45,60.94,14.25,32,32,18.79,12.99,32,28,14,20.31,41.67,41.67,7.872379,71.23,20.31,7.01,48.06,60,25,14.76,86.070000,100.690000,96.130000,3.120000,23.070000,1.160000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,3.120000,30.760000,25.400000,3.200000

36,08:45:09:00,62.75,18.26,32,32,25.87,13.18,32,37,18,20.92,42.67,42.67,9.24445,91.3,20.91,6.61,48.06,74,31,18.97,86.070000,79.790000,96.130000,4.670000,23.070000,1.160000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,4.670000,30.760000,25.400000,4.780000

37,09:00:09:15,63.06,22.87,32,32,32.81,13.34,32,43,22,21.02,46.67,46.67,7.415022,114.37,21.03,6.61,48.06,88,37,23.14,86.070000,55.760000,96.130000,6.030000,24.030000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,6.030000,30.760000,25.400000,6.180000

38,09:15-09:30,63.26,26.95,32,32,39.4,14.01,32,49,24,21.09,46.67,46.67,8.573011,134.77,21.08,6.61,48.06,102,43,26.54,86.070000,51.910000,96.130000,7.240000,24.030000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,7.240000,30.760000,25.400000,7.420000

39,09:30-09:45,63.43,30.72,32,32,45.8,14.51,32,58,29,21.14,51.99,51.99,9.662883,153.58,21.15,6.61,48.06,121,52,30.16,86.070000,62.480000,96.130000,8.560000,24.030000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,8.560000,30.760000,25.400000,8.770000

40,09:45-10:00,63.91,33.82,32.5,32.5,52.26,14.84,32.5,65,32,21.3,52.57,52.57,10.60679,169.11,21.31,6.61,48.06,135,58,32.55,86.070000,62.480000,96.130000,9.620000,24.030000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,9.620000,30.760000,25.400000,9.860000

41,10:00-10:15,36.38,36.81,32.5,32.5,58.06,9.21,32.5,72,36,12.12,29.98,29.98,11.550697,184.07,12.13,6.61,48.06,151,64,35.33,86.070000,55.760000,96.130000,11.570000,24.030000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,11.570000,30.760000,25.400000,11.860000

42,10:15-10:30,35.08,39.5,32.5,32.5,63.67,9.16,32.5,77,38,11.69,31.65,31.65,12.611376,197.51,11.7,6.61,48.06,161,69,37.12,86.070000,46.140000,96.130000,12.920000,24.030000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,12.920000,30.760000,25.400000,13.250000

43,10:30-10:45,37.88,41.59,32.5,32.5,73.28,9.14,32.5,81,41,12.63,32.78,32.78,17.389297,207.98,12.63,6.61,48.06,172,73,40.96,86.070000,46.140000,96.130000,13.660000,24.990000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,13.660000,30.760000,25.400000,14.000000

44,10:45-11:00,36.38,43.21,32.5,32.5,78.16,9.17,32.5,83,42,12.12,32.36,32.36,19.082491,216.06,12.13,6.61,48.06,179,76,42.2,73.650000,46.140000,96.130000,14.300000,24.990000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.370000,14.300000,30.760000,25.400000,14.650000

45,11:00-11:15,35.47,45.98,32.5,32.5,81.64,9.16,32.5,88,44,11.82,23.68,23.68,20.230749,229.92,11.83,6.61,48.06,186,79,43.89,73.650000,46.140000,96.130000,14.830000,24.990000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.530000,14.830000,30.760000,25.400000,15.200000

46,11:15-11:30,35.26,46.43,32.5,32.5,84.97,9.21,32.5,90,45,11.76,23.38,23.38,21.009229,232.13,11.75,6.61,48.06,189,81,44.88,73.650000,46.140000,96.130000,15.250000,24.990000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.530000,15.250000,30.760000,25.400000,15.630000

47,11:30-11:45,35.06,46.67,32.5,32.5,87.53,11.84,32.5,90,45,11.69,22.92,22.92,21.904481,233.33,11.69,6.61,48.06,193,82,45.86,73.650000,46.140000,96.130000,15.600000,24.990000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.300000,15.600000,30.760000,25.400000,15.990000

48,11:45-12:00,38.26,46.67,32.5,32.5,89.76,13.84,32.5,90,45,12.75,22.94,22.94,21.709861,233.33,12.76,6.61,48.06,193,82,46,73.650000,46.140000,96.130000,15.810000,24.990000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.850000,252.490000,1.300000,15.810000,30.760000,25.400000,16.210000

49,12:00-12:15,40.76,46.67,32.5,32.5,91.22,14.8,32.5,90,45,13.59,24.15,24.15,20.736761,233.33,13.58,7.01,48.06,193,82,46,73.230000,46.140000,96.130000,16.000000,24.030000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.890000,252.490000,1.370000,16.000000,25.950000,25.950000,16.400000

50,12:15-12:30,49.26,46.67,32.5,32.5,92.03,15.1,32.5,90,45,16.42,26.04,26.04,23.296014,233.33,16.42,7.01,48.06,193,82,46,73.230000,46.140000,96.130000,16.020000,24.030000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.890000,252.490000,1.370000,16.020000,25.950000,25.950000,16.430000

51,12:30-12:45,57.76,46.67,32.5,32.5,92.54,17.08,32.5,90,45,19.25,30.17,30.17,25.232483,233.33,19.26,7.01,48.06,193,82,46,49.560000,46.140000,96.130000,16.040000,24.030000,1.240000,270.370000,257.540000,0.000000,117.660000,0.000000,1.890000,252.490000,1.370000,16.040000,25.950000,25.950000,16.450000

52,12:45-13:00,64.26,46.67,32.5,32.5,92.1,18.34,32.5,88,44,21.42,31.84,31.84,25.271407,233.33,21.42,7.01,48.06,193,82,46,59.600000,46.140000,96.130000,15.960000,24.030000,1.240000,270.370000,226.560000,0.000000,117.660000,0.000000,1.890000,252.490000,1.370000,15.960000,25.950000,25.950000,16.360000

53,13:00-13:15,70.26,46.67,32.5,32.5,92.06,24.51,32.5,88,44,23.42,34.17,34.17,26.001232,233.33,23.42,7.01,48.06,186,79,45.5,49.560000,46.140000,96.130000,15.980000,24.030000,1.320000,270.370000,197.720000,0.000000,86.520000,0.000000,1.890000,252.490000,1.450000,15.980000,25.950000,25.950000,16.370000

54,13:15-13:30,77.76,46.67,32.5,32.5,90.53,25.18,32.5,86,43,25.92,37.51,37.51,27.314917,233.33,25.92,7.01,48.06,182,78,45,49.560000,46.140000,96.130000,15.580000,24.030000,1.320000,270.370000,197.720000,0.000000,67.290000,0.000000,1.890000,252.490000,1.450000,15.580000,25.950000,25.950000,15.970000

55,13:30-13:45,90.26,46.67,32.5,32.5,89.39,27.51,32.5,85,43,30.09,40.51,40.51,22.945698,233.33,30.08,7.01,48.06,181,77,44.5,49.560000,46.140000,96.130000,15.050000,24.990000,1.320000,270.370000,197.720000,0.000000,86.520000,0.000000,1.890000,252.490000,1.450000,15.050000,25.950000,25.950000,15.420000

56,13:45-14:00,92.76,46.59,32.5,32.5,88.86,28.51,32.5,83,42,30.92,44.17,44.17,23.403055,232.95,30.92,7.01,48.06,175,75,43,49.560000,46.140000,96.130000,14.620000,24.990000,1.320000,270.370000,197.720000,0.000000,117.660000,0.000000,1.890000,252.490000,1.450000,14.620000,25.950000,25.950000,14.980000

57,14:00-14:15,96.26,46.09,32.5,32.5,84.9,29.18,32.5,77,38,32.09,44.51,44.51,23.529558,230.45,32.08,7.01,48.06,168,72,42,49.560000,46.140000,96.130000,14.050000,24.990000,1.320000,270.370000,197.720000,0.000000,117.660000,0.000000,1.890000,252.490000,1.530000,14.050000,25.950000,25.950000,14.400000

58,14:15-14:30,98.76,45.21,32.5,32.5,80.69,30,32.5,73,37,32.92,45.17,45.17,22.741347,226.03,32.92,7.01,48.06,158,67,40.07,49.560000,46.140000,96.130000,13.420000,24.030000,1.320000,270.370000,197.720000,0.000000,117.660000,0.000000,1.890000,252.490000,1.530000,13.420000,25.950000,25.950000,13.750000

59,14:30-14:45,100,41.73,32.5,32.5,76.33,30,32.5,70,35,33.33,45.84,45.84,21.70013,208.68,33.34,7.01,48.06,147,63,35.2,49.560000,46.140000,96.130000,13.000000,24.990000,1.320000,270.370000,197.720000,0.000000,117.660000,0.000000,1.890000,252.490000,1.530000,13.000000,25.950000,25.950000,13.320000

60,14:45-15:00,100,39.3,32.5,32.5,73.81,30,32.5,63,32,33.33,46.63,46.63,20.474024,196.48,33.34,7.01,48.06,137,58,32.33,49.560000,46.140000,96.130000,12.360000,24.990000,1.320000,270.370000,197.720000,0.000000,117.660000,0.000000,1.890000,252.490000,1.530000,12.360000,25.950000,25.950000,12.660000

61,15:00-15:15,85,36.76,32.5,32.5,69.55,30,32.5,60,30,28.33,48.93,48.93,34.44774,183.78,28.34,7.01,48.06,126,54,31.08,49.560000,46.140000,96.130000,11.370000,24.990000,1.320000,270.370000,226.560000,0.000000,117.660000,0.000000,1.890000,252.490000,1.610000,11.370000,25.950000,25.950000,11.660000

62,15:15-15:30,85,34.15,32.5,32.5,63.61,30,32.5,53,27,28.33,51.39,51.39,28.745374,170.74,28.34,7.01,48.06,112,48,28.32,49.560000,46.140000,96.130000,10.290000,24.990000,1.320000,270.370000,257.540000,0.000000,117.660000,0.000000,1.890000,252.490000,1.610000,10.290000,25.950000,25.950000,10.540000

63,15:30-15:45,85,31.72,32.5,32.5,58.51,30,32.5,47,23,28.33,50.91,50.91,22.099101,158.62,28.34,7.01,48.06,98,42,24.43,86.070000,46.140000,96.130000,9.140000,24.990000,1.320000,270.370000,257.540000,0.000000,117.660000,0.000000,1.890000,252.490000,1.610000,9.140000,25.950000,25.950000,9.370000

64,15:45-16:00,85,28.48,30.48,32.41,50.53,30,33,40,20,28.33,50.44,50.44,16.902747,142.39,28.34,7.01,48.06,84,36,21.29,86.070000,46.140000,96.130000,7.850000,24.990000,1.320000,270.370000,257.540000,0.000000,117.660000,0.000000,1.890000,252.490000,1.610000,7.850000,25.950000,25.950000,8.050000

65,16:00-16:15,85,25.25,20.8,33,43.2,30,24,33,17,28.33,49.83,49.83,11.998323,126.28,28.34,7.01,48.06,70,30,17.33,86.070000,46.140000,96.130000,6.350000,24.990000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,252.490000,1.680000,6.350000,25.950000,25.950000,6.500000

66,16:15-16:30,85,20.19,12.48,29.67,35.95,30,10,26,13,28.33,48.46,48.46,7.716683,100.98,28.34,7.01,48.06,56,24,11.46,86.070000,75.940000,96.130000,4.670000,24.990000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,252.490000,1.680000,4.670000,25.950000,25.950000,4.780000

67,16:30-16:45,72.49,16.05,6.48,11.07,29.46,27.38,2,19,9,24.16,50.22,50.22,4.67088,80.24,24.17,7.01,48.06,42,18,7.5,86.070000,100.690000,96.130000,3.070000,24.990000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,252.490000,1.680000,3.070000,25.950000,25.950000,3.140000

68,16:45-17:00,70.82,11.2,2.44,5.7,22.65,27.32,0,13,7,23.61,50.77,50.77,2.948493,56,23.6,7.01,48.06,28,12,5,86.070000,100.690000,96.130000,1.770000,24.990000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,252.490000,1.680000,1.770000,25.210000,30.760000,1.800000

69,17:00-17:15,69.5,6.48,0.88,2.85,15.64,27.14,0,7,3,23.17,52.27,52.27,1.537498,32.43,23.15,7.01,48.06,14,6,3,86.070000,100.690000,96.130000,0.900000,24.990000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,252.490000,1.680000,0.900000,30.760000,30.760000,0.920000

70,17:15-17:30,68.18,2.97,0,0.95,8.87,26.88,0,3,1,22.73,54.31,54.31,0.155696,14.86,22.71,7.01,48.06,7,3,1,86.070000,100.690000,96.130000,0.350000,25.960000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,252.490000,1.680000,0.350000,30.760000,30.760000,0.360000

71,17:30-17:45,68.73,0.92,0,0.1,3.94,26.74,0,1,1,22.91,55.54,55.54,0,4.58,22.91,7.01,48.06,1,0,0,86.070000,100.690000,96.130000,0.090000,25.960000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,252.490000,1.680000,0.090000,30.760000,30.760000,0.100000

72,17:45-18:00,69.61,0.07,0,0,1.12,26.55,0,0,0,23.2,57.41,57.41,0,0.36,23.2,7.01,48.06,0,0,0,86.070000,100.690000,96.130000,0.000000,25.960000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,252.490000,1.680000,0.000000,30.760000,30.760000,0.000000

73,18:00-18:15,73.07,0,0,0,0,26.51,0,0,0,24.36,58.3,58.3,0,0,24.35,9.06,48.06,0,0,0,86.070000,100.690000,96.130000,0.000000,24.990000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,122.930000,1.680000,0.000000,30.760000,30.760000,0.000000

74,18:15-18:30,73.28,0,0,0,0,26.21,0,0,0,24.42,58.3,58.3,0,0,24.43,8.71,48.06,0,0,0,86.070000,100.690000,96.130000,0.000000,24.990000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,122.930000,1.680000,0.000000,30.760000,30.760000,0.000000

75,18:30-18:45,73.92,0,0,0,0,23.14,0,0,0,24.64,72.57,72.57,0,0,24.64,7.41,48.06,0,0,0,86.070000,100.690000,96.130000,0.000000,24.990000,1.390000,270.370000,257.540000,0.000000,117.660000,0.000000,1.940000,122.930000,1.680000,0.000000,30.760000,30.760000,0.000000

