Time,Block,NR/2023/17668/C,NR/2023/17664/C,NR/2023/17344/F,NR/2023/17261/F,NR/2023/17510/F,NR/2023/17406/F,NR/2023/17405/F,NR/2023/14754/A,NR/2023/17165/A,NR/2023/17496/F,NR/2023/14436/A,NR/2023/17665/C,NR/2023/17674/C,Total
,,SJVNL,TPDDL,ITCLH,APPCPL,GBHHPL,MANIKARAN,MANIKARAN,APPCPL,NVVNL,IEXL,GMRETL,NVVNL,SJVNL,Total

,,NA,HIMACHAL PRADESH,ANDHRA PRADESH,HIMACHAL PRADESH,HIMACHAL PRADESH,HIMACHAL PRADESH,HIMACHAL PRADESH,HIMACHAL PRADESH,NA,KARNATAKA,MEGHALAYA,NA,NA,
,,SORANG_HEP,CHANJUII,ITCWIND,HP,GBHHPL,HP,HP,HP,SKS Raigarh,NSLSUGAR,Meghalaya_Ben,SOLAPUR_SOLAR,RSRPL_BKN,
,,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,
,,NDMC,TPDDL,ITCLH,BRPL,DIAPL,BRPL,BRPL,BYPL,NDMC,MES (Delhi),BYPL,MES (Delhi),NDMC,
,,North-North,North-North,South-West-North,North-North,North-North,North-North,North-North,North-North,West-North,South-East-North,North East-East-North,West-North,North-North,
1,00:00-00:15,0.000000,6.550000,0.580000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,198

2,00:15-00:30,0.000000,6.550000,0.580000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,198

3,00:30-00:45,0.000000,6.550000,0.580000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,198

4,00:45-01:00,0.000000,6.550000,0.580000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,198

5,01:00-01:15,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

6,01:15-01:30,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

7,01:30-01:45,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

8,01:45-02:00,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

9,02:00-02:15,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

10,02:15-02:30,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

11,02:30-02:45,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

12,02:45-03:00,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

13,03:00-03:15,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

14,03:15-03:30,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

15,03:30-03:45,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

16,03:45-04:00,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

17,04:00-04:15,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

18,04:15-04:30,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

19,04:30-04:45,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

20,04:45-05:00,0.000000,6.550000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.95

21,05:00-05:15,0.000000,6.450000,0.530000,54.110000,1.000000,4.350000,4.830000,23.190000,62.810000,6.760000,33.820000,0,0,197.85

