Block,Time,TEHRI,URI,AURY_RF,ANTA_RF,DADRI_RF,DADRI_LF,ANTA_CRF,BSIUL,AURY_LF,CHAMERA1,DULHASTI,UNCHAHAR2,FSTPP I & II,BRBCL,SASAN,TALA,KHSTPP-II,KHSTPP-I,DADRI_CRF,NJPC,UNCHAHAR1,RAPPC,ANTA_LF,JHAJJAR,KOTESHWR,DADRI_GF,SEWA2,URI2,AURY_CRF,DHAULIGNGA,TANDA2,ANTA_GF,RAMPUR,PARBATI3,UNCHAHAR4,SINGRAULI_HYDRO,DADRT2,RAPPB,NAPP,CHAMERA3,UNCHAHAR3,RIHAND2,KISHANGANGA,SINGRAULI,CHAMERA2,TANAKPUR,AURY_GF,KOLDAM,SALAL,RIHAND1,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,2.128512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.280000,4.820000,13.938665,394.758000,0.000000,56.876000,15.424000,0.000000,0.000000,6.748000,0.000000,0.000000,343.184000,8.554536,0.000000,0.000000,16.079983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700770,339.328000,0.000000,20.591040,0.000000,10.604000,56.933840,0.000000,121.066350,0.000000,0.987907,0.000000,0.000000,2.240336,81.208897,119.213662,0,0,0,0,0

2,00:15-00:30,0.000000,2.128512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.280000,4.820000,14.460000,394.758000,0.000000,56.876000,15.424000,0.000000,0.000000,6.748000,0.000000,0.000000,343.184000,8.554536,0.000000,0.000000,16.079983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700770,339.328000,0.000000,20.591040,0.000000,10.604000,56.933840,0.000000,121.066350,0.000000,0.987907,0.000000,0.000000,2.240336,88.688000,119.213662,0,0,0,0,0

3,00:30-00:45,0.000000,2.128512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.280000,4.820000,14.460000,394.758000,0.000000,56.876000,15.424000,0.000000,0.000000,6.748000,0.000000,0.000000,343.184000,8.554536,0.000000,0.000000,16.079983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700770,339.328000,0.000000,20.591040,0.000000,10.604000,56.933840,0.000000,121.066350,0.000000,0.987907,0.000000,0.000000,2.240336,88.688000,119.213662,0,0,0,0,0

4,00:45-01:00,0.000000,2.128512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.280000,4.820000,14.460000,394.758000,0.000000,56.876000,15.424000,0.000000,0.000000,6.748000,0.000000,0.000000,343.184000,8.554536,0.000000,0.000000,16.079983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700770,339.328000,0.000000,20.591040,0.000000,10.604000,56.933840,0.000000,121.066350,0.000000,0.987907,0.000000,0.000000,2.240336,88.688000,119.213662,0,0,0,0,0

5,01:00-01:15,0.000000,2.128512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.280000,4.820000,14.460000,394.758000,0.000000,56.876000,15.424000,0.000000,0.000000,6.748000,0.000000,0.000000,343.184000,8.554536,0.000000,0.000000,16.079983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700770,370.176000,0.000000,20.591040,0.000000,10.604000,56.933840,0.000000,121.066350,0.000000,0.987907,0.000000,0.000000,2.240336,88.688000,119.213662,0,0,0,0,0

